controller,stage2_rank,sample_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,control_effort,max_abs_ax_m_s2,max_ax_step_m_s2,max_thrust_N,max_abs_torque_Nm
pid,1,wind_3p0__+y_r0.25,True,False,,1.0442183119173922,1.1273364190515236,,,0.6257280143814477,0.38437866040452384,0.04639771226872,131.61100692710298,4.843894338505418
pid,1,calm__-y_r0.25,True,False,,1.8609632382557795,0.0,,,0.0,0.0,0.0,142.3231803422361,4.868918631220175
pid,1,wind_1p5__-y_r0.25,True,False,,1.028031262590076,0.3417670702482669,,,0.03844425469875554,0.09690305676226635,0.011561204323057128,131.60209864993752,4.850518857105173
pid,1,wind_3p0__-y_r0.25,True,False,,1.0442183119173922,1.1273364190515236,,,0.6257280143814477,0.38437866040452384,0.04639771226872,131.61100692710298,4.843894338505418
pid,1,calm__+z_r0.25,True,True,1.2600000000000002,0.050905701662481276,0.0,,,0.0,0.0,0.0,144.86215,0.0
pid,1,wind_1p5__+z_r0.25,True,True,3.2700000000000005,0.07040604207789365,0.3510138262746735,,,0.038533925802712386,0.09690305676226635,0.011561204323057128,144.86608478887302,0.06645763894649774
pid,1,wind_3p0__+z_r0.25,True,False,,0.2022283959623209,1.1563910854903943,,,0.6216801449883692,0.38437866040452384,0.04639771226872,144.9288599725181,0.20140878150521366
pid,1,calm__-z_r0.25,True,True,1.2600000000000002,0.050905701662481435,0.0,,,0.0,0.0,0.0,136.1756882870477,0.0
pid,1,wind_1p5__-z_r0.25,True,True,3.285,0.06979561017934734,0.3289352135523869,,,0.03768030775101919,0.09690305676226635,0.011561204323057128,136.1756285504138,0.06142435437888261
pid,1,wind_3p0__-z_r0.25,True,False,,0.2014539250101326,1.0861400738592375,,,0.6163958726734068,0.38437866040452384,0.04639771226872,136.1770950368586,0.20140878150521366
pid,1,stochastic_dev_0000,True,True,4.755,0.07688426662110896,0.5718799184952791,,,0.03728941825925169,0.13840688795434314,0.12213173450510074,129.89979245206018,0.16894303345067954
pid,1,stochastic_dev_0001,True,True,2.34,0.07636994565883676,1.0294097884899231,,,0.07788462389389547,0.15966863230093398,0.11582628378587817,129.92621318601755,0.23017521020887372
pid,1,stochastic_dev_0002,True,False,,0.5915337609034109,0.5813863750404411,,,0.030996093422183946,0.15360632968759194,0.01662620023564377,132.5375363001747,4.069679850467382
pid,1,stochastic_dev_0003,True,False,,0.5906025782847752,0.3667570453246387,,,0.011876599494865523,0.06970902046648171,0.014761402896206255,132.5187465090366,4.07013659935896
pid,1,stochastic_dev_0004,True,True,1.0700000000000003,0.042784084769809515,0.5531959166316304,,,0.03270395496492967,0.1240411479089134,0.020532784246161166,139.81308541604866,0.15991580122823867
pid,1,stochastic_dev_0005,True,True,1.08,0.03941989413396235,0.44741009936512566,,,0.015179966994713441,0.08096629875129403,0.010861572864829593,133.69025511838348,0.09950842834214112
pid,1,stochastic_dev_0006,True,False,,0.11503718861979573,0.8542584634827238,,,0.06365213025841282,0.21163443853385397,0.20115316674280986,129.91736007035465,0.3132127727368787
pid,1,stochastic_dev_0007,True,True,4.97,0.08511192213058236,0.2262340981504428,,,0.03273535386002072,0.24797878561566933,0.20129164896178595,129.90691218707602,0.3193378082508639
pid,1,stochastic_dev_0008,True,False,,1.0271034558691794,0.28275624704152164,,,0.014266643394090669,0.09972421277000816,0.02497140126337305,131.59983310544507,4.85124015751468
