candidate_id,sample_count,safe_sample_count,task_success_count,safety_rate,task_success_rate,acquisition_median_s,position_rmse_3d_m,orientation_rmse_deg,control_effort,ramp_peak_position_error_m,ramp_steady_state_position_error_m,gain_norm
task_lqr_000,8,8,5,1.0,0.625,2.14,0.16344558399789152,0.5451022889131579,0.4010219309929286,0.0,0.0,60.49249761602753
task_lqr_001,8,8,5,1.0,0.625,2.1550000000000002,0.17780038086614453,0.5109576468662957,0.3386721629691206,0.0,0.0,47.47633487879517
task_lqr_002,8,8,4,1.0,0.5,2.4800000000000004,0.19429688959858354,0.49145752536881726,0.3174288475384652,0.0,0.0,37.27753736860973
task_lqr_003,8,8,5,1.0,0.625,2.125,0.16773322449504668,0.531691453688198,0.39153891809734387,0.0,0.0,62.15709072052274
task_lqr_004,8,8,4,1.0,0.5,2.4025,0.18099929215695934,0.5030747407088245,0.3363289022996433,0.0,0.0,48.52581172222025
task_lqr_005,8,8,4,1.0,0.5,2.49,0.1967301308096646,0.4861374790622438,0.3164479997259776,0.0,0.0,37.932915644026345
task_lqr_006,8,8,4,1.0,0.5,2.3675,0.18188305908656643,0.49604268496272985,0.36420375139381156,0.0,0.0,67.47438337408185
task_lqr_007,8,8,4,1.0,0.5,2.4450000000000003,0.192222797240611,0.48021748779307966,0.3294917031882693,0.0,0.0,52.10809160101671
task_lqr_008,8,8,4,1.0,0.5,2.5250000000000004,0.20558769571348728,0.4695070417899858,0.31312441031591587,0.0,0.0,40.27358304089632
task_lqr_009,8,8,2,1.0,0.25,1.9849999999999999,0.1511981396696264,1.6370042337584794,4.978061765093275,0.0,0.0,96.8324151843432
task_lqr_010,8,8,5,1.0,0.625,2.075,0.15426744946599724,0.5702125471597072,0.4637428029078288,0.0,0.0,75.99126389725991
task_lqr_011,8,8,5,1.0,0.625,2.1,0.16728852087800572,0.5273695634067309,0.38312150139086976,0.0,0.0,59.59429896738375
task_lqr_012,8,8,2,1.0,0.25,2.0,0.15231219467741744,1.5399133401350564,4.797763906324784,0.0,0.0,97.95880687855588
task_lqr_013,8,8,5,1.0,0.625,2.075,0.1559369015958449,0.5618310116991512,0.45344258062739345,0.0,0.0,76.69884444283278
task_lqr_014,8,8,5,1.0,0.625,2.095,0.16848560598918333,0.5238807556849324,0.3805995071965895,0.0,0.0,60.03202060380224
task_lqr_015,8,8,4,1.0,0.5,2.3200000000000003,0.15721463249485662,1.2975137003696813,4.17981841936114,0.0,0.0,101.72145987983752
task_lqr_016,8,8,5,1.0,0.625,2.065,0.16199948494640037,0.5362976387757717,0.42196957308378436,0.0,0.0,79.22464553776231
task_lqr_017,8,8,5,1.0,0.625,2.0700000000000003,0.17299399259942716,0.5116407947953918,0.37196913019353706,0.0,0.0,61.66063067722883
task_lqr_018,8,8,0,1.0,0.0,,0.7687822129111935,16.50850726475466,23.709131484383086,0.0,0.0,156.8732517663971
task_lqr_019,8,8,2,1.0,0.25,1.9649999999999999,0.2953198818674433,6.076887241255101,11.395980863481501,0.0,0.0,123.00209007818349
task_lqr_020,8,8,2,1.0,0.25,1.9900000000000002,0.14882217804840875,1.4164073270880646,4.884915176734003,0.0,0.0,96.51355311585593
task_lqr_021,8,8,0,1.0,0.0,,0.7550205220799846,16.251855759694408,23.61445203417084,0.0,0.0,157.58266516436927
task_lqr_022,8,8,2,1.0,0.25,1.94,0.30791459377408864,6.240174080743405,11.312097852906378,0.0,0.0,123.47452452475542
task_lqr_023,8,8,2,1.0,0.25,1.9900000000000002,0.148750473171169,1.439648092830605,4.749953554461674,0.0,0.0,96.80976070755361
task_lqr_024,8,8,0,1.0,0.0,,0.6426933580321325,15.146775220624495,23.141898844156128,0.0,0.0,159.99704913094084
task_lqr_025,8,8,2,1.0,0.25,1.9449999999999998,0.28166004648282855,5.650937361973322,10.735016701735963,0.0,0.0,125.19243704739335
task_lqr_026,8,8,2,1.0,0.25,2.0,0.15135623482701344,1.4371015932357583,4.766501717084313,0.0,0.0,97.93089525896393
