sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction,residual_clip_fraction_mean,residual_clip_fraction_p95,residual_clip_fraction_max,trust_mean,trust_p95,trust_max,residual_unrepresented_norm_mean,residual_unrepresented_norm_p95,residual_unrepresented_norm_max,residual_debt_norm_mean,residual_debt_norm_p95,residual_debt_norm_max,steady_equality_residual_mean,steady_equality_residual_p95,steady_equality_residual_max,steady_task_residual_mean,steady_task_residual_p95,steady_task_residual_max,requested_steady_input_max_abs_mean,requested_steady_input_max_abs_p95,requested_steady_input_max_abs_max,feasible_steady_input_max_abs_mean,feasible_steady_input_max_abs_p95,feasible_steady_input_max_abs_max,backbone_norm_mean,backbone_norm_p95,backbone_norm_max,qp_correction_norm_mean,qp_correction_norm_p95,qp_correction_norm_max,limiter_mismatch_mean,limiter_mismatch_p95,limiter_mismatch_max,steady_infeasibility_fraction,steady_constraint_activity_fraction,reachable_constraint_activity_fraction,solver_success_rate,qp_iterations_max
dev_ramp_target_01,RAMP_STRONG,cart_ofmpc,cart_b_003,True,True,2.2300000000000004,0.07470523969324702,0.4723584630399729,0.18027951658008612,0.06950399072177292,0.7506915056086696,0.6654426572082073,0.25,133.33848777724924,0.5823894663172469,0.05692977959276148,[],4.5653,0.0,0.0,0.0,0.0,0.0,0.9659709716198401,0.9999999627047275,1.0,0.0003981710486671747,0.0007376189298151028,0.0008139584039101824,0.0013674110134781865,0.0028660557201574156,0.002930104216513625,0.0003981710486671747,0.0007376189298151028,0.0008139584039101824,2.7944869266420116e-09,5.808513939657075e-09,5.837417177371458e-09,0.0022192450109293042,0.00442074286665004,0.005001759975075476,0.0022192450109293042,0.00442074286665004,0.005001759975075476,1.2123624722407826,2.482523202939475,2.49238553908978,0.08536530796331579,0.17509784495587327,1.5629883309969428,2.180091285113232e-12,0.0,5.254019996847603e-10,0.0,0.0,0.0,1.0,75
dev_calm_02,NORMAL_CALM,cart_ofmpc,cart_b_003,True,True,2.13,0.057900559393416776,0.1891728028509343,0.18000000000000066,0.0007020645815352166,0.27298911363812917,0.6092021774625045,0.25,137.97085022750457,0.5740932360046914,0.04802131733616335,[],3.1934,0.0,0.004149377593360996,0.0,0.0,0.0,0.9553623735664677,0.9999999627047275,1.0,6.911830700461049e-05,0.00034083306532816434,0.0006519845973746607,0.00015220964395749843,0.0006920086915763403,0.000962716579127849,6.911830700461049e-05,0.00034083306532816434,0.0006519845973746607,3.1473541909082684e-11,1.2789449754736042e-10,4.3559875006868374e-10,0.00025397255670968994,0.0012771580658642594,0.0022978163538293975,0.00025397255670968994,0.0012771580658642594,0.0022978163538293975,0.08306818783369177,0.34571227133571464,2.002101175481706,0.03513685936361296,0.16259535880586617,1.5712273501982867,3.4370483461399704e-10,8.470329472543003e-22,8.283286512256183e-08,0.016597510373443983,0.0,0.0,1.0,75
dev_constant_2p0_02,NORMAL_CONSTANT,cart_ofmpc,cart_b_003,True,True,2.26,0.06552042854200814,0.3567141536760166,0.18717384443369328,0.016443251852227805,0.41003384624907646,0.60415729379827,0.25,137.95460367655866,0.5742980857142513,0.048988300020567886,[],3.614,0.0,0.004149377593360996,0.0,0.0,0.0,0.9633125464055423,0.9671270146741676,1.0,0.00028171098920495114,0.0006452662702812266,0.000906299492279303,0.0009383553637538165,0.0015212857908709137,0.0017105654997245374,0.00028171098920495114,0.0006452662702812266,0.000906299492279303,1.8621153155585902e-09,2.090726461071886e-09,2.135980641087441e-09,0.0013729994740300407,0.0029117083049132403,0.004229792021106021,0.0013729994740300407,0.0029117083049132403,0.004229792021106021,0.8004926632616072,0.9163961665182662,1.699135012689383,0.057973397029006585,0.2528925910523354,1.5792825293978037,3.3720420978817546e-10,0.0,8.126621453552474e-08,0.0,0.0,0.0,1.0,75
dev_strong_preexisting_02,STRONG_PREEXISTING,cart_ofmpc,cart_b_003,True,False,,0.10272955273563338,0.946858506304851,0.2174678127897344,0.05414694600051506,1.7749113437746924,1.4464679644738854,0.25,137.9083192307258,0.9910994442212905,0.1918855304728757,[],3.5808,0.0,0.03319502074688797,0.00037861449579228184,0.0,0.048070218618385264,0.9575533770085579,0.9647291354439,1.0,0.000852649709373092,0.0016428468720666826,0.0036469422533700834,0.0028890154848260938,0.0036542026240428405,0.005705568990446348,0.000852649709373092,0.0016428468720666826,0.0036469422533700834,5.563274082906451e-09,6.118930252378692e-09,6.521707642669035e-09,0.005060534082603941,0.009931024113861897,0.02530891295246591,0.005060534082603941,0.009931024113861897,0.02530891295246591,2.391542871615092,2.6590215418655054,3.0773481412442742,0.14005753377858324,0.5023051010170687,1.921258153005835,3.8331111277130585e-08,2.710505431213761e-20,7.436514194436583e-06,0.0,0.0,0.0,1.0,175
dev_strong_simultaneous_02,STRONG_SIMULTANEOUS,cart_ofmpc,cart_b_003,True,False,,0.5661217250763287,7.0150174701787105,0.7854127705518126,0.8530198878291434,18.890200810166657,2.0,0.25,138.504151564264,1.9454867379713454,0.7227575346779482,[],3.8359,0.0912863070539419,0.35684647302904565,0.1936769362162403,0.5492450762890568,0.5904054467765267,0.7543564505464007,0.9999999627047275,1.0,0.012640966982914777,0.03570719587368176,0.039470725993303375,0.03171258417930659,0.08598639057438098,0.09193197425988837,0.012640966982914777,0.03570719587368176,0.039470725993303375,6.665623866300345e-08,1.8789000065601587e-07,2.1177719797772648e-07,0.055143882594458814,0.12835342889088183,0.15016326743558775,0.04929361518828642,0.12835342889088183,0.15016326743558775,5.255679640487904,15.161611764075303,18.087346234582792,16.02837067430605,48.73240751354607,54.4812279893532,2.9699798588420896e-06,1.6940206251092604e-05,6.180892632556834e-05,0.0,0.0,0.2033195020746888,1.0,325
dev_strong_post_target_02,STRONG_POST_TARGET,cart_ofmpc,cart_b_003,True,False,,0.09130764217227194,0.8783552873920965,0.181143892541158,0.05526144814258271,1.4734786290604815,1.435255846810976,0.25,137.97085022610477,1.0113606387867828,0.1929830570084608,[],2.91,0.0,0.02074688796680498,0.00046851487136607875,0.0,0.056386321684069846,0.9620714799223783,0.9999999627047275,1.0,0.0006665986747240954,0.0017194386980729425,0.003714744693448331,0.002027040198844646,0.0033621631735052324,0.005986657265474477,0.0006665986747240954,0.0017194386980729425,0.003714744693448331,3.667075677810094e-09,6.187538795083208e-09,6.514908540664738e-09,0.0039408938544937405,0.011861988224208028,0.025469950835355692,0.0039408938544937405,0.011861988224208028,0.025469950835355692,1.6308406487093636,2.6491710065925314,3.0825397597537076,0.1338914281621795,0.5244139656416107,1.9311439364803518,2.8165551831460834e-08,1.734723475976807e-18,4.518155002131152e-06,0.0,0.0,0.0,1.0,175
dev_ramp_target_02,RAMP_STRONG,cart_ofmpc,cart_b_003,True,True,2.3150000000000004,0.07684749508702873,0.4702403947482398,0.18036413929143344,0.06951149268852613,0.7452436429351008,0.6083123409213138,0.25,137.96478830290076,0.5740557573005012,0.047860507533781176,[],3.2359,0.0,0.004149377593360996,0.0,0.0,0.0,0.9660337723089033,0.9999999627047275,1.0,0.00039106524233988504,0.0007282351890641986,0.0008129413925034089,0.001360668574153882,0.002865469649853778,0.002926688146727279,0.00039106524233988504,0.0007282351890641986,0.0008129413925034089,2.7936719194014614e-09,5.8079513648523935e-09,5.836372138882932e-09,0.002197887738606524,0.004418247194389443,0.004995973478066478,0.002197887738606524,0.004418247194389443,0.004995973478066478,1.2154825061756616,2.4825583195041427,2.492339632727509,0.08721307984779474,0.1776399626572853,1.5796570048508547,3.46730000204645e-10,0.0,8.356193004210866e-08,0.0,0.0,0.0,1.0,75
dev_calm_03,NORMAL_CALM,cart_ofmpc,cart_b_003,True,True,2.04,0.05570010446048158,0.2774097296986017,0.18000000000000058,0.0010523304144297676,0.21165016762031266,0.607652355213081,0.25,137.96378626485452,0.6283718369793352,0.07438706202096902,[],3.2943,0.0,0.004149377593360996,0.0,0.0,0.0,0.9638807477384003,0.9999999627047275,1.0,0.00010499974368032166,0.0005329883557967361,0.0009925823433434976,0.00022764369672335767,0.0010483540534064178,0.0014282800416728669,0.00010499974368032166,0.0005329883557967361,0.0009925823433434976,4.8969300793311634e-11,2.1916438502159558e-10,6.61360320807223e-10,0.00036181839093191664,0.001916612061519778,0.0033860517256355206,0.00036181839093191664,0.001916612061519778,0.0033860517256355206,0.06968645042236896,0.3033119181624142,1.9759999681568219,0.031322100530540006,0.13099711697831307,1.5827374616802272,2.2280017019968862e-08,1.3552527156068805e-20,5.3694841017915e-06,0.008298755186721992,0.0,0.0,1.0,75
dev_constant_2p0_03,NORMAL_CONSTANT,cart_ofmpc,cart_b_003,True,True,1.9649999999999999,0.05512661269943409,0.38843059860133317,0.17109381919147398,0.01729764980525865,0.34972440946069194,0.6058730438799103,0.25,137.87282279082544,0.6253679695657578,0.06651540340357168,[],3.0569,0.0,0.004149377593360996,0.0,0.0,0.0,0.9630913673754115,0.9668960044997053,1.0,0.00030051719981352275,0.0007174014398989272,0.0010247380959645489,0.0009354342046446086,0.001421368849767295,0.0017206254777741635,0.00030051719981352275,0.0007174014398989272,0.0010247380959645489,1.8268294403724139e-09,2.0410604832421655e-09,2.452752046741619e-09,0.0013914257442006572,0.003009559606111334,0.004229792021106021,0.0013914257442006572,0.003009559606111334,0.004229792021106021,0.79021149477033,0.8449574792741049,2.631482766165974,0.05330018245148551,0.22375427959129757,1.5698786009444523,2.5275671392967948e-08,0.0,6.091436805688577e-06,0.0,0.0,0.0,1.0,75
dev_strong_preexisting_03,STRONG_PREEXISTING,cart_ofmpc,cart_b_003,True,False,,0.0825833979441247,0.9579834569972199,0.1613852636036478,0.05501928958275923,1.7071542200991043,1.4464679644738854,0.25,137.65543624344062,0.9910994442212905,0.1918855304728757,[],2.593,0.0,0.03319502074688797,0.00037861449579228184,0.0,0.048070218618385264,0.9576264855045261,0.9647959613099593,1.0,0.0008517374159112811,0.0016428468720666826,0.0036469422533700834,0.002843871316757703,0.0036376738283638013,0.005705568990446348,0.0008517374159112811,0.0016428468720666826,0.0036469422533700834,5.503717231338691e-09,6.187710474057146e-09,6.521707642669035e-09,0.005030920788220942,0.009931024113861897,0.02530891295246591,0.005030920788220942,0.009931024113861897,0.02530891295246591,2.386974801549884,2.7160664671604238,4.236339414552739,0.1344386127652268,0.46300602644207206,1.921258153005835,3.914016984485299e-08,3.3881317890172014e-21,7.436514194436583e-06,0.0,0.0,0.0,1.0,175
dev_strong_simultaneous_03,STRONG_SIMULTANEOUS,cart_ofmpc,cart_b_003,True,True,3.0250000000000004,0.06668919600750725,0.8679504116210089,0.18000000000000058,0.05462887581577498,1.229830090506856,1.282580044483114,0.25,138.41490172933524,0.9528248337787445,0.20569185068896778,[],4.1003,0.0,0.02074688796680498,0.0,0.0,0.0,0.9688774731414086,0.9999999627047275,1.0,0.0006538181525361368,0.001791906768888986,0.002793817792022347,0.002141981760575746,0.0036379826518267056,0.005197091058451254,0.0006538181525361368,0.001791906768888986,0.002793817792022347,4.1746171771924845e-09,6.128850703009542e-09,6.284019394631788e-09,0.0035374732369160018,0.008632259738567457,0.011667742280534868,0.0035374732369160018,0.008632259738567457,0.011667742280534868,1.78042915683065,2.5023693365728894,2.71890812246783,0.09499610937825272,0.2626069459747407,1.7015008156677545,3.437670138912379e-08,1.6940658945086007e-21,5.3694841017915e-06,0.0,0.0,0.0,1.0,150
dev_strong_post_target_03,STRONG_POST_TARGET,cart_ofmpc,cart_b_003,True,True,2.04,0.08659429257937269,0.8808625094118406,0.1712298304194035,0.05529650861226268,1.3391967539201137,1.4598521140371143,0.25,137.9637862663974,0.9609185191919944,0.18966975610582334,[],4.2134,0.0,0.024896265560165973,0.00024410011070692393,0.0,0.03356018505246731,0.9623636328110092,0.9999999627047275,1.0,0.0006900469276756502,0.0016344466932934122,0.003529967277159956,0.002102025595957202,0.004050911261541031,0.005331974379457804,0.0006900469276756502,0.0016344466932934122,0.003529967277159956,3.708922237380451e-09,6.099169287938741e-09,6.539488283607945e-09,0.003893109718591936,0.009297761416352447,0.02433318312901252,0.003893109718591936,0.009297761416352447,0.02433318312901252,1.636939681526144,2.5982633247988156,3.043908802101688,0.11672552813519953,0.3220493076449339,1.8830068262069821,7.983197267000755e-08,1.734723475976807e-18,1.0837146454889535e-05,0.0,0.0,0.0,1.0,175
dev_ramp_target_03,RAMP_STRONG,cart_ofmpc,cart_b_003,True,True,2.17,0.07196995890110364,0.5402579554081911,0.17958831708863826,0.0703606304999684,0.6984563957528725,0.6069154533157501,0.25,137.94621370984618,0.6256301302066914,0.0718285416457689,[],3.9696,0.0,0.004149377593360996,0.0,0.0,0.0,0.9658908876704959,0.9999999627047275,1.0,0.0004168859743544587,0.0007491074540575547,0.0009661890805433074,0.0014048424162924557,0.0028735542431411387,0.0029048592536062715,0.0004168859743544587,0.0007491074540575547,0.0009661890805433074,2.7681197442387037e-09,5.820045054129196e-09,5.852506694459348e-09,0.0022798019320827137,0.004440747119951235,0.0048242512027548805,0.0022798019320827137,0.004440747119951235,0.0048242512027548805,1.190879758099575,2.4847548281143634,2.495191065390132,0.08188981144686966,0.16941506874470155,1.569730718680241,2.461748963813154e-08,0.0,5.932815002773761e-06,0.0,0.0,0.0,1.0,75
dev_calm_04,NORMAL_CALM,cart_ofmpc,cart_b_003,True,True,2.37,0.0670004016941416,0.10387432972845513,0.1826795538127516,0.00046033729078000924,0.35557208956902203,0.8139772456332671,0.25,131.27553785590413,0.8664678930552233,0.02595086095718727,[],3.3972,0.0,0.004149377593360996,0.0,0.0,0.0,0.9560411403895476,0.9999999627047275,1.0,3.678123917391457e-05,0.00017958133429587305,0.00037500768212257756,8.156956300519294e-05,0.0003724939605390244,0.0005427610288483656,3.678123917391457e-05,0.00017958133429587305,0.00037500768212257756,1.759852131944531e-11,7.617618277359319e-11,2.3636428003937384e-10,0.00029462609304121805,0.0019058430821748216,0.003166073825481073,0.00029462609304121805,0.0019058430821748216,0.003166073825481073,0.09823449981110545,0.3795653177104557,2.060701857987637,0.043629253437740885,0.15513956570599946,1.7223826255578607,1.2721693943133088e-08,4.930380657631324e-32,3.0659282402867305e-06,0.004149377593360996,0.0,0.0,1.0,100
dev_constant_2p0_04,NORMAL_CONSTANT,cart_ofmpc,cart_b_003,True,True,2.3950000000000005,0.0690253396719101,0.30800798151969155,0.17918023789523183,0.016972438533431746,0.4948637327192643,0.8138761133238248,0.25,131.26236865966712,0.8663761559447795,0.046003143302321026,[],4.104,0.0,0.004149377593360996,0.0,0.0,0.0,0.9628173860411274,0.9667275954946926,1.0,0.00025812462206838263,0.000545552594066875,0.000906299492279303,0.0008898751991689993,0.0011954444642381353,0.0015602424831415809,0.00025812462206838263,0.000545552594066875,0.000906299492279303,1.8360171184801925e-09,2.0193977084243436e-09,2.135980641087441e-09,0.0013972927288869652,0.002881221388400505,0.004229792021106021,0.0013972927288869652,0.002881221388400505,0.004229792021106021,0.8033171408062403,0.8691204965871139,2.4271122521949358,0.06586972288058521,0.2465637702538085,1.7179870678766895,1.272169395837284e-08,0.0,3.0659282439504665e-06,0.0,0.0,0.0,1.0,100
dev_strong_preexisting_04,STRONG_PREEXISTING,cart_ofmpc,cart_b_003,True,False,,0.0969783737278379,0.9289745855123982,0.17480479180464595,0.054651342457139034,1.855238718633903,1.4464679644738854,0.25000000000000006,131.89822987734055,0.9910994442212905,0.1918855304728757,[],3.0059,0.0,0.04149377593360996,0.00037861449579228184,0.0,0.048070218618385264,0.9574099793737988,0.9647291354439,1.0,0.0008355689093710796,0.0016428468720666826,0.0036469422533700834,0.0028461996317275286,0.0036376738283638013,0.005705568990446348,0.0008355689093710796,0.0016428468720666826,0.0036469422533700834,5.518730985568311e-09,6.118930252378692e-09,6.521707642669035e-09,0.005024536693952763,0.009931024113861897,0.02530891295246591,0.005024536693952763,0.009931024113861897,0.02530891295246591,2.393039254827757,2.7160664671604238,3.733375930567569,0.1457427056001126,0.5304425325878952,1.921258153005835,4.7000298082907307e-08,1.734723475976807e-18,7.436514194436583e-06,0.0,0.0,0.0,1.0,175
