sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction
dev_constant_2p0_05,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,True,4.195,0.15211877670919904,0.3992934091855661,0.24757752115347195,0.15910368585105678,2.2026851147336206,1.2666077751724447,0.25,136.5462137840276,1.2099509334894074,0.0802552533589753,[],0.0415,0.0,0.008298755186721992
dev_strong_preexisting_05,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3710669005065231,1.3108128485923185,0.4652060285779205,0.41754754176201486,3.2158855256450574,1.2674029297005807,0.25,136.7021875330926,1.2100354023882125,0.13293081269824256,[],0.0435,0.0,0.008298755186721992
dev_strong_simultaneous_05,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3120041329556837,1.2702116728881578,0.44670428428945824,0.4077725622325835,2.977289157923615,1.2664538090127886,0.25,136.504875050065,1.2102189687606788,0.13017262300784804,[],0.0689,0.0,0.008298755186721992
dev_strong_post_target_05,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3520983882609184,1.3755225091515286,0.40564900712620994,0.4910770920679718,9.098773989329187,2.0,0.25,136.50455312605575,3.0130459306348394,0.16263704429441558,[],0.0425,0.11618257261410789,0.008298755186721992
dev_ramp_target_05,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.21148551455141534,0.45401995585024296,0.1980201274994651,0.3236627086949133,2.568219380822238,1.267995642223386,0.25000000000000006,136.50531478748874,1.210655854597252,0.08024097694073103,[],0.0723,0.0,0.008298755186721992
dev_calm_06,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.21195733442180906,0.4588138364566592,0.23000000000000007,0.25819233388827073,5.285477785706645,2.0,0.25,136.4284778728296,1.9210201821745387,0.12720500760488612,[],0.0681,0.02074688796680498,0.004149377593360996
dev_constant_2p0_06,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2278401042150805,0.36582892583520876,0.3169810854707583,0.25120267200473617,5.394524125161863,2.0,0.25,136.47098434688021,1.9216117747093615,0.1268669511281723,[],0.0608,0.02074688796680498,0.004149377593360996
dev_strong_preexisting_06,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4267143198479444,1.2506602396804933,0.5441728048700741,0.48863319856462634,6.413737492815487,2.0,0.25,136.626930773945,1.922076389492614,0.13293081269824256,[],0.066,0.02074688796680498,0.004149377593360996
dev_strong_simultaneous_06,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.36496074882184326,1.2744965914980102,0.48777142551910485,0.47330579377493204,6.1767458231558745,2.0,0.25,136.50568035841533,1.9225386541750915,0.13219629940720212,[],0.0672,0.02074688796680498,0.008298755186721992
dev_strong_post_target_06,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4673817667410112,1.5007938218722467,0.39389208459497854,0.6517166653386204,13.142176341521056,2.0,0.25,136.4284778728296,3.7282264859569376,0.18909643467619958,[],0.0472,0.14937759336099585,0.024896265560165973
dev_ramp_target_06,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.26534037755166945,0.544857100131214,0.23038785604499762,0.38371923252206347,5.767064427291591,2.0,0.25,136.42920310472547,1.9227690225201537,0.12733177706133364,[],0.0677,0.02074688796680498,0.004149377593360996
dev_calm_07,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,2.2800000000000002,0.10991118230995145,0.21475319324796957,0.23,0.1216766287253929,1.324977636497254,0.9731476920330336,0.25,139.34207490593045,0.933671895109419,0.061815879557972575,[],0.0675,0.0,0.008298755186721992
dev_constant_2p0_07,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,True,4.085,0.12326278338154903,0.638808908522684,0.2258808230654452,0.12587437138947608,1.4408203872573757,0.973176209840352,0.25,139.36123445977557,0.9336300023465917,0.06170938115825401,[],0.0686,0.0,0.008298755186721992
dev_strong_preexisting_07,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3284752708969027,1.4775092057776895,0.42684997567854344,0.3777107607965976,2.4497080991996647,0.9737346103323824,0.25,139.48532773013895,0.9336980917343193,0.13293081269824256,[],0.0676,0.0,0.008298755186721992
dev_strong_simultaneous_07,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2834469083268825,1.2423193314055347,0.4082868512456674,0.37719381369251587,2.197967332765415,0.9735109415495131,0.25,139.55325355109173,0.9342316721880972,0.12936235247797528,[],0.0662,0.0,0.008298755186721992
dev_strong_post_target_07,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.33274653364455903,1.090918311508725,0.4290921522194742,0.4539705115012747,7.838887499536838,2.0,0.25,139.34207490593045,2.6909462509953186,0.1498126944488193,[],0.0681,0.1037344398340249,0.008298755186721992
dev_ramp_target_07,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2155756313645252,0.5308515520568994,0.2299099130467921,0.33444240100841144,1.8147890687402801,0.9750077419447083,0.25000000000000006,139.34208743481926,0.9350350590594545,0.06286202671649274,[],0.0694,0.0,0.008298755186721992
dev_calm_08,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.085,0.15947322817008794,0.7333657462420874,0.23,0.1840689101656332,2.0404273769604195,1.2557783994838037,0.231725045284413,130.59402524838234,1.1998126532392615,0.0814389276705536,[],0.0431,0.0,0.0
dev_constant_2p0_08,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.16429211855561926,0.9265394064069484,0.17287499714951135,0.1984953144714823,2.1514480322763525,1.2560616845170531,0.23189254581430555,130.5665410770641,1.1999626126689298,0.08055350014164857,[],0.0623,0.0,0.0
dev_strong_preexisting_08,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.30725996637168684,1.6411935659186063,0.4163077776144411,0.3781814640346889,3.141993270382775,1.2567958097838472,0.232059606112059,130.53891598916823,1.2001891176971284,0.13293081269824256,[],0.045,0.0,0.0
dev_strong_simultaneous_08,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.29080050939487856,1.1803381192028413,0.38907902806578826,0.39799121169298957,2.8711176877147175,1.2566515957629791,0.231725045284413,130.62067056738138,1.200774761084468,0.13429318167695894,[],0.0452,0.0,0.0
dev_strong_post_target_08,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.38644586701277545,0.8928662958701267,0.4351196034659128,0.5307977707787913,9.124718191256756,2.0,0.231725045284413,131.89698058197027,3.0321836988566346,0.1628247809610245,[],0.0444,0.12033195020746888,0.0
dev_ramp_target_08,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.25909435311702195,0.8373080912377725,0.22949587519916848,0.3931840887956391,2.5406069743770465,1.259182740947902,0.23172748898106832,130.591925940052,1.202370277672479,0.08018431631653249,[],0.0458,0.0,0.0
dev_calm_09,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.125,0.15897659291754346,0.706429937771356,0.22999999999999998,0.1834235267367738,2.128407802307162,1.2826078380453756,0.25,133.4119721950581,1.2251291566229123,0.08288219105447857,[],0.0431,0.0,0.004149377593360996
dev_constant_2p0_09,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.18413331636922334,0.40616028894411643,0.33720997280982584,0.17173500257944987,2.223387112770902,1.2834444455484182,0.25,133.4606578725505,1.2257083422841542,0.08104724448174548,[],0.0647,0.0,0.004149377593360996
dev_strong_preexisting_09,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.41915783772307397,1.2079894329705123,0.5814396677768983,0.4482274298672878,3.231823040134089,1.284477227048294,0.25,133.62439096246283,1.2260811644782783,0.13293081269824256,[],0.0654,0.0,0.004149377593360996
dev_strong_simultaneous_09,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3472799087478613,1.271696062483807,0.5107102532374362,0.42810969341392374,2.999295197326816,1.2836353807082679,0.25,133.5226544211724,1.2262644029390868,0.13128625688747053,[],0.0648,0.0,0.004149377593360996
dev_strong_post_target_09,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.36165599431109513,1.6992715201675435,0.4206360241564118,0.4919533211807657,9.19886921201474,2.0,0.25,133.4119721950581,3.0511731360591994,0.1651187529399702,[],0.066,0.11618257261410789,0.004149377593360996
dev_ramp_target_09,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.22790358677192155,0.6692552411122222,0.2363327073120531,0.3290008917955125,2.591983812355301,1.2842239036645537,0.25,133.41282579008868,1.226149819338216,0.08195832528979201,[],0.0665,0.0,0.004149377593360996
dev_calm_10,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.34510878266693296,0.3989081760010017,0.23000000000000004,0.4380477144840946,9.279947399727403,2.0,0.25,133.19452499516183,2.719901428349379,0.165321765558178,[],0.0648,0.14107883817427386,0.008298755186721992
dev_constant_2p0_10,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.34780527213094975,0.7631057224972821,0.19781159957075872,0.43885746136189513,9.398259661460916,2.0,0.25,133.21380060405076,2.7188938628602823,0.1657167317066017,[],0.064,0.14107883817427386,0.008298755186721992
dev_strong_preexisting_10,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4506859345560426,1.5479798081604168,0.4163077776144411,0.5849185829029514,10.40771998434521,2.0,0.25,133.33729685489132,2.71695888553246,0.16777288961567696,[],0.0669,0.14107883817427386,0.008298755186721992
dev_strong_simultaneous_10,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.42710123588047405,1.20030730144046,0.4102563330224465,0.5896277096752914,10.143392626342374,2.0,0.25,133.1945031357617,2.7198072054548743,0.16912149463017426,[],0.0636,0.14107883817427386,0.008298755186721992
dev_strong_post_target_10,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.6766864941549923,0.9948058861244308,0.5504550429640195,0.9708072280174697,17.24521172172939,2.0,0.25,137.36754244364312,4.4991999494159645,0.19205788084780212,[],0.0423,0.26556016597510373,0.06639004149377593
dev_ramp_target_10,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3982139225078156,0.6492994203576694,0.23101292760934766,0.5758389301910163,9.791544149256545,2.0,0.25,133.19484932657244,2.7197313762001194,0.16665757500615505,[],0.0718,0.14107883817427386,0.008298755186721992
dev_calm_11,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.25,0.131108587479774,0.5177362387922833,0.23,0.14996838201543317,1.390023501174536,1.0163618223549116,0.25,136.50520604074737,0.9748126238890074,0.06581667579754544,[],0.065,0.0,0.008298755186721992
dev_constant_2p0_11,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.15675327253382856,0.3712991691299679,0.3216816170096879,0.13822248254255204,1.493268335205395,1.0168320261998844,0.25,136.55793700267532,0.9751173839761503,0.06446497671155227,[],0.0643,0.0,0.008298755186721992
dev_strong_preexisting_11,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3966592740476233,1.242743656552308,0.5528426366323822,0.42215526383808816,2.5021758876039275,1.0175530211447512,0.25,136.7256889413297,0.9753071030447084,0.13293081269824256,[],0.068,0.0,0.008298755186721992
dev_strong_simultaneous_11,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3273096948875366,1.278008303803838,0.48829307225530455,0.40530839516274125,2.2700628354541,1.0168003549558176,0.25,136.5058369181815,0.9754254604283403,0.1300385268126838,[],0.0641,0.0,0.008298755186721992
dev_strong_post_target_11,STRONG_POST_TARGET,corrected_pid,hybrid_x007_y041_z041,True,False,,0.32044131809331294,1.5516103966066355,0.3991077242876444,0.43692398133269245,8.012403875934396,2.0,0.25,136.50520604074737,2.7550473212484996,0.15377735299681952,[],0.0651,0.1078838174273859,0.008298755186721992
dev_ramp_target_11,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,False,,0.20698249669059945,0.5714357547838507,0.23042243366009715,0.3065933206058739,1.8554658111564812,1.017681879876041,0.25000000000000006,136.50620975989202,0.9756510588792561,0.06563595987972637,[],0.0403,0.0,0.008298755186721992
dev_stochastic_3000,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.25706565623809624,0.6875076170059807,0.17790001149559803,0.31592963184077133,7.158479616448713,2.0,0.25,133.17910492770528,2.3503727530102707,0.14759600409682955,[],0.067,0.08713692946058091,0.004149377593360996
dev_stochastic_3001,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2095653860441448,1.1580115773653115,0.19298897492355996,0.26450174656315517,4.75788959027003,1.9112012490118797,0.24999999999999997,131.2355114138408,1.8082762256997533,0.12458327924124403,[],0.0426,0.0,0.004149377593360996
dev_stochastic_3002,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.21672576318491568,0.6730546422125393,0.1840995335023839,0.26992282128586464,5.610215074016673,2.0,0.25,134.7129906245012,1.9981952837601955,0.13830139678149053,[],0.0428,0.03734439834024896,0.004149377593360996
dev_stochastic_3003,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,4.385,0.13253514252403992,0.5635035759919889,0.16337118577059098,0.1615167917385039,1.6934798355403633,1.1400591335699508,0.25,134.63594708808424,1.0910993018492396,0.07612312894503297,[],0.0656,0.0,0.004149377593360996
dev_stochastic_3004,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3085327150096123,0.20260689170027935,0.17879514690227058,0.3889251967022424,8.634354097266613,2.0,0.25,131.21581869922161,2.6173627630380056,0.16055582458275566,[],0.0449,0.12863070539419086,0.004149377593360996
dev_stochastic_3005,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,2.705,0.13101702791971967,0.3557457209725037,0.17953254736005633,0.1571560731304158,2.099015042182152,1.266493399651158,0.25000000000000006,136.51137514664987,1.2100774015659628,0.08075742920740699,[],0.057,0.0,0.008298755186721992
dev_stochastic_3006,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,3.42,0.2150136625884361,0.5670005518343126,0.210320401981497,0.25703951719589474,5.298764527290291,2.0,0.25,136.40289630309232,1.921025804879636,0.12807549570710006,[],0.0423,0.02074688796680498,0.004149377593360996
dev_stochastic_3007,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.12257187831746458,0.41355822286718896,0.23137107384066932,0.14106528076697947,1.3445718380153047,0.973043245461842,0.25,139.29743516346343,0.9337336234739091,0.061895036770203665,[],0.0611,0.0,0.008298755186721992
dev_stochastic_3008,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.16373249268290485,0.7578469485473751,0.22443337151612403,0.19873022061315085,2.0523139876445975,1.2560695646950475,0.2318118851130128,130.58463266149815,1.200174389190455,0.08312789102088071,[],0.0626,0.0,0.0
dev_stochastic_3009,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,2.9350000000000005,0.15823206786850239,0.5823501708195967,0.25682231916992215,0.1834705767924227,2.124214273533556,1.2826438085077245,0.25,133.4332642460178,1.2249752778195424,0.0823592546211007,[],0.0619,0.0,0.004149377593360996
dev_stochastic_3010,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3475983598879694,0.7529470654983003,0.23866796638205356,0.440527991206908,9.296347041121955,2.0,0.25,133.2017460705225,2.7201306199144377,0.16942886962609754,[],0.0621,0.14107883817427386,0.008298755186721992
dev_stochastic_3011,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.12908294739477122,0.3790054095529915,0.22681856682052928,0.15122365104255994,1.3879343716478671,1.016830838974711,0.25,136.5048707583712,0.9750714348467877,0.06762847321433217,[],0.0621,0.0,0.008298755186721992
dev_stochastic_3012,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2562561616939617,0.6262017867317129,0.19400962563750287,0.3201144207691853,7.146640276513568,2.0,0.25,133.19517892573575,2.3504290992359955,0.14881332082439402,[],0.0579,0.08713692946058091,0.004149377593360996
dev_stochastic_3013,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,3.0200000000000005,0.19565168830775131,0.27597191726527154,0.17548563416769133,0.2412838009207618,4.69607565629863,1.913368750749946,0.25,131.19853293832517,1.8096298458464473,0.12016709191302505,[],0.0646,0.0,0.004149377593360996
dev_stochastic_3014,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,3.42,0.20993430306618513,0.41042077460807225,0.1804950672422823,0.2545731939602079,5.594446279401052,2.0,0.25,134.71544770200225,1.999636368399183,0.13073390217696723,[],0.0632,0.03734439834024896,0.004149377593360996
dev_stochastic_3015,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,2.9050000000000002,0.1416378791348648,0.5388448435651854,0.1817500093198109,0.17810782408746323,1.7016252456698804,1.140295357047691,0.24999999999999997,134.6194260720595,1.091115127404378,0.07450165716334331,[],0.0632,0.0,0.004149377593360996
dev_stochastic_3016,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,False,,0.30996906819458475,0.25977352136436765,0.187121554115287,0.3951279830707295,8.640714309585077,2.0,0.25,131.16605491217396,2.618428656338433,0.16089630518748238,[],0.0631,0.12863070539419086,0.004149377593360996
dev_stochastic_3017,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,3.17,0.1344565481571115,0.7141383678743425,0.17422881922815905,0.16463950667476196,2.120391538502681,1.2662809929260601,0.25,136.50305416459526,1.2097905906105868,0.09205000788576931,[],0.0583,0.0,0.008298755186721992
dev_stochastic_3018,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,3.1850000000000005,0.21480126921491502,0.6377354021568589,0.2196498632351016,0.2639469860420961,5.3220239984519235,2.0,0.25,136.41764042730392,1.9203845070808716,0.13486998519500443,[],0.0597,0.02074688796680498,0.004149377593360996
dev_stochastic_3019,NORMAL_STOCHASTIC,corrected_pid,hybrid_x007_y041_z041,True,True,2.2300000000000004,0.11155027645398687,0.3488705430705988,0.22994888680979092,0.12911033349660847,1.3292339579625585,0.9729988620472442,0.25,139.3394952710756,0.9338019117472205,0.06423728481184436,[],0.0586,0.0,0.008298755186721992
dev_strong_equilibrium,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3275710796294979,1.3617772510770088,0.4359594179298146,0.3549040795186959,1.1148243636218165,0.43108503983260466,0.03600847588009046,130.13649875619018,0.24669452943835113,0.13293081269824256,[],0.0592,0.0,0.0
dev_ramp_equilibrium,RAMP_STRONG,corrected_pid,hybrid_x007_y041_z041,True,True,0.0,0.17373324782900765,0.45674095548696675,0.20465356283265934,0.28002586648060745,0.47168170528757664,0.33082391873066164,0.005891863281662024,129.9910828977242,0.09096662359585932,0.014633308794392272,[],0.0608,0.0,0.0
dev_calm_00,NORMAL_CALM,full_lqr,full_lqr_048,True,True,3.615,0.06687406464772366,0.5393778128432999,0.17999999999999997,0.021740811247764887,0.5758051845578998,1.0621185785888767,0.25,136.51627590840988,1.0722708893819362,0.08156870140523101,[],0.0437,0.0,0.024896265560165973
dev_constant_2p0_00,NORMAL_CONSTANT,full_lqr,full_lqr_048,True,False,,0.09471468908620853,0.4348748686641133,0.22183648732775282,0.06345759665859772,0.6783444100153343,1.063378131293308,0.25000000000000006,136.5956508212479,1.073980177045101,0.07582601830376036,[],0.0432,0.0,0.02074688796680498
dev_strong_preexisting_00,STRONG_PREEXISTING,full_lqr,full_lqr_048,True,False,,0.21554065619723844,0.950556312419896,0.34253271751253467,0.20213247889346372,1.681742095274405,1.067154922872988,0.25000000000000006,136.85021999479792,1.0782807481495102,0.13284987030249895,[],0.0472,0.0,0.02074688796680498
dev_strong_simultaneous_00,STRONG_SIMULTANEOUS,full_lqr,full_lqr_048,True,False,,0.18724298124192035,0.968169303918597,0.3039119420123235,0.20661156290797805,1.4444443379322598,1.0933681225345613,0.25,136.51736894120435,1.0709605671681854,0.1300744294484378,[],0.0469,0.0,0.016597510373443983
dev_strong_post_target_00,STRONG_POST_TARGET,full_lqr,full_lqr_048,True,False,,0.1764721745150561,1.1598419693775512,0.308778461746611,0.20075930264536,1.3624188880106798,1.0621185785888767,0.25,136.51627590840988,1.0722708893819362,0.11853512216481267,[],0.0419,0.0,0.024896265560165973
dev_ramp_target_00,RAMP_STRONG,full_lqr,full_lqr_048,True,False,,0.14104303352020364,0.6162677461727201,0.18127363371537922,0.1968900401030411,1.050196125928338,1.0622368807981108,0.25,136.51950076358216,1.072406074574997,0.07991396035077084,[],0.041,0.0,0.02074688796680498
dev_calm_01,NORMAL_CALM,full_lqr,full_lqr_048,True,True,3.04,0.05868240909480583,0.524821560832414,0.18,0.020863562462628757,0.4420945054412144,0.8342451828748574,0.25,132.53034325897684,0.9326414281707737,0.08533429545682117,[],0.0384,0.0,0.016597510373443983
dev_constant_2p0_01,NORMAL_CONSTANT,full_lqr,full_lqr_048,True,True,2.1950000000000003,0.08910535902591356,0.4328548913137477,0.22152785840675698,0.06328688343501462,0.5459845090258515,0.835269182181015,0.25000000000000006,132.5501260095871,0.9341005343939256,0.07958537826348178,[],0.0371,0.0,0.016597510373443983
dev_strong_preexisting_01,STRONG_PREEXISTING,full_lqr,full_lqr_048,True,False,,0.21305567912616047,0.9508436233916246,0.34228289666727785,0.20197670402277323,1.550308744888587,1.0029226154983215,0.25,132.6411493906058,0.9377596785177503,0.13284987030249895,[],0.0378,0.0,0.016597510373443983
dev_strong_simultaneous_01,STRONG_SIMULTANEOUS,full_lqr,full_lqr_048,True,False,,0.18336773708597895,0.9427670974930205,0.29172872500593455,0.2062187907690908,1.2940682134695587,1.0,0.25,132.62347903893433,0.9615625360150957,0.1367188973120721,[],0.0401,0.0,0.02074688796680498
dev_strong_post_target_01,STRONG_POST_TARGET,full_lqr,full_lqr_048,True,False,,0.17334643326188584,1.1427176315841716,0.30676562986926614,0.20073751600422857,1.2278125320414035,0.8342451828748574,0.25,132.53034325897684,0.9326414281707737,0.11732076459412369,[],0.0378,0.0,0.016597510373443983
dev_ramp_target_01,RAMP_STRONG,full_lqr,full_lqr_048,True,False,,0.13733726060176193,0.6089697914618073,0.18025322626673862,0.19676174222982634,0.9164799383574803,0.8343322034282643,0.25,132.53072089305786,0.9327289390409662,0.08399105324761737,[],0.0352,0.0,0.016597510373443983
dev_calm_02,NORMAL_CALM,full_lqr,full_lqr_048,True,True,3.0700000000000003,0.0609071007450399,0.5245652047572641,0.18,0.020974189494832714,0.4819966905008354,0.9908499076786244,0.25,139.8603615169323,0.9709496547667248,0.0774353108088889,[],0.0379,0.0,0.016597510373443983
dev_constant_2p0_02,NORMAL_CONSTANT,full_lqr,full_lqr_048,True,True,2.245,0.09052844531666554,0.42425932710220826,0.22096594374763773,0.06344945125843544,0.5847265535565629,0.9916125227115011,0.25000000000000006,139.9696914263929,0.9719885873357732,0.07132853790937078,[],0.0388,0.0,0.016597510373443983
dev_strong_preexisting_02,STRONG_PREEXISTING,full_lqr,full_lqr_048,True,False,,0.21359066228219886,0.9501988165922517,0.34061958131062353,0.20214729744331425,1.5880504414711396,1.0029226154983215,0.25000000000000006,140.2917086125425,0.9744461102870383,0.13284987030249895,[],0.042,0.0,0.016597510373443983
dev_strong_simultaneous_02,STRONG_SIMULTANEOUS,full_lqr,full_lqr_048,True,False,,0.18528385313724086,0.9681639308509935,0.29984767556320485,0.20666775291487094,1.3531413489423278,1.0766639096128152,0.25,139.86445229922475,0.9694241657745,0.1287200170645926,[],0.0223,0.0,0.016597510373443983
dev_strong_post_target_02,STRONG_POST_TARGET,full_lqr,full_lqr_048,True,False,,0.1742428193463181,1.151755819135886,0.30809427031631204,0.20068464439012632,1.2681146204082454,0.9908499076786244,0.25,139.8603615169323,0.9709496547667248,0.11770031808864417,[],0.023,0.0,0.016597510373443983
dev_ramp_target_02,RAMP_STRONG,full_lqr,full_lqr_048,True,False,,0.13832939322438909,0.6073601499233663,0.18033786649585618,0.19692237602027893,0.9567759724212381,0.9909127827560341,0.25000000000000006,139.86589854177936,0.9710006878173825,0.07575673946781773,[],0.0368,0.0,0.016597510373443983
dev_calm_03,NORMAL_CALM,full_lqr,full_lqr_048,True,True,6.395,0.06385712378356415,0.7765509414675952,0.18000000000000002,0.030385292887784757,0.3691147435134527,1.0,0.25,139.859642016285,0.9820866244108757,0.126013632576928,[],0.0351,0.0,0.04149377593360996
dev_constant_2p0_03,NORMAL_CONSTANT,full_lqr,full_lqr_048,True,True,7.17,0.08380244683441035,0.9113785873109697,0.15873341508945066,0.06696139800932498,0.474416146543906,0.9219581352996922,0.25,139.77436566009484,1.0046584290007852,0.11911925899564567,[],0.0229,0.0,0.04149377593360996
dev_strong_preexisting_03,STRONG_PREEXISTING,full_lqr,full_lqr_048,True,False,,0.19999610680821645,1.4175603242886698,0.3185266096566334,0.20490509162241022,1.4649753609772929,0.7559883293848471,0.25000000000000006,139.65701960837188,0.9730473371939823,0.13284987030249895,[],0.0361,0.0,0.03734439834024896
dev_strong_simultaneous_03,STRONG_SIMULTANEOUS,full_lqr,full_lqr_048,True,False,,0.18208017006403557,1.4039379508986785,0.3487928056172166,0.21013260515967408,1.255585201490158,1.0,0.25,139.85646794890187,0.9178853103347532,0.19935850633744526,[],0.0376,0.0,0.04149377593360996
dev_strong_post_target_03,STRONG_POST_TARGET,full_lqr,full_lqr_048,True,False,,0.16932311017435045,1.0916125186267445,0.29050655290883803,0.19469749025324654,1.1204322695914417,1.0,0.25,139.859642016285,0.9820866244108757,0.18066167352285828,[],0.0386,0.0,0.04149377593360996
dev_ramp_target_03,RAMP_STRONG,full_lqr,full_lqr_048,True,False,,0.1378779896214535,0.8773293975053883,0.1796242700196452,0.20108718733443023,0.8622154387814864,0.9893737497632135,0.25000000000000006,139.85418452217857,0.9797456935983935,0.12389243698927349,[],0.0221,0.0,0.04149377593360996
dev_calm_04,NORMAL_CALM,full_lqr,full_lqr_048,True,True,2.4400000000000004,0.06679649222262955,0.2900543942580549,0.18608913935533028,0.012414199001807364,0.6996349583170933,1.25,0.25,131.12726231299843,1.2993613281748844,0.046263783546214285,[],0.0223,0.0,0.029045643153526972
dev_constant_2p0_04,NORMAL_CONSTANT,full_lqr,full_lqr_048,True,True,3.79,0.09031297523695334,0.5245784284054343,0.1787023947330848,0.06584060146423609,0.8080883529416655,1.2499999999999998,0.25,131.12440945397572,1.2989517103974015,0.04601445999480052,[],0.0367,0.0,0.029045643153526972
dev_strong_preexisting_04,STRONG_PREEXISTING,full_lqr,full_lqr_048,True,False,,0.20699388936731378,1.1504321313622594,0.28997289220043804,0.20393246720601585,1.809912163710952,1.2499999999999993,0.25,131.15716067957246,1.297480713219056,0.13284987030249895,[],0.0359,0.0,0.029045643153526972
