time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,tip_x,tip_y,tip_z,tip_vx,tip_vy,tip_vz,ref_x,ref_y,ref_z,q1,q2,q3,q4,q5,qd1,qd2,qd3,qd4,qd5,ax_cmd,ay_cmd,az_cmd,controller_runtime_ms,wind_x,safe
0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.09022809044551716,0.0,0.38250693977170197,0.0,0.0,0.0,0.09022809044551716,0.0,0.38250693977170197,0.08726646259971647,-0.06981317007977318,0.05235987755982989,-0.03490658503988659,0.017453292519943295,0.0,0.0,0.0,0.0,0.0,-0.25,-3.474876475625936e-15,0.011082621547737212,3.3041,0.0,True
0.005,-3.7597075293031873e-06,-1.6902879398390503e-21,3.20000762453009,-0.0015002924947405323,-6.761379295693772e-19,0.0029613631190469275,0.09023266329769553,5.9010216755511085e-21,0.382494995770745,0.001845987208340616,2.360371328043051e-18,-0.004615525926022657,0.09022809044551716,0.0,0.38250693977170197,0.08680712092172356,-0.06853193321520139,0.0508948274674381,-0.03396211252637984,0.017098334798258927,-0.1810619030169284,0.5035552305936651,-0.5733690852841165,0.368053189934214,-0.1380707443379432,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2763,0.0,True
0.01,-1.4980329756339685e-05,-6.759561380089837e-21,3.2000284495335216,-0.002986472525589669,-1.3516386482716138e-18,0.005230369475633894,0.09024676332177636,2.358867975806441e-20,0.38246327493283067,0.003819029220661019,4.7145797774732595e-18,-0.007752620906787064,0.09022809044551716,0.0,0.38250693977170197,0.08548355214461008,-0.06487009497439038,0.046756859430563666,-0.031325829308214384,0.01611213590431365,-0.34546851915070437,0.9514317423607355,-1.0680900095216865,0.6760805789152868,-0.25235146480849224,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2727,0.0,True
0.015,-3.361014456606373e-05,-1.5205266396417356e-20,3.200058379454252,-0.004463482244767445,-2.0267523447868348e-18,0.00657581461485459,0.09027113167614215,5.3031188610065796e-20,0.382421144019778,0.005958176599428766,7.062237136143821e-18,-0.008702464228465143,0.09022809044551716,0.0,0.38250693977170197,0.08338418155974668,-0.05912337764387948,0.04036141191745642,-0.027311379256450396,0.014617239454502037,-0.4907976506542574,1.335673184311529,-1.4741042158302513,0.9179301942683443,-0.3411319606649393,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2699000000000003,0.0,True
0.02,-5.958199603096805e-05,-2.7026058770211154e-20,3.200092514480265,-0.005920091892437064,-2.70171286777829e-18,0.006911550164170574,0.09030665260530624,9.419483147014815e-20,0.3823802532423791,0.008280846766906658,9.402961892351608e-18,-0.007271029779751026,0.09022809044551716,0.0,0.38250693977170197,0.08061473201068103,-0.05164170314192849,0.032190425443178725,-0.022273158130900913,0.012748355911645855,-0.6126297693291293,1.6428314582786163,-1.7752782167821137,1.0837725110450962,-0.40138020704727995,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2691,0.0,True
0.025,-9.273362112284885e-05,-4.222173382093105e-20,3.2001259491078646,-0.007329980491327718,-3.376744043332077e-18,0.00632556546303312,0.09035423125221148,1.4704405592322345e-19,0.3823518087997051,0.010777067981462718,1.1736408688080761e-17,-0.0038344258952045795,0.09022809044551716,0.0,0.38250693977170197,0.07730631932376485,-0.042850234468167256,0.022813624241267916,-0.01661785889929529,0.010656355205933027,-0.7054570458939854,1.8570055303424353,-1.9536413933757286,1.1632472926857063,-0.4299374785010129,-0.25,-3.474876475625936e-15,0.011082621547737212,3.269,0.0,True
0.03,-0.00013274438526059102,-6.079321142394809e-20,3.200154671775982,-0.008657590979748803,-4.052074959552502e-18,0.005083698549964124,0.09041464756742748,2.1154177702494605e-19,0.38234377679623327,0.013406989810846426,1.4062319085296847e-17,0.0007111730489139101,0.09022809044551716,0.0,0.38250693977170197,0.07361668436018101,-0.03324825595672882,0.012880044279306193,-0.010794623688087226,0.00850426009721501,-0.7645008113897387,1.9655659500551197,-1.9968577222485804,1.1507041864615462,-0.4254555167269525,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2693,0.0,True
0.035,-0.0001791155005820195,-8.274260828501094e-20,3.2001763362360043,-0.009869376934262741,-4.727957818594423e-18,0.0035704531252576223,0.0904884206251845,2.876499283537736e-19,0.38235882352473877,0.01610838278633242,1.6380562915621143e-17,0.005200974949115589,0.09022809044551716,0.0,0.38250693977170197,0.06972102961623813,-0.023376206969698485,0.0030693288422776947,-0.00525779665714927,0.0064532397699847205,-0.7878831952857838,1.9656160553031379,-1.906097439384475,1.0503800994780805,-0.39025722454585393,-0.25,-3.474876475625936e-15,0.011082621547737212,3.27,0.0,True
0.04,-0.00023121140487969327,-1.0807337974301159e-19,3.2001905750538535,-0.010945855913470075,-5.404675747948658e-18,0.0021709130596827123,0.0905757388353681,3.7533010764609822e-19,0.38239394498239676,0.018814745807657518,1.869112892266879e-17,0.008600160955929886,0.09022809044551716,0.0,0.38250693977170197,0.0657937330497903,-0.013756791266495183,-0.005986661009209983,-0.0004113904102447962,0.004642232686378958,-0.7778763999341467,1.8672214427915097,-1.6992121728772318,0.8779918494139594,-0.33082803857896537,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2686,0.0,True
0.045,-0.0002883481920078201,-1.3679045655084908e-19,3.200198694814795,-0.011887366223965808,-6.082532763572063e-18,0.0011543045267325574,0.09067648972245379,4.745440144771781e-19,0.38244202372125385,0.021474959677658223,2.0994053410737845e-17,0.010335835039338576,0.09022809044551716,0.0,0.38250693977170197,0.06198827538870628,-0.00483405678309067,-0.01377958387146912,0.003441346787400514,0.003169959666394682,-0.7403235842701037,1.6909288084132992,-1.4065273599878945,0.6571898654274189,-0.25640998556775557,-0.25,-3.474876475625936e-15,0.011082621547737212,3.2699000000000003,0.0,True
