time_s,position_error_3d_m,orientation_error_deg,tip_speed_m_s,cutter_angular_speed_rad_s,ax_cmd_m_s2,ay_cmd_m_s2,az_cmd_m_s2,tip_x_m,tip_y_m,tip_z_m,target_x_m,target_y_m,target_z_m,wind_x_m_s,thrust_N,max_abs_torque_Nm,safe,task_success,anchor_active
10.9,2.809589894070541e-09,0.0,1.3944094711197972e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999719041006,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.905,2.7402693447697857e-09,0.0,1.3784360732887742e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.1399999972597306,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.91,2.671746379689921e-09,0.0,1.3624626754577512e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999732825358,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.915000000000001,2.6040227751877865e-09,0.0,1.3464892776267282e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999739597718,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.92,2.5370976430849623e-09,0.0,1.3305158797957053e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999746290231,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.925,2.4709709833814486e-09,0.0,1.3145424819646823e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999752902897,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.93,2.4056427960772453e-09,0.0,1.2985690841336593e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999759435716,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.935,2.341114857529192e-09,0.0,1.2825956863026363e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.1399999976588851,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.94,2.2773836150236093e-09,0.0,1.2666222884716133e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999772261634,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.945,2.214451733095757e-09,0.0,1.2506488906405903e-08,0.0,0.0,0.0,-3.1946792124769655e-08,0.225,0.0,0.13999999778554822,0.225,0.0,0.13999999999999996,0.0,129.88439957702445,0.0,True,True,False
10.950000000000001,2.1523192117456347e-09,0.0,1.2346754928095674e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.13999999784768075,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.955,2.09096384651275e-09,0.0,1.2195256279625461e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.1399999979090361,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.96,2.0303669856502893e-09,0.0,1.2043757631155249e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.13999999796963297,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.965,1.970526852801413e-09,0.0,1.1892258982685037e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.1399999980294731,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.97,1.911444336144541e-09,0.0,1.1740760334214824e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.13999999808855562,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.975,1.8531194356796732e-09,0.0,1.1589261685744612e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.13999999814688052,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.98,1.7955512632283899e-09,0.0,1.14377630372744e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.1399999982044487,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.985,1.7387415951475305e-09,0.0,1.1286264388804187e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.13999999826125836,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.99,1.6826886550802556e-09,0.0,1.1134765740333975e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.1399999983173113,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
10.995000000000001,1.6273942193834046e-09,0.0,1.0983267091863763e-08,0.0,0.0,0.0,-3.029972697786105e-08,0.225,0.0,0.13999999837260574,0.225,0.0,0.13999999999999996,0.0,129.8843995988316,0.0,True,True,False
11.0,1.572856511700138e-09,0.0,1.083176844339355e-08,0.0,0.0,0.0,-2.8474050481676598e-08,0.225,0.0,0.13999999842714345,0.225,0.0,0.13999999999999996,0.0,129.88439962300356,0.0,True,True,False
11.005,1.5190533275699636e-09,0.0,1.0689398176089436e-08,0.0,0.0,0.0,-2.8474050481676598e-08,0.225,0.0,0.13999999848094663,0.225,0.0,0.13999999999999996,0.0,129.88439962300356,0.0,True,True,False
11.01,1.4659624625323886e-09,0.0,1.0547027908785322e-08,0.0,0.0,0.0,-2.8474050481676598e-08,0.225,0.0,0.1399999985340375,0.225,0.0,0.13999999999999996,0.0,129.88439962300356,0.0,True,True,False
11.015,1.4135830284089934e-09,0.0,1.0404657641481208e-08,0.0,0.0,0.0,-2.8474050481676598e-08,0.225,0.0,0.13999999858641693,0.225,0.0,0.13999999999999996,0.0,129.88439962300356,0.0,True,True,False
11.02,1.361915025199778e-09,0.0,1.0262287374177094e-08,0.0,0.0,0.0,-2.8474050481676598e-08,0.225,0.0,0.13999999863808493,0.225,0.0,0.13999999999999996,0.0,129.88439962300356,0.0,True,True,False
11.025,1.3109602292615818e-09,0.0,1.011991710687298e-08,0.0,0.0,0.0,-2.8474050481676598e-08,0.225,0.0,0.13999999868903973,0.225,0.0,0.13999999999999996,0.0,129.88439962300356,0.0,True,True,False
