time,position_error_3d_m,tip_speed_m_s,orientation_error_deg,angular_speed_rad_s,safe,task_success,ax,ay,az,raw_ax,raw_ay,raw_az,integral_x,integral_y,integral_z,saturated,slew_limited,roll_deg,pitch_deg,uav_x,uav_y,uav_z,tip_x,tip_y,tip_z,target_x,target_y,target_z,wind_x,thrust_raw_N,max_abs_torque_Nm,solve_time_ms,force_total_x,qp_status,qp_iterations,limiter_mismatch,steady_state_residual,steady_task_residual,d_raw_norm,d_hat_norm,d_projected_norm,d_rejected_norm
0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,3.0,129.8844,0.0,1.6188,2.967489,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,2.428332348169984e-06,0.0009707649421836438,0.0005324536602391496,0.0037141512286752477,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-1.4796056011394311e-05,2.6603864072705477e-06,0.0,3.199999999980602,0.22500123494387292,0.0,0.3899979091361536,0.225,0.0,0.38999999999999996,3.0,129.88439999999565,0.0007269676225928287,1.6188,2.964242343986944,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,9.700849069348789e-06,0.0019385702446504214,0.0021260328415396595,0.007412536458518259,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-5.940851200768318e-05,1.0643076623867065e-05,0.0,3.1999999996537145,0.22500494187852887,0.0,0.38999165228718313,0.225,0.0,0.38999999999999996,3.0,129.88439999993017,0.0014661233942001289,1.6188,2.961020886203851,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015,2.1815308817193287e-05,0.0029080094317186908,0.0047798196394150195,0.011117937786612473,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.00013416374398253492,2.3951379726653768e-05,0.0,3.199999998223072,0.22501112690317643,0.0,0.38998123567948223,0.225,0.0,0.38999999999999996,3.0,129.88439999964385,0.002225553278747018,1.6188,2.9578280155191847,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,3.878737393093336e-05,0.0038817780605808,0.008497772090380684,0.014842425382090355,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.00023979041747692158,4.259170769970569e-05,0.0,3.1999999944214306,0.22501980159928975,0.0,0.3899666479829391,0.225,0.0,0.38999999999999996,3.0,129.88439999886242,0.003016074183252693,1.6188,2.954668132252558,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,6.063851777250077e-05,0.004859486994772625,0.013285131183258832,0.018582816645495617,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0003773465318134955,6.657317222052201e-05,0.0,3.1999999865912585,0.22503098267301125,0.0,0.3899478741541006,0.225,0.0,0.38999999999999996,3.0,129.8843999971831,0.0038433596795952787,1.6188,2.9515440859931923,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,8.738584582814435e-05,0.005840051454129872,0.019145522999341264,0.02233234124871067,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.000548073066779411,9.59066397404121e-05,0.0,3.1999999727552964,0.22504469080677508,0.0,0.3899249066058771,0.225,0.0,0.38999999999999996,3.0,129.8843999940576,0.004711591592743952,1.6188,2.9484582929567993,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035,0.00011904033088383223,0.006822126433500212,0.026080419051743124,0.026082807797315914,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0007533484840239569,0.00013060445141571705,0.0,3.199999950668948,0.22506095045196364,0.0,0.3898977471624728,0.225,0.0,0.38999999999999996,3.0,129.88439998877266,0.005623994443221399,1.6188,2.945412904248716,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.00015560573003259052,0.007804201442566732,0.03408879749212031,0.0298250792617826,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0009946510026025645,0.00017068018242099328,0.0,3.199999917859725,0.2250797896792615,0.0,0.38986640827008257,0.225,0.0,0.38999999999999996,3.0,129.88439998042847,0.006582982202521851,1.6188,2.9424099618096617,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045,0.00019707796533964414,0.008784693443920594,0.04316693724688839,0.033549518659307186,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0012735272819664487,0.00021614843290489844,0.0,3.199999871657934,0.22510124007036206,0.0,0.3898309137126331,0.225,0.0,0.38999999999999996,3.0,129.88439996791516,0.007590302822617172,1.6188,2.9394513349463702,solved,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
