method_id,family,case_count,all_safety_rate,all_catastrophic_count,all_deadline_miss_rate,overall_success_rate,nominal_case_count,nominal_success_rate,nominal_setpoint_success_rate,nominal_trajectory_success_rate,nominal_setpoint_rmse_m,nominal_trajectory_rmse_m,nominal_endpoint_position_error_m,nominal_endpoint_velocity_error_m_s,challenge_case_count,challenge_success_rate,challenge_setpoint_rmse_m,challenge_trajectory_rmse_m,challenge_rmse_m,challenge_endpoint_position_error_m,challenge_endpoint_velocity_error_m_s,strong_mean_m,strong_p90_m,orientation_rmse_rad,acquisition_time_s,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,nominal_calm_success_rate,nominal_moderate_success_rate,nominal_stochastic_success_rate
r1r3_lqi_a_000,native_full_lqr,42,0.9047619047619048,4,8.597883597883597e-05,0.14285714285714285,36,0.16666666666666666,0.05555555555555555,0.2777777777777778,1.0455316361026536,0.33363419811611683,0.8680125782761425,1.3240627006103365,6,0.0,1.432033558067861,0.5820613996200735,1.0070474788439674,1.2424767516191746,1.412231300011591,0.8830197316630326,1.2849951153116426,0.06056212773712119,2.61,16831.665927437396,0.00013492063492063494,0.0,6.276822559418905,0.09011293253968253,0.14272949999999981,0.18717546000000015,22.1235,0.25,0.0,0.25
r1r3_lqi_a_012,native_full_lqr,42,0.6904761904761905,13,8.597883597883597e-05,0.14285714285714285,36,0.16666666666666666,0.0,0.3333333333333333,1.6356365524720191,0.3778842414733957,2.064955426484703,1.4487302596041702,6,0.0,1.6668455934671893,0.5350723993630401,1.1009589964151145,2.4180589537897794,2.230287655869496,1.028576074409312,1.6540064331069317,0.3140124250981634,2.12,16345.308813078515,0.01905952380952381,0.0062976190476190476,19.433650577961334,0.09425033763227512,0.14827524999999997,0.2046013100000001,17.968999999999998,0.25,0.08333333333333333,0.16666666666666666
r1r3_lqi_a_001,native_full_lqr,42,0.6904761904761905,13,8.928571428571429e-05,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,1.5959582518281794,0.37129865640241566,1.7702977121500931,1.5904227410990122,6,0.0,1.63416223880676,0.5390693106438591,1.0866157747253096,1.641323398793839,2.5825116709685836,0.9853898563469882,1.591995313092683,0.22772766531099284,2.17,16489.64772212561,0.01196825396825397,0.0033650793650793647,16.11216806536788,0.0925547619047619,0.15066525,0.21075113000000034,29.6432,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_016,native_full_lqr,42,0.6904761904761905,13,8.597883597883597e-05,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,1.7903903564743473,0.38779442361519645,2.2142561823229485,1.3991466037159144,6,0.0,1.766252175412679,0.5387114268131897,1.1524818011129343,2.3236948431057347,2.2405727512985503,1.0822779246491094,1.7757960264081607,0.3499358009032891,2.07,16250.078165007078,0.023055555555555555,0.011543650793650793,20.75425331866987,0.09400038392857142,0.146285,0.19003687000000008,21.197499999999998,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_002,native_full_lqr,42,0.5952380952380952,17,8.597883597883597e-05,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,1.9524187963242352,0.42011164679111035,2.1244099547433852,1.1276172886599845,6,0.0,2.0551399228319265,0.5555022521300589,1.3053210874809926,2.3777488762300023,2.177865843209622,1.253178525211853,2.112252312408644,0.49590068242041074,2.01,15955.169605592959,0.038785714285714284,0.009841269841269842,26.185088854761574,0.09231956977513228,0.146895,0.2038071200000003,23.098399999999998,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_017,native_full_lqr,42,0.5714285714285714,18,8.597883597883597e-05,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,2.0986638448269903,0.4522151612284031,1.9419077199394488,0.9706185272398932,6,0.0,2.348662911040371,0.6441765905571226,1.496419750798747,2.9080195726345806,1.5425119176446158,1.4716725893947078,2.459048978610947,0.6361112823477565,2.0300000000000002,15581.733398388056,0.05927380952380951,0.0205515873015873,30.54208798728725,0.09406863227513226,0.14985974999999993,0.19948800000000008,22.918599999999998,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_003,native_full_lqr,42,0.5714285714285714,18,8.597883597883597e-05,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,2.119795431965868,0.4664394334754774,1.9471392532065712,1.0194945136472895,6,0.0,2.3947724268828274,0.6265320079236457,1.5106522174032364,2.697434013955951,2.06123797888044,1.4696183325715577,2.5181164863449337,0.7228772229798818,2.04,15668.169069595391,0.051876984126984126,0.02276984126984127,32.154916455721796,0.09105838525132275,0.142385,0.18623918000000006,25.4404,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_008,native_full_lqr,42,0.5714285714285714,18,8.928571428571429e-05,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,2.004978385442518,0.4327422579141417,2.0957056768661477,1.2036041522389667,6,0.0,2.133858608577825,0.5708248446238934,1.3523417266008593,2.2419881057326,2.151863158595797,1.3000928493973294,2.198132845638847,0.5909966754779444,2.0700000000000003,15818.55900109964,0.04438492063492064,0.01363095238095238,28.243291197371295,0.09126722321428571,0.14488525,0.19713631000000031,17.357699999999998,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_009,native_full_lqr,42,0.5714285714285714,18,0.00010251322751322751,0.11904761904761904,36,0.1388888888888889,0.0,0.2777777777777778,2.6130803726730445,0.4881084025333351,2.223656327734707,1.1447001895962516,6,0.0,3.081859518068699,0.6735841342858225,1.877721826177261,3.1840491183937107,2.5293023962240024,1.9465783111764607,3.6978139726993238,0.7469472108462681,2.0100000000000002,15671.757770233507,0.05432936507936509,0.025559523809523813,31.175618679504975,0.08735416468253968,0.15459525,0.26653198000000056,18.6102,0.25,0.08333333333333333,0.08333333333333333
r1r3_lqi_a_020,native_full_lqr,42,0.5714285714285714,18,8.597883597883597e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,2.130415931207187,0.4572659497962521,1.8000924350405212,1.0132223779040777,6,0.0,2.3970968249931164,0.6775592579877908,1.5373280414904533,2.9490869796596013,1.4634284390313719,1.5176396646996062,2.512017389654455,0.6868542040870342,2.02,15525.447590790112,0.06407936507936507,0.022678571428571426,31.035449222092886,0.09075818948412699,0.14436,0.18233682000000007,16.830199999999998,0.25,0.08333333333333333,0.0
r1r3_lqi_a_004,native_full_lqr,42,0.5714285714285714,18,8.928571428571429e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,2.1444154918046134,0.44277264565956725,1.9963254450032228,1.0343518785198427,6,0.0,2.3300018871321733,0.6884984069394503,1.509250147035812,2.950212612891089,1.4818240054696137,1.511473189710204,2.434107656162257,0.7039347861195024,2.02,15512.80785452374,0.06217857142857144,0.027329365079365082,32.36603667146596,0.09030017923280423,0.14139525,0.18385600000000005,22.95,0.25,0.08333333333333333,0.0
r1r3_lqi_a_013,native_full_lqr,42,0.5714285714285714,18,8.597883597883597e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,2.0679901208845024,0.43699950721750663,2.0826823455550953,1.0417872587861887,6,0.0,2.206392768318492,0.6390574375872172,1.4227251029528543,2.9427048809053162,2.746993337649263,1.4013289825417958,2.284191289064287,0.7196133453492095,2.0500000000000003,15614.560924629432,0.054305555555555565,0.02085714285714286,31.8164008761486,0.09113208564814815,0.141445,0.18366082000000003,20.580299999999998,0.25,0.08333333333333333,0.0
r1r3_lqi_a_014,native_full_lqr,42,0.5714285714285714,18,8.597883597883597e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,2.857803950046286,0.48954412426452026,2.427291258152592,1.261711708069281,6,0.0,3.429065054061398,0.8572856053286992,2.1431753296950484,4.413643336759844,1.4407283806010154,2.2814697460206315,4.386321126869234,1.016218370932756,2.395,15085.222430625381,0.08405555555555555,0.035404761904761904,38.9824562581853,0.09229742195767195,0.14588,0.19052949000000013,18.2074,0.25,0.08333333333333333,0.0
r1r3_lqi_a_005,native_full_lqr,42,0.5714285714285714,18,9.259259259259259e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,2.8691874218161746,0.49045835913532315,2.442710050702665,1.29298489537124,6,0.0,3.515144659307842,0.8593088200263975,2.18722673966712,4.550445369051819,1.9041127829933222,2.33950034643284,4.546647487791148,0.9166809107319103,2.395,15064.733233867426,0.08696825396825399,0.03414285714285715,39.270127515472645,0.09219639715608466,0.145685,0.20640841000000001,21.394,0.25,0.08333333333333333,0.0
r1r3_lqi_a_018,native_full_lqr,42,0.5714285714285714,18,8.597883597883597e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,2.9206499028684663,0.5044274939014246,2.463587273566536,1.1911373385333608,6,0.0,3.3681565361895323,0.8416942945597721,2.104925415374652,4.198342116555202,2.1401751422384256,2.1844278391333893,4.147847683745903,0.8575452108094963,2.785,15109.887311489914,0.08515079365079366,0.03275396825396825,37.5218269482361,0.09258923214285714,0.14393974999999984,0.18667358999999997,19.8642,0.25,0.08333333333333333,0.0
r1r3_lqi_a_021,native_full_lqr,42,0.5476190476190477,19,8.597883597883597e-05,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,3.1525459059267513,0.5020663963236061,2.6115945177134083,1.6786987255842143,6,0.0,3.370622846182503,0.8616422081748132,2.116132527178658,4.344066108175351,1.8613763029614299,2.188254180397285,4.110230210083834,0.9304307500003794,2.81,15205.715030122501,0.07698015873015873,0.0344484126984127,39.350195671789166,0.08927032076719577,0.13858525,0.17866100000000001,16.6907,0.25,0.08333333333333333,0.0
r1r3_lqi_a_010,native_full_lqr,42,0.5476190476190477,19,0.00011243386243386242,0.09523809523809523,36,0.1111111111111111,0.0,0.2222222222222222,3.1434960375737684,0.5447864930363132,3.0299185801364743,1.2209489163732898,6,0.0,3.37237023229239,0.8142232692688532,2.0932967507806217,4.063541973926745,1.9987168571607439,2.038887945275318,3.7687879870718417,1.015130677446005,2.915,14849.268546983056,0.0944126984126984,0.051630952380952375,42.97634420356742,0.09995871064814812,0.166295,0.2687465200000003,22.0797,0.25,0.08333333333333333,0.0
r1r3_lqi_a_011,native_full_lqr,42,0.42857142857142855,24,8.597883597883597e-05,0.07142857142857142,36,0.08333333333333333,0.0,0.16666666666666666,3.131881513772088,0.6005953730137005,2.87345032630507,1.5869391667485313,6,0.0,4.078018806218224,0.9651912262316865,2.5216050162249557,5.234243400505676,1.909984911558573,1.8807653458182403,3.0446956651147667,1.4763289291988488,3.9000000000000004,14422.894081124661,0.11006349206349206,0.07317063492063493,58.71625024980407,0.09058075628306879,0.1452747499999999,0.18909459000000003,16.4288,0.25,0.0,0.0
