sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction,directional_stratum,wind_direction_sign
v6d_calm_00,NORMAL_CALM,sep2026,sep_b_001,True,True,2.1850000000000005,0.12838819980282762,0.6752297271508928,0.17999999999999997,0.1791786336839998,0.1283423385227495,0.25706980741433205,0.1397365793146029,130.69895177958796,0.17868619625124274,0.024100156748160496,[],0.9127,0.0,0.0,not_applicable,0
v6d_moderate_00,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.2566538001605813,1.4087541098161847,0.3186079423778611,0.3571594756539407,0.6190324332078533,0.5294026721215429,0.21106403499603313,131.15254284742755,0.42523669861804414,0.08903814939450069,[],0.9111,0.0,0.0,aligned,1
v6d_calm_01,NORMAL_CALM,sep2026,sep_b_001,True,False,,0.2914751633431575,1.7465049546131843,0.3289355632630994,0.3969320394737893,0.7366428765984901,0.6379570476734017,0.19777489736384998,131.14831912968324,0.45862735363067114,0.09570306171299306,[],0.886,0.0,0.0,not_applicable,0
v6d_moderate_01,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.3913786856884813,1.8124520037291099,0.5421623895290264,0.5390600498265907,1.0629460246940523,0.6993079198212409,0.20128675834107018,131.5758446672492,0.676599905187193,0.09158047780950465,[],0.9643,0.0,0.0,opposed,-1
v6d_calm_02,NORMAL_CALM,sep2026,sep_b_001,True,True,2.16,0.11969498701364625,0.6178670940874845,0.17999999999999997,0.16489424514221332,0.11433613138146784,0.24212543594586028,0.1452779496027661,130.74275046827228,0.16788711756369126,0.022674896796869373,[],0.887,0.0,0.0,not_applicable,0
v6d_moderate_02,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.25694222121995075,1.4141090257356677,0.3186079423778611,0.3564215658309001,0.6190121053266682,0.5338269011609351,0.21930013614212118,131.19451827562096,0.42920091911599073,0.08968475892676421,[],0.9162,0.0,0.0,aligned,1
v6d_calm_03,NORMAL_CALM,sep2026,sep_b_001,True,False,,0.29265633931623547,1.7165297995008995,0.318214082834212,0.3981100376787516,0.6365886179064338,0.6401928564082393,0.1794924231341568,131.39099115708575,0.5234395903748399,0.10618274809370928,[],0.8975,0.0,0.0,not_applicable,0
v6d_moderate_03,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.43569045755096003,1.7623640889543202,0.5274742121973862,0.6254614743518881,1.4602320703944658,1.1485516551002186,0.17853873596599162,131.78591602713595,0.8795651230663871,0.08875950603558258,[],0.9257,0.0,0.0,opposed,-1
v6d_calm_04,NORMAL_CALM,sep2026,sep_b_001,True,False,,0.2516159490897771,1.5748408189351732,0.30460731687900905,0.3224897063949619,0.5297752041705582,0.5865688816963682,0.16028444942217898,130.41630015013024,0.4459470451929869,0.08879004173493883,[],0.892,0.0,0.0,not_applicable,0
v6d_moderate_04,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.2601373899018975,1.383253262024631,0.4400954381302861,0.33885998081559604,0.6327129796849763,0.48577318361311345,0.1382988584719933,130.77562289002694,0.3977850257125716,0.08087088390260233,[],0.9141,0.0,0.0,aligned,1
v6d_calm_05,NORMAL_CALM,sep2026,sep_b_001,True,False,,0.3109425354573974,1.9215889733721991,0.3915314479975571,0.3896910383143238,0.7993941940760824,0.7144602911344122,0.20268100109568132,130.4192665687047,0.5407972733030355,0.10747010026228535,[],0.8719,0.0,0.0,not_applicable,0
v6d_moderate_05,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.4948733376512419,1.6365276203731696,0.5428223670859701,0.7090911049539975,2.0869768045231396,1.5860817427766674,0.19878932400675414,130.39211935551256,1.0580040032451392,0.09772695784856412,[],0.9098,0.0,0.0,opposed,-1
v6d_calm_06,NORMAL_CALM,sep2026,sep_b_001,True,False,,0.24013865425053346,1.4882387004916589,0.2968240977636157,0.30307358752590474,0.48472839629312015,0.5526031656210176,0.15055757503795353,130.6592373756228,0.4133298540741603,0.08316679245406514,[],0.9025,0.0,0.0,not_applicable,0
v6d_moderate_06,NORMAL_CONSTANT,sep2026,sep_b_001,True,False,,0.45418417992354143,1.4791704393879823,0.48118500983453605,0.6540486265833084,1.813883162285361,1.478477144500828,0.1355128304601812,130.7683728507419,0.9738043404170349,0.08685796244686735,[],0.9077,0.0,0.0,opposed,1
