time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,tip_x,tip_y,tip_z,tip_vx,tip_vy,tip_vz,ref_x,ref_y,ref_z,q1,q2,q3,q4,q5,qd1,qd2,qd3,qd4,qd5,ax_cmd,ay_cmd,az_cmd,controller_runtime_ms,wind_x,safe
0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.09022809044551716,0.0,0.38250693977170197,0.0,0.0,0.0,0.09022809044551716,0.0,0.38250693977170197,0.08726646259971647,-0.06981317007977318,0.05235987755982989,-0.03490658503988659,0.017453292519943295,0.0,0.0,0.0,0.0,0.0,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.21009999999999998,0.0,True
0.005,-3.724951105379846e-06,1.2231553696328943e-21,3.2000064212310293,-0.0014864091953562663,4.892784537563868e-19,0.0024812065626367264,0.09023262122971615,-4.268887501380117e-21,0.38249397245263955,0.0018289465957898043,-1.7075282798768324e-18,-0.005027388310185475,0.09022809044551716,0.0,0.38250693977170197,0.08681157674396402,-0.06854403962217123,0.05090867582622969,-0.033971108273244024,0.017101748711864317,-0.17930607224922465,0.49880227194328397,-0.5679575739579595,0.36455347516470993,-0.13674460291420368,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.1729,0.0,True
0.01,-1.4841471435423801e-05,4.891465845314392e-21,3.2000236650701823,-0.0029587039372560076,9.780939018800769e-19,0.004280198430530727,0.09024658989579987,-1.7064455211152442e-20,0.3824591146854952,0.0037831503173493264,-3.410618582707288e-18,-0.008600987908382082,0.09022809044551716,0.0,0.38250693977170197,0.08550080955066944,-0.0649166194375982,0.04680954409959952,-0.031359734955134964,0.01612496937018208,-0.3421376194058332,0.9425331647474041,-1.0581309350222778,0.6697397965384562,-0.24995733394682704,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.1704,0.0,True
0.015,-3.329766924706604e-05,1.1003069418214852e-20,3.2000476988944495,-0.004421823271145454,1.46662565706256e-18,0.005170162569278062,0.0902707265120041,-3.836381713708951e-20,0.3824115748293716,0.005900893877017532,-5.108992682193214e-18,-0.010024223856967315,0.09022809044551716,0.0,0.38250693977170197,0.08342152853297094,-0.0592230807231263,0.04047291583185401,-0.027382350798012198,0.014644052081838922,-0.48614268096612695,1.3234666062133422,-1.4607639077375631,0.9096107925367952,-0.33799655811755497,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.23329999999999998,0.0,True
0.02,-5.902716542650269e-05,1.955697127578295e-20,3.2000736993840406,-0.00586492560494483,1.9550413886458107e-18,0.005065785510417201,0.09030590163691163,-6.814270327991802e-20,0.3823628134572299,0.008199358544771496,-6.802377102751189e-18,-0.009102800002240091,0.09022809044551716,0.0,0.38250693977170197,0.0806779238224901,-0.0518082997707079,0.03237383127589359,-0.022388340710702847,0.012791834900034342,-0.607019239248609,1.6285138263519792,-1.7601662548317338,1.0746243980645298,-0.39792844288558815,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.23939999999999997,0.0,True
0.025,-9.187136354487212e-05,3.055299363368118e-20,3.2000968303910735,-0.007262438746703956,2.4435015434321975e-18,0.00405123843138857,0.09035300733319837,-1.0637552673952224e-19,0.382323885172437,0.010669080387022856,-8.490523750875945e-18,-0.0061977685609569955,0.09022809044551716,0.0,0.38250693977170197,0.07739892942019864,-0.043090466574782146,0.02307281647816677,-0.016777942265905593,0.01071682677500987,-0.6993933835243672,1.8421588809191642,-1.9388077262959136,1.1546852475735994,-0.4266819958763829,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.18939999999999999,0.0,True
0.03,-0.00013151750389989235,4.3991764320245486e-20,3.2001131190072805,-0.00857968205037588,2.93217010139612e-18,0.002384141250382914,0.09041281500124079,-1.5303559675805387e-19,0.38230271235207475,0.013271485203482758,-1.0173245700577998e-17,-0.002178384742194367,0.09022809044551716,0.0,0.38250693977170197,0.07373952315656232,-0.033560308356799406,0.013208041409307642,-0.010992942274970078,0.008579412853379145,-0.7585725734053731,1.9519832898708802,-1.9845323325913369,1.1442066949568208,-0.4229204552347756,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.17809999999999998,0.0,True
0.035,-0.0001774785247645462,5.987476700520108e-20,3.2001202110940223,-0.009783700910840753,3.42122725360933e-18,0.0004392946282538796,0.09048584270491128,-2.080955075458945e-19,0.3823020601849309,0.015945976540236106,-1.1850446806680599e-17,0.0018183067821173626,0.09022809044551716,0.0,0.38250693977170197,0.06987197648542208,-0.02374950506286808,0.0034485296827476844,-0.005480832651237,0.006538371782671358,-0.7826523230216631,1.954940204308359,-1.898211383610424,1.0471499418459422,-0.3888528891426359,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.17259999999999998,0.0,True
0.04,-0.00022913210237458364,7.820444138018749e-20,3.2001176885131954,-0.010854997624506655,3.910875189108184e-18,-0.001404934241209717,0.09057228539259782,-2.7152759758976295e-19,0.3823191346386264,0.018627319020123823,-1.352211611811766e-17,0.0047722142593723815,0.09022809044551716,0.0,0.38250693977170197,0.06596818475843348,-0.014173706826223723,-0.005581795178837038,-0.0006409476320414657,0.004731107942271461,-0.7737575803337113,1.8605842997731221,-1.696955830326138,0.8786646164674944,-0.33074632547960525,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.1703,0.0,True
0.045,-0.0002858059763578726,9.898428140752508e-20,3.2001067874240787,-0.01179332708934268,4.401331336550523e-18,-0.002880330660199647,0.09067204136679333,-3.4330426741631086e-19,0.38234705408223907,0.02126478402973042,-1.5188278412505644e-17,0.0061060717765542005,0.09022809044551716,0.0,0.38250693977170197,0.06218005907184547,-0.005272938145476719,-0.013378325797260095,0.0032250311373127217,0.0032559895835533904,-0.737527994472315,1.6888070813801865,-1.4102111165000328,0.6617667517444578,-0.2576046673985362,-0.25,2.4913384663187382e-15,-0.07955236935317425,0.1987,0.0,True
