sample_id,scenario,wind_kind,wind_speed_m_s,seed,sample_count,safe,safe_sample_count,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_ax_m_s2,max_abs_ay_m_s2,max_abs_az_m_s2,max_ax_step_m_s2,max_ay_step_m_s2,max_az_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,solve_time_mean_ms,solve_time_p95_ms,safety_failure_reasons,controller,candidate_id,d_raw_norm_max,d_hat_norm_max,d_projected_norm_max,d_rejected_norm_max,steady_state_residual_max,steady_task_residual_max,limiter_mismatch_max,qp_iterations_max,qp_statuses,solver_valid,limiter_parity_valid
calm_axis_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.97,0.06295040868661794,1.5272578439899077e-05,0.15301225960053003,0.0016664565871462652,0.128834017880085,2.6508220664023123e-05,0.5498441360896817,0.0023885912989638244,5.671625423085127e-06,0.25,0.0003750636464271125,129.89673784962696,0.5760505716620657,0.008838300870415854,0.907617742607247,1.228,[],self_dr_tsrmpc,self_a_043,8.694487837933249e-05,6.420391591761257e-05,6.420391591761258e-05,9.26030237504145e-13,8.268882232829135e-20,6.993601167582087e-14,1.7507292256357943e-05,25,['solved'],True,False
calm_axis_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.97,0.06295040868661793,1.5272578439899077e-05,0.15301225960053,0.0016664565871462797,0.12883401788008517,2.6508220664839616e-05,0.5498441360896813,0.0023885912989671664,5.671625423247724e-06,0.25,0.0003750636464354767,129.89673784962696,0.5760505716620653,0.008838300870415842,0.9129810912119951,1.2268,[],self_dr_tsrmpc,self_a_043,8.694487837941429e-05,6.420391591764125e-05,6.420391591764125e-05,9.26030236361749e-13,8.739463064784575e-20,6.993599196088631e-14,1.7507292256357943e-05,25,['solved'],True,False
calm_axis_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.8049999999999999,0.027037911703017867,0.00936745059798296,0.005655016466164233,1.1905405097634765e-06,0.3124136750727186,0.03682401979262674,2.1348032685080372e-16,1.0576857163942006,0.014720330915473978,1.749386313299816e-16,0.25,143.88831073341456,0.04779724627295156,0.002741564780778669,0.9160365264473136,1.2506,[],self_dr_tsrmpc,self_a_043,0.006619573456834808,0.002897885908087975,0.0028946928549241175,0.00013600004391959734,4.210265348091882e-18,5.0037050917596875e-11,4.5456147135247704e-07,100,['solved'],True,True
calm_axis_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.8049999999999999,0.027037379827671973,0.009326485085118947,0.005650755111694955,1.3021957062772706e-06,0.3126435450238128,0.03773073892390161,4.91782198735076e-16,1.0578512970832652,0.014680904286861751,2.4179023747787397e-16,0.25,137.46680033115933,0.049438388726423484,0.0028808601233580046,0.9085070387338607,1.2481,[],self_dr_tsrmpc,self_a_043,0.006472152779332275,0.0029077627389013125,0.002904579373287286,0.00013602503452270545,3.305473996730828e-18,5.309741761156043e-11,4.545614729067893e-07,100,['solved'],True,True
constant_3_face_diagonal_00,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.9000000000000004,0.08715078779575297,0.7174917835021047,0.2010747295274401,0.006072510458327209,0.876220586225102,0.8964168592240177,0.5196776697809388,0.12740214895305063,0.25,0.25,0.05323368748603655,131.4472349206626,0.7559194339415891,0.10312445787794705,0.964639358600583,1.2303,[],self_dr_tsrmpc,self_a_043,0.15197053039600295,0.06519713796352393,0.06514371399526925,0.0029152588071524933,8.890787066635055e-17,5.651468800726948e-09,7.522063447396032e-07,75,['solved'],True,True
constant_3_face_diagonal_01,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.9050000000000002,0.0920062895232877,0.7160099794548302,0.22048083156424286,0.00573094670161502,0.890067218015044,0.8964168592240177,0.520725410611816,0.12740214895305063,0.25,0.25,0.05323368748603655,131.4472349206626,0.7559194339415891,0.10312445787794705,0.9272641399416911,1.2134,[],self_dr_tsrmpc,self_a_043,0.15197053039600295,0.06519713796352393,0.06514371399526925,0.0029152588071524933,8.890787066635055e-17,5.651468800726948e-09,5.900664845626125e-09,50,['solved'],True,True
constant_3_face_diagonal_04,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,1.96,0.06866650764566537,0.7250855466428254,0.18512417239640966,0.0026859335239356077,1.0903853250308577,0.8964168592240177,7.845818611944064e-15,1.0447888681178092,0.25,5.79319227126981e-15,0.25,143.68075439985122,0.7559194339415891,0.10312445787794705,0.9381874219075386,1.233,[],self_dr_tsrmpc,self_a_043,0.15197053039600295,0.06519713796352393,0.06514371399526925,0.0029152588071524933,8.890787066635055e-17,5.651468800726948e-09,8.572044104537824e-07,100,['solved'],True,True
constant_3_face_diagonal_05,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.1450000000000005,0.07438465705021628,0.72072510080446,0.2196583697108013,0.0014650281951927048,1.1180217011727445,0.8964168592240177,1.029551435382965e-14,1.0593842523463104,0.25,5.921270603992573e-15,0.25,138.270414125994,0.7559194339415891,0.10420510548959226,0.9255269054560599,1.2443,[],self_dr_tsrmpc,self_a_043,0.15197053039600295,0.06519713796352393,0.06514371399526925,0.0029152588071524933,8.890787066635055e-17,5.788218312294604e-09,1.3068822615203146e-06,100,['solved'],True,True
constant_3_face_diagonal_08,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.865,0.0779769243152031,0.6853187983563279,0.20281089009536418,0.005814805477449754,1.1026723125847009,0.8964168592240177,0.5248299620215555,1.0001122746901259,0.24983051567883768,0.2499999999999983,0.25,143.13335231841106,0.7559194339415891,0.10312445787794705,0.9090394418992087,1.2385,[],self_dr_tsrmpc,self_a_043,0.15197053039600295,0.06519713796352393,0.06514371399526925,0.0029152588071524933,8.890787066635055e-17,5.651468800726948e-09,2.7536610105460824e-06,100,['solved'],True,True
constant_3_face_diagonal_09,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.8899999999999997,0.07754894499706004,0.6845287979433893,0.20101806320519167,0.005947345083549424,1.1112969083757789,0.8964168592240177,0.5149132800280883,1.0087426418001375,0.24983051567883768,0.24999999999999925,0.25,137.00930173703284,0.7559194339415891,0.10312445787794705,1.0000262807163682,1.2965,[],self_dr_tsrmpc,self_a_043,0.15197053039600295,0.06519713796352393,0.06514371399526925,0.0029152588071524933,8.890787066635055e-17,5.651468800726948e-09,1.4625494481057544e-06,100,['solved'],True,True
ramp_wind_equilibrium_hold,RAMP_WIND_EQUILIBRIUM_HOLD,ramp,3.0,-1,2401,True,2401,True,0.0,0.029059184115724536,0.3348125506697352,0.054878669363491735,0.03145094959267088,0.24879064576166904,0.25059084809661936,2.652464104558368e-15,0.008741799503310355,0.011092355222568268,7.723177629435659e-16,0.0019779072470729672,130.02684070767862,0.08897021670936585,0.008058018346257736,0.8948870887130362,1.2343,[],self_dr_tsrmpc,self_a_043,0.03171003529167014,0.029302774386189587,0.02929986713149337,0.00041276240716151387,2.985169383132877e-17,5.138408983310359e-09,3.3881317890172014e-21,25,['solved'],True,True
calm_face_diagonal_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.895,0.07791754020358013,0.22840688304900464,0.19665871712413793,0.0015694780489877063,0.18890662478494324,0.552323889691504,0.5199514963237566,0.050005382325413815,0.25,0.25,0.02063386394272644,130.50539006680134,0.6630758327376212,0.07312080845506182,0.8815402332361515,1.2015,[],self_dr_tsrmpc,self_a_043,0.08473000400036318,0.03445501955556532,0.03441690392421439,0.0016203918705442924,4.799266975699807e-17,5.337309068315401e-10,4.106321131125412e-06,50,['solved'],True,True
calm_axis_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.48,0.06066698936518546,0.7188719641520634,0.14095877364539194,0.019570826011129604,0.11044590775288336,0.6757499499199533,3.1289195704448012e-15,0.026811120468058294,0.25,1.3811934015937641e-15,0.010475113639324386,130.2943529611432,0.7216072233858667,0.09843383906435159,0.9306748438150771,1.2814,[],self_dr_tsrmpc,self_a_022,0.09484912073658254,0.06721916495427245,0.06714489747876312,0.0031589364849711277,9.452675236330182e-17,1.0475451566695685e-09,1.1584860517832585e-06,75,['solved'],True,True
calm_axis_01,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.4750000000000005,0.060642355158622895,0.7181973868099517,0.14084020773356962,0.019553858860934862,0.11076594920909512,0.6758662485098971,3.244044485340535e-15,0.04038316808215858,0.25,1.3699464551840069e-15,0.017834177599968748,130.40721070443263,0.722524237853434,0.09880634399550667,0.931850312369846,1.2408,[],self_dr_tsrmpc,self_a_022,0.09508568212818187,0.06717491894722881,0.06710073755256478,0.003158503007087616,8.92068586040151e-17,1.053591693194062e-09,1.1584860530322594e-06,75,['solved'],True,True
calm_axis_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.275,0.05801272007903232,1.1738171290584212e-05,0.15702085513973013,0.000383829930903981,0.3230684417854564,1.492338001099981e-05,0.7611205629355403,0.005884047269035286,2.8662872717267103e-06,0.25,0.0008548205792981191,129.90995632662927,0.7885869507030195,0.013703783578804087,0.9591800499791754,1.3007,[],self_dr_tsrmpc,self_a_022,0.00022149125937955376,0.00020372742686070754,0.00020372742686070757,2.2606808764347756e-12,2.505597954669434e-19,3.5245961258882223e-13,4.5169328505290096e-07,75,['solved'],True,True
calm_axis_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.275,0.05801272007903232,1.1738171290584212e-05,0.15702085513973013,0.00038382993090393394,0.3230684417854563,1.4923380010524776e-05,0.761120562935541,0.005884047269042476,2.8662872717789045e-06,0.25,0.0008548205792973736,129.90995632662933,0.7885869507030202,0.013703783578804075,0.9463004997917535,1.2661,[],self_dr_tsrmpc,self_a_022,0.0002214912593794576,0.0002037274268606915,0.0002037274268606915,2.26068087371815e-12,2.6088544296264835e-19,3.524595507454134e-13,4.516932858300571e-07,75,['solved'],True,True
calm_axis_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.845,0.027950563130304272,0.0069170918850384785,0.013916873378935423,8.620405179852024e-05,0.21275064662639923,0.009521213003082698,6.007024995987633e-15,0.9135562524303309,0.00424357165648877,3.59084105344848e-15,0.25,141.97989538276138,0.009899936278942666,0.001133674071379993,0.9280269054560601,1.2448,[],self_dr_tsrmpc,self_a_022,0.0005216428937638107,0.0003336922997945378,0.0003333271311796477,1.560687546287309e-05,4.1465066508030902e-19,4.726507890440112e-12,8.81124683471679e-06,75,['solved'],True,True
calm_axis_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.845,0.027950348932359727,0.00690006705179422,0.013916947527479854,8.453458768273092e-05,0.2127574883592708,0.009107393975468111,5.6000645148468416e-15,0.9135590079742071,0.004243571656488754,3.555696616292701e-15,0.25,134.97341478087546,0.011467814045204514,0.0011959468205506433,0.9004503956684713,1.2595,[],self_dr_tsrmpc,self_a_022,0.0006244116843414182,0.0004068192680694763,0.00040639243299331877,1.8630815289604677e-05,5.024983239363999e-19,8.298424524376505e-12,8.811218800253151e-06,75,['solved'],True,True
constant_3_face_diagonal_00,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,5.484999999999999,0.10367973294957623,1.17817016939033,0.2682576709827335,0.025509886690015166,1.0773740224159156,0.8818873660411116,0.7190641043934427,0.07626102400525339,0.25,0.25,0.03280323771428703,130.81644634572277,0.743000839962214,0.09823513628402045,0.9113786339025406,1.2751,[],self_dr_tsrmpc,self_a_022,0.13802448386323565,0.09516997847881825,0.09508121714108797,0.004507130587402217,1.3457130472595453e-16,6.117574398601309e-09,9.61774042129715e-07,75,['solved'],True,True
constant_3_face_diagonal_01,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,3.67,0.07751317496264616,0.9623271699270345,0.16977571897804736,0.01859544489796281,1.0607236894579053,0.8818873660411116,0.7226835506375132,0.07626102400525339,0.25,0.25,0.03280323771428703,130.81644634572277,0.764727602251617,0.11201442544585827,0.9356174927113702,1.2799,[],self_dr_tsrmpc,self_a_022,0.13802448386323565,0.09516997847881825,0.09508121714108797,0.004507130587402217,1.3457130472595453e-16,6.356712664616294e-09,1.362667399640305e-06,75,['solved'],True,True
constant_3_face_diagonal_04,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,6.359999999999999,0.09252321025516509,1.1873501886733455,0.2528220079359199,0.02586227052335385,0.9998066514831394,0.8818873660411116,6.05953562921816e-15,0.8755146877277095,0.25,3.2127415208272843e-15,0.25,141.42915924893455,0.7346958399223262,0.09823513628402045,0.9915090379008747,1.2967,[],self_dr_tsrmpc,self_a_022,0.13802448386323565,0.09516997847881825,0.09508121714108797,0.004507130587402217,1.3457130472595453e-16,6.117574398601309e-09,5.718184041908492e-06,150,['solved'],True,True
constant_3_face_diagonal_05,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,3.575,0.06002116279396877,0.9574606800208703,0.16372501763202083,0.017771467535532985,0.9801249185784782,0.8818873660411116,6.160373382535045e-15,0.8904075817016481,0.25,3.2127415208272843e-15,0.25,135.1725991949967,0.8567908606998776,0.12281873944984784,0.9359260724698044,1.272,[],self_dr_tsrmpc,self_a_022,0.13802448386323565,0.09516997847881825,0.09508121714108797,0.004507130587402217,1.3457130472595453e-16,6.3659773170775755e-09,8.615025251068609e-06,75,['solved'],True,True
