sample_id,scenario,wind_kind,wind_speed_m_s,seed,sample_count,safe,safe_sample_count,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_ax_m_s2,max_abs_ay_m_s2,max_abs_az_m_s2,max_ax_step_m_s2,max_ay_step_m_s2,max_az_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,solve_time_mean_ms,solve_time_p95_ms,safety_failure_reasons,controller,candidate_id,d_raw_norm_max,d_hat_norm_max,d_projected_norm_max,d_rejected_norm_max,steady_state_residual_max,steady_task_residual_max,limiter_mismatch_max,qp_iterations_max,qp_statuses,solver_valid,limiter_parity_valid
constant_3_face_diagonal_09,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.2649999999999997,0.07071960464381759,0.7044068049957686,0.19908066734309945,0.0020120606643726753,1.242484906049861,1.1592538884155523,0.6968291903209328,0.7882913629493828,0.25,0.25000000000000006,0.25,133.87786116977364,0.995686947157728,0.1407206967623031,0.7020328196584756,0.9754,[],self_dr_tsrmpc,self_a_034,0.2154046168159796,0.15189863437123605,0.15175424348938032,0.006843147378388266,2.0511807392313583e-16,6.347813404223829e-09,7.107026632757751e-07,75,['solved'],True,True
ramp_wind_equilibrium_hold,RAMP_WIND_EQUILIBRIUM_HOLD,ramp,3.0,-1,2401,True,2401,True,0.0,0.02061710441982655,0.32804587834143895,0.040708491167528255,0.01870326820109791,0.24595097323740156,0.25079682232495365,1.462215456505196e-15,0.010721550161730698,0.015760174600289945,3.592431823008236e-16,0.0025950209712350247,130.04929657695888,0.10481856127398452,0.008071824312548263,0.6686834652228238,0.9808,[],self_dr_tsrmpc,self_a_034,0.03327094137364439,0.031686397758502224,0.031680675447172305,0.0006021678511438913,2.831584573368784e-17,5.146215120538051e-09,4.336808689942018e-19,25,['solved'],True,True
calm_face_diagonal_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.3000000000000003,0.07397000553872657,0.27949950629963005,0.19747219201105431,0.00019328737510426953,0.3556037945638987,0.6301456005627364,0.7190383246651108,0.06110238481415684,0.25,0.25,0.024378961289960664,130.60706417188885,0.741975501138254,0.08923277242413881,0.6901135360266556,0.9602,[],self_dr_tsrmpc,self_a_034,0.10453558421858355,0.07301146994385974,0.07293151481506964,0.003415975723334917,9.161063562774301e-17,1.1305997233109281e-09,2.490749489991728e-06,75,['solved'],True,True
calm_axis_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.0,0.052503290939124876,0.285500830964703,0.14116906475754307,0.00016589326755830786,0.11394130092054632,0.6520166398623651,1.0181127755951149e-14,0.07065332745811691,0.25,6.448465216828162e-15,0.028728263531581352,130.69361824077885,0.7762289087704204,0.09220854728170814,0.8723533111203665,1.2024,[],self_dr_tsrmpc,self_a_046,0.1079332895001702,0.07476855901700538,0.07468640919886207,0.0035039546885695205,8.39151079737783e-17,1.1564583631544937e-09,1.8648939483778548e-06,75,['solved'],True,True
calm_axis_01,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.0,0.05248415873419426,0.28456486083860616,0.14105979642602484,0.00016490263861635617,0.11450333856945423,0.6522423130706538,1.0074035489025257e-14,0.08990277868725377,0.25,6.418265631778326e-15,0.036696543034084386,131.07388289280019,0.7790247052938222,0.0928738604046763,0.9157630154102456,1.2875,[],self_dr_tsrmpc,self_a_046,0.10712865657661608,0.07427924449805255,0.07419767011422643,0.0034802173526812604,9.038676345071782e-17,1.1565140408625134e-09,1.8648939483778548e-06,75,['solved'],True,True
calm_axis_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.365,0.05892933166813817,1.4333782074722711e-05,0.15475415918451532,3.012727882859451e-05,0.2548651117280263,2.624523129414282e-05,0.7387206089541714,0.004585755298712599,5.8339312804402015e-06,0.25,0.0007319367929483084,129.90574736936668,0.7649316130574276,0.012139272755294655,0.8985692628071635,1.2185,[],self_dr_tsrmpc,self_a_046,0.00017052242884494915,0.000154226280814149,0.000154226280814149,2.8778762555861705e-12,1.9018501135065645e-19,2.382658810480033e-13,6.197994500967141e-07,75,['solved'],True,True
calm_axis_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.365,0.05892933166813817,1.4333782074722711e-05,0.15475415918451532,3.0127278828594445e-05,0.2548651117280264,2.624523129494136e-05,0.7387206089541716,0.004585755298712616,5.833931280492985e-06,0.25,0.00073193679295053,129.90574736936665,0.7649316130574276,0.01213927275529465,0.8423089962515617,1.1857,[],self_dr_tsrmpc,self_a_046,0.0001705224288449532,0.0001542262808141525,0.00015422628081415254,2.877876253530546e-12,2.0129324609812213e-19,2.382658335928284e-13,6.197994505130477e-07,75,['solved'],True,True
calm_axis_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.835,0.02834658798828743,0.005231760808476272,0.01918316993780782,1.2642342943591202e-07,0.19114610595465198,0.01783154914443536,1.4993355888842867e-16,0.8858619970430015,0.006926840996851509,1.5842966701384398e-16,0.25000000000000006,141.61324625415617,0.02225661171539726,0.001774906493379354,0.9365704289879218,1.2262,[],self_dr_tsrmpc,self_a_046,0.002282471270191305,0.001572284043340663,0.0015705123355348558,7.461981557547442e-05,1.8761906108848296e-18,2.7181369583208536e-11,8.589567124017705e-06,75,['solved'],True,True
calm_axis_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.835,0.02834620626343293,0.005221723468637686,0.01918399367410576,1.7702859578697622e-07,0.19119509773119714,0.01848934552686445,3.128994305503896e-16,0.8859126228358705,0.006796595622866908,1.8862925206367673e-16,0.25,134.53290958448954,0.02210764140170974,0.0018248090837776644,0.9722050395668471,1.2471,[],self_dr_tsrmpc,self_a_046,0.0023697818576999116,0.0016579119358346504,0.0016560591948647588,7.83577059827911e-05,2.079691176930234e-18,3.073538670405362e-11,8.589380622425757e-06,75,['solved'],True,True
constant_3_face_diagonal_00,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.3500000000000005,0.08321341927091781,0.7414640416223853,0.21268919192384855,0.0025071336456666676,1.1661462238371367,1.1683613604705125,0.6972987673243204,0.20344066167246502,0.25,0.25,0.08192936820021651,132.5470931349889,0.997721321099542,0.14075685366034396,0.8908546855476885,1.2278,[],self_dr_tsrmpc,self_a_046,0.21544584136236095,0.15192694504482387,0.15178220232938142,0.006819849874008063,1.9016034885530243e-16,6.341487126805826e-09,5.6203742966332015e-06,175,['solved'],True,True
constant_3_face_diagonal_01,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.385,0.0822790315831058,0.7503776726793443,0.20224827672542414,0.0017524742358962185,1.1686102475393505,1.1683613604705125,0.6991753851000443,0.20344066167246502,0.25,0.25,0.08192936820021651,132.5470931349889,0.997721321099542,0.14075685366034396,0.8914498958767181,1.2028,[],self_dr_tsrmpc,self_a_046,0.21544584136236095,0.15192694504482387,0.15178220232938142,0.006819849874008063,1.9016034885530243e-16,6.341487126805826e-09,5.6203742966332015e-06,175,['solved'],True,True
constant_3_face_diagonal_04,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,1.88,0.06748833002702248,0.7472671981002599,0.20287537661843025,0.00243553606626999,1.1504687770719806,1.1683613604705125,1.1004607930732281e-14,0.8657869522087409,0.25,5.705443776072249e-15,0.2499999975748799,141.2631387683315,0.997721321099542,0.14075685366034396,0.9624433152852978,1.3032,[],self_dr_tsrmpc,self_a_046,0.21544584136236095,0.15192694504482387,0.15178220232938142,0.006819849874008063,1.9016034885530243e-16,6.341487126805826e-09,5.6203742966332015e-06,175,['solved'],True,True
constant_3_face_diagonal_05,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.0149999999999997,0.06602258595805914,0.7530341928183341,0.19890485661573415,0.0015276835834832068,1.1596433506536719,1.1683613604705125,1.1004607930732281e-14,0.875722336025022,0.25,6.100022512418469e-15,0.24999999812293472,135.54052040129977,0.997721321099542,0.14075685366034396,0.9221112453144524,1.2279,[],self_dr_tsrmpc,self_a_046,0.21544584136236095,0.15192694504482387,0.15178220232938142,0.006819849874008063,1.9016034885530243e-16,6.341487126805826e-09,5.6203742966332015e-06,175,['solved'],True,True
constant_3_face_diagonal_08,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.325,0.07128850731709595,0.7023878091234483,0.2009247768912278,0.0021706723768260563,1.2546273407632258,1.1683613604705125,0.7162223010671116,0.8379134074211005,0.25,0.25,0.25,140.98724905327768,0.997721321099542,0.14075685366034396,0.8888167430237401,1.221,[],self_dr_tsrmpc,self_a_046,0.21544584136236095,0.15192694504482387,0.15178220232938142,0.006819849874008063,1.9016034885530243e-16,6.341487126805826e-09,5.6203742966332015e-06,175,['solved'],True,True
constant_3_face_diagonal_09,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,True,2.3150000000000004,0.07087820164586048,0.7015543341526659,0.19908096926002147,0.0021155672941596394,1.2468996727690338,1.1683613604705125,0.6760142377261891,0.8434208287529255,0.25,0.25,0.25,134.3460294350751,0.997721321099542,0.14075685366034396,0.8924671386922115,1.219,[],self_dr_tsrmpc,self_a_046,0.21544584136236095,0.15192694504482387,0.15178220232938142,0.006819849874008063,1.9016034885530243e-16,6.341487126805826e-09,5.6203742966332015e-06,175,['solved'],True,True
ramp_wind_equilibrium_hold,RAMP_WIND_EQUILIBRIUM_HOLD,ramp,3.0,-1,2401,True,2401,True,0.0,0.02097819455307551,0.3282911907064434,0.04131305355756794,0.019414131261546955,0.2461257074355369,0.2506871723704833,2.448566876813718e-15,0.011082184116248065,0.015899580406111474,8.602671730611611e-16,0.0027978893830809728,130.0537437254606,0.10520178095595903,0.008076153407796027,0.8883490628904623,1.2136,[],self_dr_tsrmpc,self_a_046,0.03320684190962722,0.03162492017947567,0.031619377523058455,0.0005969864217863728,2.828689692570587e-17,5.1453916537756285e-09,1.0842021724855044e-19,25,['solved'],True,True
calm_face_diagonal_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.35,0.07434484700547325,0.26940863204665144,0.197325933162627,0.0001495920534356529,0.3313358818410813,0.6240667752414413,0.6981747401684838,0.06738876135825618,0.25,0.25,0.02747987294688657,130.6582529240611,0.7372779586100661,0.08720485364854245,0.902399000416493,1.2223,[],self_dr_tsrmpc,self_a_046,0.10269961375789123,0.07087540682619324,0.07079719145327251,0.0033288098634618782,9.378959072656015e-17,1.0969432058158317e-09,2.277570613662405e-06,75,['solved'],True,True
calm_axis_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.0,0.052919436099068184,0.2678896993193434,0.1415225094046096,0.00011611172372514462,0.09902973430608902,0.6162954452756503,1.0133775567083689e-14,0.06577806941324157,0.25,6.350686722804716e-15,0.02824461332456668,130.66511868030582,0.7187845323151817,0.08574160440996226,0.7192932944606414,0.9879,[],self_dr_tsrmpc,self_a_035,0.10030216461619676,0.06937051571313903,0.06929407059344517,0.0032557995788295435,9.444248757703388e-17,1.072998361289984e-09,1.3185419698580336e-06,75,['solved'],True,True
calm_axis_01,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.0,0.05290491927442723,0.26738509295347146,0.14143985589854657,0.00011469879253687129,0.0995679547882916,0.6166511458949886,9.744369534669486e-15,0.08313272023274662,0.24999999999999997,6.230679619731567e-15,0.03555681073269808,130.98415495359566,0.7209709772448931,0.08630943553816177,0.6906057476051646,0.9693,[],self_dr_tsrmpc,self_a_035,0.09952603272669919,0.06895003393239149,0.0688741017811872,0.0032350089818431282,9.62567320329525e-17,1.0737570068923628e-09,1.318541969830278e-06,75,['solved'],True,True
calm_axis_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.65,0.060897052450880555,2.0833502489339026e-05,0.153716420489582,0.0005409302041754587,0.17595334764257323,3.842902433476751e-05,0.6210666464868012,0.003213941680339556,8.58188480830386e-06,0.25,0.0005278140730502596,129.89905822596143,0.6468199179717817,0.010221540103382979,0.7067065805914202,1.0083,[],self_dr_tsrmpc,self_a_035,0.00011872297129994723,0.00010752685518850931,0.00010752685518850931,2.9422017061641054e-12,1.3528600503712962e-19,1.393611662100619e-13,1.6212866779441448e-05,50,['solved'],True,False
calm_axis_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.65,0.060897052450880555,2.0833502489339026e-05,0.153716420489582,0.0005409302041754859,0.17595334764257325,3.8429024335863403e-05,0.6210666464868004,0.003213941680342229,8.581884808449773e-06,0.25,0.0005278140730621459,129.89905822596145,0.6468199179717826,0.010221540103382982,0.7068090379008746,0.978,[],self_dr_tsrmpc,self_a_035,0.00011872297129996,0.00010752685518854178,0.00010752685518854177,2.942201704537804e-12,1.4058288102545304e-19,1.393611318729824e-13,1.6212866779885537e-05,50,['solved'],True,False
calm_axis_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.8200000000000001,0.02726258140656684,0.013333422418948722,0.007381101912109524,2.98336142383201e-07,0.2811466141509049,0.05373615120459442,3.291076415364761e-16,0.9999999995761223,0.028640552381979593,1.2891124726763804e-16,0.25,143.1247043505195,0.06857925858616898,0.0038047698565345017,0.662737026239067,0.958,[],self_dr_tsrmpc,self_a_035,0.010191307729453486,0.007171659175234061,0.007163868617758928,0.0003341882002819507,9.757679734946058e-18,1.2529562336447249e-10,2.8711001646697376e-06,75,['solved'],True,True
calm_axis_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.8200000000000001,0.027262604428786853,0.013155391524417286,0.007378981682465529,3.445087370523781e-07,0.28125421900249625,0.051215860392778485,5.780259918772559e-16,0.9999999995769615,0.028640552381979552,2.4891835034077984e-16,0.25000000000000006,136.6474530955802,0.07048243501687479,0.003904418754592988,0.657516368179925,0.9638,[],self_dr_tsrmpc,self_a_035,0.00969135169257547,0.006942754462308804,0.006935198958907296,0.0003238131008467626,8.06316873388973e-18,1.2401548830140883e-10,2.8711001645587153e-06,75,['solved'],True,True
