candidate_id,beta,w_p,w_theta,R,H,safe_sample_count,solver_valid_sample_count,solver_success_rate,steady_feasibility_rate,limiter_parity_rate,task_success_count,task_success_rate,position_rmse_3d_m,acquisition_median_s,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,total_solve_time_p95_ms,paired_acquisition_improvement
dr_tsrmpc_001,0.05,40.0,5.0,2.0,20,57,57,1.0,1.0,0.9824561403508771,57,1.0,0.08215089852679071,2.49,0.08849819468914359,0.07301984819289327,0.22879901781108358,2.4142,-0.00501509054325954
dr_tsrmpc_005,0.05,80.0,5.0,2.0,20,57,57,1.0,1.0,0.9824561403508771,57,1.0,0.08217175415837677,2.4699999999999998,0.08912688210782237,0.07423089905236466,0.228893490481133,2.1713,-0.0020120724346076924
dr_tsrmpc_003,0.05,40.0,20.0,2.0,20,57,57,1.0,1.0,1.0,57,1.0,0.08227652574108534,2.495,0.08914895254413943,0.07375249646853539,0.2282158985138401,2.0326,-0.005038071065989966
dr_tsrmpc_007,0.05,80.0,20.0,2.0,20,57,57,1.0,1.0,1.0,57,1.0,0.08229392677557497,2.4750000000000005,0.08975420516377124,0.0749407456665283,0.2283053830205178,1.9175,-0.0024999999999999467
dr_tsrmpc_009,0.05,160.0,5.0,2.0,20,57,57,1.0,1.0,1.0,57,1.0,0.08226739583331619,2.4299999999999997,0.09020994202861599,0.07645982213815751,0.22924539182499098,1.9967,-0.0015090543259557916
dr_tsrmpc_011,0.05,160.0,20.0,2.0,20,57,57,1.0,1.0,1.0,57,1.0,0.08238216302922526,2.4350000000000005,0.09079590790616546,0.07712781842292858,0.22864680471531787,1.7162,-0.0015090543259557916
