sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction,directional_stratum
v5d_calm_05,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,10.914676684101407,5.402158145717782,2.812694303488475,15.869119070993666,41.669308553354,2.0,0.25,138.97409745588575,1.088670616488567,0.1397770151583026,[],0.7455,0.2697095435684647,0.004149377593360996,not_applicable
v5d_moderate_05,NORMAL_CONSTANT,paper_incremental_mpc,paper_b_001,True,False,,24.4793201432203,6.955770010919193,19.83087966622567,39.24719689410463,56.30515827825268,2.0,0.25,138.32501925819864,1.0564944561502696,0.13077129328923812,[],0.7592,0.34024896265560167,0.004149377593360996,opposed
v5d_calm_06,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,8.446826585637897,5.279682558149971,1.817986180309269,11.928230889374156,37.64765913852922,2.0,0.10898243516995344,139.29277697680774,1.0847486085521223,0.13988963128308157,[],0.8157,0.24481327800829875,0.0,not_applicable
v5d_moderate_06,NORMAL_CONSTANT,paper_incremental_mpc,paper_b_001,True,False,,23.65970094922016,6.978731104242549,19.59898645530507,38.00841802836936,54.18964674390826,2.0,0.10924921284010931,138.56580050226313,1.0659153912623298,0.135296436223573,[],0.7878,0.4190871369294606,0.0,opposed
v5d_calm_07,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,4.236699726476775,5.022465475623413,0.713368450755048,5.62679375262587,28.72839593517795,2.0,0.25,139.3699766440028,1.098671270972599,0.1432832185299386,[],0.7734,0.17012448132780084,0.004149377593360996,not_applicable
v5d_moderate_07,NORMAL_CONSTANT,paper_incremental_mpc,paper_b_001,True,False,,22.523686109311328,6.947588106681412,19.058362264803822,36.31847451915722,49.20877621128439,2.0,0.25,138.4959998774625,1.065708007205109,0.12610337933596857,[],0.7762,0.44398340248962653,0.004149377593360996,aligned
v5d_calm_08,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,6.869201280880001,5.495356626548478,1.8419334238031577,9.925981914502406,34.83523337821588,2.0,0.22217279391786696,138.4762067532406,1.0965007605870378,0.1383449340257573,[],0.7577,0.15352697095435686,0.0,not_applicable
v5d_moderate_08,NORMAL_CONSTANT,paper_incremental_mpc,paper_b_001,True,False,,22.977365536046694,7.025490555708131,19.68655269347554,37.034161873984985,49.62873711829836,2.0,0.22190601624771145,138.34009400701868,1.0817501872909594,0.1351676472040582,[],0.775,0.34854771784232363,0.0,opposed
v5d_calm_09,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,10.64171956089887,5.434936801580961,2.744430102967502,15.45440798618411,41.46440546381917,2.0,0.08637059244010259,139.32119665378085,1.0842294002516033,0.14168828061397676,[],0.7862,0.31950207468879666,0.0,not_applicable
v5d_moderate_09,NORMAL_CONSTANT,paper_incremental_mpc,paper_b_001,True,False,,23.614089328616032,6.9245077155243155,18.777561297224555,37.87016325002291,55.32822866289094,2.0,0.08798373912309021,138.36033672171163,1.0622572075624706,0.1400751850130642,[],0.786,0.33195020746887965,0.0,aligned
v5d_calm_10,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,4.378125003362023,4.978498760522194,0.7171846838873096,5.814016990402967,28.87917079072103,2.0,0.25,139.29032772607357,1.0899714894092574,0.13986058475501567,[],0.7284,0.0912863070539419,0.004149377593360996,not_applicable
v5d_moderate_10,NORMAL_CONSTANT,paper_incremental_mpc,paper_b_001,True,False,,22.768793413167785,6.9850238631214845,19.36868261322953,36.69477247918263,49.764874486057955,2.0,0.25,138.3515520729943,1.0873409365553928,0.13531865438860313,[],0.7743,0.37344398340248963,0.004149377593360996,opposed
v5d_calm_11,NORMAL_CALM,paper_incremental_mpc,paper_b_001,True,False,,7.61821530859872,5.287167550631994,1.5934123200881392,10.66805958588822,36.46842017244179,2.0,0.25,139.3836425749306,1.0979616235055414,0.14379484701478626,[],0.7701,0.26141078838174275,0.004149377593360996,not_applicable
