time_s,position_error_3d_m,orientation_error_deg,tip_speed_m_s,cutter_angular_speed_rad_s,ax_cmd_m_s2,ay_cmd_m_s2,az_cmd_m_s2,tip_x_m,tip_y_m,tip_z_m,target_x_m,target_y_m,target_z_m,wind_x_m_s,thrust_N,max_abs_torque_Nm,safe,task_success,anchor_active
2.23,0.07094267786826859,0.42778060058636774,0.01743582604653455,0.0008410129923561499,-0.062219514489222125,0.0,0.004245142549145344,0.2959423360767201,0.0,0.3897797839728245,0.225,0.0,0.38999999999999996,1.5,129.9429574021021,0.0380276580252353,True,False,False
2.235,0.07102909342902752,0.4280103617478064,0.017168666430430368,0.000762983970165337,-0.062219514489222125,0.0,0.004245142549145344,0.29602873846844224,0.0,0.3897754450375642,0.225,0.0,0.38999999999999996,1.5,129.9429560949984,0.037858606543505854,True,False,False
2.24,0.07111417187712457,0.4282177319121219,0.016901421973355618,0.000684703778920605,-0.062219514489222125,0.0,0.004245142549145344,0.2961138035332355,0.0,0.389771113989951,0.225,0.0,0.38999999999999996,1.5,129.94295483078508,0.037687952095530844,True,False,False
2.245,0.07119791278245097,0.4284026469221631,0.01663411319764181,0.0006062259969506776,-0.062219514489222125,0.0,0.004245142549145344,0.296197530841572,0.0,0.3897667905643052,0.225,0.0,0.38999999999999996,1.5,129.94295360958222,0.037515720921895784,True,False,False
2.25,0.07128031581736041,0.4285650572557428,0.01636676040763852,0.0005275992927043357,-0.06172798415783566,0.0,0.0044438002101055574,0.2962799200664885,0.0,0.3897624745536772,0.225,0.0,0.38999999999999996,1.5,129.94552817915473,0.038118377592271664,True,False,False
2.255,0.0713613807670504,0.42870496534118435,0.016099337064019493,0.00044917130367363745,-0.06172798415783566,0.0,0.0044438002101055574,0.2963609710027223,0.0,0.3897581683879641,0.225,0.0,0.38999999999999996,1.5,129.94552701831205,0.037919577208985845,True,False,False
2.2600000000000002,0.07144110752935709,0.42882242242852664,0.015831909395628768,0.0003708645917308669,-0.06172798415783566,0.0,0.0044438002101055574,0.2964406835588252,0.0,0.38975387468848555,0.225,0.0,0.38999999999999996,1.5,129.94552590625787,0.03772060025315653,True,False,False
2.265,0.07151949608791407,0.42891746513596624,0.015564495415059363,0.0002926908956503419,-0.06172798415783566,0.0,0.0044438002101055574,0.2965190577209893,0.0,0.38974959358842615,0.225,0.0,0.38999999999999996,1.5,129.9455248427824,0.037521265670351585,True,False,False
2.27,0.0715965465154369,0.42899013264237773,0.015297113243020856,0.0002146571471478934,-0.06172798415783566,0.0,0.0044438002101055574,0.29659609356452393,0.0,0.38974532523278754,0.225,0.0,0.38999999999999996,1.5,129.9455238276963,0.037321419228264645,True,False,False
2.275,0.07167225897394108,0.4290404657263073,0.015029781090328844,0.00013676787756598054,-0.06172798415783566,0.0,0.0044438002101055574,0.2966717912540633,0.0,0.38974106977454137,0.225,0.0,0.38999999999999996,1.5,129.94552286082617,0.03712092723042403,True,False,False
