time,position_error_3d_m,tip_speed_m_s,orientation_error_deg,angular_speed_rad_s,safe,task_success,ax,ay,az,uav_x,uav_y,uav_z,tip_x,tip_y,tip_z,target_x,target_y,target_z,wind_x,thrust_raw_N,max_abs_torque_Nm,solve_time_ms,force_total_x
0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.005,0.0,1.0733273954080062e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.01,0.0,2.1466547908160123e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.015,0.0,3.219982186224018e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.02,0.0,4.293309581632023e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.025,0.0,5.3666369770400276e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.03,0.0,6.439964372448032e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.035,0.0,7.513291767856037e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.04,0.0,8.586619163264042e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.045,0.0,9.659946558672047e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0526,0.0
0.05,0.0,1.0733273954080052e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.055,0.0,1.1806601349488058e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.06,0.0,1.2879928744896062e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.065,0.0,1.3953256140304067e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.07,0.0,1.5026583535712072e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.075,0.0,1.6099910931120077e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.08,0.0,1.7173238326528081e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.085,0.0,1.8246565721936086e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.09,0.0,1.931989311734409e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.095,0.0,2.0393220512752096e-16,0.0,0.0,True,False,0.0,0.0,3.756645883928018e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0343,0.0
0.1,0.0,2.14665479081601e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.105,0.0,2.253987530356811e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.11,0.0,2.3613202698976125e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.115,0.0,2.468653009438414e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.12,0.0,2.575985748979216e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.125,0.0,2.6833184885200176e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.13,0.0,2.7906512280608193e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.135,0.0,2.897983967601621e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.14,0.0,3.005316707142423e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.145,0.0,3.1126494466832245e-16,0.0,0.0,True,False,0.0,0.0,7.513291767856035e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0332,0.0
0.15,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.155,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.16,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.165,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.17,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.17500000000000002,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.18,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.185,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.19,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.195,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0325,0.0
0.2,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0322,0.0
0.20500000000000002,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0322,0.0
0.21,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0322,0.0
0.215,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0322,0.0
0.22,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0322,0.0
0.225,0.0,3.219982186224026e-16,0.0,0.0,True,False,0.0,0.0,1.126993765178409e-15,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.88440000000003,0.0,0.0322,0.0
