sample_id,scenario,wind_kind,wind_speed_m_s,seed,sample_count,safe,safe_sample_count,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_ax_m_s2,max_abs_ay_m_s2,max_abs_az_m_s2,max_ax_step_m_s2,max_ay_step_m_s2,max_az_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,solve_time_mean_ms,solve_time_p95_ms,safety_failure_reasons,controller,candidate_id
calm_axis_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,7.995000000000001,0.06538770840434713,0.9566392409822446,0.1451504844618837,0.03351844317543803,0.20407379830480793,1.0043157367156839,2.0717943839674806e-15,0.021355884957473738,0.25000000000000006,2.0741730598661735e-15,0.008359298063221166,130.1394637522545,0.9742282984686925,0.13841833054892483,0.06593706788837984,0.1149,[],paper_lv2026,paper_a_000
