sample_id,scenario,wind_kind,wind_speed_m_s,seed,sample_count,safe,safe_sample_count,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_ax_m_s2,max_abs_ay_m_s2,max_abs_az_m_s2,max_ax_step_m_s2,max_ay_step_m_s2,max_az_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,solve_time_mean_ms,solve_time_p95_ms,safety_failure_reasons,controller,candidate_id
calm_axis_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,8.585,0.06920740202374376,1.0705236191542242,0.1534370261218921,0.04201963170831994,0.21681114357931752,1.0085785582822602,2.0614089562003516e-15,0.029891717967674352,0.25,2.0698804299780925e-15,0.012291851375135228,130.2457923377339,0.9664180732316708,0.14286199123444385,0.05669004581424406,0.0876,[],paper_lv2026,paper_a_007
calm_axis_01,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,6.945,0.06281983750967224,0.9970993080289249,0.12503347738510814,0.03573751913174887,0.21230250633286774,0.9914214417177398,2.0916310895655856e-15,0.024316329171454074,0.25,2.0831596157878446e-15,0.009114900322153447,130.2076563754039,0.9823889315568712,0.13212720074116904,0.059680466472303205,0.0922,[],paper_lv2026,paper_a_007
calm_axis_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.3200000000000003,0.05804603159049167,0.06366555847247551,0.15897516183891885,0.011448807327664958,0.6540817403730218,0.125,1.25,0.007930708859457833,0.125,0.25,0.0010389831252618055,129.91866246458312,1.285673773564431,0.018999364255228798,0.056052353186172424,0.0851,[],paper_lv2026,paper_a_007
calm_axis_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,2.3200000000000003,0.058046031590491674,0.06366555847248266,0.15897516183891885,0.011448807327664923,0.6540817403730217,0.125,1.25,0.007930708859456216,0.125,0.25,0.0010389831252617856,129.9186624645832,1.285673773564431,0.018999364255228784,0.06127638483965014,0.0936,[],paper_lv2026,paper_a_007
calm_axis_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.7850000000000001,0.031146328614650817,0.06436021564563564,0.03419387440379947,0.011388399444348846,0.1761927042955808,0.125,1.1160760266631102e-14,1.0005832006246989,0.125,1.115228879285336e-14,0.2500000000000001,143.13213072302193,0.19703449797391995,0.0054507362823202725,0.060947855060391506,0.0959,[],paper_lv2026,paper_a_007
calm_axis_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,0.7949999999999999,0.03120185700723181,0.06302144164391196,0.03357722619959513,0.011378719173298817,0.17545313237588392,0.125,1.1130538133265901e-14,0.9994167993753013,0.125,1.1139009607043643e-14,0.25,133.96639473373625,0.19703449797391995,0.0054507362823202725,0.06012782174094127,0.0893,[],paper_lv2026,paper_a_007
constant_3_face_diagonal_00,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,False,,0.14474750403434156,1.270400497504027,0.23170330074931797,0.14111129833323746,1.353589077730119,0.8079992706945953,1.1536929926234147,0.02259610223371383,0.25,0.25000000000000006,0.011642627766057404,130.12294489979197,1.1829939584514615,0.11386015637055043,0.05894518950437318,0.0869,[],paper_lv2026,paper_a_007
constant_3_face_diagonal_01,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,False,,0.15949261723819172,0.8658273122039511,0.29417038918091526,0.1310369676870011,1.3254901679394084,1.1920007293054047,1.1599758422852118,0.028110910440666582,0.25000000000000006,0.25,0.011642627766057404,130.20040097778303,1.1918366808231966,0.13005857562754267,0.05617084548104956,0.0828,[],paper_lv2026,paper_a_007
constant_3_face_diagonal_04,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,False,,0.1369223194314295,1.2625601772275197,0.230566502096125,0.14076025720153895,0.918689512429852,0.8079992706945953,8.066346802226835e-15,0.9594988025595533,0.25,8.569345780888301e-15,0.25,142.44921768393934,0.9790322033838816,0.10117394946371384,0.05727800916284881,0.0829,[],paper_lv2026,paper_a_007
constant_3_face_diagonal_05,WIND_3D_SETPOINT,constant,3.0,-1,2401,True,2401,False,,0.15238628546574487,0.8742410759069479,0.2945078382366939,0.13051270048428945,0.9203698801573625,1.1920007293054047,9.034567172599302e-15,0.9648196816965211,0.25000000000000006,8.531568193937835e-15,0.25,133.259272194663,1.1181730931058869,0.14077198060063575,0.05634177426072469,0.0805,[],paper_lv2026,paper_a_007
