time_s,position_error_3d_m,orientation_error_deg,tip_speed_m_s,ax_cmd_m_s2,ay_cmd_m_s2,az_cmd_m_s2,tip_x_m,tip_y_m,tip_z_m,target_x_m,target_y_m,target_z_m,wind_x_m_s,thrust_N,max_abs_torque_Nm,safe,task_success,anchor_active
1.54,0.08126986760386198,0.0,0.20691829640979775,1.8377067281027583e-17,1.420388729049829e-17,-0.02208648954136916,0.225,8.19440974610727e-18,0.32126986760386195,0.225,0.0,0.23999999999999996,0.0,129.59197487847226,4.8729481343591567e-17,True,True,False
1.545,0.08023500004069425,0.0,0.20702872885750467,1.8377067281027583e-17,1.420388729049829e-17,-0.02208648954136916,0.225,8.160743745018836e-18,0.3202350000406942,0.225,0.0,0.23999999999999996,0.0,129.59197487847226,4.872434827311506e-17,True,True,False
1.55,0.07919958031528793,0.0,0.2071391613052116,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,8.128773334212335e-18,0.3191995803152879,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.173821338496609e-17,True,True,False
1.555,0.0781644176390289,0.0,0.20692590919835507,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,8.099225213837157e-18,0.31816441763902886,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.175058656181821e-17,True,True,False
1.56,0.07713032122330485,0.0,0.20671265709149855,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,8.072806814340004e-18,0.3171303212233048,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.177772347076603e-17,True,True,False
1.565,0.076097291068114,0.0,0.20649940498464203,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,8.04947666635844e-18,0.31609729106811396,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.181945790038028e-17,True,True,False
1.57,0.07506532717345812,0.0,0.2062861528777855,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,8.027024391954122e-18,0.3150653271734581,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.1867524556355715e-17,True,True,False
1.575,0.07403442953933634,0.0,0.206072900770929,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,8.003700047092374e-18,0.3140344295393363,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.191541251923355e-17,True,True,False
1.58,0.07300459816574864,0.0,0.20585964866407247,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,7.982913391378637e-18,0.3130045981657486,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.1975873770925305e-17,True,True,False
1.585,0.07197583305269503,0.0,0.20564639655721595,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,7.965017590782857e-18,0.311975833052695,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.2050119615460655e-17,True,True,False
1.59,0.0709481342001764,0.0,0.20543314445035943,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,7.949853410237451e-18,0.31094813420017636,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.2137617539146285e-17,True,True,False
1.595,0.06992150160819186,0.0,0.2052198923435029,3.2311828643534474e-17,1.7123696738083247e-17,0.04265042137129926,0.225,7.937286831431615e-18,0.3099215016081918,0.225,0.0,0.23999999999999996,0.0,130.449091578956,5.2237866997058237e-17,True,True,False
1.6,0.0688959352767414,0.0,0.2050066402366464,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.927186517984346e-18,0.30889593527674136,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.5494709857094863e-17,True,True,False
1.605,0.06787214133792005,0.0,0.2045109352919906,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.918406397141511e-18,0.30787214133792,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.561099827780012e-17,True,True,False
1.61,0.06685082592382194,0.0,0.20401523034733482,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.907654096696153e-18,0.3068508259238219,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.572309843733483e-17,True,True,False
1.615,0.06583198903444706,0.0,0.20351952540267904,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.8989513703484e-18,0.305831989034447,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.58459623844907e-17,True,True,False
1.62,0.06481563066979543,0.0,0.20302382045802325,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.894117837375357e-18,0.3048156306697954,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.598651132500725e-17,True,True,False
1.625,0.06380175082986703,0.0,0.20252811551336747,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.892976065362146e-18,0.303801750829867,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.614360116111997e-17,True,True,False
1.6300000000000001,0.06279034951466186,0.0,0.20203241056871168,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.895242935635874e-18,0.3027903495146618,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.631650322222497e-17,True,True,False
1.635,0.06178142672417994,0.0,0.2015367056240559,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.897401088230483e-18,0.3017814267241799,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.649208191256306e-17,True,True,False
1.6400000000000001,0.06077498245842125,0.0,0.20104100067940012,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.896041239235346e-18,0.3007749824584212,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.665775804799456e-17,True,True,False
1.645,0.0597710167173858,0.0,0.20054529573474433,4.692679730543943e-17,2.0191187443499995e-17,0.09914098893116541,0.225,7.896482314606717e-18,0.29977101671738576,0.225,0.0,0.23999999999999996,0.0,131.1970266934486,5.683335624984492e-17,True,True,False
1.6500000000000001,0.058769529501073586,0.0,0.20004959079008855,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.900179507418915e-18,0.29876952950107355,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.311081946846214e-17,True,True,False
1.655,0.057771125382121896,0.0,0.19931205679024466,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.90663447165126e-18,0.29777112538212186,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.24979305627232e-17,True,True,False
1.6600000000000001,0.05677640893317068,0.0,0.19857452279040078,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.910803670307187e-18,0.29677640893317064,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.358288019265602e-17,True,True,False
1.665,0.05578538015421816,0.0,0.1978369887905569,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.914243331907069e-18,0.2957853801542181,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.164887381360793e-17,True,True,False
1.67,0.05479803904526523,0.0,0.197099454790713,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.922230761171093e-18,0.2947980390452652,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.117635772751305e-17,True,True,False
1.675,0.053814385606310994,0.0,0.19636192079086912,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.933203853113323e-18,0.29381438560631096,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.140556828184664e-17,True,True,False
1.68,0.052834419837356345,0.0,0.19562438679102523,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.941172064787097e-18,0.2928344198373563,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.16270745292656e-17,True,True,False
1.685,0.05185814173840128,0.0,0.19488685279118134,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.946888584232488e-18,0.29185814173840124,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.184335689524346e-17,True,True,False
1.69,0.050885551309444915,0.0,0.19414931879133746,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.956300941963852e-18,0.2908855513094449,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.207674625164184e-17,True,True,False
1.695,0.049916648550488135,0.0,0.19341178479149357,6.355251230716215e-17,2.346668992795287e-17,0.14750679996878036,0.225,7.966396892831712e-18,0.2899166485504881,0.225,0.0,0.23999999999999996,0.0,131.83739003158664,6.231568064226509e-17,True,True,False
1.7,0.04895143346153005,0.0,0.19267425079164968,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,7.9729050100578e-18,0.28895143346153,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.751554669844179e-17,True,True,False
1.705,0.047990411920399184,0.0,0.19173436566060004,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,7.980640237636352e-18,0.28799041192039915,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.447041507013007e-17,True,True,False
1.71,0.047034089804924045,0.0,0.1907944805295504,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,7.989885374142311e-18,0.287034089804924,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.460882690016461e-17,True,True,False
1.715,0.04608246711510375,0.0,0.18985459539850075,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,7.997871783447196e-18,0.2860824671151037,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.474723873019915e-17,True,True,False
1.72,0.04513554385093829,0.0,0.1889147102674511,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,8.004650982701026e-18,0.28513554385093826,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.488565056023369e-17,True,True,False
1.725,0.044193320012428566,0.0,0.18797482513640146,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,8.0102241129806e-18,0.28419332001242853,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.502406239026822e-17,True,True,False
1.73,0.04325579559957457,0.0,0.1870349400053518,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,8.015763818761507e-18,0.28325579559957453,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.304735315820409e-17,True,True,False
1.735,0.042322970612375416,0.0,0.18609505487430217,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,8.024616409371285e-18,0.2823229706123754,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.224121641192042e-17,True,True,False
1.74,0.0413948450508311,0.0,0.18515516974325252,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,8.032644665203801e-18,0.28139484505083107,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.225963385571586e-17,True,True,False
1.745,0.04047141891494252,0.0,0.18421528461220288,8.230282537758889e-17,2.701749536577409e-17,0.1879770262099444,0.225,8.039663320243734e-18,0.2804714189149425,0.225,0.0,0.23999999999999996,0.0,132.37321582701966,8.227805129951131e-17,True,True,False
1.75,0.039552692204709666,0.0,0.18327539948115323,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.045673160298856e-18,0.27955269220470963,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0939497378374718e-16,True,True,False
1.7550000000000001,0.03863907611162229,0.0,0.18217103775378007,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.051558718036268e-18,0.27863907611162225,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0850307029905711e-16,True,True,False
1.76,0.03773098182717191,0.0,0.18106667602640691,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.058204088239246e-18,0.2777309818271719,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0761116681436704e-16,True,True,False
1.7650000000000001,0.036828409351357644,0.0,0.17996231429903375,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.065609397192877e-18,0.2768284093513576,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0671926332967698e-16,True,True,False
1.77,0.035931358684181264,0.0,0.1788579525716606,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.073774764250255e-18,0.2759313586841812,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0582735984498691e-16,True,True,False
1.7750000000000001,0.035039829825640995,0.0,0.17775359084428743,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.08270030233032e-18,0.27503982982564096,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0493545636029685e-16,True,True,False
1.78,0.03415382277573861,0.0,0.17664922911691427,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.092386118371821e-18,0.2741538227757386,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0404355287560679e-16,True,True,False
1.7850000000000001,0.03327333753447234,0.0,0.17554486738954111,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.102832313747962e-18,0.2732733375344723,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0315164939091672e-16,True,True,False
1.79,0.03239837410184307,0.0,0.17444050566216796,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.114038984645748e-18,0.27239837410184303,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0225974590622665e-16,True,True,False
1.795,0.031528932477850796,0.0,0.1733361439347948,1.0015072979253391e-16,3.086496053235613e-17,0.2208723454746256,0.225,8.126006222413605e-18,0.27152893247785076,0.225,0.0,0.23999999999999996,0.0,132.80874985408403,1.0136784242153659e-16,True,True,False
1.8,0.030665012662494634,0.0,0.17223178220742164,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.138734113880313e-18,0.2706650126624946,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.227962426800927e-16,True,True,False
1.805,0.02980693611870197,0.0,0.17099883530970372,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.151770044819323e-18,0.26980693611870193,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.2232137209461533e-16,True,True,False
1.81,0.02895502430939753,0.0,0.1697658884119858,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.164661414944588e-18,0.2689550243093975,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.2184650150913798e-16,True,True,False
1.815,0.028109277234582203,0.0,0.1685329415142679,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.177408326584042e-18,0.26810927723458217,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.213716309236606e-16,True,True,False
1.82,0.027269694894255098,0.0,0.16729999461654999,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.190010879382106e-18,0.26726969489425506,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.2089676033818323e-16,True,True,False
1.825,0.026436277288416216,0.0,0.16606704771883207,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.202469170392458e-18,0.2664362772884162,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.2042188975270588e-16,True,True,False
1.83,0.025609024417067333,0.0,0.16483410082111416,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.214783294166841e-18,0.2656090244170673,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.1994701916722853e-16,True,True,False
1.835,0.024787936280204897,0.0,0.16360115392339625,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.226953342840095e-18,0.26478793628020486,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.1947214858175116e-16,True,True,False
1.84,0.02397301287783246,0.0,0.16236820702567833,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.238982328405403e-18,0.2639730128778324,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.1897510427401385e-16,True,True,False
1.845,0.02316425420994825,0.0,0.16113526012796042,1.149224034460786e-16,3.4975681655204997e-17,0.24658937954358412,0.225,8.250902473859084e-18,0.2631642542099482,0.225,0.0,0.23999999999999996,0.0,133.14924338515704,1.1843975990055482e-16,True,True,False
1.85,0.022361660276553147,0.0,0.1599023132302425,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.262722605788088e-18,0.2623616602765531,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3998259430132082e-16,True,True,False
1.855,0.02156546853316907,0.0,0.1585743841231611,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.274398527358323e-18,0.26156546853316903,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3948344931162279e-16,True,True,False
1.86,0.02077591643532148,0.0,0.1572464550160797,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.28588608178389e-18,0.26077591643532144,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3898430432192478e-16,True,True,False
1.865,0.0199930039830086,0.0,0.1559185259089983,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.297185383606069e-18,0.25999300398300856,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3848515933222677e-16,True,True,False
1.87,0.019216731176231322,0.0,0.1545905968019169,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.308296544462014e-18,0.2592167311762313,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3798601434252874e-16,True,True,False
1.875,0.018447098014989644,0.0,0.15326266769483549,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.319219673181812e-18,0.2584470980149896,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3748686935283075e-16,True,True,False
1.8800000000000001,0.017684104499282677,0.0,0.15193473858775408,1.2952406158905307e-16,3.951577445624438e-17,0.2655858214162879,0.225,8.329954875881537e-18,0.25768410449928264,0.225,0.0,0.23999999999999996,0.0,133.40075627555163,1.3698772436313272e-16,True,True,False
