candidate_id,sample_count,safe_sample_count,task_success_count,safety_rate,success_rate,acquisition_median_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,parameters
full_lqr_000,13,13,7,1.0,0.5384615384615384,2.345,0.12744196958033574,0.4737683561274316,0.4038335215533894,0.20208299565679413,0.4183952338247252,"{'candidate_id': 'full_lqr_000', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 20.0, 'q_joint_velocity': 3.0, 'r': 0.5, 'K': [[5.6499305740000665, 7.235544401977628, 1.659766735712251e-14, 1.8956621645346834e-14, 2.666116915712212e-14, 4.01978165153467e-15, -1.0109359961622415e-13, -2.6444880041831335e-14, 30.097882643180203, 6.25631204754329, -6.426346094468783, 2.08554505570743, 4.230059597791558, 3.3640631363567572, 1.7837684178807705, 3.6629629558026684, 2.8570126172094956, 2.058025278339465, 1.3230143243340817, 0.6620996653468707], [3.0143038276095095e-14, 1.0457127522926486e-14, 5.846797208610952, 10.95145193716881, 7.43527712635907e-14, 7.90190854439223e-15, -85.06967471640887, -42.558071935098596, 4.897573993251027e-14, 3.3077925869899395e-15, 3.5468115691826664e-14, -1.3871999636334922e-14, -3.8067976055538283e-16, -1.2180553249054747e-15, -5.547406508047093e-15, 1.545210989544174e-15, 7.079444970359808e-16, 5.290061014275133e-16, 2.918845778990717e-16, 7.526407407055282e-17], [2.560390333636256e-14, 2.602351240102015e-14, 1.258771575011144e-15, 2.1063922631713478e-14, 5.645873333826874, 4.20320397230275, -2.2920356423202155e-13, -9.068850541064124e-14, 3.2512873127155914e-14, -4.577513888732024e-14, -1.2708938820470362e-13, 1.715042043945559e-14, 5.738915018241158e-15, 9.49576247964951e-16, 6.404469289449461e-15, -4.4561563930891175e-14, -3.425453894988101e-14, -2.5580022937460145e-14, -1.708555887712254e-14, -8.830605797463394e-15]], 'spectral_radius': 0.986190349256129, 'p_min_eigenvalue': 2.795589492664084}"
full_lqr_001,13,13,7,1.0,0.5384615384615384,2.665,0.15737514660622803,0.42980907023543513,0.4806339599341495,0.26710583627602574,0.33180787365374276,"{'candidate_id': 'full_lqr_001', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 20.0, 'q_joint_velocity': 3.0, 'r': 2.0, 'K': [[2.9348222702827775, 4.431328292101852, 9.90804345293349e-15, 1.8555253049093706e-14, -3.420357207523123e-14, -1.922343249571837e-14, -1.1076226782740639e-13, -1.0821446429753771e-14, 20.12991767427927, 5.588021059165221, -7.764619941797153, 0.5942639544424211, 2.68470316740339, 2.2013932380946137, 1.173179009330021, 3.655173638647304, 2.8976862497636273, 2.124805300632064, 1.3895335130553652, 0.7080541366358052], [-2.5742696005522468e-14, -2.2515849232478256e-14, 2.970214495122348, 6.512126526399047, -1.2973672058323849e-13, -1.151412838865166e-13, -57.30827267888381, -35.68974730325258, -5.708562979152047e-14, 3.9779737079296814e-14, 2.4714540158322692e-14, -4.676470300725507e-14, -2.622299785046214e-14, -1.313555656486976e-14, -5.176715978297068e-15, 3.641382712041995e-14, 2.8091961694870237e-14, 2.088251725023042e-14, 1.3903499036568678e-14, 7.224525932781903e-15], [3.191624886340501e-15, -7.936898481251265e-15, -1.148800762054109e-13, -2.85544957332033e-13, 2.9422662424013963, 2.7596953710190135, 2.763450367971577e-12, 1.7113363880032146e-12, -1.2170967356005034e-13, -9.846284077725362e-14, -1.4349619811927377e-14, 1.2541464225613488e-14, -6.782027642647773e-15, -1.3104149115432514e-14, 4.231415688695016e-15, -8.077836200423008e-14, -6.351529884859608e-14, -4.712041926415175e-14, -3.1298768489750684e-14, -1.607233401681287e-14]], 'spectral_radius': 0.9875627743224972, 'p_min_eigenvalue': 2.816436992222368}"
full_lqr_002,13,13,7,1.0,0.5384615384615384,2.345,0.13277883200670346,0.46242408689488584,0.41947671197788206,0.21433671419907155,0.4138508732764331,"{'candidate_id': 'full_lqr_002', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 20.0, 'q_joint_velocity': 12.0, 'r': 0.5, 'K': [[5.434219440955784, 7.166808818436677, -1.1801733166555049e-14, -1.1987209298145316e-15, 1.7277516835787034e-14, -9.089843845538574e-15, -3.4375857639744354e-14, -4.466958056542767e-15, 31.220103703699333, 7.097399162794533, -7.059921833040657, 1.4077638351837591, 3.5697399535764682, 2.8402119128393384, 1.4959847949298923, 3.9723105103345855, 3.027986540477922, 2.1362304156651937, 1.3515933376602398, 0.666884076301285], [3.714837556554575e-14, 2.5668929492876037e-14, 5.846797208610756, 10.951451937168368, -4.738112739978555e-15, -1.685584554760679e-14, -85.06967471640536, -42.55807193509694, 8.772348066137877e-14, -7.635434999222683e-15, 9.595568068815421e-14, 3.69006844713739e-14, 1.8636366019530585e-14, 7.83264970625215e-15, 3.439480670712394e-15, -7.186766256377857e-15, -6.118764794234346e-15, -4.75590162455693e-15, -3.323257113870953e-15, -1.7930918383948564e-15], [-3.309153147231313e-14, -2.736044103938747e-14, -9.12035265523817e-14, -1.3420663170018948e-13, 5.645873333826832, 4.20320397230275, 8.203385596599659e-13, 2.0812862908879616e-13, -1.2303532469628398e-13, -2.6966387538396714e-14, 4.196934665995204e-14, -3.281436939580823e-14, -5.619125462989041e-15, -2.1965007075548716e-14, 2.0845328417022857e-14, -1.863436723835898e-14, -1.5299757964157134e-14, -1.1019466062305152e-14, -7.363242110011642e-15, -3.409820417228736e-15]], 'spectral_radius': 0.9854425097309243, 'p_min_eigenvalue': 8.833463906868108}"
full_lqr_003,13,13,7,1.0,0.5384615384615384,2.665,0.15973316776326785,0.42707149843157577,0.4862867328965149,0.2725373173666127,0.33119809975856496,"{'candidate_id': 'full_lqr_003', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 20.0, 'q_joint_velocity': 12.0, 'r': 2.0, 'K': [[2.901943939750464, 4.422425448482242, -4.6630245507787246e-15, 3.1031188660363077e-15, -3.2766888727913474e-15, -5.046657331443129e-15, -9.121448437045804e-14, -9.878134870906352e-14, 20.400771216095762, 5.829412287618403, -7.982505587928512, 0.37226432855825553, 2.489906382310556, 2.053301826160791, 1.0920615934868092, 3.728563040275405, 2.9311539332718803, 2.133066348566883, 1.3866458567390798, 0.702779422422382], [2.9209253232720686e-14, 2.7608894111975823e-14, 2.9702144951220792, 6.512126526399666, -1.1017346198037712e-13, -3.0190632469578833e-14, -57.308272678892074, -35.68974730325741, 1.3510886870824994e-13, 1.5184815646385875e-14, 1.2523250593791728e-13, 1.9097626579895186e-14, 2.5849632266932707e-14, 2.213469101071825e-14, 1.4719828154256195e-14, 1.0687321132053658e-14, 7.461556163202592e-15, 5.4275037638690236e-15, 3.5199825396948366e-15, 1.7883735437997087e-15], [-1.539842215798224e-15, -1.6657476579037393e-15, -8.040208133498696e-14, -1.1766917318494197e-13, 2.942266242401474, 2.7596953710190597, 8.702242742402905e-13, 3.9441846333750676e-13, -4.790158954613579e-14, -2.566693584214226e-14, -4.480806898209435e-14, -1.6768639008971744e-15, -6.918962779370684e-15, -1.4117020600117386e-14, 7.349551249941546e-15, -2.118735515642402e-14, -1.6309750171649238e-14, -1.2056584629734795e-14, -8.050899306623565e-15, -3.9996375547261194e-15]], 'spectral_radius': 0.9872086971911205, 'p_min_eigenvalue': 9.292412044846209}"
full_lqr_004,13,13,7,1.0,0.5384615384615384,2.345,0.1313547815575903,0.4534074589596144,0.41553996158344986,0.21160432298927093,0.4166117055011256,"{'candidate_id': 'full_lqr_004', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 80.0, 'q_joint_velocity': 3.0, 'r': 0.5, 'K': [[5.613677606447069, 7.373418828859151, -8.733469908911675e-16, -3.730396444827542e-15, -9.744068550033254e-14, -2.398788849640708e-14, -3.534571977756122e-14, -2.5257127642761314e-14, 32.186891614755375, 7.1126430698609955, -6.238936813778724, 2.212555959513549, 4.3484824206546095, 3.4777068353674183, 1.8484191824050562, 4.330696403300998, 3.379177189350843, 2.4403672150898, 1.5740456299436272, 0.7906221130485637], [-1.7809084687258542e-14, -1.469370584472701e-14, 5.8467972086093285, 10.951451937165617, -1.1729117901753498e-14, -2.3536958027099327e-14, -85.06967471638382, -42.55807193508888, -2.9763684598758504e-15, 3.5893751793715434e-14, -1.2749185833533736e-15, -2.100578890272232e-14, -2.295782090281079e-14, -8.77411008727118e-15, -3.210063249944952e-15, 3.1748116102160954e-14, 2.4891719156862433e-14, 1.8361893261986216e-14, 1.2241990022290824e-14, 6.357452814492566e-15], [1.8608438468744497e-14, -2.9490440703323536e-14, -6.627600819888268e-14, -1.1398100786102049e-13, 5.645873333826961, 4.203203972302791, 8.227438801422649e-13, 3.2700420349186664e-13, -2.5878752233699257e-13, -6.417904720615804e-14, 1.6972453853253865e-13, -1.2647649731931022e-13, -2.4728493341045855e-14, -1.0012182209196554e-13, 1.1217864943984922e-13, -4.516901996841961e-14, -3.8066866777297604e-14, -2.7314054633980746e-14, -1.869845634096903e-14, -7.86386417555587e-15]], 'spectral_radius': 0.9841985009796477, 'p_min_eigenvalue': 2.847724380438608}"
full_lqr_005,13,13,7,1.0,0.5384615384615384,2.665,0.15959821650078035,0.42305297307036127,0.48551011186075893,0.272505050840901,0.3313779213951892,"{'candidate_id': 'full_lqr_005', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 80.0, 'q_joint_velocity': 3.0, 'r': 2.0, 'K': [[2.928039817560154, 4.465976239335028, 3.411906324209565e-14, 5.951676555177578e-14, 4.527717031774777e-14, 2.3029416848704776e-14, -5.303369689455664e-13, -1.7765396201233658e-13, 20.729006472812557, 5.904365139580259, -7.789207753696994, 0.557000962159061, 2.6769345152868804, 2.2149974283790903, 1.1832432229056293, 3.901510425873087, 3.0897933819132835, 2.2652959751770085, 1.4816880668823915, 0.755176056940766], [-6.420450526324047e-14, -5.422920488746344e-14, 2.9702144951206537, 6.512126526396263, -7.90234687934955e-14, 4.662645660438245e-16, -57.30827267886095, -35.689747303240644, -1.2159549697089008e-13, 1.3628977198953572e-13, -5.6589962575197957e-14, -1.47291788377663e-13, -8.602588841680656e-14, -4.605973560303638e-14, -4.33777906609228e-14, 1.1928544420739918e-13, 9.318760754705193e-14, 6.926490572156739e-14, 4.6096675831811623e-14, 2.3689623371261844e-14], [-1.0952354728692929e-13, -1.2272008700058817e-13, 4.0418714093233663e-14, 1.1268158747710045e-13, 2.9422662424016086, 2.759695371019184, -1.0411606273243488e-12, 6.418300704938042e-15, -3.128398667975251e-13, 3.1146074758255915e-13, -1.6458678505202867e-14, -3.4446672596770996e-13, -1.8048228579459562e-13, -1.5069740697830592e-13, 1.4470019731092782e-15, 2.767496646788333e-13, 2.1553532185192024e-13, 1.605456923936276e-13, 1.0639984327017872e-13, 5.602373846112319e-14]], 'spectral_radius': 0.9865585516118806, 'p_min_eigenvalue': 2.871677294073291}"
full_lqr_006,13,13,7,1.0,0.5384615384615384,2.345,0.13626823341694452,0.4467491705740462,0.429333618465972,0.22275194772229678,0.41264549269960504,"{'candidate_id': 'full_lqr_006', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 80.0, 'q_joint_velocity': 12.0, 'r': 0.5, 'K': [[5.40550079545644, 7.279450318168604, -2.703302434132803e-14, -1.7483963289425564e-14, -3.1714251750357737e-15, 1.2564353139597609e-15, 4.250851666296845e-14, 1.3844869063994107e-14, 32.97116611017038, 7.851594035181448, -6.960377706933763, 1.4566981021723207, 3.6233926149713174, 2.9063344836713907, 1.5356239379324461, 4.569530583353574, 3.496785541167747, 2.4809084574317097, 1.5787572674751695, 0.7836360520382342], [3.277197927073405e-14, 1.4658425326063072e-14, 5.846797208609767, 10.951451937167226, -5.095027404267015e-14, -1.0589768928500145e-14, -85.06967471639919, -42.55807193509428, 3.7532702955735675e-14, -3.0060129465296916e-15, 7.729492567513578e-14, 1.2054451731542063e-14, -4.583588646781252e-15, -3.9650477164805535e-15, 5.643036692064196e-15, -2.0233187534565606e-15, -2.120747124251218e-15, -1.8083509669539904e-15, -1.2950040804199706e-15, -6.324289587466606e-16], [-5.3718729134038214e-14, -5.069485125790259e-14, -8.878705667589573e-14, -8.421485127536627e-14, 5.64587333382681, 4.203203972302734, 5.044191004429599e-13, 1.1149428153421608e-13, -1.5620195994206144e-13, 7.129939115889625e-14, -1.98127131748927e-13, -7.380090788163035e-14, -6.445588821593918e-14, -9.039130556063465e-14, 8.301496868399032e-14, 6.398063946772172e-14, 5.165918569267815e-14, 3.8441804551996806e-14, 2.5251571910659935e-14, 1.453204206108941e-14]], 'spectral_radius': 0.9838000399358507, 'p_min_eigenvalue': 9.071606640081919}"
full_lqr_007,13,13,7,1.0,0.5384615384615384,2.665,0.16185313006222904,0.4209901251885843,0.49083952890524557,0.2776788319501648,0.3308078951055169,"{'candidate_id': 'full_lqr_007', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 5.0, 'q_joint_angle': 80.0, 'q_joint_velocity': 12.0, 'r': 2.0, 'K': [[2.895681754330021, 4.45449156762982, -1.2157287385291089e-14, -2.1774775507091588e-14, -3.5732566859131e-14, -3.389484045721508e-14, 1.507100394647028e-13, 3.4508325708983887e-14, 20.960570735613743, 6.129524201160147, -8.016070650297461, 0.32695578868490915, 2.4741778931615657, 2.0604238907600774, 1.0986248533559746, 3.963230875672391, 3.1143594360323275, 2.2672028458212945, 1.4747284403510117, 0.7478702796964138], [2.2276638933547017e-14, 1.44584119446887e-14, 2.970214495123662, 6.512126526401997, 1.2548106244116102e-13, 7.092990872630772e-14, -57.30827267891038, -35.68974730326413, 6.404702080212924e-14, -1.0449499971514945e-14, 1.400239240822941e-13, 1.8622575559940192e-14, 1.5407173453431883e-14, 9.660544264798936e-15, 5.5804839042125705e-15, -8.005030271218535e-15, -7.2992136976875e-15, -5.504948490209534e-15, -3.734542349521466e-15, -1.970896513108089e-15], [3.5871191256434613e-14, 2.859445531541764e-14, 9.509486570169883e-14, 1.719085827202688e-13, 2.9422662424015695, 2.759695371019166, -1.516469813799887e-12, -1.0339777309520893e-12, -3.584218014554584e-14, -1.9653367319922818e-13, 1.4437430334309856e-13, 1.441669232334455e-13, 6.86019148055424e-14, 5.311842172875368e-14, -1.444567093753377e-14, -1.6282987842151515e-13, -1.2798408677717343e-13, -9.49206639969268e-14, -6.279750724573568e-14, -3.290924323767477e-14]], 'spectral_radius': 0.9862796335026971, 'p_min_eigenvalue': 9.526053837574386}"
full_lqr_008,13,13,7,1.0,0.5384615384615384,2.33,0.1293661944193856,0.4661806261665392,0.40860615016622537,0.2068828138802881,0.41534571179207896,"{'candidate_id': 'full_lqr_008', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 20.0, 'q_joint_angle': 20.0, 'q_joint_velocity': 3.0, 'r': 0.5, 'K': [[5.55608132037418, 7.211220813030653, -1.254662771650756e-14, -1.6949313422219287e-14, -4.319489135892278e-14, -1.2891214916316013e-14, 1.1417407648216015e-13, 4.799170779540598e-14, 30.647445486755842, 6.40584675647322, -6.260438711208936, 2.2306311162245023, 4.317076636082479, 3.3922280942245915, 1.7880335235751925, 3.59712226261982, 2.763705478599539, 1.9560342792096272, 1.235003159608783, 0.6061070422127318], [-1.5578342077845905e-14, -6.4188456791279834e-15, 5.844718992824255, 10.976411664145724, 4.055476673300073e-15, -4.1846128955061744e-15, -85.56680536449795, -42.75247492800724, -4.6226632750339836e-15, -1.1603906798904313e-14, 2.5745197460742515e-14, 1.780977098720269e-14, 1.2571045943612815e-14, 5.562812025741344e-15, 4.239232037274235e-15, -8.771467240400687e-15, -6.937956121662057e-15, -5.133351417403043e-15, -3.431864369308399e-15, -1.7632470173194084e-15], [-2.2956575332460732e-14, -3.0962364453405705e-14, -2.9827289603644242e-15, 1.3532953254276027e-14, 5.645873333826886, 4.203203972302778, -7.357056950674103e-14, 7.687803838776721e-14, -1.0566272438555285e-13, -2.7522102108457695e-15, 8.078300359956951e-14, -7.232738744715189e-15, -1.2612194183393588e-14, -1.3157271434953852e-14, 1.9528056865981124e-14, 4.373449864395999e-15, 3.026566665650456e-15, 2.388816311709327e-15, 1.6920772721496615e-15, 1.2323850576467759e-15]], 'spectral_radius': 0.9851674265118043, 'p_min_eigenvalue': 3.0016216988210505}"
full_lqr_009,13,13,7,1.0,0.5384615384615384,2.67,0.15857951996535327,0.4258171411092973,0.48264372452678306,0.27016491901571127,0.3311950661210811,"{'candidate_id': 'full_lqr_009', 'q_position': 20.0, 'q_velocity': 4.0, 'q_attitude': 20.0, 'q_joint_angle': 20.0, 'q_joint_velocity': 3.0, 'r': 2.0, 'K': [[2.9206026077842515, 4.43848771685226, 1.8796903630483004e-15, -5.204803181807774e-15, -5.5626914486703196e-14, -3.891020026149884e-14, 3.647836593897845e-14, -5.773312116285726e-15, 20.410303935650358, 5.669240114123642, -7.642118727991147, 0.7086801516285206, 2.775977283049194, 2.2585974190116187, 1.2003830911035553, 3.6647538360233916, 2.892952319609504, 2.1114838436215293, 1.3745851181444533, 0.697157663111531], [-4.348376860426555e-15, -2.8301569584173285e-15, 2.9698047722425374, 6.519762452724248, -2.339541062387425e-14, -3.3703042488507094e-14, -57.48269041704381, -35.768554970184084, -2.5264546930558243e-14, -7.892048522452451e-16, -1.4397997189281414e-14, -1.5394640193178482e-14, -6.834792974912654e-15, -8.222305497661283e-15, -2.241705349158677e-15, -6.990329799083225e-16, -6.689207220147942e-16, -5.118251989100352e-16, -4.1378504563624735e-16, -2.1628065705692174e-16], [8.587988310744916e-16, -1.8768190351175615e-14, 7.127829979791858e-14, 5.5057278895683355e-14, 2.9422662424014883, 2.7596953710191015, -9.881988345955417e-14, 5.722157739194891e-13, -1.533928177165514e-13, -1.4516880121037495e-13, 1.8645548544597785e-13, 7.99805839900833e-14, 2.2136592324631518e-14, 9.301628655979115e-15, -4.164667824582414e-15, -1.1292493210406287e-13, -8.948550527738022e-14, -6.638192708258092e-14, -4.3978489920386687e-14, -2.281916039793837e-14]], 'spectral_radius': 0.9869261590151249, 'p_min_eigenvalue': 3.0016227242599247}"
