candidate_id,sample_count,safe_sample_count,task_success_count,safety_rate,success_rate,acquisition_median_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,parameters
pid_y_11,4,4,2,1.0,0.5,4.37,2.322898604113281,0.21811527394833527,4.781703284868178,7.077789176632816,0.039103992527425,"{'candidate_id': 'pid_y_11', 'kp': [0.0, 0.1, 0.0], 'kd': [0.0, 1.0, 0.0], 'ki': [0.0, 0.05, 0.0], 'screen_axis': 'y'}"
pid_y_12,4,4,0,1.0,0.0,,2.355204696660387,0.21811512814211634,4.782131476549896,7.080618713634018,0.019486732575000304,"{'candidate_id': 'pid_y_12', 'kp': [0.0, 0.2, 0.0], 'kd': [0.0, 0.25, 0.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'y'}"
pid_y_13,4,4,0,1.0,0.0,,2.414715519718987,0.21811416165233194,4.78335851405256,7.089103020539743,0.06287208885651417,"{'candidate_id': 'pid_y_13', 'kp': [0.0, 0.2, 0.0], 'kd': [0.0, 0.25, 0.0], 'ki': [0.0, 0.05, 0.0], 'screen_axis': 'y'}"
pid_y_14,4,4,0,1.0,0.0,,2.3528751531857646,0.2181154883679796,4.782000340084912,7.078566986679515,0.0346281581164326,"{'candidate_id': 'pid_y_14', 'kp': [0.0, 0.2, 0.0], 'kd': [0.0, 0.5, 0.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'y'}"
pid_y_15,4,4,0,1.0,0.0,,2.386538527821449,0.21811571689565165,4.783061041018745,7.0826059807358375,0.07094144066017188,"{'candidate_id': 'pid_y_15', 'kp': [0.0, 0.2, 0.0], 'kd': [0.0, 0.5, 0.0], 'ki': [0.0, 0.05, 0.0], 'screen_axis': 'y'}"
pid_y_16,4,4,2,1.0,0.5,3.96,2.3527149569868087,0.21811427460947372,4.78180314322576,7.078917250851317,0.190385373902112,"{'candidate_id': 'pid_y_16', 'kp': [0.0, 0.2, 0.0], 'kd': [0.0, 1.0, 0.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'y'}"
pid_y_17,4,4,0,1.0,0.0,,2.3605097075673456,0.2181146576339067,4.78253187611831,7.079145684768776,0.22210819966324424,"{'candidate_id': 'pid_y_17', 'kp': [0.0, 0.2, 0.0], 'kd': [0.0, 1.0, 0.0], 'ki': [0.0, 0.05, 0.0], 'screen_axis': 'y'}"
pid_z_00,4,4,2,1.0,0.5,1.1800000000000002,2.2909886536673385,0.21801233108555448,4.780628861795424,7.076211122101853,0.05296225782258677,"{'candidate_id': 'pid_z_00', 'kp': [0.0, 0.0, 3.0], 'kd': [0.0, 0.0, 2.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_01,4,4,2,1.0,0.5,1.205,2.291078994787771,0.2180113910408262,4.780624042681721,7.07620647635912,0.054075225497450516,"{'candidate_id': 'pid_z_01', 'kp': [0.0, 0.0, 3.0], 'kd': [0.0, 0.0, 2.0], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_02,4,4,2,1.0,0.5,1.3199999999999998,2.292506853004282,0.21787109246226366,4.779947630620915,7.075175060026964,0.030555111860748625,"{'candidate_id': 'pid_z_02', 'kp': [0.0, 0.0, 3.0], 'kd': [0.0, 0.0, 3.5], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_03,4,4,2,1.0,0.5,1.29,2.292425550513652,0.21787033546493276,4.779959491942074,7.075184082126661,0.03094858095079115,"{'candidate_id': 'pid_z_03', 'kp': [0.0, 0.0, 3.0], 'kd': [0.0, 0.0, 3.5], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_04,4,4,2,1.0,0.5,1.8250000000000002,2.2947415995807185,0.21770521559950534,4.77948169046861,7.074598312278493,0.02238635998365974,"{'candidate_id': 'pid_z_04', 'kp': [0.0, 0.0, 3.0], 'kd': [0.0, 0.0, 5.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_05,4,4,2,1.0,0.5,1.755,2.2944769667224474,0.21770532041472945,4.779488781448207,7.074608850310494,0.02259713533493994,"{'candidate_id': 'pid_z_05', 'kp': [0.0, 0.0, 3.0], 'kd': [0.0, 0.0, 5.0], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_06,4,4,2,1.0,0.5,1.1,2.2891694538006084,0.2177564612043327,4.781543774445772,7.077441277118044,0.20679219066398677,"{'candidate_id': 'pid_z_06', 'kp': [0.0, 0.0, 6.0], 'kd': [0.0, 0.0, 2.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_07,4,4,2,1.0,0.5,1.105,2.2892311148221824,0.21775643957025087,4.78155753407798,7.077457419897195,0.20926758697013273,"{'candidate_id': 'pid_z_07', 'kp': [0.0, 0.0, 6.0], 'kd': [0.0, 0.0, 2.0], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_08,4,4,2,1.0,0.5,0.99,2.288793948713356,0.21762558178447622,4.779909711009592,7.075281128592806,0.11313535059568708,"{'candidate_id': 'pid_z_08', 'kp': [0.0, 0.0, 6.0], 'kd': [0.0, 0.0, 3.5], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_09,4,4,2,1.0,0.5,0.9950000000000001,2.2887953779103185,0.21762526172252084,4.779913910002082,7.075287297217562,0.11394176365073325,"{'candidate_id': 'pid_z_09', 'kp': [0.0, 0.0, 6.0], 'kd': [0.0, 0.0, 3.5], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_10,4,4,2,1.0,0.5,0.97,2.2897586058426764,0.21752085773115376,4.779120900218817,7.0741458124763055,0.07750783077510093,"{'candidate_id': 'pid_z_10', 'kp': [0.0, 0.0, 6.0], 'kd': [0.0, 0.0, 5.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_11,4,4,2,1.0,0.5,0.9650000000000001,2.2897147894814016,0.21751988735260674,4.779121126332188,7.07414392591921,0.0779950860932148,"{'candidate_id': 'pid_z_11', 'kp': [0.0, 0.0, 6.0], 'kd': [0.0, 0.0, 5.0], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_12,4,4,2,1.0,0.5,1.7650000000000001,2.2883755052499835,0.21731645229777297,4.781181669346554,7.077352436021819,0.4563406803706982,"{'candidate_id': 'pid_z_12', 'kp': [0.0, 0.0, 9.0], 'kd': [0.0, 0.0, 2.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_13,4,4,2,1.0,0.5,1.775,2.2884211400289978,0.21731609706191646,4.781193403359927,7.077372423937287,0.4605145677991584,"{'candidate_id': 'pid_z_13', 'kp': [0.0, 0.0, 9.0], 'kd': [0.0, 0.0, 2.0], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_14,4,4,2,1.0,0.5,0.95,2.287428334490556,0.21724200048561576,4.7793794581654705,7.074603157582409,0.23881615652085575,"{'candidate_id': 'pid_z_14', 'kp': [0.0, 0.0, 9.0], 'kd': [0.0, 0.0, 3.5], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_15,4,4,2,1.0,0.5,0.95,2.2874374036147866,0.21724122788924444,4.779384261911176,7.0746106835429545,0.2401407121156307,"{'candidate_id': 'pid_z_15', 'kp': [0.0, 0.0, 9.0], 'kd': [0.0, 0.0, 3.5], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
pid_z_16,4,4,2,1.0,0.5,0.8900000000000001,2.2878621403311046,0.21720493498463833,4.778689951640963,7.073620813642137,0.16149154749074088,"{'candidate_id': 'pid_z_16', 'kp': [0.0, 0.0, 9.0], 'kd': [0.0, 0.0, 5.0], 'ki': [0.0, 0.0, 0.0], 'screen_axis': 'z'}"
pid_z_17,4,4,2,1.0,0.5,0.895,2.2878498275494303,0.21720338488305974,4.7786863041107495,7.07361525248157,0.16221678471393097,"{'candidate_id': 'pid_z_17', 'kp': [0.0, 0.0, 9.0], 'kd': [0.0, 0.0, 5.0], 'ki': [0.0, 0.0, 0.1], 'screen_axis': 'z'}"
