sample_id,scenario,wind_kind,wind_speed_m_s,seed,sample_count,safe,safe_sample_count,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_ax_m_s2,max_abs_ay_m_s2,max_abs_az_m_s2,max_ax_step_m_s2,max_ay_step_m_s2,max_az_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,solve_time_mean_ms,solve_time_p95_ms,safety_failure_reasons,controller,candidate_id
calm_axis_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.2,0.07394967869003019,0.5973487552378847,0.14867007431679718,0.04074510059635367,0.021314320318336643,0.09043204335858429,0.0,0.0031938512660335547,0.08074080729300391,0.0,0.000277145649273877,129.92956440205668,0.1566600134394467,0.04851074234624653,0.058234568929612665,0.0757,[],corrected_pid,cascaded_pid_000
calm_axis_01,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.195,0.07394359820707985,0.5972986715666406,0.1486649938987977,0.04073988102366417,0.021310573812386904,0.09053345336824706,0.0,0.002425880057327733,0.08074080729300391,0.0,0.0002201939683878954,129.9184970409426,0.15656079356912503,0.04852411334551193,0.05852061640982923,0.0861,[],corrected_pid,cascaded_pid_000
calm_axis_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,False,,0.6720247230939944,0.0,0.5111771481564694,0.9591211224177854,12.314268798816125,6.997006440388379e-18,2.0,1.0875668997637475,7.962569060732043e-18,0.25,0.07833238674004872,134.8130552037672,4.538474207319775,0.1655401632258827,0.055840108288213244,0.0752,[],corrected_pid,cascaded_pid_000
calm_axis_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,False,,0.6720247230939944,0.0,0.5111771481564694,0.9591211224177854,12.314268798816125,6.997006440388379e-18,2.0,1.0875668997637475,7.962569060732043e-18,0.25,0.07833238674004872,134.8130552037672,4.538474207319775,0.1655401632258827,0.05943373594335692,0.0748,[],corrected_pid,cascaded_pid_000
calm_axis_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,1.5950000000000002,0.041435088337568586,0.0,0.0881558496668507,0.01064917437234013,0.015122424975772451,0.0,0.0,0.2306230797931582,0.0,0.0,0.2306230797931572,132.93784957646142,0.0,0.0,0.0566292794668888,0.0755,[],corrected_pid,cascaded_pid_000
calm_axis_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,1.5950000000000002,0.04143508833756867,0.0,0.08815584966684895,0.010649174372341964,0.015122424975773057,0.0,0.0,0.2306230797931568,0.0,0.0,0.2306230797931578,130.37659354738759,0.0,0.0,0.05522782174094128,0.0721,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_00,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,False,,0.6289264186027375,0.5635137040184001,0.4803532233561375,0.8938369093851485,11.985307723601668,0.08663360469702383,2.0,1.0295863662405311,0.07612316314047912,0.25,0.0741819540989267,134.70508484248649,4.475036460235517,0.16257684778010248,0.059442274052478136,0.0754,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_01,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,False,,0.6290739972219361,0.5634710633092808,0.48053104778883476,0.893748666261827,11.978976062921005,0.08672134544800805,2.0,1.0263705514943775,0.07612316314047911,0.2500000000000001,0.07399763266059955,134.66309266918083,4.475939654868217,0.1625563003181099,0.057734360683048734,0.0772,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_02,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,False,,0.6289264186027375,0.5635137040184001,0.4803532233561375,0.8938369093851485,11.985307723601668,0.08663360469702383,2.0,1.0295863662405311,0.07612316314047912,0.25,0.0741819540989267,134.70508484248649,4.475036460235517,0.16257684778010248,0.06062182423990004,0.0852,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_03,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,False,,0.6290739972219361,0.5634710633092808,0.48053104778883476,0.893748666261827,11.978976062921005,0.08672134544800805,2.0,1.0263705514943775,0.07612316314047911,0.2500000000000001,0.07399763266059955,134.66309266918083,4.475939654868217,0.1625563003181099,0.05978583923365265,0.0934,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_04,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.165,0.07995490060560553,0.5628686541692713,0.16337472517956028,0.04020212750061845,0.032499278125591016,0.08528202036822705,0.0,0.21869308182209068,0.07612316314047912,0.0,0.21869308182208969,132.7800014678424,0.14811774450981405,0.045764535802443905,0.055006289046230734,0.0741,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_05,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.15,0.0799675841236689,0.5709254251887609,0.16340018035726692,0.04070542718594621,0.032887107137613864,0.08636664753137924,0.0,0.2186930818220893,0.07612316314047911,0.0,0.2186930818220903,130.34576568065017,0.1515265924125252,0.046288998432369804,0.058431695127030406,0.0778,[],corrected_pid,cascaded_pid_000
calm_face_diagonal_06,CALM_3D_SETPOINT,calm,0.0,-1,2401,True,2401,True,5.16,0.07981712233894836,0.5709708461679669,0.16232532485896753,0.040872789240720256,0.03286913000385669,0.0862813573523953,0.0,0.2186930818220893,0.07612316314047912,0.0,0.2186930818220903,130.35220696301874,0.151620151662173,0.04627752587156716,0.05936343190337359,0.0786,[],corrected_pid,cascaded_pid_000
