round,candidate_id,sample_count,safe_sample_count,task_success_count,safety_rate,success_rate,acquisition_median_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,parameters,calm_axis_acquired_count,competence_pass
R1R1-B,cascaded_pid_061,75,75,25,1.0,0.3333333333333333,3.24,0.3550208540759499,0.7041464341023346,0.6782666916402925,1.6756972053328258,6.124456992481669,"{'candidate_id': 'cascaded_pid_061', 'uav_kp': [0.4389290477363431, 0.4389290477363431, 1.7354078336487042], 'uav_kd': [3.4974487716889886, 3.4974487716889886, 4.949259390824762], 'uav_ki': [0.1919913844321036, 0.1919913844321036, 0.026763720295116644], 'tip_kp': [0.5137306298841408, 0.5137306298841408, 0.09353969321807315], 'tip_kd': [0.6671070813485961, 0.6671070813485961, 0.0698140514467288], 'correction_limit_m': [0.08265392367976052, 0.08265392367976052, 0.02611250460496481], 'correction_slew_m_per_update': 0.09693266769673356, 'integral_limit': 0.3954002436293109}",4,False
R1R1-B,cascaded_pid_051,75,75,24,1.0,0.32,2.2350000000000003,0.7669937970114526,0.8800551217437854,1.1366839807614875,4.025585688120878,10.013355766211983,"{'candidate_id': 'cascaded_pid_051', 'uav_kp': [0.8421040126666081, 0.8421040126666081, 7.8941915345722355], 'uav_kd': [4.215320360086097, 4.215320360086097, 3.29733405461328], 'uav_ki': [0.21563716118834814, 0.21563716118834814, 0.12760892403736027], 'tip_kp': [0.5163689218370144, 0.5163689218370144, 0.20836202904730447], 'tip_kd': [0.08767389357460696, 0.08767389357460696, 0.5689570044891012], 'correction_limit_m': [0.1017227858062761, 0.1017227858062761, 0.18978568187191663], 'correction_slew_m_per_update': 0.03223389419296697, 'integral_limit': 0.1650172941991655}",4,False
R1R1-B,cascaded_pid_050,75,75,23,1.0,0.30666666666666664,2.165,0.8575217369204048,1.0058293598034937,1.1366635602822468,4.456788745594431,10.49498279573421,"{'candidate_id': 'cascaded_pid_050', 'uav_kp': [1.1732062592116752, 1.1732062592116752, 7.046159896788167], 'uav_kd': [4.3363751678870734, 4.3363751678870734, 5.764029853367194], 'uav_ki': [0.08583743700979815, 0.08583743700979815, 0.05400722762178394], 'tip_kp': [1.429375994009828, 1.429375994009828, 0.45480592874860065], 'tip_kd': [0.6223313030817113, 0.6223313030817113, 0.3239657388920952], 'correction_limit_m': [0.03796716562643601, 0.03796716562643601, 0.19651144738669396], 'correction_slew_m_per_update': 0.09968582978801316, 'integral_limit': 0.36268464557861174}",4,False
R1R1-B,cascaded_pid_004,75,75,20,1.0,0.26666666666666666,2.3600000000000003,0.8793785635279353,1.1925184346671789,1.4080824381708865,4.782627984567953,11.27312050017964,"{'candidate_id': 'cascaded_pid_004', 'uav_kp': [0.9574288174445721, 0.9574288174445721, 3.9368288228991792], 'uav_kd': [4.432184646197052, 4.432184646197052, 1.9237637573300606], 'uav_ki': [0.2154392173624884, 0.2154392173624884, 0.08938810805050035], 'tip_kp': [1.1185189260379729, 1.1185189260379729, 0.6715609362685249], 'tip_kd': [0.22154573271368042, 0.22154573271368042, 0.09451623109381066], 'correction_limit_m': [0.0857038865773308, 0.0857038865773308, 0.14349203883026887], 'correction_slew_m_per_update': 0.037136730490703936, 'integral_limit': 0.35830560352233337}",4,False
R1R1-B,cascaded_pid_046,75,73,13,0.9733333333333334,0.17333333333333334,2.67,1.1447826162434962,1.2344551390598677,1.2045231906571252,7.596047750689553,11.702389098371535,"{'candidate_id': 'cascaded_pid_046', 'uav_kp': [1.271790555315584, 1.271790555315584, 0.8869137748101102], 'uav_kd': [4.97890282941335, 4.97890282941335, 3.9254908753995688], 'uav_ki': [0.06795582428206867, 0.06795582428206867, 0.17126038164059487], 'tip_kp': [0.2961632759606707, 0.2961632759606707, 0.5816668457781229], 'tip_kd': [0.46890005523809464, 0.46890005523809464, 0.2496734786288316], 'correction_limit_m': [0.2379762179469299, 0.2379762179469299, 0.17310344984434747], 'correction_slew_m_per_update': 0.04000673254404631, 'integral_limit': 0.17627977489498325}",4,False
R1R1-B,cascaded_pid_049,75,75,11,1.0,0.14666666666666667,0.9550000000000001,0.47361365778639064,0.7493950338820108,0.8796355271937557,1.9854939754809495,5.170548835528817,"{'candidate_id': 'cascaded_pid_049', 'uav_kp': [0.7880278150295477, 0.7880278150295477, 6.792733968025164], 'uav_kd': [1.6655829560320892, 1.6655829560320892, 2.3979259025843076], 'uav_ki': [0.03580604940922334, 0.03580604940922334, 0.10579148010134767], 'tip_kp': [0.418672017627263, 0.418672017627263, 0.9500051485387903], 'tip_kd': [0.13859816258792715, 0.13859816258792715, 0.054243500028102506], 'correction_limit_m': [0.038630932957461894, 0.038630932957461894, 0.04553214771685643], 'correction_slew_m_per_update': 0.09277835729789612, 'integral_limit': 0.4439766031555929}",2,False
R1R1-C,cascaded_relative_pid_000,13,11,3,0.8461538461538461,0.23076923076923078,2.355,0.6343199761085828,0.7457800473282111,0.6818760514050044,2.488986914594863,9.41020333999953,"{'candidate_id': 'cascaded_relative_pid_000', 'uav_kp': [0.7483239888387798, 0.7150398159605748, 1.0676621534044333], 'uav_kd': [2.452387671440202, 5.996697368063697, 3.5674520128844005], 'uav_ki': [0.21915303715804343, 0.21113526072188005, 0.09056774051178555], 'tip_kp': [0.7650076823037186, 0.4241943901328365, 0.40441440414796836], 'tip_kd': [0.36045789176416987, 0.6309954874169992, 0.15385726053552315], 'correction_limit_m': [0.033148100150878775, 0.09266846346446019, 0.05899786131263279], 'correction_slew_m_per_update': 0.0463673704547239, 'integral_limit': 0.18393531700664098, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_001,13,10,5,0.7692307692307693,0.38461538461538464,1.2349999999999999,1.0758146787608625,0.9151967593346775,2.004639850478967,6.03856075462569,11.816150534054337,"{'candidate_id': 'cascaded_relative_pid_001', 'uav_kp': [0.8774549940633416, 1.100275022419066, 2.0972392247812897], 'uav_kd': [3.3133789605881665, 4.169576806987397, 2.1489892596606466], 'uav_ki': [0.0856198468226079, 0.19105410566240136, 0.21240520249438988], 'tip_kp': [0.4116834944094572, 0.5913485984065538, 0.6017901754045727], 'tip_kd': [0.058157744099933205, 0.3682690185212049, 0.26252515106839697], 'correction_limit_m': [0.08974882382114473, 0.13860095625357652, 0.07156245453000562], 'correction_slew_m_per_update': 0.0737332034260315, 'integral_limit': 0.3350013330723156, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_002,13,13,5,1.0,0.38461538461538464,1.0499999999999998,0.3016042914829048,0.8608711644459182,0.5165488082743087,1.086397077022992,6.1461397219747855,"{'candidate_id': 'cascaded_relative_pid_002', 'uav_kp': [0.64042307622286, 0.5970320259848855, 4.637341150105404], 'uav_kd': [4.064256576555634, 4.035886198031137, 2.377308874099486], 'uav_ki': [0.09962010063285603, 0.12340546329515995, 0.15266708370903434], 'tip_kp': [0.7366933637899066, 0.08701603302947296, 0.5381043925431767], 'tip_kd': [0.26068030377988, 0.41786747145051306, 0.3139113955766885], 'correction_limit_m': [0.11517435370260358, 0.025407360685970482, 0.11492022895385255], 'correction_slew_m_per_update': 0.018097962387909075, 'integral_limit': 0.2789878538343099, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_003,13,13,5,1.0,0.38461538461538464,1.645,0.8579457112816549,0.5631561190783443,0.910115604073191,4.078555614602829,9.858064916751962,"{'candidate_id': 'cascaded_relative_pid_003', 'uav_kp': [0.4045677571266912, 0.8214744049188478, 2.295230237135888], 'uav_kd': [1.5853526929715245, 5.9543990622537954, 5.094535960552912], 'uav_ki': [0.2934739888371617, 0.28061964113150273, 0.032980988727299675], 'tip_kp': [0.14623732957137597, 0.7828599060014847, 0.6129024594577122], 'tip_kd': [0.384420050448763, 0.026425244385578164, 0.276793359270237], 'correction_limit_m': [0.10501988431641798, 0.08719938830402561, 0.046510519930084565], 'correction_slew_m_per_update': 0.07560825441971607, 'integral_limit': 0.38880444840529493, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_004,13,13,3,1.0,0.23076923076923078,0.97,0.7276326424836572,1.4344646421677727,1.7080722299395066,3.647163289272761,9.03302064364766,"{'candidate_id': 'cascaded_relative_pid_004', 'uav_kp': [1.3318845615936967, 0.9293586923919124, 3.8282698293942143], 'uav_kd': [1.5357428682109548, 2.8366166596549984, 4.402467230190215], 'uav_ki': [0.07161087816112907, 0.27147000768984975, 0.04795852006855547], 'tip_kp': [0.548535728503252, 0.5750786924860248, 0.39164964382370504], 'tip_kd': [0.34170671247744505, 0.38724869477199736, 0.22418836510174597], 'correction_limit_m': [0.04892402223827623, 0.061230504341870454, 0.10448557045162353], 'correction_slew_m_per_update': 0.0639309942524313, 'integral_limit': 0.48082353824220225, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_005,13,13,5,1.0,0.38461538461538464,0.9299999999999999,0.2168492518101461,0.6536054212473832,0.39193021814063256,0.723474213847684,3.634255866309388,"{'candidate_id': 'cascaded_relative_pid_005', 'uav_kp': [0.5681184582535042, 0.2380004374168046, 4.845992541080388], 'uav_kd': [4.394579675372797, 3.261690560598767, 4.654771856538007], 'uav_ki': [0.16219720610346175, 0.13903072746114403, 0.28050990871977494], 'tip_kp': [0.16541028044000633, 0.5178091276304444, 0.5153822782246632], 'tip_kd': [0.17390564281917725, 0.6822342289329605, 0.0886779334020777], 'correction_limit_m': [0.08872557530298661, 0.10670549106867135, 0.08038259265100631], 'correction_slew_m_per_update': 0.043411753673009784, 'integral_limit': 0.3966433989131616, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_006,13,13,5,1.0,0.38461538461538464,2.005,0.7611671744786622,0.8551202480638096,1.6923462297530183,4.0413050276486135,8.93041720140071,"{'candidate_id': 'cascaded_relative_pid_006', 'uav_kp': [0.5869381674662417, 1.000779449557912, 1.946327732768344], 'uav_kd': [1.8806758300640598, 3.210503860153718, 4.303328196705726], 'uav_ki': [0.15779673138670416, 0.28441054897800067, 0.19126024794339], 'tip_kp': [0.18747574857714222, 0.16954059598526183, 0.0676337211217137], 'tip_kd': [0.5635102709192834, 0.6527312873545472, 0.018109718264417797], 'correction_limit_m': [0.10683897922672939, 0.11949364047192002, 0.032230409245037964], 'correction_slew_m_per_update': 0.07739717117552812, 'integral_limit': 0.25555835391205967, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_007,13,13,7,1.0,0.5384615384615384,3.09,0.4013540628260742,0.6412132091871973,0.4337049481771983,1.6596967330693166,6.748941685851606,"{'candidate_id': 'cascaded_relative_pid_007', 'uav_kp': [0.48867289851180795, 0.5274468914348825, 2.6337323750795765], 'uav_kd': [2.22217353760614, 6.99638760169997, 3.824911498356344], 'uav_ki': [0.23661659265799365, 0.21706509734685092, 0.19883893370556166], 'tip_kp': [0.35025352831652395, 0.04826873755995449, 0.22224589774922432], 'tip_kd': [0.014200466963988934, 0.15717863519746822, 0.18132327099714712], 'correction_limit_m': [0.11025026326783037, 0.030390348674764523, 0.035216582603129314], 'correction_slew_m_per_update': 0.04037111026333381, 'integral_limit': 0.24488745234477247, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_008,13,13,5,1.0,0.38461538461538464,1.02,0.2749517279907316,2.067176829883929,0.5422975687039873,0.6931631584894381,5.19974761620423,"{'candidate_id': 'cascaded_relative_pid_008', 'uav_kp': [1.1236845602729895, 0.4203138504051597, 3.3742249533423614], 'uav_kd': [1.782317322271905, 3.6911531330020404, 3.0921920027355343], 'uav_ki': [0.2051724031987982, 0.06902059749383488, 0.17600971136247986], 'tip_kp': [0.6378088158862812, 0.21966908244217467, 0.15562331079109765], 'tip_kd': [0.20649860262423117, 0.5008775982869998, 0.01597377115866037], 'correction_limit_m': [0.11259547624145791, 0.04293903887353556, 0.07808042424625948], 'correction_slew_m_per_update': 0.06607122633230049, 'integral_limit': 0.47244171202860685, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_009,13,13,3,1.0,0.23076923076923078,0.9850000000000001,0.6515726072481433,2.12137017169372,1.4170991962505828,3.3609587966303622,8.569296575143621,"{'candidate_id': 'cascaded_relative_pid_009', 'uav_kp': [1.2529269818767754, 0.7691959184935987, 4.68525332151365], 'uav_kd': [3.031500174412102, 2.734630321640658, 4.173334034242241], 'uav_ki': [0.05651275138921997, 0.26550461970792966, 0.18312123556996013], 'tip_kp': [0.6662265956543111, 0.4349404220561899, 0.6844828728391216], 'tip_kd': [0.04561702815833126, 0.19721566077291125, 0.02964616689957089], 'correction_limit_m': [0.14998668151852992, 0.09007366402823, 0.05982753482487771], 'correction_slew_m_per_update': 0.049482581876325205, 'integral_limit': 0.14716753417412864, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_010,13,13,5,1.0,0.38461538461538464,1.1,0.709709589048938,0.6906341514840537,1.4616794090588991,3.893997749268951,8.907334497408046,"{'candidate_id': 'cascaded_relative_pid_010', 'uav_kp': [0.650735643081314, 0.8368963764153443, 2.475606506367017], 'uav_kd': [4.1859794697050265, 3.4228448402051006, 2.6407206204751152], 'uav_ki': [0.2619224301053239, 0.23791404339179964, 0.21438996862023565], 'tip_kp': [0.5744845656575891, 0.7866959853794648, 0.34700652580045727], 'tip_kd': [0.17530965845576182, 0.17717133564665222, 0.041362288787516535], 'correction_limit_m': [0.04010687100177806, 0.08099910034569296, 0.06633393940292971], 'correction_slew_m_per_update': 0.028323566865558508, 'integral_limit': 0.19914200505422153, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_011,13,13,5,1.0,0.38461538461538464,1.185,0.8184540859645828,1.1569987274590117,0.951671806435634,4.107972916386801,9.416288429040952,"{'candidate_id': 'cascaded_relative_pid_011', 'uav_kp': [1.2258213911836704, 1.1549463103365014, 2.6966949421315345], 'uav_kd': [3.932927192211291, 4.945706167713469, 3.891325501338458], 'uav_ki': [0.03823894664763712, 0.2475559094979886, 0.26245788231884704], 'tip_kp': [0.05404210115601881, 0.3282310334358646, 0.29993748055202885], 'tip_kd': [0.33706323413848377, 0.773209725129786, 0.1873328381475954], 'correction_limit_m': [0.15661494395575173, 0.022855182575491455, 0.08599785437636473], 'correction_slew_m_per_update': 0.05489782312150626, 'integral_limit': 0.4388360316436436, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_012,13,13,3,1.0,0.23076923076923078,0.96,0.6951791731752693,1.5596922947699232,1.5605093233491711,3.703530791612232,8.662642658916162,"{'candidate_id': 'cascaded_relative_pid_012', 'uav_kp': [1.464713098683542, 1.1578464278918807, 4.748700620889838], 'uav_kd': [2.9112333502986067, 2.579472189876231, 4.080116114636923], 'uav_ki': [0.2840625517722577, 0.17917974493669553, 0.2990191425826466], 'tip_kp': [0.5903920375647352, 0.007138171819435131, 0.24164193350569457], 'tip_kd': [0.07374348843590907, 0.45937013137221866, 0.14080943620198846], 'correction_limit_m': [0.05358612432110556, 0.06803851496617562, 0.1071878141320884], 'correction_slew_m_per_update': 0.05705684818792748, 'integral_limit': 0.20883818579597146, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_013,13,13,3,1.0,0.23076923076923078,1.6150000000000002,0.9986311102361815,2.3558988017535656,1.0691996320497916,4.787939654452606,10.690718572043494,"{'candidate_id': 'cascaded_relative_pid_013', 'uav_kp': [1.4883831506167238, 1.0552098743455671, 1.8865243464859462], 'uav_kd': [1.6686417025815043, 5.6518569732069235, 3.247492729691714], 'uav_ki': [0.03071967595900239, 0.14782866115779766, 0.27270332747413534], 'tip_kp': [0.09677554294570632, 0.6178912689113756, 0.0471410872506284], 'tip_kd': [0.30805152391414864, 0.7397690093738489, 0.3066447187223802], 'correction_limit_m': [0.12440112118287476, 0.07516017991790093, 0.02531740420090571], 'correction_slew_m_per_update': 0.06010004620351153, 'integral_limit': 0.45320790789966403, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_014,13,13,5,1.0,0.38461538461538464,1.06,0.6383710930560811,1.019486953760424,0.721453809292681,2.6797344648713723,9.577230780379194,"{'candidate_id': 'cascaded_relative_pid_014', 'uav_kp': [1.2785762121711244, 0.7904994829339728, 4.987592841474831], 'uav_kd': [4.746319334710712, 5.603893121954158, 5.062594831453085], 'uav_ki': [0.274471560410933, 0.28960875652590945, 0.019230027602137885], 'tip_kp': [0.601943865964254, 0.6700390161196218, 0.09800377245547663], 'tip_kd': [0.43763017160268264, 0.4364842252942264, 0.3985708439914539], 'correction_limit_m': [0.044107860763260225, 0.05704976793315571, 0.03739683872456068], 'correction_slew_m_per_update': 0.06974151242999874, 'integral_limit': 0.10630594250055483, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_015,13,13,5,1.0,0.38461538461538464,2.215,0.4733369448237124,1.0636318451005011,0.6370089598143128,1.8726421761582586,7.789942382178937,"{'candidate_id': 'cascaded_relative_pid_015', 'uav_kp': [0.7203256669974719, 0.6483389692841505, 1.5221579420106233], 'uav_kd': [3.364426026025151, 4.862489779443864, 4.701780512196457], 'uav_ki': [0.09414460444176585, 0.12790372502696704, 0.2832691393849027], 'tip_kp': [0.5138356061607878, 0.40656528577075274, 0.18814094458954747], 'tip_kd': [0.42175798630751543, 0.11932408511621324, 0.12176182105029419], 'correction_limit_m': [0.127801082997708, 0.1372935434106103, 0.11295800431402875], 'correction_slew_m_per_update': 0.010923414231463932, 'integral_limit': 0.2586432674955545, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_016,13,13,7,1.0,0.5384615384615384,2.68,0.4001483862290455,0.49632760382789065,0.4751045452372117,1.5202890847806543,6.519152086210722,"{'candidate_id': 'cascaded_relative_pid_016', 'uav_kp': [0.34249295258874224, 0.3084851659625438, 3.6486520285432693], 'uav_kd': [2.066653893591558, 6.8789949116756155, 2.003898257109006], 'uav_ki': [0.27181406310553735, 0.17446082341776414, 0.15976826056932728], 'tip_kp': [0.11541702436775945, 0.48743584271010665, 0.2624410353925312], 'tip_kd': [0.001202519961921014, 0.47131994303098157, 0.2744956486601458], 'correction_limit_m': [0.05148382166597207, 0.08467483394378991, 0.05183155603123886], 'correction_slew_m_per_update': 0.029958772457630983, 'integral_limit': 0.2912774651155794, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_017,13,13,3,1.0,0.23076923076923078,2.0500000000000003,0.22281046368137103,1.779664561029913,0.38511612410192897,0.517043740167472,3.499509482261072,"{'candidate_id': 'cascaded_relative_pid_017', 'uav_kp': [1.3977728325041734, 0.1780121434425708, 2.184046460429042], 'uav_kd': [2.85950164250275, 4.610423995871343, 5.396950813242288], 'uav_ki': [0.24720634436588265, 0.25127122639051713, 0.009718673913021102], 'tip_kp': [0.1256760573432608, 0.6982882771243659, 0.3135293272138608], 'tip_kd': [0.5560860507832686, 0.2371847397691884, 0.06141910639582995], 'correction_limit_m': [0.06614119770963747, 0.02774360345108547, 0.11031128602643794], 'correction_slew_m_per_update': 0.014838897151910526, 'integral_limit': 0.15189770342147413, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_018,13,13,5,1.0,0.38461538461538464,1.0300000000000002,0.4876167339201855,1.0968304546611736,1.070685286395676,2.5184811636116855,6.292226174049349,"{'candidate_id': 'cascaded_relative_pid_018', 'uav_kp': [0.6996831981982294, 0.7454521587146117, 4.55400512778694], 'uav_kd': [4.230702036581493, 2.438719768098284, 2.9059221222531098], 'uav_ki': [0.1847890988416207, 0.05971984686816058, 0.1326691835282141], 'tip_kp': [0.6945012175760708, 0.23852578468200797, 0.4907866573279029], 'tip_kd': [0.45991606861529355, 0.6386858917012487, 0.31724861797837967], 'correction_limit_m': [0.1365393771702415, 0.1049417962702761, 0.08929703569867503], 'correction_slew_m_per_update': 0.026385746306392156, 'integral_limit': 0.20301240156187783, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_019,13,13,5,1.0,0.38461538461538464,1.065,0.2943732395997374,2.741073853811837,0.6541913885715439,0.5804305855540092,5.0018383015135175,"{'candidate_id': 'cascaded_relative_pid_019', 'uav_kp': [1.1442909784204218, 0.22556606689940567, 3.9783467521334863], 'uav_kd': [1.8339244741243892, 4.522677249362674, 2.790854842601418], 'uav_ki': [0.19140907834044368, 0.10987617100953738, 9.837813305339018e-05], 'tip_kp': [0.798867043561899, 0.5493909381096976, 0.12804926635196204], 'tip_kd': [0.216861091556851, 0.04729186994451616, 0.35225152508512725], 'correction_limit_m': [0.14833077037441894, 0.07315652140394105, 0.04319732272010246], 'correction_slew_m_per_update': 0.03752113144553909, 'integral_limit': 0.42783845929575837, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_020,13,13,3,1.0,0.23076923076923078,1.475,0.2735835537645289,1.4189417560500073,0.5274341912575629,1.0062625590208882,5.288151685343862,"{'candidate_id': 'cascaded_relative_pid_020', 'uav_kp': [1.31034391430033, 0.4482493487928316, 1.848913452085052], 'uav_kd': [4.497795084198392, 3.5658102065489556, 3.4470784979500717], 'uav_ki': [0.12413646384924135, 0.09652955489463332, 0.06663028078873057], 'tip_kp': [0.3199351682199924, 0.35987113753445654, 0.37599377610168294], 'tip_kd': [0.2866363193995079, 0.2716754599911802, 0.23080310208476634], 'correction_limit_m': [0.10220644296139379, 0.08944185785258973, 0.06361007763148714], 'correction_slew_m_per_update': 0.02168654026674323, 'integral_limit': 0.22849797690569984, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_021,13,13,5,1.0,0.38461538461538464,2.725,0.4029690565378677,0.5217615648067268,0.4922475019328709,1.5088442793175103,6.227783994121357,"{'candidate_id': 'cascaded_relative_pid_021', 'uav_kp': [0.30783089903352584, 0.4011351237103521, 1.5993219965677907], 'uav_kd': [2.5623583467890145, 6.756532879030406, 5.61289734821473], 'uav_ki': [0.09142316817870519, 0.0851394550317131, 0.07676577964671168], 'tip_kp': [0.23244767140587608, 0.30968093830000887, 0.2879768574821008], 'tip_kd': [0.31710478804310177, 0.01279708783828, 0.0016534634539436223], 'correction_limit_m': [0.06512972028374556, 0.12858520690513, 0.09268153241220596], 'correction_slew_m_per_update': 0.02426168248522604, 'integral_limit': 0.4172645329656717, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_022,13,13,3,1.0,0.23076923076923078,1.1550000000000002,0.2474144746683639,0.8797737142626345,0.39679269996127653,0.7743194207600614,4.149650679244152,"{'candidate_id': 'cascaded_relative_pid_022', 'uav_kp': [0.8667330270496463, 0.26202052568066614, 3.245072683341151], 'uav_kd': [2.2475928948232764, 5.33856520484, 2.2470083488896533], 'uav_ki': [0.25634433665205575, 0.045418027888083135, 0.08658133414457009], 'tip_kp': [0.44812169367823196, 0.758241767516239, 0.07677294463294143], 'tip_kd': [0.5081998858161342, 0.73288039969031, 0.2567453068022737], 'correction_limit_m': [0.037000545123671215, 0.0588123106877638, 0.02941328777858383], 'correction_slew_m_per_update': 0.021409973238065247, 'integral_limit': 0.23649127445556606, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_023,13,13,3,1.0,0.23076923076923078,5.575,0.41306934855296845,2.3624088975962243,0.551485053368366,1.3090902479760118,7.633830030177939,"{'candidate_id': 'cascaded_relative_pid_023', 'uav_kp': [1.4138556130087903, 0.5756056087586564, 0.9595974832464375], 'uav_kd': [2.771842329211001, 4.749893920482368, 5.789964969632761], 'uav_ki': [0.06377084806733274, 0.2583007771442055, 0.11916236896467955], 'tip_kp': [0.2681025318992342, 0.257604885215885, 0.028927469019283784], 'tip_kd': [0.5972268824112702, 0.6843498667915249, 0.112451541500026], 'correction_limit_m': [0.0997698914075281, 0.040887813684935256, 0.056557570514288585], 'correction_slew_m_per_update': 0.03366504509806205, 'integral_limit': 0.11050932272966903, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_024,13,13,5,1.0,0.38461538461538464,2.085,0.4371159868631985,0.6106991580922482,0.4848177382393264,1.5898062596882465,7.661678100446682,"{'candidate_id': 'cascaded_relative_pid_024', 'uav_kp': [0.3662033900553401, 0.48096943392287217, 2.239684093484703], 'uav_kd': [4.313603372620118, 6.327959418401754, 4.4566464221555275], 'uav_ki': [0.1194946941833584, 0.22181868421183942, 0.013065948276465459], 'tip_kp': [0.39373086183373207, 0.4544568311137844, 0.031180653827771472], 'tip_kd': [0.22985176457896883, 0.7165850896160009, 0.344083827801402], 'correction_limit_m': [0.07666691467958735, 0.12451833773522171, 0.11983978803487717], 'correction_slew_m_per_update': 0.03490722951365988, 'integral_limit': 0.3453721354242552, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_025,13,13,3,1.0,0.23076923076923078,1.0150000000000001,0.750402269088914,1.013469686108799,0.7405403058053092,3.068804554342527,10.24419778291323,"{'candidate_id': 'cascaded_relative_pid_025', 'uav_kp': [0.784680902463454, 1.0209625660218955, 3.59927766940626], 'uav_kd': [1.9925967845293013, 6.174572261905238, 3.2583335973105463], 'uav_ki': [0.04782289669746814, 0.07033754642860376, 0.028242779574503052], 'tip_kp': [0.6226232268353007, 0.21327589705901404, 0.44042096157974087], 'tip_kd': [0.035976722697443016, 0.7862890573308741, 0.3839101303971312], 'correction_limit_m': [0.13134788790992483, 0.04998364784193893, 0.07493989997413185], 'correction_slew_m_per_update': 0.07124701098740673, 'integral_limit': 0.17765825286584652, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_026,13,13,3,1.0,0.23076923076923078,0.9850000000000001,0.21379826641391542,1.119829673941966,0.3415914684841295,0.6159692213227194,3.7111397332137837,"{'candidate_id': 'cascaded_relative_pid_026', 'uav_kp': [1.4283375797951314, 0.20241535174336014, 4.343080881130028], 'uav_kd': [2.989393079490265, 5.250917083009328, 5.948535714058902], 'uav_ki': [0.13462399046602141, 0.15596883611777776, 0.22481130508101976], 'tip_kp': [0.4593577456304253, 0.7460001684463747, 0.5665939013667358], 'tip_kd': [0.12905552861254974, 0.061238549484048624, 0.10148645164356294], 'correction_limit_m': [0.03151959641752413, 0.033819614732132505, 0.09979696103397917], 'correction_slew_m_per_update': 0.05366748144468785, 'integral_limit': 0.3265203658930516, 'tip_velocity_mode': 'relative_to_uav'}",,
R1R1-C,cascaded_relative_pid_027,13,13,3,1.0,0.23076923076923078,1.1099999999999999,0.2522712117864935,1.7479086795586083,0.3519927337476029,0.8308026578928935,2.541459023279912,"{'candidate_id': 'cascaded_relative_pid_027', 'uav_kp': [1.0765787092945374, 0.46888451501853246, 3.0358104050965187], 'uav_kd': [3.207331913181117, 2.038676383116228, 4.161216034106047], 'uav_ki': [0.1962244788361037, 0.08974080434126461, 0.23479296134181565], 'tip_kp': [0.17656726150249424, 0.06828070737269551, 0.3560595825354801], 'tip_kd': [0.48554108055032486, 0.5293434057505286, 0.0917547176637095], 'correction_limit_m': [0.14475138294790213, 0.06541834974144796, 0.05336126330431877], 'correction_slew_m_per_update': 0.07211968958254408, 'integral_limit': 0.41227461691346345, 'tip_velocity_mode': 'relative_to_uav'}",,
