round,candidate_id,sample_count,safe_sample_count,task_success_count,safety_rate,success_rate,acquisition_median_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,parameters,calm_axis_acquired_count,competence_pass
R1R1-A,cascaded_pid_030,13,13,3,1.0,0.23076923076923078,0.8400000000000001,1.5374241520670444,2.6054898076264026,6.074847999948887,6.194885930265876,14.750052461250693,"{'candidate_id': 'cascaded_pid_030', 'uav_kp': [3.108060590195531, 3.108060590195531, 7.256824016063543], 'uav_kd': [3.3602118455783794, 3.3602118455783794, 2.966973449217284], 'uav_ki': [0.03847479842998871, 0.03847479842998871, 0.27547386464984547], 'tip_kp': [0.18491827070023437, 0.18491827070023437, 0.5361628075372834], 'tip_kd': [0.7839951394589201, 0.7839951394589201, 0.4674088014769896], 'correction_limit_m': [0.04942584467214026, 0.04942584467214026, 0.077597374854617], 'correction_slew_m_per_update': 0.07803379981557287, 'integral_limit': 0.46427292722115243}",,
R1R1-A,cascaded_pid_031,13,13,3,1.0,0.23076923076923078,1.625,0.7727197011440141,2.0775803440615612,1.9522399255370326,3.576717248035776,8.841385339104226,"{'candidate_id': 'cascaded_pid_031', 'uav_kp': [0.8533051898909211, 0.8533051898909211, 1.8546766568180844], 'uav_kd': [1.7590253396590667, 1.7590253396590667, 4.245987295238415], 'uav_ki': [0.002015381212732712, 0.002015381212732712, 0.3893737455503592], 'tip_kp': [0.8246650542727136, 0.8246650542727136, 0.40375561020912853], 'tip_kd': [0.6605056052836924, 0.6605056052836924, 0.19279355884109864], 'correction_limit_m': [0.2004109952828036, 0.2004109952828036, 0.15751928806229704], 'correction_slew_m_per_update': 0.05396756203147499, 'integral_limit': 0.3696372640847644}",,
R1R1-A,cascaded_pid_032,13,12,3,0.9230769230769231,0.23076923076923078,2.2800000000000002,0.7939317688292893,1.2049535893598855,1.3209868190674803,4.239725379638748,9.902609982980275,"{'candidate_id': 'cascaded_pid_032', 'uav_kp': [0.709185059516589, 0.709185059516589, 1.570606881229072], 'uav_kd': [4.079052088445661, 4.079052088445661, 1.2043175538756394], 'uav_ki': [0.1576926414317765, 0.1576926414317765, 0.22590998190093733], 'tip_kp': [1.0275871387689914, 1.0275871387689914, 0.9831432959129093], 'tip_kd': [0.5304107041178144, 0.5304107041178144, 0.0796097269941119], 'correction_limit_m': [0.14941385269533813, 0.14941385269533813, 0.16213068565162433], 'correction_slew_m_per_update': 0.08351040915882062, 'integral_limit': 0.33863019243975806}",,
R1R1-A,cascaded_pid_033,13,11,3,0.8461538461538461,0.23076923076923078,1.1150000000000002,1.5139491223462682,3.2380026191678772,3.386131322775959,5.477353095911887,11.992728131510123,"{'candidate_id': 'cascaded_pid_033', 'uav_kp': [1.0742525654126922, 1.0742525654126922, 2.779383325710892], 'uav_kd': [1.119498975290134, 1.119498975290134, 2.4929449320190367], 'uav_ki': [0.22234484503364138, 0.22234484503364138, 0.2105732388623296], 'tip_kp': [1.2175944176969407, 1.2175944176969407, 0.02319741277726884], 'tip_kd': [0.41168067030436695, 0.41168067030436695, 0.06319766070369112], 'correction_limit_m': [0.18286387687316022, 0.18286387687316022, 0.16447078625533734], 'correction_slew_m_per_update': 0.09356226864546575, 'integral_limit': 0.34695991022094064}",,
R1R1-A,cascaded_pid_034,13,10,3,0.7692307692307693,0.23076923076923078,0.97,2.446148093787345,7.158283582461433,7.477969029354206,8.495321211143922,22.328376618295955,"{'candidate_id': 'cascaded_pid_034', 'uav_kp': [2.4865762564412277, 2.4865762564412277, 6.456615764017327], 'uav_kd': [2.4434193567722913, 2.4434193567722913, 4.7290309657744345], 'uav_ki': [0.28274650827435216, 0.28274650827435216, 0.060815935823017524], 'tip_kp': [1.1780823121453396, 1.1780823121453396, 0.2564008898085153], 'tip_kd': [0.07654387902127159, 0.07654387902127159, 0.31741091695970786], 'correction_limit_m': [0.11650347741111328, 0.11650347741111328, 0.06065511290317553], 'correction_slew_m_per_update': 0.035645116806568164, 'integral_limit': 0.39333971282972163}",,
R1R1-A,cascaded_pid_035,13,13,3,1.0,0.23076923076923078,1.7600000000000002,1.1282325272971956,2.785930356595005,2.376493630368834,6.03948928311787,12.843746387804257,"{'candidate_id': 'cascaded_pid_035', 'uav_kp': [1.205921209595933, 1.205921209595933, 5.207360712138741], 'uav_kd': [3.814660084616298, 3.814660084616298, 1.613610497910389], 'uav_ki': [0.09019883653162117, 0.09019883653162117, 0.3792311911240732], 'tip_kp': [0.6513388725747623, 0.6513388725747623, 0.9605966600019401], 'tip_kd': [0.5080790768214255, 0.5080790768214255, 0.09065376085458035], 'correction_limit_m': [0.2564664698409516, 0.2564664698409516, 0.15495642425760098], 'correction_slew_m_per_update': 0.08205034886205835, 'integral_limit': 0.23009659939709548}",,
R1R1-A,cascaded_pid_036,13,7,3,0.5384615384615384,0.23076923076923078,0.8049999999999999,3.184136786396893,9.649312923453179,9.35192324373785,11.882101925732815,32.125783002082,"{'candidate_id': 'cascaded_pid_036', 'uav_kp': [3.2733815882477115, 3.2733815882477115, 6.269917510029913], 'uav_kd': [2.531129850641595, 2.531129850641595, 3.658884044328666], 'uav_ki': [0.12417571912975736, 0.12417571912975736, 0.1768461046198966], 'tip_kp': [0.6605769297405333, 0.6605769297405333, 0.9264979954443064], 'tip_kd': [0.298495890139347, 0.298495890139347, 0.5807509501875252], 'correction_limit_m': [0.24317678092944475, 0.24317678092944475, 0.13606177193628463], 'correction_slew_m_per_update': 0.05689314752042012, 'integral_limit': 0.4115306915499017}",,
R1R1-A,cascaded_pid_037,13,13,3,1.0,0.23076923076923078,0.9299999999999999,1.267759706353875,3.3607393203095848,4.438787914837024,5.519108375997719,15.162662073273754,"{'candidate_id': 'cascaded_pid_037', 'uav_kp': [1.59045444725695, 1.59045444725695, 4.861212147938424], 'uav_kd': [3.6003269870152153, 3.6003269870152153, 1.8549059932161192], 'uav_ki': [0.2327104392389185, 0.2327104392389185, 0.15996287781059437], 'tip_kp': [0.6807748454310968, 0.6807748454310968, 0.8265946249730268], 'tip_kd': [0.15326625437052585, 0.15326625437052585, 0.4757168426421819], 'correction_limit_m': [0.20837412851596304, 0.20837412851596304, 0.11674295674055056], 'correction_slew_m_per_update': 0.030228290028594437, 'integral_limit': 0.3070397184478651}",,
R1R1-A,cascaded_pid_038,13,7,3,0.5384615384615384,0.23076923076923078,0.8200000000000001,3.871955161692805,9.351328841398699,8.704425421292488,15.916089260506029,33.16309525797867,"{'candidate_id': 'cascaded_pid_038', 'uav_kp': [3.2474068899247452, 3.2474068899247452, 6.5626946854458135], 'uav_kd': [1.9726908365518756, 1.9726908365518756, 3.2484666717947457], 'uav_ki': [0.0776334700994073, 0.0776334700994073, 0.364350917156812], 'tip_kp': [1.3075913086574849, 1.3075913086574849, 0.4825704028374221], 'tip_kd': [0.17686356243719095, 0.17686356243719095, 0.5180355832228921], 'correction_limit_m': [0.15876196934294035, 0.15876196934294035, 0.07298776609138488], 'correction_slew_m_per_update': 0.06633466710937373, 'integral_limit': 0.13309029812027406}",,
R1R1-A,cascaded_pid_039,13,7,3,0.5384615384615384,0.23076923076923078,0.935,3.60239661308339,8.844969997282297,9.249223934913838,14.234111004025767,31.259665386005512,"{'candidate_id': 'cascaded_pid_039', 'uav_kp': [3.8841972092548143, 3.8841972092548143, 3.6668167014436532], 'uav_kd': [2.1273714645593973, 2.1273714645593973, 4.086228540676391], 'uav_ki': [0.10696759970319199, 0.10696759970319199, 0.04463969898942021], 'tip_kp': [0.38733864610936075, 0.38733864610936075, 0.9952264118120356], 'tip_kd': [0.06950773559929871, 0.06950773559929871, 0.4834307757188423], 'correction_limit_m': [0.21514185324483137, 0.21514185324483137, 0.19325200033329548], 'correction_slew_m_per_update': 0.03284289867491109, 'integral_limit': 0.20619158967787077}",,
R1R1-A,cascaded_pid_040,13,9,3,0.6923076923076923,0.23076923076923078,3.335,3.314009377526726,10.697581663958715,10.149451891946555,12.752986839783405,30.627458992639074,"{'candidate_id': 'cascaded_pid_040', 'uav_kp': [3.791965227367791, 3.791965227367791, 1.68982765305684], 'uav_kd': [4.7448799334904646, 4.7448799334904646, 5.391019229969738], 'uav_ki': [0.11983168427611911, 0.11983168427611911, 0.019509128785654237], 'tip_kp': [1.1549103682118114, 1.1549103682118114, 0.12414400667746199], 'tip_kd': [0.6871486275501542, 0.6871486275501542, 0.33785311957702374], 'correction_limit_m': [0.2904830165302107, 0.2904830165302107, 0.09422380897490869], 'correction_slew_m_per_update': 0.061877524916702974, 'integral_limit': 0.3310998447506629}",,
R1R1-A,cascaded_pid_041,13,7,3,0.5384615384615384,0.23076923076923078,0.8049999999999999,3.118064397656123,8.888901347343126,9.124917486359328,12.269962973585246,27.891127904876495,"{'candidate_id': 'cascaded_pid_041', 'uav_kp': [3.5212959622380424, 3.5212959622380424, 7.124474452184927], 'uav_kd': [3.240499539048818, 3.240499539048818, 4.603207827311662], 'uav_ki': [0.20356402522360903, 0.20356402522360903, 0.07583909956667152], 'tip_kp': [0.8133364114830757, 0.8133364114830757, 0.569445267351981], 'tip_kd': [0.007135229218116428, 0.007135229218116428, 0.3510566266149559], 'correction_limit_m': [0.13471141937492215, 0.13471141937492215, 0.11289274219777555], 'correction_slew_m_per_update': 0.06950403025846619, 'integral_limit': 0.33768220961499334}",,
R1R1-A,cascaded_pid_042,13,7,3,0.5384615384615384,0.23076923076923078,1.48,3.56453347148113,8.124508692693949,7.959298697956939,14.443656222528324,28.50285061536561,"{'candidate_id': 'cascaded_pid_042', 'uav_kp': [3.0909504758925164, 3.0909504758925164, 3.378759990159951], 'uav_kd': [0.9546258754056267, 0.9546258754056267, 5.007912170212568], 'uav_ki': [0.16741958206714894, 0.16741958206714894, 0.28219859739343084], 'tip_kp': [0.5446212489954231, 0.5446212489954231, 0.1905872315981982], 'tip_kd': [0.7630598491522356, 0.7630598491522356, 0.2195943744322762], 'correction_limit_m': [0.0796378577772054, 0.0796378577772054, 0.17663623541304072], 'correction_slew_m_per_update': 0.01353629971192413, 'integral_limit': 0.381725856343025}",,
R1R1-A,cascaded_pid_043,13,13,3,1.0,0.23076923076923078,1.1099999999999999,1.507848635258683,3.4667733233413265,5.966645653293498,5.93516637953099,14.61720529537656,"{'candidate_id': 'cascaded_pid_043', 'uav_kp': [2.759821270385542, 2.759821270385542, 4.134162831142319], 'uav_kd': [3.054831746871691, 3.054831746871691, 4.789662351537388], 'uav_ki': [0.16240620477326928, 0.16240620477326928, 0.27300992993341744], 'tip_kp': [0.2564188352484402, 0.2564188352484402, 0.18573452114945438], 'tip_kd': [0.6118583773216305, 0.6118583773216305, 0.04333546399435748], 'correction_limit_m': [0.07008819100452873, 0.07008819100452873, 0.08005454768741561], 'correction_slew_m_per_update': 0.04211009678253475, 'integral_limit': 0.1377844600473468}",,
R1R1-A,cascaded_pid_044,13,10,3,0.7692307692307693,0.23076923076923078,2.345,0.9804126109244197,2.236535667932306,2.9927678599604444,4.565288016335442,12.181539686751961,"{'candidate_id': 'cascaded_pid_044', 'uav_kp': [1.1261874211073621, 1.1261874211073621, 0.943573961418658], 'uav_kd': [3.174162456547352, 3.174162456547352, 4.02037355136417], 'uav_ki': [0.016162069095142506, 0.016162069095142506, 0.1485641166525588], 'tip_kp': [1.3496652145139587, 1.3496652145139587, 0.8422013802588242], 'tip_kd': [0.7929181652694969, 0.7929181652694969, 0.2885706258591518], 'correction_limit_m': [0.24824723208014257, 0.24824723208014257, 0.0965359488403367], 'correction_slew_m_per_update': 0.010926474192553572, 'integral_limit': 0.2709521480323724}",,
R1R1-A,cascaded_pid_045,13,10,3,0.7692307692307693,0.23076923076923078,1.92,1.3306881864639568,3.582094815127505,4.98232248056771,5.3533812182587095,16.81535683957138,"{'candidate_id': 'cascaded_pid_045', 'uav_kp': [1.5778893506780185, 1.5778893506780185, 1.9380295366548266], 'uav_kd': [4.197430809402312, 4.197430809402312, 3.824393711026776], 'uav_ki': [0.05762758643720049, 0.05762758643720049, 0.23514498141913676], 'tip_kp': [1.4772684404357683, 1.4772684404357683, 0.06786172739591806], 'tip_kd': [0.16668713744872715, 0.16668713744872715, 0.1593069971167208], 'correction_limit_m': [0.1940701531416381, 0.1940701531416381, 0.15092160981874075], 'correction_slew_m_per_update': 0.08712229372053268, 'integral_limit': 0.4968507824547843}",,
R1R1-A,cascaded_pid_046,13,13,5,1.0,0.38461538461538464,2.025,1.0653165883875062,1.3371487064980994,1.2045231906571252,5.53062534692957,10.505620743589983,"{'candidate_id': 'cascaded_pid_046', 'uav_kp': [1.271790555315584, 1.271790555315584, 0.8869137748101102], 'uav_kd': [4.97890282941335, 4.97890282941335, 3.9254908753995688], 'uav_ki': [0.06795582428206867, 0.06795582428206867, 0.17126038164059487], 'tip_kp': [0.2961632759606707, 0.2961632759606707, 0.5816668457781229], 'tip_kd': [0.46890005523809464, 0.46890005523809464, 0.2496734786288316], 'correction_limit_m': [0.2379762179469299, 0.2379762179469299, 0.17310344984434747], 'correction_slew_m_per_update': 0.04000673254404631, 'integral_limit': 0.17627977489498325}",,
R1R1-A,cascaded_pid_047,13,13,3,1.0,0.23076923076923078,1.94,0.6039342534084581,0.8978952353372359,1.2237157361550854,2.417440944100213,6.30945695034281,"{'candidate_id': 'cascaded_pid_047', 'uav_kp': [0.5965388240648939, 0.5965388240648939, 1.3121132452564628], 'uav_kd': [1.545399995733179, 1.545399995733179, 3.596614949895952], 'uav_ki': [0.11324565829712407, 0.11324565829712407, 0.38305825484076317], 'tip_kp': [1.276097985798647, 1.276097985798647, 0.6956004503714239], 'tip_kd': [0.13323332850047495, 0.13323332850047495, 0.17028437952649392], 'correction_limit_m': [0.1675675688364991, 0.1675675688364991, 0.024055127395900634], 'correction_slew_m_per_update': 0.05960662947087938, 'integral_limit': 0.12338786686465517}",,
R1R1-A,cascaded_pid_048,13,13,3,1.0,0.23076923076923078,0.915,2.1457346075696684,4.336703895690224,8.446802209336314,7.042467742767377,17.906937628671002,"{'candidate_id': 'cascaded_pid_048', 'uav_kp': [3.9819104958333233, 3.9819104958333233, 3.753899519525511], 'uav_kd': [4.576206169439175, 4.576206169439175, 4.405226430306384], 'uav_ki': [0.12954350899458436, 0.12954350899458436, 0.03749267432544439], 'tip_kp': [1.2190266204765101, 1.2190266204765101, 0.6788085614356598], 'tip_kd': [0.01407361721366552, 0.01407361721366552, 0.015351591985028359], 'correction_limit_m': [0.06370854211569085, 0.06370854211569085, 0.12824507203114394], 'correction_slew_m_per_update': 0.022487095493227867, 'integral_limit': 0.08263690169725452}",,
R1R1-A,cascaded_pid_049,13,13,3,1.0,0.23076923076923078,0.9450000000000001,0.47919454664480465,0.6544045578412546,0.8796355271937557,1.9854939754809495,4.983534031777954,"{'candidate_id': 'cascaded_pid_049', 'uav_kp': [0.7880278150295477, 0.7880278150295477, 6.792733968025164], 'uav_kd': [1.6655829560320892, 1.6655829560320892, 2.3979259025843076], 'uav_ki': [0.03580604940922334, 0.03580604940922334, 0.10579148010134767], 'tip_kp': [0.418672017627263, 0.418672017627263, 0.9500051485387903], 'tip_kd': [0.13859816258792715, 0.13859816258792715, 0.054243500028102506], 'correction_limit_m': [0.038630932957461894, 0.038630932957461894, 0.04553214771685643], 'correction_slew_m_per_update': 0.09277835729789612, 'integral_limit': 0.4439766031555929}",,
R1R1-A,cascaded_pid_050,13,13,5,1.0,0.38461538461538464,0.8900000000000001,0.8466540255114258,0.8522129174533303,1.1366635602822468,4.456788745594431,9.572183131087142,"{'candidate_id': 'cascaded_pid_050', 'uav_kp': [1.1732062592116752, 1.1732062592116752, 7.046159896788167], 'uav_kd': [4.3363751678870734, 4.3363751678870734, 5.764029853367194], 'uav_ki': [0.08583743700979815, 0.08583743700979815, 0.05400722762178394], 'tip_kp': [1.429375994009828, 1.429375994009828, 0.45480592874860065], 'tip_kd': [0.6223313030817113, 0.6223313030817113, 0.3239657388920952], 'correction_limit_m': [0.03796716562643601, 0.03796716562643601, 0.19651144738669396], 'correction_slew_m_per_update': 0.09968582978801316, 'integral_limit': 0.36268464557861174}",,
R1R1-A,cascaded_pid_051,13,13,5,1.0,0.38461538461538464,0.94,0.7644875994039487,0.9304768018041364,1.1366839807614875,4.025585688120878,9.163834168210105,"{'candidate_id': 'cascaded_pid_051', 'uav_kp': [0.8421040126666081, 0.8421040126666081, 7.8941915345722355], 'uav_kd': [4.215320360086097, 4.215320360086097, 3.29733405461328], 'uav_ki': [0.21563716118834814, 0.21563716118834814, 0.12760892403736027], 'tip_kp': [0.5163689218370144, 0.5163689218370144, 0.20836202904730447], 'tip_kd': [0.08767389357460696, 0.08767389357460696, 0.5689570044891012], 'correction_limit_m': [0.1017227858062761, 0.1017227858062761, 0.18978568187191663], 'correction_slew_m_per_update': 0.03223389419296697, 'integral_limit': 0.1650172941991655}",,
R1R1-A,cascaded_pid_052,13,13,3,1.0,0.23076923076923078,0.885,0.4820647541681741,0.7043573447535221,0.9652998245447272,2.156077672912791,5.4810099270949495,"{'candidate_id': 'cascaded_pid_052', 'uav_kp': [0.6774239065999066, 0.6774239065999066, 5.496412102413223], 'uav_kd': [2.054533600290158, 2.054533600290158, 2.849552601770858], 'uav_ki': [0.10853819130217357, 0.10853819130217357, 0.11255704821917134], 'tip_kp': [1.1295054080099076, 1.1295054080099076, 0.8497277395663683], 'tip_kd': [0.21076672961453033, 0.21076672961453033, 0.40939686696380656], 'correction_limit_m': [0.05659178310570289, 0.05659178310570289, 0.12332623522298668], 'correction_slew_m_per_update': 0.059105080813597013, 'integral_limit': 0.2879804249777967}",,
R1R1-A,cascaded_pid_053,13,9,3,0.6923076923076923,0.23076923076923078,1.105,1.7840404540745796,5.9503410245720705,6.955534789250611,7.300585808787709,20.449209548868357,"{'candidate_id': 'cascaded_pid_053', 'uav_kp': [2.8436079168601394, 2.8436079168601394, 2.261560073481593], 'uav_kd': [3.723372657633459, 3.723372657633459, 1.426066778435744], 'uav_ki': [0.13536241035792104, 0.13536241035792104, 0.08304898173412331], 'tip_kp': [0.4242985831842197, 0.4242985831842197, 0.7437737583201166], 'tip_kd': [0.7281112757278795, 0.7281112757278795, 0.5000510495487474], 'correction_limit_m': [0.1757514497398739, 0.1757514497398739, 0.14738089999114698], 'correction_slew_m_per_update': 0.07386012942863582, 'integral_limit': 0.21804929843676996}",,
R1R1-A,cascaded_pid_054,13,13,3,1.0,0.23076923076923078,1.12,1.1142171824198914,1.3418097922040717,2.6136241380878746,6.166775839538016,11.62418072158267,"{'candidate_id': 'cascaded_pid_054', 'uav_kp': [1.9609561173701326, 1.9609561173701326, 7.502936445879876], 'uav_kd': [3.676256486971994, 3.676256486971994, 5.789962264705505], 'uav_ki': [0.06548960586622252, 0.06548960586622252, 0.038597003447152334], 'tip_kp': [0.1547310776669933, 0.1547310776669933, 0.1675401751084804], 'tip_kd': [0.04912957557840375, 0.04912957557840375, 0.3722215991677221], 'correction_limit_m': [0.22166642757819538, 0.22166642757819538, 0.17872965669929497], 'correction_slew_m_per_update': 0.08012416542695885, 'integral_limit': 0.050492344750316734}",,
R1R1-A,cascaded_pid_055,13,13,3,1.0,0.23076923076923078,1.96,2.1150031251901154,7.09036805993508,7.386123702789498,6.972749287962663,23.248167476652704,"{'candidate_id': 'cascaded_pid_055', 'uav_kp': [2.149983306892406, 2.149983306892406, 5.632207297035939], 'uav_kd': [2.8570611384430027, 2.8570611384430027, 1.0276828581734454], 'uav_ki': [0.2920057646635473, 0.2920057646635473, 0.012379289273312367], 'tip_kp': [0.957245530827171, 0.957245530827171, 0.33641571626610073], 'tip_kd': [0.2611315871290301, 0.2611315871290301, 0.10673953302549977], 'correction_limit_m': [0.18041456785275872, 0.18041456785275872, 0.11979390003298358], 'correction_slew_m_per_update': 0.07230783963277854, 'integral_limit': 0.4241253864570128}",,
R1R1-A,cascaded_pid_056,13,7,3,0.5384615384615384,0.23076923076923078,1.3450000000000002,4.455668679331977,12.51579836093459,7.279640394829755,18.642609153779635,36.512344127602724,"{'candidate_id': 'cascaded_pid_056', 'uav_kp': [3.5514775281249427, 3.5514775281249427, 2.0848373926568473], 'uav_kd': [1.358158730986673, 1.358158730986673, 2.4189508376604323], 'uav_ki': [0.02478235407283618, 0.02478235407283618, 0.3189509063624629], 'tip_kp': [0.8949293781098578, 0.8949293781098578, 0.13444296584727644], 'tip_kd': [0.05925959208939997, 0.05925959208939997, 0.29098732287862733], 'correction_limit_m': [0.12162556562143605, 0.12162556562143605, 0.0840252292146432], 'correction_slew_m_per_update': 0.01992159357816195, 'integral_limit': 0.25469468771314197}",,
R1R1-A,cascaded_pid_057,13,13,3,1.0,0.23076923076923078,1.0699999999999998,0.949057654946501,1.556517483810341,2.8551604291885826,3.9052069819347652,9.780110474359628,"{'candidate_id': 'cascaded_pid_057', 'uav_kp': [1.4451441814880321, 1.4451441814880321, 4.2407843254485655], 'uav_kd': [1.9110421827011086, 1.9110421827011086, 5.252872174670199], 'uav_ki': [0.237630606063016, 0.237630606063016, 0.16370753352882386], 'tip_kp': [0.4763503697571043, 0.4763503697571043, 0.6338916077214215], 'tip_kd': [0.4766158854825333, 0.4766158854825333, 0.30160614535069413], 'correction_limit_m': [0.04359784839701641, 0.04359784839701641, 0.0528613713485612], 'correction_slew_m_per_update': 0.034300655737516055, 'integral_limit': 0.45752703335051226}",,
R1R1-A,cascaded_pid_058,13,10,3,0.7692307692307693,0.23076923076923078,0.885,2.7021070313931372,8.084546113103356,9.029709308808854,9.336442290517718,25.292105371837014,"{'candidate_id': 'cascaded_pid_058', 'uav_kp': [3.376140294638561, 3.376140294638561, 5.63864300775741], 'uav_kd': [3.9184346174176694, 3.9184346174176694, 1.3892874828913802], 'uav_ki': [0.010533981024132525, 0.010533981024132525, 0.14058299704545438], 'tip_kp': [1.434093443737928, 1.434093443737928, 0.8061004482712623], 'tip_kd': [0.6271325245664, 0.6271325245664, 0.5349912857311008], 'correction_limit_m': [0.14538100388212266, 0.14538100388212266, 0.10997582491769693], 'correction_slew_m_per_update': 0.014275118845119722, 'integral_limit': 0.30203268576333936}",,
R1R1-A,cascaded_pid_059,13,13,3,1.0,0.23076923076923078,1.62,2.1209773510906476,4.32502260676764,4.802107500012685,8.537475055394959,15.745577674033727,"{'candidate_id': 'cascaded_pid_059', 'uav_kp': [1.7435973863714298, 1.7435973863714298, 3.6093281233992176], 'uav_kd': [0.8439641032909795, 0.8439641032909795, 5.372215832980085], 'uav_ki': [0.15266394935973862, 0.15266394935973862, 0.09499784303625464], 'tip_kp': [0.7624904585067533, 0.7624904585067533, 0.3632686808056385], 'tip_kd': [0.5450416200007989, 0.5450416200007989, 0.546142173545582], 'correction_limit_m': [0.0945934883788082, 0.0945934883788082, 0.03986898226398192], 'correction_slew_m_per_update': 0.09150543179357538, 'integral_limit': 0.19602777099348473}",,
R1R1-A,cascaded_pid_060,13,7,3,0.5384615384615384,0.23076923076923078,1.15,4.4930874950946,13.253508118597392,8.433594123085273,16.561235623529896,36.29890689474559,"{'candidate_id': 'cascaded_pid_060', 'uav_kp': [3.0082036056827826, 3.0082036056827826, 2.854726652667063], 'uav_kd': [1.2680083508730946, 1.2680083508730946, 1.9523144914342607], 'uav_ki': [0.07371359269806978, 0.07371359269806978, 0.3951824153799134], 'tip_kp': [0.718955805034023, 0.718955805034023, 0.720909185287799], 'tip_kd': [0.1921588845959784, 0.1921588845959784, 0.11807313606092029], 'correction_limit_m': [0.29393424891052433, 0.29393424891052433, 0.15977174896328333], 'correction_slew_m_per_update': 0.0529803684977582, 'integral_limit': 0.09600461200501803}",,
R1R1-A,cascaded_pid_061,13,13,5,1.0,0.38461538461538464,2.52,0.37195403476222944,0.69010929944139,0.6782666916402925,1.6756972053328258,5.748188790779182,"{'candidate_id': 'cascaded_pid_061', 'uav_kp': [0.4389290477363431, 0.4389290477363431, 1.7354078336487042], 'uav_kd': [3.4974487716889886, 3.4974487716889886, 4.949259390824762], 'uav_ki': [0.1919913844321036, 0.1919913844321036, 0.026763720295116644], 'tip_kp': [0.5137306298841408, 0.5137306298841408, 0.09353969321807315], 'tip_kd': [0.6671070813485961, 0.6671070813485961, 0.0698140514467288], 'correction_limit_m': [0.08265392367976052, 0.08265392367976052, 0.02611250460496481], 'correction_slew_m_per_update': 0.09693266769673356, 'integral_limit': 0.3954002436293109}",,
R1R1-A,cascaded_pid_062,13,13,3,1.0,0.23076923076923078,1.065,1.2386727944022964,1.8912233990702492,2.8753549052068177,6.734452621620665,12.911630320183368,"{'candidate_id': 'cascaded_pid_062', 'uav_kp': [1.7795419547071836, 1.7795419547071836, 3.4667756569519055], 'uav_kd': [4.8207782394306165, 4.8207782394306165, 4.176588917214536], 'uav_ki': [0.22566714434216076, 0.22566714434216076, 0.2507037720068265], 'tip_kp': [0.4555707899370609, 0.4555707899370609, 0.522461237095662], 'tip_kd': [0.22591103178681704, 0.22591103178681704, 0.25684992637027726], 'correction_limit_m': [0.09876064516623259, 0.09876064516623259, 0.1677111664996153], 'correction_slew_m_per_update': 0.0443909598361089, 'integral_limit': 0.27733182235150167}",,
R1R1-A,cascaded_pid_063,13,7,3,0.5384615384615384,0.23076923076923078,1.045,3.083024840074752,9.33528198127736,8.153061757945613,11.82570431051334,28.87473729257089,"{'candidate_id': 'cascaded_pid_063', 'uav_kp': [2.332850463656607, 2.332850463656607, 2.963280821484706], 'uav_kd': [1.9909412014608192, 1.9909412014608192, 2.098536207263869], 'uav_ki': [0.2783703685749258, 0.2783703685749258, 0.296461114810413], 'tip_kp': [1.457965803139245, 1.457965803139245, 0.35659125576808504], 'tip_kd': [0.495875914756538, 0.495875914756538, 0.5309015115995211], 'correction_limit_m': [0.19558080930679092, 0.19558080930679092, 0.11257448796782288], 'correction_slew_m_per_update': 0.0637016357237004, 'integral_limit': 0.32347009975951513}",,
R1R1-B,cascaded_pid_000,75,75,24,1.0,0.32,4.1475,0.25768747846270496,0.75956546896349,0.5111771481564694,0.9591211224177854,4.161459279218494,"{'candidate_id': 'cascaded_pid_000', 'uav_kp': [0.5237134560672846, 0.5237134560672846, 1.3846574073044566], 'uav_kd': [2.715543320252637, 2.715543320252637, 3.1353925459248084], 'uav_ki': [0.07979999709052014, 0.07979999709052014, 0.12010136300500128], 'tip_kp': [0.020027522237378456, 0.020027522237378456, 0.49197344847451957], 'tip_kd': [0.7535525476644604, 0.7535525476644604, 0.0055343660840054066], 'correction_limit_m': [0.11258351842882815, 0.11258351842882815, 0.0692459110810238], 'correction_slew_m_per_update': 0.015836846728570834, 'integral_limit': 0.2489851805576911}",4,False
R1R1-B,cascaded_pid_016,75,75,24,1.0,0.32,4.0325,0.3410338935218949,0.6703048185564061,0.5018304901795813,1.1202110957757514,6.9884141503226695,"{'candidate_id': 'cascaded_pid_016', 'uav_kp': [0.4793788377974422, 0.4793788377974422, 6.671322269307579], 'uav_kd': [4.489293077043132, 4.489293077043132, 5.954965162529304], 'uav_ki': [0.16918622090788954, 0.16918622090788954, 0.3730143538798787], 'tip_kp': [0.3269470346143512, 0.3269470346143512, 0.6014584463173618], 'tip_kd': [0.6388722396129969, 0.6388722396129969, 0.20610125194868414], 'correction_limit_m': [0.09247736306790313, 0.09247736306790313, 0.06300183823080273], 'correction_slew_m_per_update': 0.02395136304468952, 'integral_limit': 0.18234243113616294}",4,False
