controller,stage2_rank,sample_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,control_effort,x_control_effort,total_acceleration_effort,max_abs_ax_m_s2,max_ax_step_m_s2,max_abs_ay_m_s2,max_ay_step_m_s2,max_abs_az_m_s2,max_az_step_m_s2,max_cutter_angular_speed_rad_s,max_thrust_N,max_abs_torque_Nm
pid,2,calm__+y_r0.25,True,True,5.34,0.15545997022509508,0.0,,,0.0,0.0,0.0111572132455739,0.0,0.0,0.06013769356692848,0.025,0.0011248228730326635,8.068004949708576e-05,0.00690182891859581,129.89261842751176,0.1154804484858826
pid,2,wind_1p5__+y_r0.25,True,True,7.5600000000000005,0.1502970085705908,0.2950140970770507,,,0.03477567944502509,0.03477567944502509,0.041555616717444954,0.07882259490776466,0.006093481666947273,0.05743599238727369,0.025,0.015269928988801909,0.00960222983154272,0.021898346022451116,130.08663994716326,0.0747954808397129
pid,2,wind_3p0__+y_r0.25,True,False,,0.259405886473876,0.9517113752097428,,,0.5827493923953966,0.5827493923953966,0.5942919417569696,0.3055341477732398,0.024431206524008736,0.05755646252037512,0.025,0.07118638271031695,0.04304132753381737,0.09710012081953215,130.7550356844349,0.17415204554238722
pid,2,calm__-y_r0.25,True,True,5.34,0.15545997022509508,0.0,,,0.0,0.0,0.0111572132455739,0.0,0.0,0.06013769356692848,0.025,0.0011248228730326635,8.068004949708576e-05,0.00690182891859581,129.89261842751176,0.1154804484858826
pid,2,wind_1p5__-y_r0.25,True,True,7.5600000000000005,0.1502970085705908,0.2950140970770507,,,0.03477567944502509,0.03477567944502509,0.041555616717444954,0.07882259490776466,0.006093481666947273,0.05743599238727369,0.025,0.015269928988801909,0.00960222983154272,0.021898346022451116,130.08663994716326,0.0747954808397129
pid,2,wind_3p0__-y_r0.25,True,False,,0.259405886473876,0.9517113752097428,,,0.5827493923953966,0.5827493923953966,0.5942919417569696,0.3055341477732398,0.024431206524008736,0.05755646252037512,0.025,0.07118638271031695,0.04304132753381737,0.09710012081953215,130.7550356844349,0.17415204554238722
pid,2,calm__+z_r0.25,True,True,1.25,0.05180510724881431,0.0,,,0.0,0.0,0.2795887855244298,0.0,0.0,0.0,0.0,1.006249999999999,0.25,0.0,143.20714999999998,0.0
pid,2,wind_1p5__+z_r0.25,True,True,4.025,0.0732856608498829,0.3045896529184786,,,0.034794152539859895,0.034794152539859895,0.31949290677881814,0.07882259490776466,0.006093481666947273,0.0,0.0,1.0076512909538395,0.25,0.021898346022451116,143.22575596377436,0.05326372509852802
pid,2,wind_3p0__+z_r0.25,True,False,,0.22368072447583856,0.9812922723435732,,,0.5820640527849488,0.5820640527849488,0.8856012774361997,0.3055341477732398,0.024431206524008736,0.0,0.0,1.0257819267509192,0.25,0.09710012081953215,143.47110263004302,0.17415204554238722
pid,2,calm__-z_r0.25,True,True,1.25,0.05180510724881431,0.0,,,0.0,0.0,0.2795887855244335,0.0,0.0,0.0,0.0,1.0062500000000014,0.25,0.0,134.29456192176508,0.0
pid,2,wind_1p5__-z_r0.25,True,True,4.03,0.07292158112780316,0.28408111013697035,,,0.034682559972860044,0.034682559972860044,0.3094874727077249,0.07882259490776466,0.006093481666947273,0.0,0.0,1.003282690492115,0.25,0.021898346022451116,134.22220121756095,0.05326372509852802
pid,2,wind_3p0__-z_r0.25,True,False,,0.22349413770751686,0.9213350167188363,,,0.5825519055522792,0.5825519055522792,0.8474996798623612,0.3055341477732398,0.024431206524008736,0.0,0.0,0.9925321416656677,0.25,0.09710012081953215,134.05568208452917,0.17415204554238722
pid,2,stochastic_dev_0000,True,True,2.2700000000000005,0.0700558569018724,0.5480555084965498,,,0.02528756596527356,0.02528756596527356,0.026493291396695488,0.12573484406904942,0.1197411003004804,0.0,0.0,0.034802815487893816,0.016502392083807733,0.05241198961757776,130.345549074365,0.17502312974071996
