candidate_id,sample_count,safe_sample_count,task_success_count,safety_rate,task_success_rate,acquisition_median_s,position_rmse_3d_m,orientation_rmse_deg,control_effort,x_control_effort,total_acceleration_effort,ramp_peak_position_error_m,ramp_steady_state_position_error_m,gain_norm
pid_000,8,8,4,1.0,0.5,6.452500000000001,0.20474555405100878,0.7904716749063809,0.3324710873774124,0.3324710873774124,0.33482840812223214,0.0,0.0,1.2806248474865698
pid_001,8,8,4,1.0,0.5,5.9925,0.176491232506699,0.8301429520493686,0.34966805441387927,0.34966805441387927,0.352066014263533,0.0,0.0,1.284523257866513
pid_002,8,8,2,1.0,0.25,2.5125,0.1865755760108218,0.8591057583613556,0.31200362151026395,0.31200362151026395,0.3157907588371988,0.0,0.0,2.154065922853802
pid_003,8,8,4,1.0,0.5,5.46,0.1607773987808508,0.8686724707094213,0.3184710980057316,0.3184710980057316,0.32227369639233405,0.0,0.0,2.1563858652847827
pid_004,8,8,4,1.0,0.5,5.470000000000001,0.1707731995967836,0.8364415261721374,0.32311783070420397,0.32311783070420397,0.32840639960856277,0.0,0.0,4.079215610874228
pid_005,8,8,4,1.0,0.5,5.3,0.1523172292466104,0.8455460798088271,0.3282497377454794,0.3282497377454794,0.3335921536827786,0.0,0.0,4.080441152620633
pid_006,8,8,0,1.0,0.0,,0.2855630173923622,2.757328325481585,1.1766417056913927,1.1766417056913927,1.1990968682755523,0.0,0.0,1.886796226411321
pid_007,8,8,0,1.0,0.0,,0.3012494781413487,3.007830979918781,1.394642017763423,1.394642017763423,1.4226034563250571,0.0,0.0,1.8894443627691184
pid_008,8,8,0,1.0,0.0,,0.18227859898420629,1.9086650253094495,0.5249213812154967,0.5249213812154967,0.5410740840903319,0.0,0.0,2.5612496949731396
pid_009,8,8,0,1.0,0.0,,0.17501089630804495,1.94784837272694,0.5440062262852926,0.5440062262852926,0.5606413945392785,0.0,0.0,2.563201123595259
pid_010,8,8,2,1.0,0.25,2.225,0.14063596213875476,1.29901403003116,0.41261697185963,0.41261697185963,0.4232730594801326,0.0,0.0,4.308131845707604
pid_011,8,8,2,1.0,0.25,2.275,0.13288931713738222,1.3119797973960186,0.41698615430611563,0.41698615430611563,0.42779135871065055,0.0,0.0,4.309292285283049
pid_012,8,8,0,1.0,0.0,,1.2480024329668993,12.709553454681126,17.488918742069416,17.488918742069416,21.640711150280353,0.0,0.0,3.3526109228480423
pid_013,8,8,0,1.0,0.0,,1.306524632665304,12.83624159656496,18.199114363264474,18.199114363264474,22.591250878780585,0.0,0.0,3.3541019662496847
pid_014,8,8,0,1.0,0.0,,0.48610857562725407,8.027845761625787,6.460950147100775,6.460950147100775,8.288006103577095,0.0,0.0,3.773592452822642
pid_015,8,8,0,1.0,0.0,,0.5137997444235667,8.42373380736717,6.941303622596083,6.941303622596083,8.978091120295748,0.0,0.0,3.774917217635375
pid_016,8,8,0,1.0,0.0,,0.1701567493412272,2.7040897573783917,0.9497985794225582,0.9497985794225582,1.004651871720983,0.0,0.0,5.122499389946279
pid_017,8,8,0,1.0,0.0,,0.169136426940316,2.743650187367792,0.9692899139442419,0.9692899139442419,1.0261587422263438,0.0,0.0,5.1234753829798
