candidate_id,k_beta,k_p_beta,sample_count,safe_sample_count,task_success_count,safety_rate,task_success_rate,position_rmse_3d_m,acquisition_median_s,ramp_peak_position_error_m,ramp_steady_state_position_error_m,equivalent_swing_rms_deg,equivalent_swing_peak_deg,total_acceleration_effort,limiter_parity_rate,runtime_limits_rate
lv2026_000,1.6,1.6,57,57,32,1.0,0.5614035087719298,0.14215165747248237,2.3725000000000005,0.1462048302596153,0.19596440328494374,1.6360740610498863,10.035336820670043,5.958176350420141,1.0,1.0
lv2026_003,3.2,1.6,57,57,10,1.0,0.17543859649122806,0.3999770025323319,1.2574999999999998,0.18431941573567073,0.2774994748847531,5.106613824652124,15.38017463017825,15.126943373180108,1.0,1.0
lv2026_001,1.6,3.2,57,57,10,1.0,0.17543859649122806,0.3999770025323366,1.2574999999999998,0.1843194157356708,0.27749947488475324,5.106613824652211,15.380174630178226,15.126943373180183,1.0,1.0
