candidate_id,stage1_rank,sample_id,scenario,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,equivalent_swing_rms_deg,equivalent_swing_peak_deg,paper_swing_correction_ax,nominal_pid_ax,final_ax_effort,total_acceleration_effort,limiter_mismatch_max,runtime_limits_pass
lv2026_000,1,calm__+x_r0.15,CALM_3D_SETPOINT,True,True,3.0300000000000002,0.08821834490239983,3.04813413394193,,,2.5819817347223464,9.136012913671172,,,8.140155347950957,8.36039173721244,4.51729972232758,True
lv2026_000,1,wind_1p5__+x_r0.15,WIND_3D_SETPOINT,True,True,2.4750000000000005,0.06386110946776952,1.4928653971333905,,,1.2399438187003864,5.160840182814564,,,4.940186615692964,5.037228226232691,3.533125254725729,True
lv2026_000,1,wind_3p0__+x_r0.15,WIND_3D_SETPOINT,True,True,1.0499999999999998,0.26907962575837396,3.71842117396178,,,3.3094137040604634,9.095418559597995,,,11.260943723047202,11.770494314719894,4.639935735384507,True
lv2026_000,1,calm__-x_r0.15,CALM_3D_SETPOINT,True,True,3.0300000000000002,0.0892180950035473,3.03161427082146,,,2.564886202719582,8.869326525135774,,,8.027706332591187,8.265230176685154,4.305292525171836,True
lv2026_000,1,wind_1p5__-x_r0.15,WIND_3D_SETPOINT,True,False,,0.11056682462047025,1.978384398607919,,,1.6700303396238962,7.8681946615391825,,,6.419084023617225,6.525457154829772,3.6959988654843103,True
lv2026_000,1,wind_3p0__-x_r0.15,WIND_3D_SETPOINT,True,False,,0.3549511788241328,3.873740014459936,,,3.441391900642641,9.504882916529969,,,11.755706443851661,12.250594826027873,4.4210097287183485,True
lv2026_000,1,calm__+y_r0.15,CALM_3D_SETPOINT,True,True,4.955,0.09327564472024619,0.0,,,0.0,0.0,,,0.0,0.00401628670776459,0.0,True
lv2026_000,1,wind_1p5__+y_r0.15,WIND_3D_SETPOINT,True,False,,0.0988568999840398,1.1111684043697685,,,0.8999079054282046,4.09926422994023,,,4.102870787320941,4.165830020245476,2.932204865624347,True
lv2026_000,1,wind_3p0__+y_r0.15,WIND_3D_SETPOINT,True,False,,0.30523541116228337,3.6651493234855206,,,3.25890086846051,8.797852557378539,,,11.169773549388028,11.66685809499786,4.413045009799587,True
lv2026_000,1,calm__-y_r0.15,CALM_3D_SETPOINT,True,True,4.955,0.09327564472024619,0.0,,,0.0,0.0,,,0.0,0.00401628670776459,0.0,True
lv2026_000,1,wind_1p5__-y_r0.15,WIND_3D_SETPOINT,True,False,,0.0988568999840398,1.1111684043697685,,,0.8999079054282046,4.09926422994023,,,4.102870787320941,4.165830020245476,2.932204865624347,True
lv2026_000,1,wind_3p0__-y_r0.15,WIND_3D_SETPOINT,True,False,,0.30523541116228337,3.6651493234855206,,,3.25890086846051,8.797852557378539,,,11.169773549388028,11.66685809499786,4.413045009799587,True
lv2026_000,1,calm__+z_r0.15,CALM_3D_SETPOINT,True,True,0.99,0.029780750412311516,0.0,,,0.0,0.0,,,0.0,0.11217005724800687,0.0,True
lv2026_000,1,wind_1p5__+z_r0.15,WIND_3D_SETPOINT,True,True,1.0,0.059635780356910396,1.1731280222181661,,,0.952758318241989,3.8967620334190256,,,4.2214245123554175,4.400695806228402,3.071355743596567,True
lv2026_000,1,wind_3p0__+z_r0.15,WIND_3D_SETPOINT,True,False,,0.3184520182957982,3.8337143834808804,,,3.4128085827467216,9.664296773645379,,,11.537540774853149,12.162718626313696,4.633835733570541,True
lv2026_000,1,calm__-z_r0.15,CALM_3D_SETPOINT,True,True,0.99,0.029780750412311496,0.0,,,0.0,0.0,,,0.0,0.11217005724800738,0.0,True
lv2026_000,1,wind_1p5__-z_r0.15,WIND_3D_SETPOINT,True,True,1.0300000000000002,0.05879936999265865,1.0702467827670226,,,0.864664687050941,3.984565124556706,,,4.004311609836382,4.174389118893826,2.767190549739606,True
lv2026_000,1,wind_3p0__-z_r0.15,WIND_3D_SETPOINT,True,False,,0.2835079182904422,3.559223052221215,,,3.1784665958674205,9.029245262850067,,,10.952995894352087,11.554528143786989,4.509436976879968,True
lv2026_000,1,calm__+x_r0.25,CALM_3D_SETPOINT,True,False,,0.164826718480506,4.013242027610676,,,3.4344874703504833,9.639799196348504,,,10.873307485517975,11.362010789663975,4.835668360058758,True
lv2026_000,1,wind_1p5__+x_r0.25,WIND_3D_SETPOINT,True,True,3.0300000000000002,0.13095281103312628,2.527863885710811,,,2.1633127368939093,8.644673797789896,,,6.752672491709484,6.925184298822527,3.90612841502187,True
lv2026_000,1,wind_3p0__+x_r0.25,WIND_3D_SETPOINT,True,False,,0.30803263077641047,3.7986454958933886,,,3.3787932449596827,9.588744316361641,,,11.40479728719931,11.928888713912933,4.5751417511185135,True
lv2026_000,1,calm__-x_r0.25,CALM_3D_SETPOINT,True,False,,0.15598993341301814,4.079469222781049,,,3.495408498059653,9.713277604511546,,,10.893468385285018,11.314174666030066,4.875171810274119,True
lv2026_000,1,wind_1p5__-x_r0.25,WIND_3D_SETPOINT,True,False,,0.15003186654185582,2.7060731490262664,,,2.2743533784920174,7.953826328607564,,,7.623097557357561,7.807378062429234,4.077631485244429,True
lv2026_000,1,wind_3p0__-x_r0.25,WIND_3D_SETPOINT,True,False,,0.41419558106177445,3.9337456956659413,,,3.4847957720906955,10.035336820670043,,,12.125874488461383,12.580400234170597,4.524186664711014,True
lv2026_000,1,calm__+y_r0.25,CALM_3D_SETPOINT,True,True,5.34,0.15545997022509508,0.0,,,0.0,0.0,,,0.0,0.0111572132455739,0.0,True
lv2026_000,1,wind_1p5__+y_r0.25,WIND_3D_SETPOINT,True,False,,0.15008331037807243,1.1110951455922322,,,0.8998470159120145,4.098910382384568,,,4.10282739279033,4.169947838552301,2.9316099351593774,True
lv2026_000,1,wind_3p0__+y_r0.25,WIND_3D_SETPOINT,True,False,,0.3254210479771184,3.6651933097411153,,,3.2589541211495776,8.796936956865876,,,11.16971173763835,11.670851714894571,4.412602613125071,True
lv2026_000,1,calm__-y_r0.25,CALM_3D_SETPOINT,True,True,5.34,0.15545997022509508,0.0,,,0.0,0.0,,,0.0,0.0111572132455739,0.0,True
lv2026_000,1,wind_1p5__-y_r0.25,WIND_3D_SETPOINT,True,False,,0.15008331037807243,1.1110951455922322,,,0.8998470159120145,4.098910382384568,,,4.10282739279033,4.169947838552301,2.9316099351593774,True
lv2026_000,1,wind_3p0__-y_r0.25,WIND_3D_SETPOINT,True,False,,0.3254210479771184,3.6651933097411153,,,3.2589541211495776,8.796936956865876,,,11.16971173763835,11.670851714894571,4.412602613125071,True
lv2026_000,1,calm__+z_r0.25,CALM_3D_SETPOINT,True,True,1.25,0.05180510724881431,0.0,,,0.0,0.0,,,0.0,0.2795887855244298,0.0,True
lv2026_000,1,wind_1p5__+z_r0.25,WIND_3D_SETPOINT,True,True,1.2599999999999998,0.07390516597406376,1.2756364352025282,,,1.0447176373111597,4.456012886677306,,,4.3382233297867066,4.695077612072055,3.54735217486055,True
lv2026_000,1,wind_3p0__+z_r0.25,WIND_3D_SETPOINT,True,False,,0.3342832805254827,3.958618139227787,,,3.5006758682790378,9.257841086788616,,,11.966601260021836,12.728926517335069,4.50739509094246,True
lv2026_000,1,calm__-z_r0.25,CALM_3D_SETPOINT,True,True,1.25,0.05180510724881431,0.0,,,0.0,0.0,,,0.0,0.2795887855244335,0.0,True
