candidate_id,k_beta,k_p_beta,sample_count,safe_sample_count,task_success_count,safety_rate,task_success_rate,position_rmse_3d_m,acquisition_median_s,ramp_peak_position_error_m,ramp_steady_state_position_error_m,equivalent_swing_rms_deg,equivalent_swing_peak_deg,total_acceleration_effort,limiter_parity_rate,runtime_limits_rate
lv2026_000,1.6,1.6,9,9,4,1.0,0.4444444444444444,0.21842586893431226,2.04,0.1462048302596153,0.19596440328494374,2.9309351379405033,10.035336820670043,9.786723117984273,1.0,1.0
lv2026_001,1.6,3.2,9,9,1,1.0,0.1111111111111111,0.5925394321932599,0.0,0.1843194157356708,0.27749947488475324,6.124215844732685,15.380174630178226,18.62799393414455,1.0,1.0
lv2026_002,1.6,6.4,9,9,1,1.0,0.1111111111111111,0.9419781611631208,0.0,0.2397383409082798,0.4925034255603169,9.06735036790705,21.463889200390526,24.97546109272102,1.0,1.0
lv2026_003,3.2,1.6,9,9,1,1.0,0.1111111111111111,0.5925394321932019,0.0,0.18431941573567073,0.2774994748847531,6.124215844732726,15.38017463017825,18.627993934144616,1.0,1.0
lv2026_004,3.2,3.2,9,9,1,1.0,0.1111111111111111,1.0572072806739263,0.0,0.23165991065515756,0.4141021946497716,9.263822101327888,23.292474881303626,25.051307069628084,1.0,1.0
lv2026_005,3.2,6.4,9,9,1,1.0,0.1111111111111111,1.5295977021263194,0.0,0.2831462547918843,0.9803853580832718,12.77190030431954,29.13548837655189,31.267904943678996,1.0,1.0
lv2026_006,6.4,1.6,9,9,1,1.0,0.1111111111111111,0.9419781611631941,0.0,0.23973834090827975,0.4925034255603069,9.06735036790807,21.463889200390568,24.975461092721915,1.0,1.0
lv2026_007,6.4,3.2,9,9,1,1.0,0.1111111111111111,1.5295977021263611,0.0,0.2831462547918841,0.9803853580830486,12.771900304319526,29.13548837655182,31.267904943678996,1.0,1.0
lv2026_008,6.4,6.4,9,9,1,1.0,0.1111111111111111,2.293859965297607,0.0,0.3956723717031273,0.9741206034880874,15.875976299385504,37.55834064658081,34.82095775296445,1.0,1.0
