method_id,family,sample_id,task_family,wind_kind,wind_direction,outer_rate_hz,inner_rate_hz,safe,catastrophic,success,position_rmse_m,position_p90_m,position_p95_m,velocity_rmse_m_s,orientation_rmse_rad,endpoint_position_error_m,endpoint_velocity_error_m_s,acquisition_time_s,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,deadline_miss_rate,execution_authority,semantic_fingerprint
r1r2_pid_c_0_00,native_pid,native_development_000,setpoint,calm,aligned,20,500,True,False,False,1.3676055165591579,2.4469415130615717,2.5837751811153273,1.51002292739138,0.10110538142764867,4.012792275773886,3.063375756727779,2.23,17052.475149550188,0.0,0.0,9.05635212209333,0.09370961538461538,0.144,0.22410799999999906,14.370299999999999,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,eb63ab2ba6666f084b87236745052898eefe1ddb46c7768f4ddb45e3cdc963f8
r1r2_pid_c_0_00,native_pid,native_development_001,smooth_trajectory,calm,aligned,20,500,True,False,False,0.29593755810234407,0.6488657522379409,0.7154439184859815,0.1881283073606244,0.020595141413114155,0.6297516833986357,0.36601372636923857,0.0,16874.2752299963,0.0,0.0,0.7838425189307288,0.09524209935897436,0.14662499999999962,0.22578599999999915,17.7428,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,3dc8727c81932274b8d8a8835a5e2a95c0907f59410d0895974f9320da2465e6
r1r2_pid_c_0_00,native_pid,native_development_002,setpoint,moderate,aligned,20,500,False,True,False,1.9379602363710955,2.728558442070192,3.3464155024185778,1.8891498808598872,0.6542804770905915,5.080972331203747,0.7189532424317028,,15146.081875989552,0.06916666666666667,0.046,82.69235823706774,0.09426520833333332,0.1436,0.2107489999999997,14.5078,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,50738138e1e3a07e5758e55066f10dbc62204e3a7ff50d1b1d60fa1efd55b256
r1r2_pid_c_0_00,native_pid,native_development_003,smooth_trajectory,moderate,aligned,20,500,True,False,False,0.4002855905171382,0.7191311003714064,0.771590256715348,0.30378886075062594,0.03049197033893548,0.7589613608062198,0.30822343663192947,0.0,16880.740668303548,0.0,0.0,1.279678576203068,0.09540540064102564,0.1460049999999999,0.2200659999999998,17.1034,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,00e6577b0d776a487291ee800d6324ee96ff9882654f17f6b1a9289a6ba3c709
r1r2_pid_c_0_00,native_pid,native_development_004,setpoint,strong_sustained,aligned,20,500,True,False,False,1.8494879508294573,2.491077209262779,3.9086119365710563,1.3187526080802114,0.09779428343520706,5.442825271516475,3.042674820027716,8.270000000000001,16898.357716289982,0.0,0.0,25.404926129979497,0.0930895673076923,0.1437,0.2297829999999999,14.129,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,074ae4c13925783c3f9018fb55cb85ed85957d9e8b61d12442b5fa0c5b6f7a28
r1r2_pid_c_0_00,native_pid,native_development_005,smooth_trajectory,strong_sustained,aligned,20,500,True,False,False,0.865948938886601,1.213005068272657,1.4748803733520932,0.48057331955014987,0.05300585170819945,1.9639205615953963,0.7987809973664133,0.0,16898.676223937113,0.0,0.0,4.593109079288371,0.08633219551282051,0.126,0.17712199999999992,17.5126,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,f3b2b0516acb54a26e8651c5cf6d40a430cbc4cb47d2c19a180225486afbe1e7
r1r2_pid_c_0_00,native_pid,native_development_006,setpoint,strong_transient,aligned,20,500,False,True,False,1.7579207516848008,2.834943808948637,3.079106596105031,1.8718628161728406,0.677279171601862,3.828556247175621,4.0810167002295445,,15461.093750756392,0.050833333333333335,0.028166666666666666,68.67905836836731,0.09370496794871794,0.14430999999999983,0.22495899999999935,18.2025,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,ba1b5663ca9a3ff4d2ba937f3a451139c57b15dcbb3be501d25089a8f79bd87a
r1r2_pid_c_0_00,native_pid,native_development_007,smooth_trajectory,strong_transient,aligned,20,500,True,False,False,0.5868720101250938,0.9110615793295392,1.4916212888860887,0.47469152834087747,0.03888233511990563,1.8217948267319177,0.25375179941108067,0.0,16890.98832513665,0.0,0.0,1.7547638406918675,0.0924475641025641,0.14440999999999984,0.21662499999999918,10.3941,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,0d443b0b0ab1a0727f02054c63bdf430338afc1c23d1e6352eadf4966328b727
r1r2_pid_c_0_00,native_pid,native_development_008,setpoint,stochastic,aligned,20,500,True,False,False,1.8282528856039917,3.2523579102986835,3.5447654888414153,1.837734077601162,0.1708452651216374,3.5601365495053106,3.488519941164949,,16865.67211611905,0.0,0.0,56.36987020225189,0.08708222756410257,0.1341,0.2134829999999999,0.47919999999999996,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,6ab0fde1e2e4678dc1ade130fd32cf6c8929210350f60c1f34c18b6b2f3f69a2
r1r2_pid_c_0_00,native_pid,native_development_009,smooth_trajectory,stochastic,aligned,20,500,True,False,True,0.06695935141877364,0.12083816260920256,0.1354381391914397,0.06172558051842349,0.008392160759979667,0.03966620416441274,0.26810860153536153,1.1102230246251565e-16,16870.394810603208,0.0,0.0,0.4356193564798245,0.08770067307692309,0.13680499999999993,0.2073659999999998,0.42419999999999997,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,39b7acab078376914ac5ae3456d966192a62679e2c3ebeac73cb02a15996e544
r1r2_pid_c_0_00,native_pid,native_development_010,setpoint,ramp,aligned,20,500,True,False,False,0.7422963612428907,1.194437695577027,1.2370251251462194,0.5393735173747716,0.06696528092001551,0.5118102523274082,1.443660310878548,2.61,16900.532188096306,0.0,0.0,10.30438367262787,0.0884293108974359,0.1346,0.22380999999999965,0.7157,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,ffc3b60c8c81f1e0bd219462f86abafb0b962b9427ebd6a1b7ad1c90a6756543
r1r2_pid_c_0_00,native_pid,native_development_011,smooth_trajectory,ramp,aligned,20,500,True,False,False,0.6330927929871973,1.1762061317058492,1.2553429819746547,0.6495782273612033,0.09727143592437129,0.7761916371305297,1.197579114881082,0.0,16914.016637194898,0.0,0.0,7.602025797386226,0.08680871794871796,0.1328,0.19972699999999974,0.4644,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,aae04b6f018cc6de39fd634302ab2d11a8c3e6ceb40681c2f7595ae400c81e0a
r1r2_pid_c_0_00,native_pid,native_development_012,setpoint,calm,opposed,20,500,False,True,False,2.3405797865094446,4.151281776731336,4.511653047474381,2.325843211800521,1.0659826128695664,4.120125185729806,1.6517832325609558,,15240.29523248904,0.0725,0.067,83.52162971546466,0.08908693910256409,0.1435049999999999,0.22247099999999964,0.9409,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,6add8c94de0543321752f0dcd2adde3b739be9d91f5d8915f769cfe94b8bafff
r1r2_pid_c_0_00,native_pid,native_development_013,smooth_trajectory,calm,opposed,20,500,True,False,True,0.13534589628558405,0.29893850064161775,0.3292488352887296,0.08640755155907498,0.009851330601049663,0.29747685283450875,0.15548486684456703,5.551115123125783e-17,16870.93727763914,0.0,0.0,0.560822787261298,0.08951084935897434,0.1461049999999999,0.2328809999999993,0.4642,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,83cd42ef533adcf4f242452c3b070f45a018fbd72b040570f736f3ca3758b999
r1r2_pid_c_0_00,native_pid,native_development_014,setpoint,moderate,opposed,20,500,True,False,False,1.8555393148770378,3.3974773075861795,3.5995732799924576,1.8032971483596545,0.14434587569885718,4.32482094610745,2.283775119617825,,17149.396114354255,0.0,0.0,22.37713876916731,0.0875003205128205,0.1356,0.2049,0.6706,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,04e0989cd496b5e49e86a109297c4600e76d3bae2260a54ad751fa8174be8874
r1r2_pid_c_0_00,native_pid,native_development_015,smooth_trajectory,moderate,opposed,20,500,True,False,True,0.22495787462440522,0.43062885566863224,0.4633345701505138,0.13411076936591848,0.02020630270111518,0.082432575146972,0.4664779631504581,0.0,16873.192333803338,0.0,0.0,0.8785124722280515,0.0895861378205128,0.13810499999999992,0.21956099999999995,0.628,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,e8981b8368c31f31ca246875d2759d37b3e7d41af82d8b0679695ac17f15b0d6
r1r2_pid_c_0_00,native_pid,native_development_016,setpoint,strong_sustained,opposed,20,500,False,True,False,1.830160809031923,3.365309018746801,3.7007042207371232,1.669257341749994,0.22629826438168513,3.2072535671761697,4.034999892722588,,16495.147484951987,0.0,0.0,61.57634262332694,0.09966475961538461,0.1498,0.21990999999999966,11.1657,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,f3f58c1f4b3b0bc1b5e78d285045b1a1e10cceff636eed652036f720e38031d9
r1r2_pid_c_0_00,native_pid,native_development_017,smooth_trajectory,strong_sustained,opposed,20,500,True,False,False,0.6560442325477819,1.0821336897622813,1.1858839127496907,0.731111320136558,0.1294474050892083,0.7510806388138582,1.0124849309162445,0.0,16920.99836111749,0.0,0.0,9.92930789899875,0.10176889423076922,0.15109999999999998,0.2190219999999999,13.5091,0.00016025641025641026,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,5c3a08ddf6ee73fdb54d7f16b9ecda7a3a85188116c986423e12805e8e689569
