method_id,family,case_count,safety_rate,success_rate,catastrophic_count,setpoint_position_rmse_m,setpoint_position_p90_m,setpoint_position_p95_m,trajectory_position_rmse_m,trajectory_position_p90_m,trajectory_position_p95_m,orientation_rmse_rad,tip_velocity_rmse_m_s,endpoint_position_error_m,endpoint_velocity_error_m_s,acquisition_time_s,strong_mean_m,strong_p90_m,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,deadline_miss_rate,large_endpoint_failure_fraction
r1r2_pid_c_0_01,native_pid,48,0.9375,0.125,3,1.3949892849196779,1.766848762312162,1.827237894445679,0.516122878844167,0.990009388688149,1.1495450340862507,0.08711404721675094,0.4060057519896254,0.9935858911767671,0.5247940060107158,2.7,1.0052980097756405,1.5505765994208136,16912.073042924156,0.0,0.0002916666666666667,8.30967430265695,0.1051462288510101,0.1552999999999999,0.2593921100000002,20.5779,0.0002619949494949495,0.5416666666666666
r1r2_pid_c_0_07,native_pid,48,0.8958333333333334,0.14583333333333334,5,1.3608421688678127,1.7782675418511107,1.8761022761511053,0.4979832584818393,1.0210464543558055,1.1457597142272498,0.09797862207497603,0.3862328660017808,0.8804299743472735,0.5335178453690316,2.69,0.9628265619230642,1.5081906073961948,16851.512755457316,0.0007534722222222222,0.0020034722222222225,10.73046633466747,0.11145206628787879,0.15449324999999994,0.27659342000000026,23.052599999999998,0.00041982323232323237,0.4791666666666667
r1r2_pid_c_0_20,native_pid,48,0.8958333333333334,0.10416666666666667,5,1.6766102237552776,2.1738556667547035,2.279479646792852,0.5360756881223426,0.9072436396491566,1.2287427142557106,0.10922056682601018,0.4349980112609453,1.0929433367475838,0.5840498454456463,2.7199999999999998,1.1127457568044095,1.7764460536271667,16929.13418459306,0.0008229166666666667,0.0018680555555555557,12.168756535314023,0.09956027604166666,0.144365,0.24744906000000008,19.179299999999998,0.00015335648148148148,0.5833333333333334
r1r2_pid_c_0_14,native_pid,48,0.8541666666666666,0.125,7,1.6066048718396626,1.988624222183375,2.0589600700695536,0.5362226788064371,0.9206481171767543,1.2372711899008484,0.13774747459205347,0.4317218028831373,1.0825155459979523,0.5735434087190524,2.71,1.0897834537711675,1.6960957684518683,16791.614129126225,0.004065972222222222,0.003809027777777778,12.810356285688906,0.09830588425925925,0.1437217499999999,0.22702724000000024,21.655099999999997,0.00025752314814814816,0.5625
r1r2_pid_c_0_09,native_pid,48,0.8541666666666666,0.125,7,1.6036281818012947,1.9915408133622021,2.1105474565477635,0.5327252142927242,0.9305624286597062,1.2150192735854832,0.1526046418400883,0.42857016474975823,1.071550240540543,0.5728500398177131,2.7,1.082995989405817,1.6832379273902542,16764.619444705702,0.005854166666666666,0.005069444444444445,11.400954930573398,0.0916386929563492,0.145475,0.22557109000000072,19.3344,0.00012896825396825398,0.5833333333333334
r1r2_pid_c_0_12,native_pid,48,0.8541666666666666,0.10416666666666667,7,1.612071951382336,2.035494962108663,2.12772868904985,0.5351990993693043,0.9283769321536087,1.2399149075008042,0.14357441410512586,0.4330782719956816,1.0886906358550308,0.5761533682614409,2.675,1.0902127850587577,1.694149235480251,16772.0294861632,0.0054687500000000005,0.003920138888888889,17.87574634183953,0.11397127337072649,0.15657824999999986,0.2594692599999989,29.444699999999997,0.00018362713675213675,0.5625
r1r2_pid_c_0_23,native_pid,48,0.8541666666666666,0.10416666666666667,7,1.6513503554356201,2.079142713390802,2.1889427488773245,0.533229363327309,0.906534247325183,1.2225211742166593,0.149382597227293,0.43142396689135043,1.0852072183669261,0.5770379016821013,2.72,1.1014697290486448,1.7334428228880714,16770.772960122198,0.005717013888888889,0.0044913194444444445,7.843112676414179,0.06569901006944445,0.13032999999999997,0.18568311999999934,16.778499999999998,0.000234375,0.5625
r1r2_pid_c_0_04,native_pid,48,0.8333333333333334,0.08333333333333333,8,1.686142053122633,2.176933148378748,2.2700662893001193,0.5388587124108016,0.9171141403740082,1.2217806575647219,0.14649399154265452,0.434681495660375,1.1010909119255639,0.5798835990963331,2.72,1.1240741727814472,1.7766776458408091,16780.36873525422,0.004902777777777778,0.00415625,11.000613432942062,0.07094966944444445,0.14037174999999996,0.20644800000000002,19.4213,0.00011284722222222223,0.5625
r1r2_pid_c_0_11,native_pid,48,0.8125,0.10416666666666667,9,1.6427253950256022,2.057774324021043,2.1672159507649154,0.5332171507945928,0.9065408916458112,1.222610334992773,0.15013392504592862,0.4313817700353853,1.0853369733374134,0.5769341766007362,2.73,1.0980389866468958,1.7207067841875021,16746.53185228493,0.00654861111111111,0.004579861111111112,7.932456489455987,0.06800717092013889,0.13186499999999998,0.1806445299999999,20.0473,0.00019965277777777776,0.5416666666666666
r1r2_pid_c_0_16,native_pid,48,0.8125,0.10416666666666667,9,1.64738246201407,2.0786175412869192,2.159637246426574,0.5341468921285255,0.9067056880567317,1.223744041245997,0.1656051323413756,0.43444317404135724,1.087431835151582,0.5822120625162109,2.72,1.0987719679958092,1.7239219393567526,16744.999498599518,0.006670138888888889,0.005395833333333333,10.918631602962932,0.0725636453125,0.13903174999999998,0.20153494000000008,23.7408,0.0002743055555555556,0.5416666666666666
