method_id,family,case_count,all_safety_rate,all_catastrophic_count,all_deadline_miss_rate,overall_success_rate,nominal_case_count,nominal_success_rate,nominal_setpoint_success_rate,nominal_trajectory_success_rate,nominal_setpoint_rmse_m,nominal_trajectory_rmse_m,nominal_endpoint_position_error_m,nominal_endpoint_velocity_error_m_s,challenge_case_count,challenge_success_rate,challenge_setpoint_rmse_m,challenge_trajectory_rmse_m,challenge_rmse_m,challenge_endpoint_position_error_m,challenge_endpoint_velocity_error_m_s,strong_mean_m,strong_p90_m,orientation_rmse_rad,acquisition_time_s,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,nominal_calm_success_rate,nominal_moderate_success_rate,nominal_stochastic_success_rate,competence_v2
r1r3_pid_local_000,native_pid,200,1.0,0,0.0001,0.275,100,0.47,0.42,0.52,0.7545483608326543,0.33588189485770586,0.6071765894698724,0.33226479372944906,100,0.08,1.414769954875837,1.2232104093869214,1.3189901821313788,2.1415488957305095,0.5652731833482396,1.2658562660051964,2.3441921991046426,0.028924256881964885,3.92,16878.1329039962,0.0,0.0,1.6763957756316428,0.09783394993055554,0.15482449999999984,0.2448642700000001,21.1088,0.7352941176470589,0.14705882352941177,0.53125,False
r1r3_pid_local_004,native_pid,200,1.0,0,0.00010625000000000001,0.265,100,0.45,0.4,0.5,0.7512111754619832,0.32176588725618943,0.5630881295344294,0.4186316856042947,100,0.08,1.3433051417474835,1.1385334164405703,1.2409192790940269,1.8913838915030434,0.6667728510845441,1.1807079622120467,2.176123749232186,0.030983141918124305,3.91,16878.57346066692,0.0,0.0,1.6978686758341484,0.10258630777777779,0.16260999999999992,0.2632312200000002,23.003999999999998,0.7352941176470589,0.23529411764705882,0.375,False
r1r3_pid_local_008,native_pid,200,1.0,0,9.444444444444444e-05,0.245,100,0.42,0.32,0.52,0.7701465562408779,0.3280488611618915,0.5864274732318556,0.3312742643324922,100,0.07,1.4002702238536373,1.1845225673888982,1.2923963956212676,2.046111540762115,0.5792937976952326,1.2378625517198059,2.25076193456737,0.02921453844769951,3.915,16876.134985378194,0.0,0.0,1.512395222448676,0.0999287729861111,0.14770999999999992,0.1993380500000001,22.48,0.6764705882352942,0.14705882352941177,0.4375,False
r1r3_pid_local_001,native_pid,200,1.0,0,9.652777777777778e-05,0.23,100,0.39,0.26,0.52,0.7720291397491943,0.33554306296786934,0.6266068340859925,0.33195370205102614,100,0.07,1.4220928957282835,1.214253230101409,1.318173062914846,2.1230510371339304,0.5761075399287836,1.2633203064054304,2.2977887938826758,0.029851052357580513,3.7649999999999997,16877.128614673988,0.0,0.0,1.6791308426187306,0.09933341645833334,0.15241,0.22040600000000002,23.2148,0.5882352941176471,0.11764705882352941,0.46875,False
r1r3_pid_local_010,native_pid,200,1.0,0,9.305555555555556e-05,0.225,100,0.38,0.26,0.5,0.7769848283109811,0.33588883447186857,0.6378385919230534,0.34116516738289737,100,0.07,1.4219225153089317,1.2112040105900557,1.3165632629494939,2.1166809531533226,0.5851008920724243,1.2607543405322672,2.2898388089779065,0.0302996970666326,3.72,16877.11494457635,0.0,0.0,1.710305271128943,0.09946403652777777,0.142905,0.1944109500000001,21.7199,0.5882352941176471,0.11764705882352941,0.4375,False
r1r3_pid_local_012,native_pid,200,1.0,0,9.375000000000002e-05,0.215,100,0.35,0.22,0.48,0.765430313041179,0.3276356042271366,0.46983964362626357,0.624782624685283,100,0.08,1.2711517594317476,1.1628329076247932,1.2169923335282706,1.7493109560434634,0.7879387163047524,1.1562019839396267,2.031351587961574,0.034388360590192624,3.675,16879.977321605533,0.0,0.0,2.039489700609865,0.0990259575,0.14291474999999984,0.19363494000000026,20.4138,0.5882352941176471,0.17647058823529413,0.28125,False
