method_id,family,case_count,all_safety_rate,all_catastrophic_count,all_deadline_miss_rate,overall_success_rate,nominal_case_count,nominal_success_rate,nominal_setpoint_success_rate,nominal_trajectory_success_rate,nominal_setpoint_rmse_m,nominal_trajectory_rmse_m,nominal_endpoint_position_error_m,nominal_endpoint_velocity_error_m_s,challenge_case_count,challenge_success_rate,challenge_setpoint_rmse_m,challenge_trajectory_rmse_m,challenge_rmse_m,challenge_endpoint_position_error_m,challenge_endpoint_velocity_error_m_s,strong_mean_m,strong_p90_m,orientation_rmse_rad,acquisition_time_s,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,nominal_calm_success_rate,nominal_moderate_success_rate,nominal_stochastic_success_rate
r1r3_pid_a_000,native_pid,42,1.0,0,8.597883597883597e-05,0.2857142857142857,36,0.3055555555555556,0.16666666666666666,0.4444444444444444,0.8302723067352585,0.3371966398933649,0.7414206671400835,0.48604955979573133,6,0.16666666666666666,1.5583198873037112,0.7893424695916106,1.173831178447661,1.9292913884859662,0.5123426433943142,1.0520366579716451,1.6792718906387978,0.027103287627701894,3.265,16875.54573190364,0.0,0.0,1.741018380316493,0.07887725925925926,0.13219499999999998,0.17637618000000005,15.0079,0.4166666666666667,0.16666666666666666,0.3333333333333333
r1r3_pid_a_013,native_pid,42,1.0,0,8.597883597883597e-05,0.23809523809523808,36,0.25,0.16666666666666666,0.3333333333333333,0.9285949315922575,0.3262031779759769,0.8179948506706081,0.6873544176389236,6,0.16666666666666666,1.5816112619291145,0.6949241500310442,1.1382677059800794,1.6933268199222125,0.7403379764276439,1.0075337690444774,1.5595424481448257,0.03449178945251824,2.65,16879.49617690065,0.0,0.0,2.7922178671104896,0.09585970171957674,0.150485,0.20054864000000014,18.342299999999998,0.3333333333333333,0.08333333333333333,0.3333333333333333
r1r3_pid_a_001,native_pid,42,1.0,0,8.597883597883597e-05,0.23809523809523808,36,0.25,0.16666666666666666,0.3333333333333333,1.0096644271999273,0.32771975690742683,0.889410111879177,0.7852366269050346,6,0.16666666666666666,1.6273970528695674,0.7158183003819453,1.1716076766257562,1.7237536230202455,0.8460777636000617,1.0387335095266006,1.571801343135809,0.036575783276782604,2.7800000000000002,16878.998197206594,0.0,0.0,2.0431017655996104,0.07782003108465607,0.1319047499999999,0.17369336000000007,14.45,0.3333333333333333,0.08333333333333333,0.3333333333333333
r1r3_pid_a_009,native_pid,42,1.0,0,8.597883597883597e-05,0.19047619047619047,36,0.19444444444444445,0.1111111111111111,0.2777777777777778,1.1389458302950044,0.32543286285335177,0.9273786337885928,1.0211640774201094,6,0.16666666666666666,1.674568673972681,0.6403858709202925,1.1574772724464868,1.4961707126753898,1.1863022074316438,1.0133106001746388,1.5388019462206726,0.04560435243752094,2.4000000000000004,16879.666451694804,0.0,0.0,2.7057621655662736,0.08895594642857144,0.14328999999999992,0.18600477000000004,17.7956,0.25,0.08333333333333333,0.25
r1r3_pid_a_016,native_pid,42,0.9761904761904762,1,8.597883597883597e-05,0.19047619047619047,36,0.19444444444444445,0.1111111111111111,0.2777777777777778,1.2144991736792319,0.33128721731440636,0.8545585015738426,1.1088244499493092,6,0.16666666666666666,1.6966808735959515,0.6521570086596498,1.1744189411278005,1.4274551652236396,1.436771653041392,1.023923512004432,1.5077788828653451,0.049625282094717185,2.3400000000000003,16888.154335848973,0.0,0.0,4.539858576423049,0.09389421957671958,0.14446474999999992,0.18239413000000032,17.9129,0.25,0.08333333333333333,0.25
r1r3_pid_a_002,native_pid,42,0.9761904761904762,1,8.597883597883597e-05,0.19047619047619047,36,0.19444444444444445,0.1111111111111111,0.2777777777777778,1.2579518895062594,0.3281271318544865,1.0437222838770297,1.0240349709460304,6,0.16666666666666666,1.7512160998356137,0.6572480253570606,1.2042320625963372,1.542483596706674,1.3304070018085314,1.0612024229834536,1.5832751978501534,0.04949856907296932,2.38,16878.33833773226,0.0,0.0,3.3923448736106385,0.08652325760582011,0.14928,0.20738564000000018,17.6446,0.25,0.08333333333333333,0.25
r1r3_pid_a_012,native_pid,42,0.9285714285714286,3,0.00012235449735449735,0.16666666666666666,36,0.19444444444444445,0.1111111111111111,0.2777777777777778,1.2445172566598004,0.3342042772777369,0.8296897695950992,1.234714365631271,6,0.0,1.6886796953884637,0.6804722939034967,1.1845759946459802,1.38969581189105,1.6117739273414609,1.0402444043897132,1.5067762307072459,0.05272646215812453,2.47,16875.60439273707,0.0,0.0,4.135974337251879,0.09594429034391534,0.15988449999999985,0.2596728500000003,21.8416,0.25,0.08333333333333333,0.25
r1r3_pid_a_003,native_pid,42,0.9047619047619048,4,9.259259259259259e-05,0.16666666666666666,36,0.19444444444444445,0.05555555555555555,0.3333333333333333,1.6400839653302937,0.3404207134320197,1.4229207940705342,1.114365346241933,6,0.0,1.938291274577881,0.6165027863303223,1.2773970304541018,1.4290587311176537,1.4267347938622346,1.1278510506707373,1.8427729081731004,0.12456181239893217,2.255,16703.20774910609,0.007468253968253968,0.00225,7.660727946457207,0.0899273224206349,0.14549499999999999,0.19840672000000026,18.927,0.25,0.08333333333333333,0.25
r1r3_pid_a_011,native_pid,42,0.9047619047619048,4,0.00017526455026455027,0.16666666666666666,36,0.19444444444444445,0.05555555555555555,0.3333333333333333,1.6083510251336852,0.33607748487253697,1.5029947010677993,1.2225765645703222,6,0.0,1.8929455526059595,0.592830812010694,1.2428881823083269,1.3704589303597425,1.8401906504376182,1.0907436732696238,1.7772157523241947,0.1280738989480032,2.225,16748.352426442278,0.00525,0.0008531746031746032,6.377306065466862,0.10191510548941798,0.17629474999999992,0.3389454100000013,24.0366,0.25,0.08333333333333333,0.25
r1r3_pid_a_008,native_pid,42,0.8095238095238095,8,8.597883597883597e-05,0.16666666666666666,36,0.19444444444444445,0.05555555555555555,0.3333333333333333,1.5737090740874686,0.34875342661172737,1.209631416066736,1.3501780315398184,6,0.0,1.802305423465209,0.6403824437570802,1.2213439336111445,1.2937544877662,1.8009904825647738,1.0763833057220897,1.694038325617121,0.16073674315509917,2.295,16645.453345768452,0.008456349206349207,0.0019563492063492064,9.202063709485643,0.09092743154761902,0.14926999999999999,0.20558846000000008,19.7849,0.25,0.08333333333333333,0.25
