time,position_error_3d_m,tip_speed_m_s,orientation_error_deg,angular_speed_rad_s,safe,task_success,ax,ay,az,uav_x,uav_y,uav_z,tip_x,tip_y,tip_z,target_x,target_y,target_z,wind_x,thrust_raw_N,max_abs_torque_Nm,solve_time_ms,force_total_x
0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.005,0.0,1.0733273954080062e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.01,0.0,2.1466547908160123e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.015,0.0,3.219982186224018e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.02,0.0,4.293309581632023e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.025,0.0,5.3666369770400276e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.03,0.0,6.439964372448032e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.035,0.0,7.513291767856037e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.04,0.0,8.586619163264042e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.045,0.0,9.659946558672047e-17,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,0.0,0.0246,0.0
0.05,0.0,1.0733273954080052e-16,0.0,0.0,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,0.0,0.0,3.2,0.225,0.0,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.3031953239818943e-30,0.0196,0.0
0.055,4.7059293887346223e-35,1.1806601349488058e-16,0.0,7.899528989704688e-35,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,-2.500080793338009e-38,-1.272773525573517e-37,3.2,0.225,4.7059293887346223e-35,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.2564627425583011e-30,0.0196,-6.550162358494715e-69
0.06,1.864739378977475e-34,1.2879928744896062e-16,0.0,1.5773675515267654e-34,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,-1.0527258290460182e-37,-5.129589282775684e-37,3.2,0.225,1.864739378977475e-34,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.2114600630711026e-30,0.0196,-2.8285251600516647e-68
0.065,4.147895899014098e-34,1.3953256140304067e-16,0.0,2.3632488988559706e-34,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,-2.515348504374879e-37,-1.168562894104018e-36,3.2,0.225,4.147895899014098e-34,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.1681379024151331e-30,0.0196,-6.905598745375208e-68
0.07,7.2864381097904554e-34,1.5026583535712072e-16,0.0,3.1465425805221403e-34,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,-4.7848089264047275e-37,-2.1130845175135904e-36,3.2,0.225,7.2864381097904554e-34,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.1264472450195642e-30,0.0196,-1.3332624486885031e-67
0.075,1.1247654811703354e-33,1.6099910931120077e-16,0.0,3.9250785475502105e-34,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,-8.043788014016456e-37,-3.372714584114904e-36,3.2,0.225,1.1247654811703354e-33,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.086339515561549e-30,0.0196,-2.2559164119292392e-67
0.08,1.5999741349916855e-33,1.7173238326528081e-16,0.0,4.696928331705238e-34,True,False,-8.266886992777517e-31,-2.608337669849254e-31,6.628706872432064e-16,-1.2506865158269447e-36,-4.9805517060303846e-36,3.2,0.225,1.5999741349916855e-33,0.38999999999999996,0.225,0.0,0.38999999999999996,0.0,129.8844,1.0477666700723123e-30,0.0196,-3.497880405817793e-67
