method_id,family,case_count,safety_rate,success_rate,catastrophic_count,setpoint_position_rmse_m,setpoint_position_p90_m,setpoint_position_p95_m,trajectory_position_rmse_m,trajectory_position_p90_m,trajectory_position_p95_m,orientation_rmse_rad,tip_velocity_rmse_m_s,endpoint_position_error_m,endpoint_velocity_error_m_s,acquisition_time_s,strong_mean_m,strong_p90_m,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,deadline_miss_rate
native_full_lqr_006,native_full_lqr,200,0.96,0.12,8,1.5340640034724697,3.322418799015731,3.7565418232413537,1.2967007336021337,3.0533137152417114,3.9325929576056513,0.02595764191734741,0.4581701338942119,3.0654961538706367,0.4364759358014095,5.380000000000001,2.091898043429143,4.041958669250187,16872.64918059752,0.0,0.0,0.6509738663695033,0.00453169125,0.030799999999999998,0.03490100000000002,0.48529999999999995,0.0
native_full_lqr_001,native_full_lqr,200,0.915,0.125,17,1.6085535785312357,3.4569881273756717,3.999162172256098,1.3362962264985592,3.1970842105728297,4.156319734505031,0.022828743153005437,0.47307822292436796,3.249432300423426,0.43715150361921706,6.34,2.1938931732967557,4.2576363856692465,16871.880125281812,0.0,0.0,0.6096689829932221,0.004510398680555555,0.030799999999999998,0.036404,0.6697,0.0
full_lqr_048+LegacyTaskLevelAdapter,incumbent,200,0.65,0.45,70,3.5343354083025345,5.72022458214115,5.962639097759161,0.25183401381014525,0.4497117688615068,0.6960449145046318,0.20289203669508268,0.25604249306790616,0.5232543338186442,0.45592280584702766,6.040000000000001,2.157857373255572,5.493390627827305,17039.6757900496,0.0053145833333333335,0.0032020833333333333,47.51589203335241,0.11254839678030303,0.15381499999999995,0.1963501900000003,16.5282,6.62878787878788e-05
