candidate_id,stage1_rank,sample_id,safe,solver_success,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,total_solve_time_p95_ms,limiter_mismatch_max
of_ts_rmpc_025,3,ramp_dev_0_to_3p0,True,True,True,0.0,0.16303011406986764,0.3488945440497762,0.17604888361529847,0.2688345494923344,0.25022997166577293,0.9411,0.0
of_ts_rmpc_003,4,calm__+x_r0.15,True,True,True,2.08,0.05392218254250769,0.24762920518721201,,,0.043983384718269423,0.9289,6.938893903907228e-18
of_ts_rmpc_003,4,wind_1p5__+x_r0.15,True,True,False,,0.06432011783971527,0.29026241271796493,,,0.07408966100703551,1.0383,1.3877787807814457e-17
of_ts_rmpc_003,4,wind_3p0__+x_r0.15,True,True,False,,0.25264740785843315,0.6639616759915078,,,0.5967461306693581,1.0621,1.3877787807814457e-17
of_ts_rmpc_003,4,calm__-x_r0.15,True,True,True,2.08,0.05391916311545734,0.24767783371532223,,,0.04399050299958003,0.991,1.3877787807814457e-17
of_ts_rmpc_003,4,wind_1p5__-x_r0.15,True,True,False,,0.1040931878763326,0.26943885097236486,,,0.07835174494417348,0.9817,1.3877787807814457e-17
of_ts_rmpc_003,4,wind_3p0__-x_r0.15,True,True,False,,0.3041775023025294,0.6351940538679012,,,0.6232997281956925,1.1751,0.0
of_ts_rmpc_003,4,calm__+y_r0.15,True,True,True,4.955,0.09327564472024619,0.0,,,0.004016286707764588,1.0816,1.232595164407831e-32
of_ts_rmpc_003,4,wind_1p5__+y_r0.15,True,True,False,,0.10816434573271833,0.15278025639176004,,,0.035200740829675156,0.9451,0.0
of_ts_rmpc_003,4,wind_3p0__+y_r0.15,True,True,False,,0.28689056175638533,0.611028616110497,,,0.5696393907331376,0.9897,0.0
of_ts_rmpc_003,4,calm__-y_r0.15,True,True,True,4.955,0.09327564472024619,0.0,,,0.004016286707764588,1.0129,1.232595164407831e-32
of_ts_rmpc_003,4,wind_1p5__-y_r0.15,True,True,False,,0.10816434573271833,0.15278025639176004,,,0.035200740829675156,1.019,0.0
of_ts_rmpc_003,4,wind_3p0__-y_r0.15,True,True,False,,0.28689056175638533,0.611028616110497,,,0.5696393907331376,1.2393,0.0
of_ts_rmpc_003,4,calm__+z_r0.15,True,True,True,0.99,0.029780750412311516,0.0,,,0.11217005724800687,1.4037,1.5407439555097887e-33
of_ts_rmpc_003,4,wind_1p5__+z_r0.15,True,True,False,,0.07358724630914433,0.15304166429120075,,,0.14555821033361394,1.2169,0.0
of_ts_rmpc_003,4,wind_3p0__+z_r0.15,True,True,False,,0.27563748609880623,0.6117855923696134,,,0.6809172957357981,1.1599,0.0
of_ts_rmpc_003,4,calm__-z_r0.15,True,True,True,0.99,0.029780750412311496,0.0,,,0.11217005724800738,1.029,1.5407439555097887e-33
of_ts_rmpc_003,4,wind_1p5__-z_r0.15,True,True,False,,0.07356551580320063,0.15260945128218376,,,0.14442487825308345,0.9666,0.0
of_ts_rmpc_003,4,wind_3p0__-z_r0.15,True,True,False,,0.27578636247866506,0.6086249978172499,,,0.6781291663487519,1.3277,0.0
of_ts_rmpc_003,4,calm__+x_r0.25,True,True,True,2.62,0.09083968844367471,0.41369612883301793,,,0.10576539542188539,1.2686,4.601622226596547e-07
of_ts_rmpc_003,4,wind_1p5__+x_r0.25,True,True,False,,0.08496571810339021,0.43541786268152416,,,0.13327500459598207,1.5235,3.0618005864013753e-07
of_ts_rmpc_003,4,wind_3p0__+x_r0.25,True,True,True,0.0,0.24378096746734726,0.7370879437111937,,,0.6461904278025516,1.5173,1.6115375700564982e-10
of_ts_rmpc_003,4,calm__-x_r0.25,True,True,True,2.62,0.0908316835471632,0.41370944440436896,,,0.10583503948372872,1.3564,4.6020549959724377e-07
of_ts_rmpc_003,4,wind_1p5__-x_r0.25,True,True,False,,0.13639410782987357,0.4094340387323668,,,0.1401530913671275,1.5106,6.284178847293376e-07
of_ts_rmpc_003,4,wind_3p0__-x_r0.25,True,True,False,,0.32879010329813124,0.6921919203398473,,,0.6909896154266582,1.561,2.554796309284235e-06
of_ts_rmpc_003,4,calm__+y_r0.25,True,True,True,5.34,0.15545997022509506,0.0,,,0.011157213245573899,1.4393,1.232595164407831e-32
of_ts_rmpc_003,4,wind_1p5__+y_r0.25,True,True,False,,0.15636782526381218,0.15278164432273664,,,0.03935169375859669,1.3309,0.0
of_ts_rmpc_003,4,wind_3p0__+y_r0.25,True,True,False,,0.30831895438375406,0.6110410681692053,,,0.5738213108278079,1.4948,0.0
of_ts_rmpc_003,4,calm__-y_r0.25,True,True,True,5.34,0.15545997022509506,0.0,,,0.011157213245573899,1.4959,1.232595164407831e-32
of_ts_rmpc_003,4,wind_1p5__-y_r0.25,True,True,False,,0.15636782526381218,0.15278164432273664,,,0.03935169375859669,1.4588,0.0
of_ts_rmpc_003,4,wind_3p0__-y_r0.25,True,True,False,,0.30831895438375406,0.6110410681692053,,,0.5738213108278079,1.4761,0.0
of_ts_rmpc_003,4,calm__+z_r0.25,True,True,True,1.25,0.05180510724881431,0.0,,,0.2795887855244298,1.4697,3.0814879110195774e-33
of_ts_rmpc_003,4,wind_1p5__+z_r0.25,True,True,False,,0.08492390973204657,0.15324284301591487,,,0.31307821207649367,1.4266,0.0
of_ts_rmpc_003,4,wind_3p0__+z_r0.25,True,True,False,,0.27881990843605786,0.6118449638959197,,,0.8482976908678961,1.3356,0.0
of_ts_rmpc_003,4,calm__-z_r0.25,True,True,True,1.25,0.05180510724881431,0.0,,,0.2795887855244335,1.4971,1.5407439555097887e-33
of_ts_rmpc_003,4,wind_1p5__-z_r0.25,True,True,False,,0.08490886640985391,0.15257070829874508,,,0.31175048573186914,1.3721,0.0
of_ts_rmpc_003,4,wind_3p0__-z_r0.25,True,True,False,,0.2790818183316137,0.6087162833228469,,,0.8455585651456374,1.471,0.0
of_ts_rmpc_003,4,stochastic_dev_0000,True,True,True,2.205,0.06240196876256982,0.3025861029711854,,,0.053345144360135814,1.4429,1.3877787807814457e-17
of_ts_rmpc_003,4,stochastic_dev_0001,True,True,True,3.165,0.04980871713197389,0.41849668858471567,,,0.05646375169046809,1.4996,1.734723475976807e-18
of_ts_rmpc_003,4,stochastic_dev_0002,True,True,True,6.16,0.09210994727833327,0.2259031377182984,,,0.01653431424987975,1.5261,8.673617379884035e-19
of_ts_rmpc_003,4,stochastic_dev_0003,True,True,True,5.040000000000001,0.08738948556204289,0.17315503385579173,,,0.01031891571660509,1.5745,1.734723475976807e-18
of_ts_rmpc_003,4,stochastic_dev_0004,True,True,True,1.005,0.036375113704321414,0.20965927808112844,,,0.1235410662741067,1.9483,8.673617379884035e-19
of_ts_rmpc_003,4,stochastic_dev_0005,True,True,True,0.9849999999999999,0.03559276104918553,0.13353763179010877,,,0.11801545923854305,1.4362,1.734723475976807e-18
of_ts_rmpc_003,4,stochastic_dev_0006,True,True,True,2.665,0.09792311779121186,0.47510360355547926,,,0.11948672792419385,1.6186,5.1726003535979e-07
of_ts_rmpc_003,4,stochastic_dev_0007,True,True,True,1.9900000000000002,0.055709123153931665,0.2566338138704771,,,0.10674959430391204,1.5105,5.090659824791288e-07
of_ts_rmpc_003,4,stochastic_dev_0008,True,True,True,5.5600000000000005,0.14334603471508062,0.14422801226515844,,,0.02098246070541502,1.5005,3.469446951953614e-18
of_ts_rmpc_003,4,stochastic_dev_0009,True,True,True,5.390000000000001,0.14134166550683663,0.06774747547260564,,,0.008190024632414453,1.4782,8.673617379884035e-19
of_ts_rmpc_003,4,stochastic_dev_0010,True,True,True,1.25,0.06647789118851569,0.3486101437068443,,,0.3025244780089419,1.5628,1.734723475976807e-18
of_ts_rmpc_003,4,stochastic_dev_0011,True,True,True,1.25,0.052249749140821436,0.07071177078654048,,,0.28075590183205,1.3701,4.336808689942018e-19
of_ts_rmpc_003,4,stochastic_dev_0012,True,True,True,2.0600000000000005,0.05158452766144037,0.23087026118032294,,,0.045828827038181474,1.6328,9.321459176758751e-08
of_ts_rmpc_003,4,stochastic_dev_0013,True,True,True,2.295,0.058874130990663784,0.28737667491177643,,,0.053139824924247604,1.6114,1.734723475976807e-18
of_ts_rmpc_003,4,stochastic_dev_0014,True,True,True,4.965,0.08750721562031552,0.19052625066716788,,,0.013863482712439722,1.2875,1.734723475976807e-18
of_ts_rmpc_003,4,stochastic_dev_0015,True,True,True,5.125,0.08684626739941749,0.10972262755651205,,,0.00948427003767248,1.3607,8.673617379884035e-19
of_ts_rmpc_003,4,stochastic_dev_0016,True,True,True,0.9950000000000001,0.03310273734783285,0.15259100761238534,,,0.1181023944381125,1.3962,8.673617379884035e-19
of_ts_rmpc_003,4,stochastic_dev_0017,True,True,True,1.0,0.04050322184583561,0.15920757482067874,,,0.13125887457992563,1.6839,6.938893903907228e-18
of_ts_rmpc_003,4,stochastic_dev_0018,True,True,True,2.9400000000000004,0.09837506657277892,0.3973855625491888,,,0.10716696940563131,1.5342,4.783797379337429e-07
of_ts_rmpc_003,4,stochastic_dev_0019,True,True,True,3.1900000000000004,0.08662141259529862,0.4986536751314916,,,0.1135737576142732,1.5398,4.54564220264686e-07
of_ts_rmpc_003,4,ramp_dev_0_to_3p0,True,True,True,0.0,0.1640631207554497,0.3492158764413167,0.17700432041359412,0.2705707980148074,0.2503155158190973,1.3523,0.0
of_ts_rmpc_015,5,calm__+x_r0.15,True,True,True,2.08,0.053922145755961444,0.24763549839849947,,,0.04398363545627031,1.5173,6.938893903907228e-18
of_ts_rmpc_015,5,wind_1p5__+x_r0.15,True,True,False,,0.06431993190763911,0.29026108084627006,,,0.07408964712157592,1.3342,0.0
of_ts_rmpc_015,5,wind_3p0__+x_r0.15,True,True,False,,0.2526472433978659,0.6639292593926455,,,0.5967426592885652,1.3615,0.0
of_ts_rmpc_015,5,calm__-x_r0.15,True,True,True,2.08,0.053919200552700323,0.24767065569614566,,,0.04399024110548772,1.4113,6.938893903907228e-18
of_ts_rmpc_015,5,wind_1p5__-x_r0.15,True,True,False,,0.10409335858035586,0.26943293682516534,,,0.0783515985343771,1.3933,1.3877787807814457e-17
of_ts_rmpc_015,5,wind_3p0__-x_r0.15,True,True,False,,0.30417872935126294,0.6352029118308588,,,0.6233017305697662,1.4003,0.0
of_ts_rmpc_015,5,calm__+y_r0.15,True,True,True,4.955,0.09327564472024619,0.0,,,0.004016286707764588,1.6389,2.465190328815662e-32
of_ts_rmpc_015,5,wind_1p5__+y_r0.15,True,True,False,,0.10816435441493966,0.15277990935547156,,,0.0352006093153277,1.2217,0.0
of_ts_rmpc_015,5,wind_3p0__+y_r0.15,True,True,False,,0.286891160612357,0.6110211945457579,,,0.5696413579288293,1.2285,0.0
of_ts_rmpc_015,5,calm__-y_r0.15,True,True,True,4.955,0.09327564472024619,0.0,,,0.004016286707764588,1.0647,2.465190328815662e-32
of_ts_rmpc_015,5,wind_1p5__-y_r0.15,True,True,False,,0.10816435441493966,0.15277990935547156,,,0.0352006093153277,1.234,0.0
of_ts_rmpc_015,5,wind_3p0__-y_r0.15,True,True,False,,0.286891160612357,0.6110211945457579,,,0.5696413579288293,1.135,0.0
of_ts_rmpc_015,5,calm__+z_r0.15,True,True,True,0.99,0.029780750412311516,0.0,,,0.11217005724800687,1.1589,3.0814879110195774e-33
of_ts_rmpc_015,5,wind_1p5__+z_r0.15,True,True,False,,0.07358726116793764,0.15304125474680222,,,0.14555799343773698,1.2251,0.0
of_ts_rmpc_015,5,wind_3p0__+z_r0.15,True,True,False,,0.2756380369370285,0.6117772806867173,,,0.6809133651501944,1.3575,0.0
of_ts_rmpc_015,5,calm__-z_r0.15,True,True,True,0.99,0.029780750412311496,0.0,,,0.11217005724800738,1.2661,3.0814879110195774e-33
of_ts_rmpc_015,5,wind_1p5__-z_r0.15,True,True,False,,0.07356553603113267,0.15260920382888604,,,0.14442494079908805,1.32,0.0
of_ts_rmpc_015,5,wind_3p0__-z_r0.15,True,True,False,,0.27578699516371646,0.6086191940003525,,,0.6781331938715414,1.5278,0.0
of_ts_rmpc_015,5,calm__+x_r0.25,True,True,True,2.62,0.09083958617711252,0.4137130572570948,,,0.10576642204844755,1.355,4.6016222254863237e-07
of_ts_rmpc_015,5,wind_1p5__+x_r0.25,True,True,False,,0.08496538455987535,0.4354234496954122,,,0.13327554477319403,1.0639,3.0617451773906623e-07
of_ts_rmpc_015,5,wind_3p0__+x_r0.25,True,True,True,0.0,0.24378025868948328,0.7370422469060751,,,0.6461845168110422,1.052,1.6109602540836931e-10
of_ts_rmpc_015,5,calm__-x_r0.25,True,True,True,2.62,0.09083178804078591,0.4136883531871099,,,0.1058339036188664,1.0625,4.6020549848702075e-07
of_ts_rmpc_015,5,wind_1p5__-x_r0.25,True,True,False,,0.13639440746222517,0.40941275383066034,,,0.14015217433586896,1.2575,6.28424908222236e-07
of_ts_rmpc_015,5,wind_3p0__-x_r0.25,True,True,False,,0.32879172982429317,0.6921968969350458,,,0.6909916332650956,1.1552,2.5549018546344726e-06
of_ts_rmpc_015,5,calm__+y_r0.25,True,True,True,5.34,0.15545997022509506,0.0,,,0.011157213245573894,1.073,2.465190328815662e-32
of_ts_rmpc_015,5,wind_1p5__+y_r0.25,True,True,False,,0.15636783078851468,0.15278127842405775,,,0.03935156522465562,1.0862,0.0
of_ts_rmpc_015,5,wind_3p0__+y_r0.25,True,True,False,,0.30831950674235764,0.6110335699640009,,,0.5738232952259444,0.9676,0.0
of_ts_rmpc_015,5,calm__-y_r0.25,True,True,True,5.34,0.15545997022509506,0.0,,,0.011157213245573894,1.016,2.465190328815662e-32
of_ts_rmpc_015,5,wind_1p5__-y_r0.25,True,True,False,,0.15636783078851468,0.15278127842405775,,,0.03935156522465562,1.2432,0.0
of_ts_rmpc_015,5,wind_3p0__-y_r0.25,True,True,False,,0.30831950674235764,0.6110335699640009,,,0.5738232952259444,1.1119,0.0
of_ts_rmpc_015,5,calm__+z_r0.25,True,True,True,1.25,0.05180510724881431,0.0,,,0.2795887855244298,1.1264,3.0814879110195774e-33
of_ts_rmpc_015,5,wind_1p5__+z_r0.25,True,True,False,,0.08492392066412692,0.15324239254103897,,,0.31307788823224675,1.4113,0.0
of_ts_rmpc_015,5,wind_3p0__+z_r0.25,True,True,False,,0.27882037546967925,0.6118357095423365,,,0.8482896851598214,1.4236,0.0
of_ts_rmpc_015,5,calm__-z_r0.25,True,True,True,1.25,0.05180510724881431,0.0,,,0.2795887855244335,1.4348,3.0814879110195774e-33
of_ts_rmpc_015,5,wind_1p5__-z_r0.25,True,True,False,,0.08490889683286756,0.15257050823877671,,,0.31175079464671035,1.2768,0.0
of_ts_rmpc_015,5,wind_3p0__-z_r0.25,True,True,False,,0.2790824265459152,0.608711711696979,,,0.8455631283588787,1.1923,0.0
of_ts_rmpc_015,5,stochastic_dev_0000,True,True,True,2.205,0.06240159424452756,0.3025851539133142,,,0.05334609655715297,1.2577,1.3877787807814457e-17
of_ts_rmpc_015,5,stochastic_dev_0001,True,True,True,3.165,0.049808257670014275,0.41848830338158294,,,0.05646464593919083,1.3725,1.3877787807814457e-17
of_ts_rmpc_015,5,stochastic_dev_0002,True,True,True,6.16,0.09210985454955987,0.22590684846089107,,,0.016534269241533294,1.31,1.734723475976807e-18
of_ts_rmpc_015,5,stochastic_dev_0003,True,True,True,5.040000000000001,0.08738947464032863,0.17315274924235508,,,0.010318844674652047,1.3783,1.734723475976807e-18
of_ts_rmpc_015,5,stochastic_dev_0004,True,True,True,1.005,0.03637505915349278,0.2096555978790366,,,0.12354103690220035,1.312,8.673617379884035e-19
of_ts_rmpc_015,5,stochastic_dev_0005,True,True,True,0.9849999999999999,0.0355927716986167,0.13353571245032966,,,0.11801544552816494,1.2087,1.734723475976807e-18
of_ts_rmpc_015,5,stochastic_dev_0006,True,True,True,2.665,0.09792253374371834,0.4751184907222225,,,0.11948721666511569,1.0982,5.172598253055938e-07
of_ts_rmpc_015,5,stochastic_dev_0007,True,True,True,1.9900000000000002,0.055709304376723674,0.25663295059529834,,,0.10674996511128361,1.4441,5.090636908677837e-07
of_ts_rmpc_015,5,stochastic_dev_0008,True,True,True,5.5600000000000005,0.1433460067276274,0.14422715912384085,,,0.020982299309153254,1.4076,3.469446951953614e-18
of_ts_rmpc_015,5,stochastic_dev_0009,True,True,True,5.390000000000001,0.14134166588063862,0.0677468882055932,,,0.008190026811795283,1.4138,4.336808689942018e-19
of_ts_rmpc_015,5,stochastic_dev_0010,True,True,True,1.25,0.06647769987284584,0.3486235109162399,,,0.30252466158392566,1.3744,6.938893903907228e-18
of_ts_rmpc_015,5,stochastic_dev_0011,True,True,True,1.25,0.05224974866764314,0.07071186828504744,,,0.2807558808759902,1.4741,8.673617379884035e-19
of_ts_rmpc_015,5,stochastic_dev_0012,True,True,True,2.0600000000000005,0.05158452349793817,0.2308757591726348,,,0.04582892480690813,1.8234,9.321464516931499e-08
of_ts_rmpc_015,5,stochastic_dev_0013,True,True,True,2.295,0.05887420737147678,0.28736947409977165,,,0.053139612849649465,1.5262,1.734723475976807e-18
of_ts_rmpc_015,5,stochastic_dev_0014,True,True,True,4.965,0.08750719172124681,0.19052562604104512,,,0.013863510966114753,1.5637,1.734723475976807e-18
of_ts_rmpc_015,5,stochastic_dev_0015,True,True,True,5.125,0.08684627569755077,0.10972145448235723,,,0.009484294049645898,1.5846,8.673617379884035e-19
of_ts_rmpc_015,5,stochastic_dev_0016,True,True,True,0.9950000000000001,0.03310271187548814,0.1525924256036345,,,0.11810246978369582,1.4612,1.734723475976807e-18
of_ts_rmpc_015,5,stochastic_dev_0017,True,True,True,1.0,0.040503309895715524,0.15920786763111563,,,0.13125908578866002,1.4313,3.469446951953614e-18
of_ts_rmpc_015,5,stochastic_dev_0018,True,True,True,2.9400000000000004,0.09837481757668894,0.3974000121645372,,,0.10716738192999509,1.4246,4.783793443596807e-07
of_ts_rmpc_015,5,stochastic_dev_0019,True,True,True,3.1900000000000004,0.08662110881696596,0.4986404683091571,,,0.11357270212626978,1.5405,4.5456419128786507e-07
of_ts_rmpc_015,5,ramp_dev_0_to_3p0,True,True,True,0.0,0.16406472396629435,0.34921864185202106,0.17700462210770723,0.2705736888112999,0.25031649745311735,1.5349,0.0
of_ts_rmpc_027,6,calm__+x_r0.15,True,True,True,2.08,0.05392210476521006,0.2476393096226409,,,0.04398363139136633,1.4569,0.0
of_ts_rmpc_027,6,wind_1p5__+x_r0.15,True,True,False,,0.06431987126539501,0.29026105926064616,,,0.0740898058481365,1.4443,0.0
of_ts_rmpc_027,6,wind_3p0__+x_r0.15,True,True,False,,0.25264719881092906,0.6639160257650251,,,0.5967415925028133,1.5714,0.0
of_ts_rmpc_027,6,calm__-x_r0.15,True,True,True,2.08,0.05391924474977607,0.24766637447212303,,,0.04399023706108859,1.4142,0.0
of_ts_rmpc_027,6,wind_1p5__-x_r0.15,True,True,False,,0.10409342001963284,0.26942896826203694,,,0.07835167006374599,1.3627,1.3877787807814457e-17
of_ts_rmpc_027,6,wind_3p0__-x_r0.15,True,True,False,,0.30417901382783025,0.6352041167050925,,,0.6233000889732384,1.6496,0.0
of_ts_rmpc_027,6,calm__+y_r0.15,True,True,True,4.955,0.09327564472024619,0.0,,,0.004016286707764588,1.5046,9.860761315262648e-32
of_ts_rmpc_027,6,wind_1p5__+y_r0.15,True,True,False,,0.10816435536946234,0.15277976609565105,,,0.035200549348976665,1.6919,0.0
of_ts_rmpc_027,6,wind_3p0__+y_r0.15,True,True,False,,0.28689133308049,0.6110180744246324,,,0.5696417220878811,1.6848,0.0
of_ts_rmpc_027,6,calm__-y_r0.15,True,True,True,4.955,0.09327564472024619,0.0,,,0.004016286707764588,1.406,9.860761315262648e-32
of_ts_rmpc_027,6,wind_1p5__-y_r0.15,True,True,False,,0.10816435536946234,0.15277976609565105,,,0.035200549348976665,1.4566,0.0
of_ts_rmpc_027,6,wind_3p0__-y_r0.15,True,True,False,,0.28689133308049,0.6110180744246324,,,0.5696417220878811,1.5406,0.0
of_ts_rmpc_027,6,calm__+z_r0.15,True,True,True,0.99,0.029780750412311516,0.0,,,0.11217005724800687,1.5469,3.0814879110195774e-33
of_ts_rmpc_027,6,wind_1p5__+z_r0.15,True,True,False,,0.07358726238504955,0.15304109016297548,,,0.14555787692979258,1.5389,0.0
of_ts_rmpc_027,6,wind_3p0__+z_r0.15,True,True,False,,0.27563814646433094,0.6117738659297006,,,0.6809094224588053,1.4735,0.0
of_ts_rmpc_027,6,calm__-z_r0.15,True,True,True,0.99,0.029780750412311496,0.0,,,0.11217005724800738,1.3551,3.0814879110195774e-33
of_ts_rmpc_027,6,wind_1p5__-z_r0.15,True,True,False,,0.07356553688453973,0.15260909170751097,,,0.14442492995269796,1.4076,0.0
of_ts_rmpc_027,6,wind_3p0__-z_r0.15,True,True,False,,0.27578716245634294,0.6086166243570817,,,0.6781335852681323,1.3772,0.0
of_ts_rmpc_027,6,calm__+x_r0.25,True,True,True,2.62,0.09083947746562024,0.41372259995753496,,,0.10576605379728898,1.3978,4.6016222232658777e-07
of_ts_rmpc_027,6,wind_1p5__+x_r0.25,True,True,False,,0.08496523543613665,0.4354276762792222,,,0.1332756594664803,1.4684,3.0617283197642564e-07
of_ts_rmpc_027,6,wind_3p0__+x_r0.25,True,True,True,0.0,0.24378009366448225,0.7370247783386656,,,0.6461837181013235,1.615,1.6106194156151332e-10
of_ts_rmpc_027,6,calm__-x_r0.25,True,True,True,2.62,0.09083191096905886,0.4136763605207652,,,0.10583419883465446,1.8316,4.602054964886193e-07
of_ts_rmpc_027,6,wind_1p5__-x_r0.25,True,True,False,,0.13639454567240947,0.40940015923527256,,,0.1401525129394901,1.4698,6.284275005929985e-07
of_ts_rmpc_027,6,wind_3p0__-x_r0.25,True,True,False,,0.32879211518876433,0.6921933162105964,,,0.6909894221361086,1.5819,2.554956542555331e-06
of_ts_rmpc_027,6,calm__+y_r0.25,True,True,True,5.34,0.15545997022509508,0.0,,,0.011157213245573897,1.57,9.860761315262648e-32
of_ts_rmpc_027,6,wind_1p5__+y_r0.25,True,True,False,,0.15636783156231213,0.15278113109841274,,,0.03935150718678093,1.6435,0.0
of_ts_rmpc_027,6,wind_3p0__+y_r0.25,True,True,False,,0.3083196673723195,0.6110304315152952,,,0.5738236780129078,1.6109,0.0
of_ts_rmpc_027,6,calm__-y_r0.25,True,True,True,5.34,0.15545997022509508,0.0,,,0.011157213245573897,1.5789,9.860761315262648e-32
of_ts_rmpc_027,6,wind_1p5__-y_r0.25,True,True,False,,0.15636783156231213,0.15278113109841274,,,0.03935150718678093,1.5455,0.0
of_ts_rmpc_027,6,wind_3p0__-y_r0.25,True,True,False,,0.3083196673723195,0.6110304315152952,,,0.5738236780129078,1.4457,0.0
of_ts_rmpc_027,6,calm__+z_r0.25,True,True,True,1.25,0.05180510724881431,0.0,,,0.2795887855244298,1.3208,3.0814879110195774e-33
of_ts_rmpc_027,6,wind_1p5__+z_r0.25,True,True,False,,0.08492392063791152,0.15324221939871704,,,0.3130777282356722,1.5313,0.0
of_ts_rmpc_027,6,wind_3p0__+z_r0.25,True,True,False,,0.2788204345714642,0.6118319494210452,,,0.848283640776994,1.5106,0.0
of_ts_rmpc_027,6,calm__-z_r0.25,True,True,True,1.25,0.05180510724881431,0.0,,,0.2795887855244335,1.4927,3.0814879110195774e-33
of_ts_rmpc_027,6,wind_1p5__-z_r0.25,True,True,False,,0.08490890250190408,0.1525704068849063,,,0.3117508798912446,1.3925,0.0
of_ts_rmpc_027,6,wind_3p0__-z_r0.25,True,True,False,,0.27908258935193425,0.6087094205288537,,,0.8455638496023442,1.4999,0.0
of_ts_rmpc_027,6,stochastic_dev_0000,True,True,True,2.205,0.06240149736554029,0.30258832729992946,,,0.053346837248606546,1.4875,1.734723475976807e-18
of_ts_rmpc_027,6,stochastic_dev_0001,True,True,True,3.165,0.049808237323189126,0.41848312363117324,,,0.05646523392898147,1.7721,1.3877787807814457e-17
of_ts_rmpc_027,6,stochastic_dev_0002,True,True,True,6.16,0.09210983068127507,0.2259090658846214,,,0.01653418629358826,1.559,1.734723475976807e-18
of_ts_rmpc_027,6,stochastic_dev_0003,True,True,True,5.040000000000001,0.0873894746459017,0.1731513667318631,,,0.010318796592493304,1.5938,1.734723475976807e-18
of_ts_rmpc_027,6,stochastic_dev_0004,True,True,True,1.005,0.036375065782807574,0.2096545261544488,,,0.12354098377465583,1.5814,4.336808689942018e-19
of_ts_rmpc_027,6,stochastic_dev_0005,True,True,True,0.9849999999999999,0.03559277541104996,0.1335348906654297,,,0.11801549888262863,1.627,1.734723475976807e-18
of_ts_rmpc_027,6,stochastic_dev_0006,True,True,True,2.665,0.09792228991742082,0.47512688043727547,,,0.11948735959192777,1.4502,5.172596325708767e-07
of_ts_rmpc_027,6,stochastic_dev_0007,True,True,True,1.9900000000000002,0.05570938058941483,0.2566318718142255,,,0.10675101358161705,1.5209,5.09054539410414e-07
of_ts_rmpc_027,6,stochastic_dev_0008,True,True,True,5.5600000000000005,0.14334599910903023,0.14422731099662928,,,0.0209822559505552,1.563,3.469446951953614e-18
of_ts_rmpc_027,6,stochastic_dev_0009,True,True,True,5.390000000000001,0.1413416660527342,0.06774664049708785,,,0.008190038324161689,1.5658,4.336808689942018e-19
of_ts_rmpc_027,6,stochastic_dev_0010,True,True,True,1.25,0.06647760264943517,0.3486301273382504,,,0.3025241122399818,1.6738,6.938893903907228e-18
of_ts_rmpc_027,6,stochastic_dev_0011,True,True,True,1.25,0.052249748799977506,0.07071208037821326,,,0.2807558542995964,1.6117,8.673617379884035e-19
of_ts_rmpc_027,6,stochastic_dev_0012,True,True,True,2.0600000000000005,0.051584480305948734,0.23087839876893387,,,0.045828851400783986,1.4759,9.321533483985789e-08
of_ts_rmpc_027,6,stochastic_dev_0013,True,True,True,2.295,0.058874303869453026,0.28736585472804593,,,0.05313972741556815,1.6229,3.469446951953614e-18
of_ts_rmpc_027,6,stochastic_dev_0014,True,True,True,4.965,0.08750719420809724,0.19052563635210926,,,0.013863557352973283,1.6869,3.469446951953614e-18
of_ts_rmpc_027,6,stochastic_dev_0015,True,True,True,5.125,0.08684627811741467,0.10972091586853712,,,0.009484334978084258,1.6897,1.734723475976807e-18
of_ts_rmpc_027,6,stochastic_dev_0016,True,True,True,0.9950000000000001,0.03310270120538119,0.15259270926294646,,,0.11810258849801947,1.6538,1.734723475976807e-18
of_ts_rmpc_027,6,stochastic_dev_0017,True,True,True,1.0,0.04050332581624577,0.1592077045767147,,,0.1312593096899065,1.6334,3.469446951953614e-18
of_ts_rmpc_027,6,stochastic_dev_0018,True,True,True,2.9400000000000004,0.09837463594292079,0.3974031741798019,,,0.10716669004959947,1.4821,4.783791277551686e-07
of_ts_rmpc_027,6,stochastic_dev_0019,True,True,True,3.1900000000000004,0.08662103943657345,0.49863089356300005,,,0.11357139547087243,1.4267,4.5456428476864374e-07
of_ts_rmpc_027,6,ramp_dev_0_to_3p0,True,True,True,0.0,0.16406522299499593,0.3492198612351195,0.17700477273735196,0.27057458327390804,0.2503171949027322,1.4604,0.0
