candidate_id,safe_sample_count,solver_success_rate,task_success_rate,position_rmse_3d_m,acquisition_median_s,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,total_solve_time_p95_ms
of_ts_rmpc_001,57,1.0,0.5964912280701754,0.126606458138574,2.245,0.17604842601064835,0.2688307728585782,0.22099330837484898,1.1335
of_ts_rmpc_013,57,1.0,0.5964912280701754,0.12660656550229354,2.245,0.1760487314891741,0.26883365967802453,0.2209933220536094,1.1263
of_ts_rmpc_025,57,1.0,0.5964912280701754,0.1266065929404738,2.245,0.17604888361529847,0.2688345494923344,0.22099310627417396,1.3922
of_ts_rmpc_003,57,1.0,0.5964912280701754,0.12707583401901887,2.25,0.17700432041359412,0.2705707980148074,0.2203494200768671,1.9483
of_ts_rmpc_015,57,1.0,0.5964912280701754,0.1270759421944972,2.25,0.17700462210770723,0.2705736888112999,0.2203494369540361,1.8234
of_ts_rmpc_027,57,1.0,0.5964912280701754,0.12707596942623917,2.25,0.17700477273735196,0.27057458327390804,0.2203492267267263,1.8316
