sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction,directional_stratum,wind_direction_sign
v5d_calm_00,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,2.215,0.05984258347561871,0.4050206478632285,0.1800000000000006,0.002126335827342659,0.28693109658017907,0.7913760950503013,0.22045384281617175,136.46849240468524,0.7086523127694871,0.10241811583088639,[],3.7063,0.0,0.012448132780082987,not_applicable,0
v5d_moderate_00,NORMAL_CONSTANT,satc_ofmpc,satc_b_027,True,True,3.425,0.06487590357674418,0.6684664273902948,0.16169215070033738,0.01729030867232321,0.5271438831207703,0.849867899096105,0.23228130663102753,136.2984046995595,0.8403273772080606,0.12347257295833045,[],4.2355,0.0,0.03319502074688797,aligned,1
v5d_calm_01,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,3.165,0.07470938039708329,0.6735433329546349,0.23,0.002930301765669003,0.39380068848274824,1.006036714149374,0.23185458491789868,138.3677977866222,0.872232858144018,0.14081061298619452,[],4.4024,0.0,0.03734439834024896,not_applicable,0
v5d_moderate_01,NORMAL_CONSTANT,satc_ofmpc,satc_b_027,True,True,2.375,0.0869581723086719,0.4930022297205982,0.2524677354396741,0.014449668972999895,0.3805929811208675,0.9454584017930046,0.23046756874762853,139.1204402693426,0.7635940935040707,0.10914332826739973,[],4.8572,0.0,0.016597510373443983,opposed,-1
v5d_calm_02,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,2.25,0.058349212381379224,0.44527251307092325,0.17999999999999966,0.001883566681670584,0.26235098663938056,0.8529552812160133,0.23174574533985887,137.10033674769036,0.771025021449168,0.10951279157412455,[],3.7528,0.0,0.012448132780082987,not_applicable,0
v5d_moderate_02,NORMAL_CONSTANT,satc_ofmpc,satc_b_027,True,True,3.5650000000000004,0.06537987922392012,0.7141840519842719,0.16021281482958094,0.017684269082738152,0.512881727454654,0.9087273351211804,0.23228130663102753,136.89502356025395,0.8796006992784512,0.13053648317682395,[],3.758,0.0,0.03734439834024896,aligned,1
v5d_calm_03,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,2.3500000000000005,0.08363137428465722,0.46838192452288857,0.23844832337944022,0.003314717787951045,0.6422259706533309,0.8901182664860616,0.23046756874762853,130.5854433816477,0.9153050027116154,0.11955898981069275,[],3.7601,0.0,0.024896265560165973,not_applicable,0
v5d_moderate_03,NORMAL_CONSTANT,satc_ofmpc,satc_b_027,True,True,2.75,0.0958722438402283,0.4081999753505131,0.24939090922181328,0.015650244250606245,0.5548709347912423,0.8596961302431072,0.22133788145019673,130.57871933174314,0.9016241546709328,0.08571884553629754,[],4.2359,0.0,0.016597510373443983,opposed,-1
v5d_calm_04,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,2.34,0.06709543915539076,0.2643834237516328,0.18731671341623732,0.0038315064580500464,0.37822227366668243,0.8311519300097756,0.22045384281617175,130.49104804366073,0.870908845732943,0.07828168695487407,[],3.3684,0.0,0.012448132780082987,not_applicable,0
v5d_moderate_04,NORMAL_CONSTANT,satc_ofmpc,satc_b_027,True,True,3.165,0.06999851540553795,0.5228771638723853,0.1784887789711189,0.016684647296607638,0.6276429969417701,0.8316768532135964,0.22045384281617175,130.638041928671,0.8709297338148034,0.0991318200323831,[],3.7407,0.0,0.012448132780082987,aligned,1
v5d_calm_05,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,2.245,0.07514691770247282,0.3635885240790846,0.23000000000000087,0.003511646338965442,0.5704181249016538,0.8202655202542207,0.21742941073885996,133.30067454834983,0.9248299891832543,0.10497945448314798,[],4.1916,0.0,0.012448132780082987,not_applicable,0
v5d_moderate_05,NORMAL_CONSTANT,satc_ofmpc,satc_b_027,True,True,2.705,0.08713140842076463,0.3741283843664316,0.24634409559542603,0.015547707075804338,0.5631738462019918,0.7790029849033601,0.2174294107388599,133.77247971812463,0.8738902640727659,0.07409306741499706,[],3.4427,0.0,0.012448132780082987,opposed,-1
v5d_calm_06,NORMAL_CALM,satc_ofmpc,satc_b_027,True,True,2.21,0.06161865822745624,0.4027041997118701,0.17999999999999927,0.0023209934515342283,0.2911583841735217,0.7667526664189016,0.22045384281617175,131.86033403188915,0.7531345144777725,0.10769182919965978,[],3.5286,0.0,0.012448132780082987,not_applicable,0
