sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction,directional_stratum,wind_direction_sign,residual_clip_fraction_mean,residual_clip_fraction_p95,residual_clip_fraction_max,trust_mean,trust_p95,trust_max,residual_unrepresented_norm_mean,residual_unrepresented_norm_p95,residual_unrepresented_norm_max,residual_debt_norm_mean,residual_debt_norm_p95,residual_debt_norm_max,steady_equality_residual_mean,steady_equality_residual_p95,steady_equality_residual_max,steady_task_residual_mean,steady_task_residual_p95,steady_task_residual_max,requested_steady_input_max_abs_mean,requested_steady_input_max_abs_p95,requested_steady_input_max_abs_max,feasible_steady_input_max_abs_mean,feasible_steady_input_max_abs_p95,feasible_steady_input_max_abs_max,backbone_norm_mean,backbone_norm_p95,backbone_norm_max,qp_correction_norm_mean,qp_correction_norm_p95,qp_correction_norm_max,limiter_mismatch_mean,limiter_mismatch_p95,limiter_mismatch_max,steady_infeasibility_fraction,steady_constraint_activity_fraction,reachable_constraint_activity_fraction,solver_success_rate,qp_iterations_max
v5d_calm_00,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.162684888131805,0.4526032429605812,0.17999999999999997,0.19871693038946592,2.794800755351245,1.4791222053986062,0.25,133.19455214092523,1.4092818997953982,0.09370042140838804,[],0.0905,0.0,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_00,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.16719497814990397,0.800197624755653,0.1372437840134541,0.2006292350196346,2.912194041110103,1.479126759398393,0.25,133.21210086645385,1.409127547868338,0.09345361141521333,[],0.086,0.0,0.004149377593360996,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_01,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.09,0.1000345784044867,0.7079278658687822,0.23000000000000004,0.0766254184558951,0.08915720579189335,0.35395603346132914,0.25,134.57202890235226,0.1850684854746129,0.03866604367378228,[],0.0775,0.0,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_01,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,True,6.279999999999999,0.13663786038403478,0.40509921605833304,0.338443624745825,0.05819392874840898,0.18021952374482464,0.35389625616740145,0.25,134.59647533844873,0.13853215476009118,0.041633857166187796,[],0.0833,0.0,0.004149377593360996,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_02,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.23,0.11616596807017823,0.49260442975029506,0.18,0.13560861526152257,0.9888996553091747,0.8684064419747072,0.25,133.22238385213484,0.8343843196258174,0.056665874832444535,[],0.0748,0.0,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_02,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,True,4.42,0.12233811545038435,0.8201422966654549,0.1372437840134541,0.14080102440467132,1.1054640903808304,0.8684143617315301,0.25,133.23484844350241,0.83430631644525,0.05618605905999209,[],0.0766,0.0,0.004149377593360996,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_03,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.30641876526540385,0.5327855019769645,0.23077237263054937,0.38452771842861183,8.394674377684751,2.0,0.24912266664322713,131.15631222564164,2.558168634832262,0.15821483226400138,[],0.0723,0.12033195020746888,0.0,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_03,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.31834630643466993,0.37823026861237385,0.3237973668614412,0.3804271416195064,8.495690676580175,2.0,0.24890923492151362,131.15320763321495,2.559590814959685,0.15814631494347162,[],0.0759,0.12033195020746888,0.0,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_04,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.265470729123167,0.34743643563312515,0.18058836279063553,0.33099415950277544,7.434815467819944,2.0,0.2415403231248019,130.98595752128324,2.4084194685111333,0.15013164646448965,[],0.0787,0.0954356846473029,0.0,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_04,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2695262369878244,0.7197578765342664,0.15551152271561783,0.33185775306949555,7.551440591575017,2.0,0.24151903039675204,130.98446580246568,2.408105017792962,0.1501136322100361,[],0.0809,0.0954356846473029,0.0,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_05,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.26262580137871844,0.4365544096423497,0.22999999999999998,0.32584864934445823,7.153400539093542,2.0,0.25,131.26059699679823,2.3379591358070346,0.14715448399569261,[],0.0717,0.0912863070539419,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_05,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2754781237917079,0.3672563679368013,0.314135578962872,0.32149464222531615,7.259307631415675,2.0,0.24999999999999997,131.29307030424803,2.3389508031412096,0.146995490035725,[],0.0817,0.0912863070539419,0.004149377593360996,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_06,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.17960650025739436,0.46055348234820936,0.18,0.22067849952254118,3.4984969797823386,1.6566045371074045,0.19287581678479188,130.4648341411227,1.5739891025568882,0.10467021918069552,[],0.0737,0.0,0.0,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_06,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.19819586000002332,0.3696203503019068,0.2842087232017359,0.21181290542055675,3.6052904647640034,1.6572363364607787,0.19304331731468444,130.44457920726614,1.5743308448294515,0.10417608399138595,[],0.0806,0.0,0.0,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_07,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,3.9699999999999998,0.09451493078524811,0.41276410422964954,0.23000000000000004,0.09964217647844338,0.4783599703832186,0.6026382659695262,0.25,132.02260797375584,0.5230394030696589,0.03643597903321229,[],0.074,0.0,0.008298755186721992,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_07,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,True,4.305,0.10308839502267639,0.7524014862784317,0.187596168200275,0.10218080769173446,0.5942181519987522,0.6022601964413358,0.25000000000000006,132.05291838989857,0.5228911425204432,0.041633857166187796,[],0.0495,0.0,0.008298755186721992,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_08,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.16,0.09400631411046763,0.44351371964907493,0.18,0.10533542055674051,0.46159387328587886,0.5739224898191718,0.25,134.64530381426846,0.5531915050710162,0.03869792742714236,[],0.0575,0.0,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_08,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.12559061438223917,0.36410224607027614,0.2808634330566692,0.09005980141244525,0.5670376702274594,0.5741409668212145,0.25,134.6874227806422,0.5533413872178669,0.041617004069668465,[],0.0515,0.0,0.004149377593360996,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_09,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2465421824035673,0.6433590707862086,0.23005522728698655,0.30067756678185575,6.446494734118067,2.0,0.23189658007522101,131.0983094643706,2.211521110491962,0.14087754252302526,[],0.0782,0.07053941908713693,0.0,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_09,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2497136824712962,0.8867912728078218,0.189385531965107,0.3086914591603847,6.559498465344191,2.0,0.23193295391947347,131.07801772150654,2.2110793779542104,0.140458378974316,[],0.0703,0.07053941908713693,0.0,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_10,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,2.21,0.08663186799742764,0.3470789678708141,0.18,0.09775742006858934,0.5259437811154266,0.604017824096724,0.25,131.4920474430439,0.5818409574384609,0.03924687035641657,[],0.0879,0.0,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_10,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.11840008368788162,0.35780726857653466,0.2676827081681172,0.09195545956994218,0.6335009207640332,0.6042042599094384,0.25,131.46996416293214,0.5819656839791051,0.041617004069668465,[],0.0496,0.0,0.004149377593360996,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_11,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,4.2,0.1569423034576173,0.5834293568065531,0.22999999999999998,0.18430368632819527,2.1847142747363493,1.2933759763412926,0.25,131.3858975453038,1.2349162863153462,0.08302323064933918,[],0.0718,0.0,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_11,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.1613270890930397,0.8475905031613248,0.15946276413240656,0.19263970429528704,2.298744331836413,1.2933670621403788,0.24999999999999997,131.41533741050438,1.234641243221004,0.08241272926580637,[],0.0499,0.0,0.004149377593360996,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_12,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,3.08,0.23936625169317335,0.06246228391226423,0.18,0.2933450955861096,6.66836335020848,2.0,0.25,131.31092167584103,2.2527439763795334,0.14234871468545696,[],0.064,0.07468879668049792,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_12,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.24879726182303977,0.4905488435836167,0.21960887935745224,0.29699613395242763,6.781910847490219,2.0,0.25,131.28598794300748,2.2526941633782687,0.14251603213144012,[],0.0448,0.07468879668049792,0.004149377593360996,cross,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_13,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.43853757969230256,0.14080335070509997,0.2304920171872919,0.5642401413738827,10.604423003890004,2.0,0.18678212475045686,131.8273928644848,3.021126133488508,0.17603217783222913,[],0.0508,0.16597510373443983,0.0,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_13,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4428965672017749,0.5998684175296257,0.2417800964859798,0.5663196878703878,10.720213648029144,2.0,0.18674631003168463,131.8230415023499,3.020697985036716,0.17641771920090957,[],0.0472,0.16597510373443983,0.0,cross,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_14,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,1.2199999999999998,0.04425906993099017,0.09281549653955862,0.17999999999999997,0.026865583823799603,0.13094199838839,0.5745606512638048,0.25,131.93706364909764,0.1806187742624341,0.012419919082800658,[],0.0697,0.0,0.008298755186721992,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_14,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,True,3.8900000000000006,0.07801094551994131,0.5497982232133187,0.20662642660943337,0.04507751558021002,0.24294058974048005,0.5725285997165575,0.25,131.91135421411718,0.1806199660246425,0.041617004069668465,[],0.0469,0.0,0.008298755186721992,cross,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_15,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,True,3.635,0.284223316767396,0.09271586176387746,0.23,0.3527281524568382,8.01898441602557,2.0,0.25,131.86885350535064,2.480076426493516,0.15444866535078894,[],0.0795,0.11203319502074689,0.012448132780082987,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_15,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.29245168335305394,0.4653585392441066,0.263942861686557,0.355747291089437,8.13087618340845,2.0,0.25000000000000006,131.90345286817447,2.4797933899605384,0.15466722050649873,[],0.0769,0.11203319502074689,0.012448132780082987,cross,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_16,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3232414738155587,0.036080814349741835,0.18,0.4083710551384394,8.95570790236932,2.0,0.25,131.26294435757012,2.6832910132751797,0.16255747855601435,[],0.0487,0.13278008298755187,0.004149377593360996,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_16,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3301799692521058,0.5076143471526181,0.21663665459608486,0.41082274979040356,9.06900982737175,2.0,0.25,131.2598669856087,2.682744084545775,0.1630019023436712,[],0.0712,0.13278008298755187,0.004149377593360996,cross,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_calm_17,NORMAL_CALM,corrected_pid,hybrid_x007_y041_z041,True,False,,0.43978975641064855,0.08165073768003005,0.23,0.5660222374763575,10.619175200002331,2.0,0.19153305576376992,131.7802546215342,3.00942418230659,0.17580247889677883,[],0.0697,0.16597510373443983,0.0,not_applicable,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_moderate_17,NORMAL_CONSTANT,corrected_pid,hybrid_x007_y041_z041,True,False,,0.44461765243856327,0.5529687391497552,0.25117764295454004,0.5681453172895966,10.734324024382747,2.0,0.1913905586507453,131.79933166052183,3.0091816132266884,0.17625560754859315,[],0.0719,0.16597510373443983,0.0,cross,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_aligned_00,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.32635834355994486,1.5715858647696046,0.4163077776144411,0.40111845065474994,3.915035058608134,1.4799881477620058,0.25,133.33073249599045,1.4093294206042557,0.13293081269824256,[],0.0721,0.0,0.004149377593360996,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_aligned_01,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.28291256040347174,1.6225810408015533,0.4167976747354785,0.32312544652352676,1.1857859010678518,0.4314274282016757,0.25,131.17344327278224,0.316304340360979,0.13311205709987545,[],0.0701,0.0,0.004149377593360996,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_aligned_02,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.30294925293021124,1.5857422322949568,0.4163077776144411,0.3587879473036303,2.102663505175534,0.8688984986074195,0.25,133.3510559687364,0.8344170120908339,0.13293081269824256,[],0.0722,0.0,0.004149377593360996,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_aligned_03,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.41370258968218476,1.5894370167418572,0.4167976747354785,0.5357819896833975,9.530828382800049,2.0,0.2475930264722377,131.2672205874728,2.5622759071107724,0.15999574405700742,[],0.0684,0.12033195020746888,0.0,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_aligned_04,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.39731779551707186,1.5055587491790872,0.4163077776144411,0.506029368779919,8.56421879635436,2.0,0.24088234527596775,131.01312276247717,2.406406676052688,0.151014578580341,[],0.0681,0.0954356846473029,0.0,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_aligned_05,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3868408532220696,1.5702306999358138,0.4167976747354785,0.4927053776173464,8.376271781400431,2.0,0.25,135.50563257489384,2.37037198996835,0.14895193314150498,[],0.0698,0.0912863070539419,0.004149377593360996,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_opposed_00,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.41191803468868493,1.223316374426349,0.5274325781866663,0.46311134329306547,4.617044434786246,1.6583574168232809,0.19321037761243787,130.45096261913866,1.574603745036578,0.13293081269824256,[],0.0713,0.0,0.0,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_opposed_01,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.37706928780819443,1.2644910679420263,0.5357243026369881,0.39293062354539693,1.6004476207686151,0.6097247550991438,0.25000000000000006,137.99302143511284,0.5322835932836856,0.13311205709987545,[],0.0667,0.0,0.008298755186721992,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_opposed_02,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3804727576461757,1.2469318468108894,0.5216966248264167,0.39687132530328856,1.5721541359666502,0.5745641040194497,0.25,134.84405463452117,0.5534468785666163,0.13293081269824256,[],0.07,0.0,0.004149377593360996,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_opposed_03,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4564651486755747,1.203224488761469,0.57328645479747,0.5257443574094864,7.534083082817344,2.0,0.23195186693609174,130.93365726655293,2.2053916898589905,0.1401573851439015,[],0.0682,0.07053941908713693,0.0,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_opposed_04,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3689018186855893,1.2348189214060972,0.499297108066686,0.39086288391948465,1.6335268928568256,0.604603128953898,0.25,131.4463249320851,0.5820755366619013,0.13293081269824256,[],0.0901,0.0,0.004149377593360996,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_opposed_05,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4099149741653534,1.2300363873832938,0.5654410883389035,0.4435547623688466,3.3506579290152616,1.3130964258555742,0.25,136.152415684177,1.25235936276327,0.13311205709987545,[],0.0678,0.0,0.004149377593360996,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_cross_00,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4078357623213805,1.3353200252271695,0.4377490858387605,0.5002950772441547,7.799796734968167,2.0,0.25,131.2652968841517,2.2517404311931712,0.1428017219760224,[],0.072,0.07468879668049792,0.004149377593360996,cross,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_cross_01,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.5552179595096003,1.3208070115142658,0.4622676027470233,0.7148159665730648,11.744832128970263,2.0,0.18626773423862875,131.87761158147126,3.009471951955395,0.17692264741935296,[],0.0463,0.16597510373443983,0.0,cross,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_cross_02,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3258849873634739,1.3536362808143307,0.4276227641363805,0.3537432214275425,1.2408261004668042,0.5625193365843499,0.25,131.88706731396547,0.24669452943835113,0.13293081269824256,[],0.0613,0.0,0.008298755186721992,cross,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_cross_03,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.42819937716127787,1.412334180746094,0.44022830671723046,0.5350753931560226,9.24367297912363,2.0,0.25000000000000006,137.29497518879705,2.5157910434263187,0.1567060271823568,[],0.046,0.11618257261410789,0.008298755186721992,cross,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_cross_04,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.4613424047045121,1.3525653863445912,0.4407669318153073,0.5837001744565811,10.084230484952524,2.0,0.25,131.31230874795287,2.6792064605202475,0.16384529106249504,[],0.0472,0.13278008298755187,0.004149377593360996,cross,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_preexisting_cross_05,STRONG_PREEXISTING,corrected_pid,hybrid_x007_y041_z041,True,False,,0.5501489478308298,1.3591617724122471,0.4510015778570325,0.710322434120857,11.73489658877205,2.0,0.191695312241515,132.52481396244397,3.020462662529456,0.17735285713056348,[],0.0659,0.16597510373443983,0.0,cross,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_aligned_00,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.29694675495886064,1.1936296023312414,0.39417160150586994,0.40923445426662713,3.649963684349553,1.480007886738933,0.25,133.19452779166542,1.4102257831776437,0.13193274811361688,[],0.0682,0.0,0.004149377593360996,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_aligned_01,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.26346459231919395,1.1747394755986016,0.3879827390155396,0.34585288673594683,0.9175096968256465,0.42975856030637116,0.25,131.34154224370002,0.2342639443034678,0.1352729659382939,[],0.0705,0.0,0.004149377593360996,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_aligned_02,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.2732658016329933,1.191678879907051,0.39157778460369763,0.36962197446031464,1.8362855031135674,0.8688957275920456,0.25,133.33309539221844,0.8349462152092216,0.13184060437418174,[],0.0446,0.0,0.004149377593360996,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_aligned_03,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.393687885814614,1.186142018530811,0.40156783096612936,0.545059685630835,9.260798428584174,2.0,0.2473973701255281,131.2543696357144,2.5627416498823212,0.16148051847489944,[],0.07,0.12033195020746888,0.0,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_aligned_04,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3674105186092639,1.1965860254066636,0.4052408479872118,0.509157917661083,8.305278867737247,2.0,0.24099816785016037,130.96896356716198,2.40830634428187,0.1539637251254762,[],0.069,0.0954356846473029,0.0,aligned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_aligned_05,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3610635655990874,1.2008096257549676,0.40249281473127074,0.49928742455749625,8.109740165884823,2.0,0.25,135.32916629022927,2.370287204878301,0.15141491727155726,[],0.0655,0.0912863070539419,0.004149377593360996,aligned,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_opposed_00,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3461793044125203,1.2464568304259247,0.4789410022970015,0.44655801551116214,4.377719096581464,1.6572933879222935,0.19287581678479188,130.55504765860078,1.5748911116802404,0.13361669875847643,[],0.0677,0.0,0.0,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_opposed_01,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3086403225489021,1.277772439718269,0.47213231712457104,0.37911031976348003,1.3683378447081973,0.5867538783490014,0.25,137.65625924978528,0.5317451406982795,0.12971587972106383,[],0.0624,0.0,0.008298755186721992,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_opposed_02,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3103062089910403,1.2694446798526298,0.4757210321527637,0.38155936812353675,1.3399702498869555,0.5741372289098228,0.25,134.755792728387,0.5535230844064115,0.13092360825249105,[],0.0453,0.0,0.004149377593360996,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_opposed_03,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3927732906544708,1.2511107230597833,0.508662003767405,0.5076553530042238,7.293273084603802,2.0,0.2323360885825038,130.90894391860277,2.2038007115799174,0.14376838000471823,[],0.0684,0.07053941908713693,0.0,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_opposed_04,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.30076690575467896,1.22986439087251,0.4518362459454299,0.37733176384985817,1.3959733739431228,0.6041776259551757,0.25,131.52658262546302,0.5821211288715685,0.1353686747394053,[],0.0651,0.0,0.004149377593360996,opposed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5d_strong_simultaneous_opposed_05,STRONG_SIMULTANEOUS,corrected_pid,hybrid_x007_y041_z041,True,False,,0.3406466005496076,1.272557687928861,0.49644613436519225,0.4256662364488234,3.1151051699004872,1.3114918312071357,0.25,135.902956417511,1.2509733719937675,0.13055767624544085,[],0.0671,0.0,0.004149377593360996,opposed,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
