sample_id,cohort,controller,candidate_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,total_acceleration_effort,max_abs_command_m_s2,max_command_step_m_s2,max_thrust_N,max_abs_torque_Nm,max_cutter_angular_speed_rad_s,safety_failure_reasons,solve_time_p95_ms,amplitude_saturation_fraction,slew_activity_fraction,residual_clip_fraction_mean,residual_clip_fraction_p95,residual_clip_fraction_max,trust_mean,trust_p95,trust_max,residual_unrepresented_norm_mean,residual_unrepresented_norm_p95,residual_unrepresented_norm_max,residual_debt_norm_mean,residual_debt_norm_p95,residual_debt_norm_max,steady_equality_residual_mean,steady_equality_residual_p95,steady_equality_residual_max,steady_task_residual_mean,steady_task_residual_p95,steady_task_residual_max,requested_steady_input_max_abs_mean,requested_steady_input_max_abs_p95,requested_steady_input_max_abs_max,feasible_steady_input_max_abs_mean,feasible_steady_input_max_abs_p95,feasible_steady_input_max_abs_max,backbone_norm_mean,backbone_norm_p95,backbone_norm_max,qp_correction_norm_mean,qp_correction_norm_p95,qp_correction_norm_max,limiter_mismatch_mean,limiter_mismatch_p95,limiter_mismatch_max,steady_infeasibility_fraction,steady_constraint_activity_fraction,reachable_constraint_activity_fraction,solver_success_rate,qp_iterations_max,directional_stratum,wind_direction_sign
v5d_calm_05,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,3.1400000000000006,0.08088358505979908,0.2111667777706481,0.23000000000000087,0.008058074075908556,0.3056609606367176,0.9396385781629835,0.25,134.9827397085475,0.5928547341354921,0.06104155746520482,[],4.0588,0.0,0.012448132780082987,0.0,0.0,0.0,0.9662656015671905,0.9999999870504397,1.0,6.333785995679111e-05,0.00033374624054626894,0.0005524711189856798,0.0001401210355347917,0.0006674558995172241,0.0009114424007541954,6.333785995679111e-05,0.00033374624054626894,0.0005524711189856798,4.327640253177765e-11,2.2374358712293848e-10,3.726097370764789e-10,0.0010333459026503095,0.00580461349100017,0.00932699969201492,0.0010333459026503095,0.00580461349100017,0.00932699969201492,0.19376020984705675,0.8266184369088944,2.56364310142898,0.18329351207462186,0.7826940643809909,2.1327979873723946,1.907770680839027e-08,6.162975822039155e-33,3.290920215448523e-06,0.004149377593360996,0.0,0.0,1.0,100,not_applicable,0
v5d_moderate_05,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,3.3200000000000003,0.08901639716440587,0.3647408485642176,0.2429978912809203,0.016735281684645054,0.43873179366067766,0.9407793562590437,0.25,135.08406877271204,0.6057750714949728,0.06774537011324075,[],3.5049,0.0,0.012448132780082987,0.0,0.0,0.0,0.9699372244370242,0.9738830981477504,1.0,0.00022953018864071953,0.0005225190543383287,0.0007507307086105641,0.0007509933226211478,0.0012092982494154854,0.0016387089017100094,0.00022953018864071953,0.0005225190543383287,0.0007507307086105641,2.097969416184723e-09,2.428704569879882e-09,2.49874020263928e-09,0.006040575455159208,0.013620670415295091,0.016714961996890553,0.006040575455159208,0.013620670415295091,0.016714961996890553,0.8182015102604241,0.9768572777387944,2.138966063054499,0.22995250804723788,0.8003006084976291,2.160125237500695,1.3655165750337822e-08,0.0,2.211323856027292e-06,0.0,0.0,0.0,1.0,100,opposed,-1
v5d_calm_06,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,2.49,0.06584045396340374,0.2343331767681804,0.17999999999999927,0.005060772741671292,0.1444573879050448,0.5452588908246992,0.25,132.77528584976795,0.6989499467032506,0.07291502099760022,[],3.5094,0.0,0.004149377593360996,0.0,0.0,0.0,0.9673218507865396,0.9999999870504397,1.0,7.144972676475477e-05,0.0003570814062216111,0.0006723194104778953,0.00015593757071624952,0.0007687404926823342,0.001015253103110504,7.144972676475477e-05,0.0003570814062216111,0.0006723194104778953,4.7515274490142266e-11,2.551328745298553e-10,4.130079399064055e-10,0.0011610758954868272,0.00615048603868029,0.01052877071775438,0.0011610758954868272,0.00615048603868029,0.01052877071775438,0.1299869483331458,0.4999998988705193,2.01063032496424,0.12426232781571575,0.5562670217297205,1.6575165527305689,1.8281793725029125e-08,0.0,4.405912287730462e-06,0.0,0.0,0.0,1.0,75,not_applicable,0
v5d_moderate_06,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,2.71,0.07585081662032132,0.3751658434466137,0.1968468889856811,0.015207085884382961,0.27656275921886403,0.6313929035371378,0.25,132.8125522138016,0.717074219766645,0.0758649531321388,[],3.6235,0.0,0.004149377593360996,0.0,0.0,0.0,0.9699289445024,0.973891333524525,1.0,0.0002347261609295614,0.0005277907735830945,0.0008611249324128226,0.000758959438882007,0.0012261346981070522,0.001692881104882223,0.0002347261609295614,0.0005277907735830945,0.0008611249324128226,2.10053860126844e-09,2.4262958880736468e-09,2.5449647681271128e-09,0.0060669163270916935,0.013267911166410901,0.018650813108215654,0.0060669163270916935,0.013267911166410901,0.018650813108215654,0.7787005501959429,0.8820813840074369,1.4113215682686788,0.1750061743729636,0.5867455152399443,1.696828219608957,1.1398820623225065e-08,0.0,2.7471157701963733e-06,0.0,0.0,0.0,1.0,75,opposed,1
v5d_calm_07,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,2.005,0.059688169837539974,0.2165498967372036,0.22999999999999984,0.0016953249751545522,0.4421427104701416,1.180528741934485,0.25,138.1864641851243,0.6912997606961251,0.07552230765974177,[],2.9601,0.0,0.02074688796680498,0.0,0.0,0.0,0.966270810215921,0.9999999870504397,1.0,7.082471531790765e-05,0.0003642560783692841,0.0006815210749786739,0.00014959781435626085,0.0007256348228061312,0.001024778477987322,7.082471531790765e-05,0.0003642560783692841,0.0006815210749786739,4.855497750049735e-11,2.8337967884751306e-10,4.571901588793587e-10,0.0011699132516183404,0.006662547688450547,0.011140451663427524,0.0011699132516183404,0.006662547688450547,0.011140451663427524,0.11105685984582182,0.655033577225019,2.4749417481866742,0.08214974511997111,0.4303794689834677,2.120274640520077,1.8934951976804626e-08,0.0,2.6155379572734283e-06,0.004149377593360996,0.0,0.0,1.0,125,not_applicable,0
v5d_moderate_07,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,1.8500000000000005,0.05879344313007759,0.35273697079810884,0.21972876099813873,0.014725745593283228,0.5626159670078158,1.1738888060663233,0.25,138.14507650251147,0.6777621849708629,0.05774571848412052,[],3.3676,0.0,0.008298755186721992,0.0,0.0,0.0,0.969650958230704,0.9737864969524139,1.0,0.00022380418357333888,0.0005156330301358776,0.0008234329516513698,0.000723166035427704,0.001134316175597223,0.0013381031410237155,0.00022380418357333888,0.0005156330301358776,0.0008234329516513698,2.0515136619541938e-09,2.3037322399869123e-09,2.4008898664555786e-09,0.006051896055165889,0.01114628118348446,0.018113160239899756,0.006051896055165889,0.01114628118348446,0.018113160239899756,0.8380295485926614,1.2316715359113861,3.026524639829328,0.12701529710180653,0.39696471381689996,2.092974966755335,1.8122213577413172e-08,0.0,2.627116969466936e-06,0.0,0.0,0.0,1.0,125,aligned,-1
v5d_calm_08,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,2.1550000000000002,0.05683586423528409,0.22063286779792005,0.18000000000000022,0.0017803440092698038,0.19637974755345708,0.8291831631196367,0.25,140.8959240794191,0.5536786264152488,0.05682700919736836,[],4.1543,0.0,0.004149377593360996,0.0,0.0,0.0,0.9682980979586093,0.9999999870504397,1.0,6.332288413341764e-05,0.00032241025359102424,0.000559457381666949,0.0001434614030078573,0.0006781539385476614,0.0009000145660179177,6.332288413341764e-05,0.00032241025359102424,0.000559457381666949,3.9477555889920006e-11,1.8951913563895213e-10,3.108861602530237e-10,0.0010106736115068423,0.004859076964548833,0.009406486537657494,0.0010106736115068423,0.004859076964548833,0.009406486537657494,0.09207420229865629,0.5805803211638004,1.9729428220112193,0.07945311119601219,0.42978013360652256,1.6201866186448146,2.4912643780087465e-08,0.0,6.0039471510009434e-06,0.004149377593360996,0.0,0.0,1.0,75,not_applicable,0
v5d_moderate_08,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,2.415,0.06804567983550232,0.36598811754452765,0.19656245889737764,0.014239101104895697,0.3228640428642479,0.8226740308425247,0.25,140.85826044348804,0.5503945448172328,0.05658133553872109,[],3.2833,0.0,0.004149377593360996,0.0,0.0,0.0,0.9698927402979847,0.973875006167074,1.0,0.00022704361665705147,0.0005037316098049003,0.0007120428555146906,0.0007543438883670094,0.0012209575774357925,0.001493495544252829,0.00022704361665705147,0.0005037316098049003,0.0007120428555146906,2.1006481297694705e-09,2.4026976867275583e-09,2.5054427144365053e-09,0.00607762229363372,0.012304375817148416,0.01665594693881094,0.00607762229363372,0.012304375817148416,0.01665594693881094,0.768264014393944,0.8620436576978674,1.3578092997391988,0.13883563669427826,0.4812676848231846,1.6572573663723407,2.0459973081821772e-08,0.0,4.930853512719047e-06,0.0,0.0,0.0,1.0,75,opposed,1
v5d_calm_09,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,3.005,0.08817344085713602,0.2962335650945684,0.23237591092845103,0.007430078202259466,0.1696778232128148,0.6474490222541283,0.24999999999999997,133.36734408435254,0.683453689044127,0.08575895765987164,[],2.7652,0.0,0.004149377593360996,0.0,0.0,0.0,0.9664739670354066,0.9999999870504397,1.0,8.926500281629411e-05,0.0004600476593637724,0.0008068915516526334,0.00019818956388746806,0.000966149145620878,0.0012652326556900739,8.926500281629411e-05,0.0004600476593637724,0.0008068915516526334,5.76416952478889e-11,2.987785485538854e-10,4.714490382346269e-10,0.0014340232448296925,0.007433102830492853,0.01285037333890763,0.0014340232448296925,0.007433102830492853,0.01285037333890763,0.1816038361372023,0.619853705616887,2.586782230758688,0.17725858230063848,0.7904198887606316,2.2252484299328237,3.659509170804297e-09,0.0,8.819417101624261e-07,0.004149377593360996,0.0,0.0,1.0,75,not_applicable,0
v5d_moderate_09,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,2.965,0.08571979132932883,0.4032072106681097,0.22019769074546372,0.01683867961043654,0.2972785021257553,0.5700100194087296,0.25,133.37148905613228,0.6966708055238279,0.07564374159508867,[],3.0256,0.0,0.004149377593360996,0.0,0.0,0.0,0.969552103448004,0.9737864969524139,1.0,0.0002381320957298873,0.0005225190543383287,0.0008537719254063736,0.0007437811603576228,0.0012050979389307444,0.0014394263369526153,0.0002381320957298873,0.0005225190543383287,0.0008537719254063736,2.042274215433408e-09,2.309188673353415e-09,2.4794782481569784e-09,0.006132208152343113,0.012007935478964862,0.017821330102380507,0.006132208152343113,0.012007935478964862,0.017821330102380507,0.8703404827797832,1.2861047960481355,3.3100994150546668,0.21661343083696344,0.776397298548791,2.1873829208689126,5.613207394073536e-09,0.0,1.35278298196706e-06,0.0,0.0,0.0,1.0,75,aligned,-1
v5d_calm_10,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,1.9100000000000001,0.048042008661749014,0.17585708062322095,0.17999999999999972,0.0018657003257005727,0.30558712849762215,0.9999999789407819,0.25,136.62173076651473,0.5782764288045203,0.059214240779542425,[],3.3329,0.0,0.008298755186721992,0.0,0.0,0.0,0.9678428454042396,0.9999999870504397,1.0,5.599222211979976e-05,0.00026782160785391055,0.000559599564400496,0.00011912587000099622,0.0005755579852887746,0.0008218082436646283,5.599222211979976e-05,0.00026782160785391055,0.000559599564400496,3.792493617416415e-11,1.8366547674188854e-10,3.6498915033591235e-10,0.0009241141593989219,0.005060231508490259,0.009107102731845227,0.0009241141593989219,0.005060231508490259,0.009107102731845227,0.09162373870455146,0.5207720353953622,1.9432889504900854,0.07134584564373923,0.349608652455512,1.585147020364266,4.942221512400767e-09,0.0,1.0906701927715368e-06,0.004149377593360996,0.0,0.0,1.0,100,not_applicable,0
v5d_moderate_10,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,2.1799999999999997,0.05884634218147305,0.3455195166083539,0.19249090851220776,0.014309756150378066,0.4400533466425892,1.0040810645611071,0.25,136.64633231956827,0.5916105984549007,0.0683400842545608,[],2.5174,0.0,0.008298755186721992,0.0,0.0,0.0,0.9699666874804244,0.9738500233958254,1.0,0.00022609318715735108,0.000514552888278589,0.000737263853700165,0.0007421420838172362,0.001220906324626265,0.001575066437505789,0.00022609318715735108,0.000514552888278589,0.000737263853700165,2.0903766116159957e-09,2.3576098856284954e-09,2.5000519987418464e-09,0.006026591667270464,0.013056268242310622,0.016435464913533034,0.006026591667270464,0.013056268242310622,0.016435464913533034,0.785880817409564,0.8629394565525902,1.5951348909301961,0.12824433777841962,0.37071360721812924,1.6145791317667586,5.116872636067401e-09,0.0,1.0988206871620498e-06,0.0,0.0,0.0,1.0,100,opposed,1
v5d_calm_11,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,2.38,0.07357920857543698,0.27978085773648226,0.2300000000000004,0.003986213692734643,0.3550154773818895,0.9999993817018403,0.25,136.50463340961429,0.7494523860295603,0.0932311737456444,[],2.3584,0.0,0.016597510373443983,0.0,0.0,0.0,0.9671023118571112,0.9999999870504397,1.0,8.895662230998934e-05,0.00045379854796616257,0.0008411530893824119,0.00019097458731241163,0.000931925467574362,0.001262780486264969,8.895662230998934e-05,0.00045379854796616257,0.0008411530893824119,6.054059384251456e-11,3.180139303588568e-10,5.389706037473179e-10,0.0014515485655649618,0.0081860254371498,0.01317639431272698,0.0014515485655649618,0.0081860254371498,0.01317639431272698,0.1368197191110925,0.659854576878423,2.523380618297864,0.1204528412542781,0.5524610120297864,2.149968364898991,6.004954506811874e-08,0.0,9.406208162088259e-06,0.0,0.0,0.0,1.0,200,not_applicable,0
v5d_moderate_11,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,2.2750000000000004,0.07120644418591701,0.38958452259517773,0.2158145641364889,0.015333892441885042,0.4733019938776287,0.995765858657585,0.25,136.4663028543376,0.7502326886637359,0.07862594135617822,[],3.4132,0.0,0.02074688796680498,0.0,0.0,0.0,0.9695994861343523,0.9738402897599652,1.0,0.00023641011016099835,0.0005474356567856848,0.0009523234544108694,0.000742893559026027,0.0011914866674153114,0.0015129965687991481,0.00023641011016099835,0.0005474356567856848,0.0009523234544108694,2.0431276740211122e-09,2.3088953389991914e-09,2.449854680273114e-09,0.006141767513136429,0.012211779466234505,0.020294128508858294,0.006141767513136429,0.012211779466234505,0.020294128508858294,0.8519103622119096,1.2978720848601542,3.2056254660034966,0.16177022998926507,0.5471360442738564,2.112862688625213,7.909116891751335e-08,0.0,1.2837385641117915e-05,0.0,0.0,0.0,1.0,200,aligned,-1
v5d_calm_12,NORMAL_CALM,cart_ofmpc,cart_b_014,True,True,3.0200000000000005,0.06029768956586447,0.02002251591520779,0.18000000000000105,0.007633404647644853,0.2853394357531749,0.9871981412691777,0.25,135.5880231033604,0.47656327418877004,0.008376490319842065,[],3.2682,0.0,0.012448132780082987,0.0,0.0,0.0,0.7917225852637655,0.9999999870504397,1.0,7.825838881422473e-06,4.7703837537869774e-05,0.00012244182432123742,1.6349104188600678e-05,0.00010232115148154256,0.00017252808312971646,7.825838881422473e-06,4.7703837537869774e-05,0.00012244182432123742,5.765719808140338e-12,4.080317752728126e-11,7.52116269425642e-11,0.00013930378080918493,0.0008881517083138193,0.0018303627259533598,0.00013930378080918493,0.0008881517083138193,0.0018303627259533598,0.17282486008504264,0.7699573814988285,2.0001123007868897,0.16238766453269982,0.6635306421968715,1.6455640995203615,8.19395265436354e-09,0.0,1.2977164020044896e-06,0.27385892116182575,0.0,0.0,1.0,100,not_applicable,0
v5d_moderate_12,NORMAL_CONSTANT,cart_ofmpc,cart_b_014,True,True,3.0949999999999998,0.06494515379874506,0.29675041433531296,0.18176028711065867,0.016712543219912245,0.41745175304509813,0.9896360638235576,0.25,135.56180028543824,0.4767887020738522,0.04156040062168796,[],2.6384,0.0,0.012448132780082987,0.0,0.0,0.0,0.9700161085155408,0.9735261786641437,1.0,0.0002005199784160987,0.00038645678947440173,0.0006068044066074603,0.0007064569850959398,0.0010069357487053705,0.0012261346981070522,0.0002005199784160987,0.00038645678947440173,0.0006068044066074603,2.072659360866555e-09,2.2764064011577204e-09,2.315081950492521e-09,0.005970027185549431,0.009615538685210196,0.01472209285177674,0.005970027185549431,0.009615538685210196,0.01472209285177674,0.8328626887935526,1.1534914804419572,2.152607469339558,0.20546007868708474,0.6639484906671371,1.6486845538526842,8.596138186352981e-09,0.0,1.3683110493545314e-06,0.0,0.0,0.0,1.0,100,cross,1
