time,uav_x,uav_y,uav_z,tip_x,tip_y,tip_z,tip_vx,tip_vy,tip_vz,ref_x,ref_y,ref_z,wind_x,wind_y,wind_z,ax_cmd,ay_cmd,az_cmd,safe,q1,q2,q3,q4,q5,qd1,qd2,qd3,qd4,qd5
0.0,0.0,0.0,3.2,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.3490658503988659,-0.2792526803190927,0.20943951023931956,-0.13962634015954636,0.06981317007977318,0.0,0.0,0.0,0.0,0.0
0.005,-4.428131631477569e-06,6.574236465169779e-21,3.2000365790078655,-0.3117144248908646,-2.7676776636984444e-20,0.411191437162929,0.002266931782849091,-1.1070528470780737e-17,-0.03623691771181136,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.34849463045907036,-0.27779917685438815,0.20792234092312126,-0.1387117303396691,0.06948278359993589,-0.22857028032218601,0.5806153507496642,-0.6044074397299876,0.3633086042913524,-0.13111577710963682
0.01,-1.8087868457957585e-05,2.629309288793701e-20,3.2001448612283405,-0.31169683023529615,-1.104872933596679e-19,0.41092257576689306,0.004829306600301342,-2.2053099259621215e-17,-0.07101392422203268,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.3467757121691363,-0.2734433904534899,0.20340658794737249,-0.13600911699574156,0.06850848219028614,-0.4598526142304321,1.1630877437144846,-1.2020473639237013,0.7170363997585962,-0.2583256145478734
0.015,-4.172672637900957e-05,5.915384836970181e-20,3.200322148887494,-0.31166544972442173,-2.479901605535068e-19,0.4104847714834798,0.00780284444626278,-3.2947041376752476e-17,-0.10369704281574196,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.34388386831293544,-0.266143551165959,0.19588755749471795,-0.13153958712832328,0.06689865331329595,-0.6985493531950938,1.7604297501491781,-1.8082442398903704,1.0718001211765167,-0.3860498699013021
0.02,-7.638251266404137e-05,1.051635775893836e-19,3.2005648932095143,-0.31161787016635567,-4.397401205032526e-19,0.4098904218168222,0.01133815797137272,-4.3751455008758044e-17,-0.13347595337720292,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.3397693967652185,-0.25579142661172377,0.1852840645642678,-0.12527200981766265,0.0646397761434331,-0.9498375414069951,2.386434766597774,-2.4384976907850615,1.4380184793334907,-0.5186999318601277
0.025,-0.00012348188560492717,1.6433878231748876e-19,3.2008683476103754,-0.31155078644998047,-6.852864600333169e-19,0.40915668721582876,0.015646803943739407,-5.446501395221563e-17,-0.15922781293151533,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.33435437182411265,-0.24220514269494273,0.1714343572121978,-0.11712199398704237,0.06169548270087542,-1.219928261965007,3.0569798898566543,-3.1097155481617063,1.8266830716563087,-0.6610629067083199
0.03,-0.00018500729601266783,2.367048532705459e-19,3.201225984303935,-0.31145959922427924,-9.841701163749923e-19,0.4083075566111507,0.021044107133655565,-6.508562742785035e-17,-0.1792972386224208,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.3275259456583828,-0.22511568822024328,0.1540868352574695,-0.10694782222414112,0.058003866906604695,-1.516685372470424,3.791211266930608,-3.8409823807910244,2.2497362264726655,-0.8186031704519868
0.035,-0.0002637770384127923,3.22295149418293e-19,3.201628491864874,-0.311337727402943,-1.3359184705932624e-18,0.4073773649735254,0.028023506707859802,-7.560982105683631e-17,-0.19112078011518374,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.31912665248124567,-0.2041490524250096,0.13289020045126687,-0.09454700760360953,0.053473929285181056,-1.8501431292059727,4.611856535143377,-4.652648070391275,2.7191827912207343,-0.997425027817963
0.04,-0.00036391224341698517,4.2114921760381516e-19,3.2020620153571895,-0.31117542593276104,-1.7400358459286237e-18,0.40641677892015676,0.03738354780424302,-8.60315848065365e-17,-0.19060145618769653,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.30894407835720966,-0.1788150212560874,0.1074007745729495,-0.07966628380981779,0.047984970743587575,-2.231928815502361,5.541216629146855,-5.559007222990111,3.241674360519403,-1.2028113990162395
0.045,-0.0004915668259687218,5.333090930323111e-19,3.202505116446377,-0.3109578277436175,-2.1959863189538054e-18,0.40550250075260574,0.05040184750143961,-9.634044105450697e-17,-0.17130657855102072,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.25,1.3741027926295182e-14,0.22595238571899776,True,0.2967136648093903,-0.14855016841217733,0.07717200488732151,-0.0620698504582844,0.04140389816218427,-2.6693249110601833,6.579766568611983,-6.5382253765777225,3.797636942438542,-1.4324232638934193
0.05,-0.0006557172865879046,6.58811863430994e-19,3.20292441052552,-0.31066242097728225,-2.7031666850735116e-18,0.40474904773808723,0.06878770424334135,-1.0652002758041278e-16,-0.12497016613703715,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.28219123919298644,-0.11298579041783208,0.042136787482817815,-0.04180587149980657,0.033671048953168914,-3.139619316018102,7.628007568878973,-7.435185846876073,4.2765873541898625,-1.6531225503233673
0.055,-0.0008670113710947858,7.932498929519449e-19,3.2032702700367346,-0.31026024668153557,-3.2420922659236194e-18,0.4042996194123689,0.09287646600038535,-1.0903993044555552e-16,-0.051154679250372426,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.2654741148183084,-0.07288694766531573,0.0037529528976231272,-0.01996326672717274,0.025073193503238174,-3.5166036652753028,8.303980428264651,-7.770610225265378,4.359359112527186,-1.752968208287452
0.06,-0.001130789895248218,9.322050584488263e-19,3.20350130379134,-0.30973125615872854,-3.793481960064698e-18,0.4042447497727299,0.11824544522244196,-1.11514223788391e-16,0.026310283952354463,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.24751197269342962,-0.0314610654542317,-0.03366147118623178,0.0005266555507680644,0.016577662254748316,-3.6094597751190087,8.096889516663833,-6.996919394550508,3.7103403251494345,-1.599495374057125
0.065,-0.0014384594505549761,1.0757270787313947e-18,3.203626480247297,-0.3090878742310047,-4.357250516831309e-18,0.40450813819172377,0.1378389407094831,-1.1399945223975454e-16,0.07247985493935738,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.22989909472575654,0.006712404402134419,-0.06476324897241102,0.0162717638624128,0.009409767317279823,-3.399446553219899,7.088449422315535,-5.370615545333141,2.551214993515667,-1.2518838155055538
0.07,-0.001774023882638964,1.223922355799122e-18,3.203692490999674,-0.3083642107733884,-4.933523631698108e-18,0.4049123819013763,0.15072197201001103,-1.1651507956612585e-16,0.08477607218237126,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.21371349476051876,0.039079756833567014,-0.0872442159846662,0.026083149562299714,0.0040631052199836875,-3.0680902765018523,5.859067400565408,-3.6485608716133333,1.4026652601135727,-0.8960068611101137
0.075,-0.0021258114452520436,1.3769121308751277e-18,3.203740926655595,-0.3075872629944788,-5.5224231213781174e-18,0.40532397666523423,0.15961429102111824,-1.190469455043762e-16,0.07778370348513249,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.19922071328429933,0.06545879047066629,-0.10164631250108129,0.030653771373039998,0.0003318320852135423,-2.732645063681353,4.716138669626307,-2.1579763617289256,0.46377085884549657,-0.6097363069138437
0.08,-0.0024878238440712223,1.534804945580961e-18,3.2037955340982007,-0.30677109551193105,-6.123987851481927e-18,0.40567641879868965,0.16666252462849385,-1.2157906719423405e-16,0.06236605625306605,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.1863451777197803,0.08646485151935453,-0.10923298925400883,0.03105964318373752,-0.002155135850381366,-2.4216561822707225,3.7062972389531232,-0.912334341556814,-0.2718230457307509,-0.39589452822358295
0.085,-0.0028572238619110502,1.69769552070753e-18,3.2038678773598144,-0.30592178981518103,-6.738190947547594e-18,0.4059430720820299,0.17300927378009323,-1.2410076420437407e-16,0.04415208343853118,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.17496780139373538,0.10269459266455033,-0.11107885639103464,0.0281961017184844,-0.0037246399994677864,-2.1322446280266742,2.8000559810100776,0.14733857125422556,-0.8504368960716386,-0.2408803760896131
0.09,-0.0032327382874227494,1.8656680966380122e-18,3.203962547596026,-0.3050409868192475,-7.364957986891187e-18,0.40611908148404063,0.17933618791544062,-1.266034919036558e-16,0.026474527381296784,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.16499935799308796,0.11458583234329278,-0.10799533049999797,0.022772170845718635,-0.0046537706989809614,-1.8568083544396998,1.9662562292196053,1.065888333207282,-1.300517527274755,-0.13814401023843126
0.095,-0.0036139160525482054,2.0387986044420675e-18,3.2040799800777506,-0.30412793458275544,-8.004179415732574e-18,0.4062113219458039,0.18596460133994608,-1.29081389390496e-16,0.010923280615797393,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.5,4.3579124404582684e-15,-0.024047614281002244,True,0.15638666644216218,0.12244152096170281,-0.100604036013277,0.015365102491695539,-0.005175203980403602,-1.5895740097388005,1.1843777734614556,1.8725607582796728,-1.6453140452108415,-0.07711606884082077
0.1,-0.004000859416245101,2.2171552283048945e-18,3.204217718270583,-0.30318052504718507,-8.655717094363443e-18,0.4062334672140174,0.19309921868566904,-1.3152924456173233e-16,-0.0014572889231014574,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.75,-2.163618348713292e-15,0.00012391274900105942,True,0.14909636498521875,0.1264972523299012,-0.08943319555481127,0.006474578110952834,-0.005481990458180535,-1.3267653057537654,0.4436960760214515,2.579803699804823,-1.8949532505731315,-0.05161186370973144
0.105,-0.004393961131594935,2.3975944843422183e-18,3.2043717028403202,-0.30219569629507737,-9.306592215807462e-18,0.40620411720766103,0.20096423880580705,-1.28816706540866e-16,-0.009505222094126131,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.75,-2.163618348713292e-15,0.00012391274900105942,True,0.14312596662713475,0.1269312835630604,-0.07497106432111522,-0.0034138057985932855,-0.00575808167177203,-1.061755909676852,-0.263187730402621,3.186516918435911,-2.04201414755688,-0.06582475247466046
0.11,-0.004793859132348478,2.576966067381947e-18,3.2045364063327666,-0.3011695057630346,-9.943902688085204e-18,0.406146532609746,0.20965190965792724,-1.2610276507586213e-16,-0.01270242978250552,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.75,-2.163618348713292e-15,0.00012391274900105942,True,0.13847067479595773,0.12394908588179175,-0.05777425444516332,-0.013748699737143592,-0.00621277406551406,-0.8016386651700586,-0.9194847538277369,3.6691231955294064,-2.0708520594429434,-0.12354148824684516
0.115,-0.00520137036436661,2.7553193213708065e-18,3.2047052120854604,-0.3000978238056453,-1.056763269872131e-17,0.40608512638556304,0.2191455985557873,-1.2338438239841133e-16,-0.01111109834164492,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.75,-2.163618348713292e-15,0.00012391274900105942,True,0.13508809291792806,0.11786418211126046,-0.038540157721452396,-0.02389742731896714,-0.007069723007014195,-0.5544320554222966,-1.498890403586283,3.9954724319140644,-1.964949262152847,-0.22685903375154065
0.12,-0.005617407239151113,2.9327001523115455e-18,3.204871743999965,-0.2989769818487444,-1.1177760596436108e-17,0.4060419082769916,0.22927457686934805,-1.206625664000481e-16,-0.005654763526674267,-0.31171999052444577,0.0,0.4112825192849242,0.0,0.0,0.0,-0.75,-2.163618348713292e-15,0.00012391274900105942,True,0.13288357375587004,0.10914844917368695,-0.018138621316018445,-0.03315487897036078,-0.008554620615752781,-0.33306429473133,-1.9649848595849924,4.130544478020608,-1.7135677522481898,-0.37389762095527135
