sample_id,task_family,wind_kind,wind_direction,safe,endpoint_success,equilibrium_pass,time_pass,failure_mechanism,solver_success,solver_nfev,max_generalized_acceleration_residual,endpoint_position_error_m,available_time_s,certified_transition_time_s,rest_to_rest_translation_time_s,two_longest_mode_periods_s,required_thrust_N,required_torque_Nm,roll_pitch_deg,joint_angles_deg,uav_position_world_m,target_world_m,final_wind_world_m_s,final_external_force_world_N,semantic_fingerprint,execution_authority
native_development_069,smooth_trajectory,stochastic,cross,True,True,True,True,CERTIFIED_REACHABLE,True,4,1.4055791610222785e-14,3.1401849173675503e-16,11.6,8.602959955987542,2.259220106768128,6.343739849219413,129.8844504931977,"[-0.008072105578289739,0.00014777941616570702,2.4892371664478748e-06]","[-0.02407191773322596,-0.044417971730523]","[0.0011058253420927297,0.004666661699802396,0.005288837378094792,0.006044329508893903,0.00743751939928667]","[0.59538731014766,1.1028054982199902,3.4412073504421072]","[0.8220157277082296,1.101624880635181,0.6312861511511078]","[0.4396468901659806,-0.23826269057736157,-0.0]","[0.10069158343288157,-0.05456890091535929,0.0]",a5987ed8eb21808e8979b20c0a5848a676339a786e553b02119101676d093e96,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_070,setpoint,ramp,cross,True,True,True,True,CERTIFIED_REACHABLE,True,6,2.374773389085635e-15,2.482534153247273e-16,11.55,8.292930354699422,1.9491905054800085,6.343739849219413,129.92302304792597,"[0.013024741848296406,-0.032534050175047076,0.00018248429453393455]","[0.04597758087429418,1.3963469723253734]","[0.13171274285921442,-0.206515332377761,-0.23402317323649874,-0.2674089236952832,-0.3289591203887543]","[0.0818198418115858,0.8955755893059294,3.5099605512778416]","[0.25456574242757996,0.8978275651570028,0.6985770239436944]","[-2.998374713495851,0.09873741676118522,0.0]","[-3.166020343119302,0.10425803975931032,0.0]",91eafc9907053915fe34b70169688a13bb2ee73e17fe9b0eed6aee8cbfb742d7,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_071,smooth_trajectory,ramp,cross,True,True,True,True,CERTIFIED_REACHABLE,True,6,1.3936390241422532e-14,3.521787733787174e-16,11.5,8.270390040333677,1.9266501911142642,6.343739849219413,129.958886424377,"[0.3882661547970747,0.0030253456873513456,0.004145611379944784]","[1.0807418603061567,1.6111393610258653]","[-0.09237011040792573,-0.1560811273604958,-0.17689806800636057,-0.20217350158675287,-0.24877398703941128]","[-0.4121538792947923,-0.7538525066630717,3.5873830389773014]","[-0.24528974316232352,-0.7009191011556609,0.7756360150106433]","[-2.4912017367633794,1.6715004955868606,-0.0]","[-3.653271568619904,2.451204632425785,0.0]",3ff11bc5b23b6804901e36c240e0d4e5058175bead391bbd6f187b4f350e1859,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_072,setpoint,calm,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,3.3306690738754696e-16,11.45,8.216287899494546,1.8725480502751324,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.2946865060359293,0.7622604515106891,3.517115584642584]","[0.5196865060359293,0.7622604515106891,0.707115584642584]","[0.0,0.0,0.0]","[0.0,0.0,0.0]",63fdf47ac1b996018ae50404c471ba66775275051521093b896e45d937448fea,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_073,smooth_trajectory,calm,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,2.220446049250313e-16,11.4,8.420449531468567,2.0767096822491538,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.0023506429372052717,-0.9305471237355325,3.7445643312856083]","[0.22264935706279473,-0.9305471237355325,0.9345643312856078]","[-0.0,-0.0,0.0]","[0.0,0.0,0.0]",f6df95a9e32f8745776f5fba01b89ee7f9d28cb77d45e931998d1b0bee6e0d6d,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_074,setpoint,moderate,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,3.469273212278817e-14,0.0,11.35,8.939481717904021,2.595741868684608,6.343739849219413,129.88922542461972,"[-0.11675307019492064,-8.05900231790559e-05,0.00025268169543148626]","[-0.3542903360024074,-0.34408706093707675]","[0.015211084469745815,0.03204813117268437,0.036320071006551165,0.041507248668493715,0.05107299155899855]","[1.1258683033698993,-1.1550296088457197,3.607211956473376]","[1.363623673508264,-1.1724094745980094,0.797955682213283]","[1.0450423400557587,-1.076051349839209,0.0]","[0.7800239235547566,-0.8031691766700937,0.0]",a3e6362e621fd051e918bdb22abcdef1b594fa8842e96ba3eb03e7752c7a6ced,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_075,smooth_trajectory,moderate,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.3320699045348036e-14,5.978733960281817e-16,11.3,8.84646093940035,2.5027210901809362,6.343739849219413,129.8892504742873,"[0.12534609469600658,0.0007397899888665416,-0.0001808033447192776]","[0.43338925774014475,-0.23949333502359732]","[0.004846610154986312,0.021853530067611277,0.02476714718717547,0.028305098182528132,0.034829364018444296]","[0.7481575173399443,1.349263963952094,3.1869428934043547]","[0.982341598905681,1.370522186394614,0.377529467340036]","[0.7254908312104957,1.3128834882918987,0.0]","[0.5429131002787013,0.9824819477649093,0.0]",624b82a786f078434b29952ece76efb2719121303485adad853f22de60bce61a,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_076,setpoint,strong_sustained,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,6,2.0718901561414082e-14,2.2887833992611187e-16,11.25,8.19567752510849,1.8519376758890775,6.343739849219413,129.94711824935186,"[0.2307902181624503,-0.0048568176705640126,0.002762772449234423]","[0.6529863832818289,1.656151776019328]","[-0.04884752123400748,-0.18069397527198644,-0.20477869622624892,-0.23401621549180102,-0.28792037459413633]","[-0.716636117054634,0.2741553686966414,3.398871516320376]","[-0.5513009343604369,0.30613527943651725,0.5869877459138704]","[-2.7908329845986946,1.1005686039842963,0.0]","[-3.755393685710149,1.48094436639596,0.0]",c344b77ae4676437978f70ec1916be8943198209582b945977041005f87000a3,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_077,smooth_trajectory,strong_sustained,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,6,2.136257524559726e-14,2.482534153247273e-16,11.75,8.690059723892421,2.346319874673007,6.343739849219413,129.92762426681057,"[-0.04305855356331434,-0.026282277867735317,-0.0005765302513282075]","[-0.1415841257992354,1.4711644036988525]","[0.0897555046474388,-0.2032397912385183,-0.2303136143582637,-0.26317348102944227,-0.32375435174965955]","[-1.3108458448521638,-0.12447015340398347,3.315844575430744]","[-1.140239274795601,-0.13140465036366805,0.5043149050997074]","[-2.986199640361385,-0.2874225250489867,0.0]","[-3.3357310312550603,-0.3210650161928094,0.0]",c354857f4679a67fcec51384080ce1d98ddf0266507fd69a248ed857fd9941dc,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_078,setpoint,strong_transient,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,5.551115123125783e-17,11.7,8.3320023916598,1.9882625424403868,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.8506380259817913,-0.495224971293682,3.111128711214227]","[1.0756380259817913,-0.495224971293682,0.3011287112142267]","[0.0,-0.0,0.0]","[0.0,0.0,0.0]",fa502388ac913f17d35c5e3759140d23eefee3fc42c70cb3daa4c4f67a255fbc,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_079,smooth_trajectory,strong_transient,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,6.106226635438361e-16,11.65,8.545421889260872,2.20168204004146,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.6917828873557045,-0.9934988816048379,3.254581474188216]","[0.9167828873557045,-0.9934988816048379,0.4445814741882158]","[0.0,-0.0,0.0]","[0.0,0.0,0.0]",b7ab449ad127acaab136fad4fac2536ef795f8e0fa9f0a25a0be1609a01b2c6f,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_080,setpoint,stochastic,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,3,4.893025387003896e-13,5.551115123125783e-17,11.6,7.856515362385372,1.5127755131659593,6.343739849219413,129.88440344618417,"[0.002317741509344279,3.4351907336515644e-05,-3.207303930701628e-08]","[0.013050536614105995,-0.0019715451662195922]","[-0.00014796705283222003,0.0001988063631371644,0.00022531386547841394,0.0002575015452596094,0.0003168578121908268]","[-0.08423673773417217,-0.5576977181724535,3.100352066213938]","[0.1408452736656883,-0.5570576701363296,0.2903565426427971]","[0.038411797681293165,0.2542648221216421,-0.0]","[0.004469316296316383,0.029584398067411255,0.0]",4ce34bee9d694485b252418fef3cc76eb45316578993c0f6a4ebaaf30acc8387,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_081,smooth_trajectory,stochastic,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,4,9.754071425907961e-15,2.237726045655905e-16,11.55,8.719788335450339,2.376048486230925,6.343739849219413,129.88552668861837,"[-0.05355453095347891,0.0006904797137156749,2.359682464369752e-05]","[-0.22773793806358278,-0.07133566476998837]","[-0.0017069421945520213,0.006767993612160125,0.007670385649248157,0.008766148167254156,0.010786811176016022]","[-0.4215259758062373,1.3477952764192975,3.373593323834103]","[-0.1936766396399864,1.3366256795123925,0.5637703860426281]","[0.3177712369175023,-1.0144850590173324,-0.0]","[0.16171164584048664,-0.5162646253501751,0.0]",a2e849a19c8f2c4c2effb768ffea3e38bf1a5d56e27cc5282c24b6e257366382,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_082,setpoint,ramp,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,6,2.016165473486925e-14,4.577566798522237e-16,11.5,8.940380818275509,2.596640969056096,6.343739849219413,129.96694365834202,"[-0.5332156638430441,0.0027397944165035762,-0.004157289687461768]","[-1.5947851799458421,1.275706124475876]","[-0.07092819948774867,-0.11352251414326509,-0.12867615532881446,-0.14707988430072078,-0.18101167160284065]","[-1.0035777633502232,-1.2359085919512502,3.3036501326481904]","[-0.8257739143920287,-1.3140409311788253,0.4926625932632678]","[-1.8735862468289541,-2.3430054578880934,0.0]","[-2.892389491112647,-3.6170656010551836,0.0]",52f9c62ae0eab91e237f045a58902d4659be5dcf78168d3c7f939891a115497d,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_083,smooth_trajectory,ramp,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.8194073525718807e-14,2.2887833992611187e-16,11.45,8.365572272275019,2.0218324230556055,6.343739849219413,129.95524114931445,"[-0.3354935330136362,-0.001143533640535006,0.003757119333603077]","[-0.9327324539322029,-1.6460920221123236]","[0.08350480570906701,0.16529246787692783,0.1873330189945674,0.21409231528447828,0.2634282353279172]","[0.7358191322974915,-0.40480310350272725,3.653516772838849]","[1.0200458567802595,-0.4506021604337801,0.8474328631049108]","[2.609959289665142,-1.4792269962012683,0.0]","[3.732570176110304,-2.1154807247688794,0.0]",9c0eb7d97f096b1020e018b6918cbc662573c3cd6419a3b41dc99e613d066624,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_084,setpoint,calm,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,0.0,11.4,8.333228537858417,1.9894886886390046,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.9307093551775908,0.33440335759522305,3.1668787157617118]","[1.1557093551775908,0.33440335759522305,0.35687871576171154]","[-0.0,-0.0,-0.0]","[0.0,0.0,0.0]",5f17fdb0abb5cbce830236e1f8ac6d91f829b12aa20086639129b2b87e96674d,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_085,smooth_trajectory,calm,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.6653345369377348e-16,11.35,8.862581370823202,2.5188415216037883,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[1.5834917758205382,0.06154629790176938,3.132117606155642]","[1.8084917758205383,0.06154629790176938,0.3221176061556421]","[-0.0,-0.0,-0.0]","[0.0,0.0,0.0]",97e9fd10915747e2df94dd3a515afe254bdd9fe4331c9168283b8da7f6a0b680,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_086,setpoint,moderate,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,2.2765787184860044e-14,1.5700924586837752e-16,11.3,8.543615197748075,2.1998753485286615,6.343739849219413,129.8893086369059,"[0.1253424923578565,-0.0002425770583703201,0.00022650412625991833]","[0.40110920624909685,0.2953556480489569]","[-0.010644850458158016,-0.026974837122880124,-0.030570913152705638,-0.03493750038604162,-0.04298990566079134]","[0.701438806006043,-0.9571836748973469,3.529562855633001]","[0.9153229440437035,-0.9375159740726925,0.7190687424673545]","[-0.8893991187803874,1.2078779770790882,-0.0]","[-0.6695507289607986,0.9093055783077442,0.0]",03de5f57af937f692469afb22da4e691edc1021ec1e1e2195a3f76f2027ec350,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_087,smooth_trajectory,moderate,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,6.394443839035734e-15,2.237726045655905e-16,11.25,8.42926082816652,2.0855209789471068,6.343739849219413,129.88879587046983,"[-0.10214266550260986,0.0013397611476529943,7.769462238634363e-05]","[-0.4554077283719579,-0.12168655791371145]","[-0.003995961911691993,0.011635559224831565,0.013187066652293659,0.015071067643479576,0.018545275363706704]","[-0.28220085927474414,1.0601508965000268,3.3680873014061623]","[-0.052301670199400435,1.0378145318053105,0.5584445976653354]","[0.3872124089343,-1.4491606364952423,-0.0]","[0.2758529417171695,-1.0323925973812647,0.0]",5e11ac07d8af59ecdbb748df1c4370f525e80ab454e038aaf0f2eb68f0faa5b2,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_088,setpoint,strong_sustained,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,6,3.518492832555795e-14,2.220446049250313e-16,11.75,8.976346240891619,2.6326063916722062,6.343739849219413,129.96206871627638,"[0.43829238380252844,0.0040587356287834185,0.004401362745706275]","[1.230292051705832,1.5527150516113821]","[-0.0948445054387602,-0.14578731901346045,-0.16523591923309966,-0.18885160042720836,-0.23239229348173637]","[1.3877104680274173,-1.115526730006464,3.541816531136792]","[1.5564511767080391,-1.0552651972792018,0.7302107719829083]","[-2.3511061606947536,1.863410803108959,-0.0]","[-3.5207278681054044,2.790415190054937,0.0]",bd2287650393de7f1c5f356a9f09875c9fd8ec9b874b7351e6d6271d227beb5e,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_089,smooth_trajectory,strong_sustained,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.1163586757086255e-14,1.1102230246251565e-16,11.7,8.758134097509075,2.4143942482896614,6.343739849219413,129.96041172934198,"[0.4757735014247747,-0.003882152723747772,0.0016655348271042902]","[1.8695658463674159,0.5876567954892027]","[0.0024031887356105934,-0.05375974134573019,-0.060940216164965276,-0.06966216428260281,-0.08574338340465705]","[0.43355975018434567,-1.397798275164972,3.6989708529192495]","[0.6354092474108808,-1.306158641204721,0.8893092305691332]","[-0.8992848457856493,2.8620424116599463,-0.0]","[-1.3322120322914979,4.239866106507009,0.0]",bd21e34b72e59a1ba2562f8dd14408482a32a8916bd9d1d1430abd8a4b00f204,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_090,setpoint,strong_transient,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.1102230246251565e-16,11.65,8.048287997900001,1.7045481486805885,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.21131477710743682,-0.635827000782248,3.4805085769824524]","[0.4363147771074368,-0.635827000782248,0.670508576982452]","[-0.0,0.0,-0.0]","[0.0,0.0,0.0]",84e976526ae68dc6f64503b7e437d7857331f598459ce1e98ee6097ba2d51ca9,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_091,smooth_trajectory,strong_transient,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,5.551115123125783e-16,11.6,8.231649838627403,1.8879099894079898,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.4969533215354528,-0.6918298235656077,3.4614972908382877]","[-0.2719533215354528,-0.6918298235656077,0.6514972908382873]","[0.0,0.0,-0.0]","[0.0,0.0,0.0]",fec3befd8f02ff50ff5b763464b3d5229fd5e51fae486301983cbdb65af2d41a,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_092,setpoint,stochastic,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,4,3.713100999996896e-15,0.0,11.55,8.706163406554325,2.362423557334912,6.343739849219413,129.88441694366932,"[-0.007298863087156222,5.110366334198915e-05,6.456956975869596e-07]","[-0.025366103238553737,-0.014596489537830036]","[0.00025866720229688884,0.0013431079488872549,0.0015221867598978966,0.0017396392713837762,0.0021406370031278126]","[-0.6962861350760456,1.2102920368583878,3.230342153613023]","[-0.47072589137324694,1.2090479758488462,0.42037230224556654]","[0.1824808566559663,-0.31711930389075565,-0.0]","[0.03308893504640763,-0.05750268954614828,0.0]",2e30c9d3b3781731b81e9822ad04f3d6042cd48db1cecc5cb253b2e9a38cb3c0,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_093,smooth_trajectory,stochastic,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,4,2.592177107857371e-15,1.1102230246251565e-16,11.5,8.299868836996376,1.9561289877769634,6.343739849219413,129.88440244074795,"[0.0023596491703886985,3.403469073185373e-05,-4.3374659789051216e-08]","[0.010720574759481051,-0.0029065889716206913]","[-0.00010849056259968205,0.0002803363856791007,0.00031771451937801903,0.0003631022457652972,0.00044680030313032175]","[-0.22809666747481946,-0.8413977766949068,3.5950413594333863]","[-0.002979311067294571,-0.8408719985336034,0.7850477223527987]","[0.06047790318338198,0.2230648696974136,-0.0]","[0.006588976852356455,0.024302583020339035,0.0]",aee99dd75aa44fcafd033fd003b6797b5fdddb64bfcd8d89da73713978c8b4c4,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_094,setpoint,ramp,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,5.378574812199364e-15,1.5700924586837752e-16,11.45,8.283796060824786,1.9400562116053723,6.343739849219413,129.96601143239698,"[-0.5414947187387664,-0.0007528358707208474,-0.003105416489479427]","[-1.7859609288164873,0.9663940770847631]","[-0.03388320196781502,-0.08557417004625258,-0.09700129113300532,-0.11088065522460015,-0.13647081681044884]","[0.4177803738943615,0.7920747952264277,3.694079161171612]","[0.6060981600825551,0.7045565021740056,0.8837203132489418]","[-1.427295367608968,-2.638717099956337,-0.0]","[-2.1909365785743846,-4.050501351019543,0.0]",2d57028fd3c4b532a6d25329450e60b6be2b64a90d444f9081947d76be987a75,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_095,smooth_trajectory,ramp,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,5.268074533354158e-15,1.2412670766236366e-16,11.4,8.771381025309198,2.4276411760897854,6.343739849219413,129.95787977372098,"[0.44116765446716866,0.004232387710121456,-0.0012585988071260035]","[1.86842499035416,-0.47084413561755223]","[-0.00936784579449401,0.043846916542008174,0.04970358256980226,0.05681760381517043,0.06993420660251025]","[-0.36031208375479107,-1.4473664188712643,3.6623671285249824]","[-0.11651755872262584,-1.3557212759267065,0.8549478531979344]","[0.732830848631383,2.9091165234988794,-0.0]","[1.0673855081499375,4.237197198373037,0.0]",4eda93c905113efe84ab3445bea0a294c402e434b67bfdc1ccdba485b5626564,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_096,setpoint,calm,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.1102230246251565e-16,11.35,8.228810661465868,1.8850708122464552,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.7521393048410935,-0.23310295263672218,3.61128585209992]","[-0.5271393048410935,-0.23310295263672218,0.8012858520999199]","[0.0,-0.0,0.0]","[0.0,0.0,0.0]",779ac123d07a8280c6df2739fd7a69d48982377752bf97164ce84adb9208fd9a,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_097,smooth_trajectory,calm,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,2.220446049250313e-16,11.3,8.18954187083445,1.8458020216150364,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5183489520169744,0.515094366843413,3.637565852692252]","[0.7433489520169744,0.515094366843413,0.8275658526922518]","[0.0,-0.0,-0.0]","[0.0,0.0,0.0]",b1c107913bf1fb2612fbba20d96e40319c4d9d49e4f8d73a51422df928b811ac,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_098,setpoint,moderate,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,2.863921955771905e-15,4.002966042486721e-16,11.25,8.563921889247787,2.2201820400283747,6.343739849219413,129.88689136563363,"[-0.007618535978213188,-0.00808259472526699,-2.6438197826800643e-05]","[-0.027629969013169782,0.3537969412874652]","[0.032836580240058706,-0.051099195997962255,-0.05790753296676607,-0.06617388635775846,-0.08141848201028536]","[-0.0820541173816226,1.2229319127999203,3.331685406393555]","[0.12959963024704174,1.2215772623544237,0.5212103653304949]","[-1.4954465721401378,-0.11678848348322526,0.0]","[-0.8020361690507971,-0.06263586384640202,0.0]",40b6dc4ef7a992dd3183eb70a399ebf509d8272137062bf997cf00518e84b99a,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_099,smooth_trajectory,moderate,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.075896407899602e-14,1.3877787807814457e-16,11.75,8.412578547594428,2.0688386983750147,6.343739849219413,129.88822680423098,"[0.05787730936770888,0.002026665317141843,-0.00016930187519667187]","[0.17222386216146635,-0.40469538035433683]","[0.006283422058966309,0.044567746282834456,0.05050667905011607,0.05771762833068662,0.07101575786763514]","[-0.40957737557054386,0.9192291470519328,3.5577328076675645]","[-0.16979115064254227,0.9276783321469305,0.7484730318027022]","[1.3802135054871496,0.5873760969522626,-0.0]","[0.917423434197335,0.39042698386085933,0.0]",41d81ee32fb9dcaeb036eb0f6ed5377f49dc6e1d670c6fb6472955e50012a109,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_100,setpoint,strong_sustained,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.5779169996413795e-14,2.2887833992611187e-16,11.7,8.420067842678021,2.0763279934586083,6.343739849219413,129.9593393716551,"[-0.461316111854475,0.0040837784311541225,0.0014822478843539383]","[-1.8705774052610693,-0.5360800437463883]","[-0.005794792699368058,0.049404782589252176,0.05600369983498465,0.06401928372883146,0.07879814404712027]","[-1.0149470538740277,-0.19292326940814325,3.5024117366642096]","[-0.7687119322543015,-0.2846779206035801,0.6951466391649178]","[0.8262030158849271,-2.883988310750002,0.0]","[1.2152809035771375,-4.242124336038878,0.0]",b210b653a2495f6019ef5355496699cb57e9f16d8f98a821d9c12241161f9273,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_101,smooth_trajectory,strong_sustained,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,2.2997691819458632e-14,2.9893669801409083e-16,11.65,8.047150486536724,1.7034106373173115,6.343739849219413,129.9660997676387,"[-0.5422009647779894,-0.0006443765644052448,-0.0031430985107719434]","[-1.7818225224971325,0.9762929331089242]","[-0.035024293950942795,-0.08642179355631208,-0.0979619995826777,-0.111978682754719,-0.13782202377396766]","[0.6673742429994904,-0.2579365358294675,3.298714486935878]","[0.8553486381595053,-0.34525141459139397,0.4883363814280179]","[-1.4411381208188823,-2.6311824179867536,-0.0]","[-2.213382849209522,-4.041121356087866,0.0]",e5bd28bf64bcaefbdd42d39f229bba5f56b303f1e51df17932bd9530be9615c3,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_102,setpoint,strong_transient,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,2.220446049250313e-16,11.6,8.440614051188938,2.096874201969525,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.2865365142640352,0.9869149249454033,3.59010401836833]","[-0.0615365142640352,0.9869149249454033,0.7801040183683301]","[-0.0,-0.0,0.0]","[0.0,0.0,0.0]",b00b5a010f021d4a3b82fff12bf314cae399f79d50290d126e0f3a073c5e4951,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_103,smooth_trajectory,strong_transient,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,3.3306690738754696e-16,11.55,8.806838697482991,2.4630988482635785,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5441262482981667,-1.4003453907896248,3.4082803925218212]","[0.7691262482981667,-1.4003453907896248,0.5982803925218211]","[-0.0,-0.0,-0.0]","[0.0,0.0,0.0]",40186d47f72f02ec844eecfdb03d5793b418cdfbddfcb2b0dee71a1197dafdca,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
